Table Names,CL_ID,Latitude,Longitude,Location,Time Period,NO3_μM_SUNA_SA,Cond_μScm_TSG_SA,DOsat_EXO_SA,DO_mg_L_EXO_SA,fDOM_QSU_EXO_SA,Salinity_PSU_TSG_SA,Sp_Cond_μS_cm_EXO_SA,Temp_˚C_TSG_SA,Temp_˚C_EXO_SA,Turb_FNU_EXO_SA,fCHL_μg_L_EXO_SA,fCHL_μg_L_WS_SA,estDOC_mg_L_SA,estDON_μM_SA,pH_SA,fDOM_QSU_WS_SA
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2462,38.256835,-121.691001,Cache Slough,09/13/2018,5.879513,187.3489,94.15297,8.502116,29.73095,0.100017,204.9074,20.27499,20.30807,3.423393,0.277069,2.337532,2.595197,12.04964,8.137249,31.3269
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2460,38.258353,-121.693986,Cache Slough,09/13/2018,5.244934,187.9198,94.06252,8.500958,30.11783,0.100396,205.7341,20.23,20.26196,3.159077,0.259161,2.2628,2.62024,12.15665,8.165731,31.7245
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2312,38.258947,-121.670739,Prospect Slough,09/13/2018,0.986289,267.8382,101.5782,9.184595,43.64211,0.14237,293.394,20.22854,20.23733,6.351051,0.454166,2.698455,3.496609,15.9015,8.662481,46.59539
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2396,38.260071,-121.692022,Shag Slough,09/13/2018,4.378238,191.3645,98.83303,8.909123,30.86049,0.101888,208.7857,20.37709,20.39893,3.262699,0.280256,2.354663,2.66856,12.36313,8.302673,32.2223
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2310,38.261803,-121.669811,Prospect Slough,09/13/2018,0.916371,287.4019,101.1632,9.131769,46.27568,0.15251,316.1065,20.30932,20.31617,6.673949,0.512763,2.792001,3.667264,16.63074,8.586422,49.50701
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2457,38.262404,-121.69607,Cache Slough,09/13/2018,4.336464,188.1614,94.82309,8.573281,30.42751,0.100549,206.0605,20.2101,20.24102,2.942569,0.26809,2.225731,2.640373,12.24265,8.209231,32.06454
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2394,38.262785,-121.691562,Shag Slough,09/13/2018,3.713725,192.4635,101.8095,9.162387,31.1364,0.102275,209.5727,20.4713,20.48409,3.262005,0.304256,2.410689,2.686461,12.43962,8.380258,32.38226
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2308,38.264747,-121.669771,Prospect Slough,09/13/2018,0.902223,300.081,100.4691,9.059946,48.13218,0.159074,329.8412,20.36309,20.37066,6.769225,0.526126,2.82239,3.787565,17.1448,8.523176,51.48838
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2392,38.26524,-121.692884,Shag Slough,09/13/2018,3.391318,190.3549,101.8353,9.169316,30.94452,0.101251,207.4321,20.43562,20.45357,3.035856,0.30634,2.381361,2.673828,12.38563,8.379567,32.28815
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2455,38.265377,-121.696866,Cache Slough,09/13/2018,3.753367,187.9796,96.01601,8.683133,30.75813,0.100532,205.9786,20.18005,20.22614,2.671194,0.273964,2.258265,2.66173,12.33392,8.246567,32.47008
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2306,38.266924,-121.6686,Prospect Slough,09/13/2018,0.812181,313.5751,100.2827,9.032743,50.25593,0.166027,343.961,20.42083,20.43184,7.018389,0.544723,2.85816,3.925184,17.73287,8.474823,53.85521
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2390,38.268331,-121.693697,Shag Slough,09/13/2018,2.085223,193.1935,108.424,9.731901,32.11799,0.102431,209.9405,20.58447,20.6099,2.763091,0.339795,2.554354,2.749842,12.71047,8.535504,33.37006
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2453,38.267889,-121.698876,Cache Slough,09/13/2018,3.569252,187.7108,94.85241,8.588149,30.93694,0.100548,206.0236,20.10776,20.15819,2.546732,0.268826,2.270893,2.673313,12.38344,8.22682,32.74566
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2304,38.269711,-121.667373,Prospect Slough,09/13/2018,0.760641,325.5494,100.8648,9.069641,52.04184,0.172105,355.2376,20.5057,20.51994,7.1244,0.564814,2.902139,4.040911,18.22739,8.439082,55.87071
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2388,38.271085,-121.695114,Shag Slough,09/13/2018,1.798808,192.9512,109.0105,9.780734,32.50751,0.102309,209.7119,20.57952,20.62092,2.466209,0.354513,2.616097,2.775082,12.81832,8.544118,33.86216
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2451,38.270193,-121.701013,Cache Slough,09/13/2018,3.133528,186.9407,93.99363,8.523854,30.89061,0.100286,205.5215,20.03599,20.07787,2.492053,0.270109,2.274113,2.670313,12.37062,8.214068,32.83523
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2302,38.272397,-121.665955,Prospect Slough,09/13/2018,0.740649,332.7732,101.8934,9.155272,53.06019,0.17579,363.0222,20.54249,20.55647,7.332175,0.583503,2.925375,4.106901,18.50937,8.444672,57.02495
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2386,38.273941,-121.695789,Shag Slough,09/13/2018,0.981336,200.143,113.6048,10.14137,35.09219,0.105483,216.7676,20.84542,20.89907,2.398781,0.471814,3.057344,2.942571,13.53402,8.630756,36.47779
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2449,38.272546,-121.703026,Cache Slough,09/13/2018,2.67664,185.7231,93.25698,8.47828,30.63326,0.099858,204.6697,19.92451,19.96175,2.604386,0.264026,2.284929,2.653636,12.29935,8.194659,32.83805
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2300,38.275324,-121.665291,Prospect Slough,09/13/2018,0.769137,337.8047,102.6622,9.217956,53.8537,0.178337,368.3034,20.58063,20.59302,7.36254,0.589937,2.950885,4.15832,18.72909,8.444347,57.83411
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2447,38.274112,-121.70586,Cache Slough,09/13/2018,2.225064,185.3069,93.7793,8.542684,30.57052,0.099735,204.3962,19.86665,19.90683,2.585592,0.268719,2.307838,2.64957,12.28198,8.197854,32.95304
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2384,38.276917,-121.69515,Shag Slough,09/13/2018,0.84109,206.5193,114.4698,10.19361,37.04693,0.108483,223.0405,20.97377,21.02462,2.519812,0.564195,3.331701,3.069239,14.07529,8.629769,38.66752
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2444,38.277413,-121.709154,Cache Slough,09/13/2018,1.678396,187.6622,95.01263,8.672013,31.39842,0.100749,206.3663,19.94413,19.99245,1.952852,0.295258,2.359643,2.703218,12.51122,8.217993,33.66151
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2298,38.278237,-121.664889,Prospect Slough,09/13/2018,0.891251,350.3772,104.2043,9.337713,55.7075,0.184651,381.0182,20.6803,20.69231,7.394978,0.600675,3.056694,4.278446,19.2424,8.441424,59.79309
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2382,38.27974,-121.694319,Shag Slough,09/13/2018,0.678546,222.1484,116.9473,10.35988,41.4473,0.115939,238.1298,21.24028,21.30341,2.863916,0.737277,3.770225,3.354382,15.29375,8.650317,43.26009
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2442,38.279696,-121.711532,Cache Slough,09/13/2018,1.576443,190.0074,94.24848,8.602042,32.14371,0.101814,208.5279,19.99685,20.04722,1.535597,0.32884,2.431327,2.751515,12.71759,8.20097,34.30479
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2296,38.281109,-121.664552,Prospect Slough,09/13/2018,0.950945,366.6723,103.9442,9.302622,57.65334,0.192958,399.7579,20.75963,20.76431,7.745731,0.657871,3.232294,4.404538,19.78121,8.413589,62.09859
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2380,38.282451,-121.693004,Shag Slough,09/13/2018,0.697185,228.4373,115.999,10.25342,43.09262,0.118897,243.5949,21.34421,21.41202,2.84349,0.790293,3.919391,3.461,15.74934,8.615918,45.08632
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2213,38.284324,-121.663624,Toe Drain Canal,09/13/2018,1.203685,422.2243,99.44063,8.846467,64.59549,0.220969,459.3801,21.08446,21.0853,8.984765,0.954168,4.043916,4.854389,21.70349,8.285908,70.27849
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2378,38.285331,-121.692764,Shag Slough,09/13/2018,0.744896,236.1084,112.7204,9.940322,44.9271,0.122535,251.072,21.45665,21.53543,2.714161,0.842451,4.092104,3.579875,16.25731,8.532327,46.97385
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2293,38.285972,-121.665128,Liberty Cut,09/13/2018,1.38431,442.9734,97.83846,8.661689,67.60668,0.231012,476.7375,21.29798,21.31636,9.303061,1.077691,4.422815,5.049516,22.53729,8.2486,73.95992
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2211,38.28721,-121.663197,Toe Drain Canal,09/13/2018,1.362452,455.2861,96.16642,8.518909,69.00555,0.237525,492.7319,21.29139,21.29813,9.906851,1.161811,4.610073,5.140161,22.92464,8.209247,75.55495
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2376,38.288219,-121.692774,Shag Slough,09/13/2018,0.855465,258.7721,103.4314,9.074564,49.8427,0.133443,274.2005,21.72598,21.79658,2.348245,1.005726,4.547229,3.898405,17.61845,8.293146,52.09733
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2291,38.288926,-121.665552,Liberty Cut,09/13/2018,1.481542,459.6485,97.0398,8.566051,69.86665,0.2392,488.3679,21.43838,21.45837,9.756686,1.172942,4.722812,5.195964,23.16308,8.228127,76.82745
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2209,38.290166,-121.662685,Toe Drain Canal,09/13/2018,1.697473,513.1585,90.47832,7.953434,76.82284,0.266326,548.2406,21.6614,21.67648,12.4737,1.68211,5.884352,5.646723,25.08924,8.078404,85.1302
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2374,38.291134,-121.692779,Shag Slough,09/13/2018,0.938716,271.3781,99.09565,8.679453,52.44408,0.139637,287.5866,21.81761,21.88064,2.213836,1.09426,4.773814,4.066974,18.33877,8.179095,54.81945
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2207,38.292666,-121.661392,Toe Drain Canal,09/13/2018,1.79042,518.6381,90.64483,7.949705,77.56042,0.268726,551.8465,21.75619,21.77908,13.18554,1.815415,6.182716,5.694515,25.29348,8.074495,86.29959
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2288,38.29303,-121.667139,Liberty Cut,09/13/2018,1.431069,408.6206,108.2466,9.55945,62.94363,0.212393,429.5742,21.41622,21.43893,8.455898,0.830755,3.941548,4.747295,21.2461,8.433271,68.97879
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2372,38.294025,-121.692782,Shag Slough,09/13/2018,1.079657,290.9821,94.9548,8.302236,56.47836,0.14937,308.0676,21.91569,21.96861,2.158187,1.250832,5.168422,4.328394,19.45587,8.069011,59.15422
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2205,38.295509,-121.660634,Toe Drain Canal,09/13/2018,2.031319,539.5743,89.10149,7.780893,80.11665,0.278835,572.1763,21.93001,21.96225,15.09681,2.21349,7.062316,5.860163,26.0013,8.030539,89.86003
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2286,38.295918,-121.667135,Liberty Cut,09/13/2018,1.477302,383.6354,113.4725,10.02295,59.4453,0.1992,408.5666,21.41855,21.43501,8.568457,0.822766,3.778981,4.520577,20.27742,8.512794,64.84923
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2370,38.296923,-121.692783,Shag Slough,09/13/2018,1.138061,298.8036,93.75554,8.194893,58.036,0.153306,316.2706,21.93646,21.98519,2.182059,1.339048,5.353466,4.429329,19.88718,8.041045,60.87059
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2284,38.298824,-121.667137,Liberty Cut,09/13/2018,1.4715,376.982,113.8347,10.05262,58.91263,0.195649,401.7923,21.43169,21.44948,8.817064,0.883364,3.895771,4.486005,20.12995,8.520238,64.20055
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2368,38.299828,-121.692788,Shag Slough,09/13/2018,1.208492,314.1388,91.44218,7.992536,60.84092,0.161165,332.4983,21.93732,21.98301,2.271679,1.530714,5.734525,4.611088,20.66387,7.996448,64.03866
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2282,38.301754,-121.667149,Liberty Cut,09/13/2018,1.337889,362.7985,114.0519,10.07048,57.99493,0.188069,387.6228,21.46822,21.47553,9.12718,1.016371,4.154412,4.426596,19.87607,8.50489,62.99268
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2366,38.302718,-121.6928,Shag Slough,09/13/2018,1.23729,321.4575,90.2766,7.892721,62.07806,0.164976,340.3294,21.92214,21.96831,2.335712,1.609949,5.897913,4.691255,21.00643,7.977122,65.46252
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2280,38.304632,-121.667155,Liberty Cut,09/13/2018,1.2637,364.8419,111.5405,9.835629,58.38334,0.188917,390.1795,21.52479,21.52831,8.853332,1.096805,4.323839,4.451776,19.98362,8.450238,63.25422
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2364,38.305631,-121.692805,Shag Slough,09/13/2018,1.259961,334.4578,87.98318,7.696843,63.94112,0.171809,354.3494,21.88557,21.93768,2.502081,1.669475,6.046567,4.811981,21.52231,7.94191,67.8278
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2197,38.306919,-121.657957,Toe Drain Canal,09/13/2018,2.467172,540.9557,92.5545,8.058307,79.73494,0.278565,570.579,22.09856,22.13568,16.67402,2.597071,7.976485,5.835425,25.89561,8.063107,90.25307
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2278,38.307532,-121.667171,Liberty Cut,09/13/2018,1.039766,379.377,101.3686,8.915955,60.64275,0.196186,405.4482,21.60799,21.62073,7.33622,1.36194,5.016527,4.59825,20.60902,8.270895,65.12339
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2362,38.308535,-121.692809,Shag Slough,09/13/2018,1.255612,341.9791,86.91257,7.603086,64.31773,0.175722,362.3926,21.8788,21.93758,2.675859,1.713406,6.14049,4.836387,21.62659,7.922811,69.12199
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2195,38.309767,-121.657243,Toe Drain Canal,09/13/2018,2.57155,535.0983,93.15486,8.110854,78.91555,0.275457,564.3598,22.10175,22.14059,16.88714,2.74259,8.17229,5.782328,25.66872,8.075567,89.42957
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2276,38.310432,-121.667177,Liberty Cut,09/13/2018,0.969066,386.9414,95.2954,8.377864,62.00768,0.200199,413.1339,21.59259,21.61791,6.470823,1.455171,5.321612,4.686699,20.98693,8.182309,66.34771
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2360,38.311425,-121.692806,Shag Slough,09/13/2018,1.289258,358.6971,85.93427,7.523523,64.95945,0.18448,380.5775,21.85453,21.88444,3.17836,1.851273,6.460048,4.877971,21.80428,7.881191,72.01402
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2193,38.312597,-121.65659,Toe Drain Canal,09/13/2018,2.837816,544.5412,93.00748,8.092909,79.95876,0.280245,573.9324,22.13548,22.17335,18.05735,2.921502,8.568405,5.849927,25.95759,8.072571,91.07548
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2274,38.313327,-121.667186,Liberty Cut,09/13/2018,0.89643,392.4277,91.34355,8.037554,63.19831,0.203199,418.9866,21.55884,21.58559,5.884151,1.544488,5.608065,4.763852,21.31661,8.112185,67.44185
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2358,38.314349,-121.692955,Shag Slough,09/13/2018,1.334219,366.8075,84.66663,7.42634,66.26451,0.189036,390.0004,21.76627,21.7768,3.409012,1.967172,6.688972,4.96254,22.16565,7.858263,73.83778
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2191,38.315466,-121.655907,Toe Drain Canal,09/13/2018,3.020886,539.1867,92.19838,8.029125,79.41748,0.277622,568.6642,22.09632,22.12782,18.40108,3.02239,8.863869,5.814852,25.8077,8.069043,90.56613
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2272,38.316233,-121.667195,Liberty Cut,09/13/2018,0.825935,402.0323,87.61154,7.713925,64.96778,0.20827,429.6627,21.5644,21.57596,5.452166,1.680074,5.928251,4.878513,21.80658,8.019792,69.3512
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2356,38.317224,-121.692989,Shag Slough,09/13/2018,1.437875,372.517,82.85229,7.290731,68.29422,0.192602,397.4127,21.61965,21.60278,3.542471,2.040033,6.795893,5.094065,22.72767,7.838223,75.55991
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2270,38.319136,-121.667205,Liberty Cut,09/13/2018,0.801053,408.2516,86.46822,7.60428,65.67917,0.211241,435.9368,21.63277,21.64349,5.368189,1.806714,6.214499,4.92461,22.00356,7.9828,70.12516
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2354,38.320143,-121.693011,Shag Slough,09/13/2018,1.668759,379.9291,77.28284,6.860814,73.14861,0.198287,408.7711,21.18345,21.16186,3.799045,2.040805,6.649239,5.40863,24.07185,7.803362,79.49148
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2256,38.321773,-121.687105,Prospect Slough,09/13/2018,1.527303,393.655,77.08321,6.860861,75.08133,0.206339,424.1648,21.00799,21.01471,4.187916,1.616088,5.753869,5.533869,24.60703,7.837554,81.28618
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2258,38.321781,-121.690726,Prospect Slough,09/13/2018,1.622989,388.2666,76.17184,6.784575,75.06401,0.203575,418.7312,20.98216,20.98602,4.17936,1.724173,5.996253,5.532747,24.60223,7.81834,81.39474
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2268,38.322036,-121.667223,Liberty Cut,09/13/2018,0.807001,422.2543,85.72345,7.515687,67.31963,0.21788,449.3849,21.78949,21.80499,5.416513,2.048204,6.681804,5.030912,22.45767,7.957942,71.96606
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2254,38.323121,-121.684767,Prospect Slough,09/13/2018,1.427721,399.3576,78.40326,6.971248,74.88804,0.209179,429.8549,21.05443,21.06208,4.122492,1.539468,5.565027,5.521344,24.55351,7.864334,80.8589
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2352,38.32331,-121.693425,Shag Slough,09/13/2018,1.761304,383.7873,75.37495,6.71466,74.82048,0.201047,414.1512,21.00905,20.99627,4.015319,1.963315,6.473364,5.516967,24.53479,7.795111,81.13699
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2185,38.324022,-121.653895,Toe Drain Canal,09/13/2018,3.737738,542.9466,85.09386,7.422968,80.10571,0.280266,573.5322,21.98673,22.04071,20.69953,3.594632,9.749768,5.85945,25.99827,8.013723,92.10267
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2266,38.324904,-121.667235,Liberty Cut,09/13/2018,0.836215,430.0631,86.22277,7.548537,68.19569,0.221541,456.8566,21.86681,21.87913,5.496303,2.222297,6.974463,5.087681,22.69973,7.96494,72.98987
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2252,38.32594,-121.684802,Prospect Slough,09/13/2018,1.496888,424.7798,79.45087,7.057679,76.97092,0.222354,456.0463,21.1048,21.1151,4.962901,1.639423,5.837497,5.656315,25.13025,7.9025,83.4101
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2350,38.32627,-121.693514,Shag Slough,09/13/2018,1.802508,395.639,74.41445,6.64741,76.74236,0.207968,427.6255,20.85203,20.86372,4.540706,1.810564,6.196569,5.641505,25.06696,7.810734,83.24966
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2183,38.326868,-121.653204,Toe Drain Canal,09/13/2018,3.921524,542.4503,83.60064,7.297972,80.08075,0.280205,573.4265,21.95298,22.00705,21.07681,3.675807,9.907054,5.857832,25.99136,7.998196,92.27514
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2264,38.327829,-121.667247,Liberty Cut,09/13/2018,0.975812,450.1653,89.53121,7.81824,70.42982,0.231266,476.1738,22.02787,22.03561,5.944972,2.710523,7.964689,5.232453,23.31827,8.02498,75.8267
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2250,38.328713,-121.684531,Prospect Slough,09/13/2018,1.569916,442.1549,82.94314,7.344307,77.21196,0.230832,473.2061,21.25965,21.27528,5.510293,1.774793,6.127415,5.671935,25.19699,7.970383,83.87476
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2248,38.329067,-121.680914,Prospect Slough,09/13/2018,1.57885,447.287,85.02337,7.515181,76.90924,0.233136,477.9748,21.34038,21.36469,5.691692,1.80467,6.199025,5.652318,25.11317,8.001926,83.49051
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2246,38.329118,-121.67723,Prospect Slough,09/13/2018,1.372434,449.8281,88.34433,7.784661,75.3296,0.233702,479.4891,21.50138,21.52783,5.625185,1.846932,6.216532,5.549958,24.67566,8.042673,81.43278
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2181,38.329716,-121.652525,Toe Drain Canal,09/13/2018,4.622197,545.7877,79.93746,6.99158,80.68491,0.282505,578.121,21.86291,21.90768,22.28889,3.834543,10.26627,5.896982,26.15866,7.957909,93.42573
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2262,38.330783,-121.667262,Liberty Cut,09/13/2018,1.096797,459.8352,91.84767,8.009713,71.39214,0.235926,485.5111,22.10624,22.11007,6.236041,3.033165,8.61237,5.29481,23.58482,8.06476,77.13991
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2244,38.330809,-121.675763,Prospect Slough,09/13/2018,1.333874,460.095,91.72443,8.060033,74.90479,0.238335,489.0318,21.65846,21.67808,6.018472,1.991568,6.507931,5.52243,24.55796,8.085497,81.14301
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2179,38.332568,-121.651845,Toe Drain Canal,09/13/2018,4.829293,545.2032,78.23875,6.84716,80.71667,0.282372,577.8902,21.83478,21.87716,22.35009,3.875286,10.38742,5.899041,26.16746,7.938133,93.45023
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2260,38.333623,-121.667281,Liberty Cut,09/13/2018,1.449204,481.8106,97.5854,8.493649,74.17689,0.247085,508.122,22.18276,22.20087,7.542184,3.060695,8.94501,5.475262,24.35654,8.142094,80.34025
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2242,38.33376,-121.675622,Prospect Slough,09/13/2018,1.614589,478.7148,97.04277,8.512442,76.35309,0.247746,507.7301,21.74229,21.76074,7.46345,1.970393,6.52486,5.61628,24.95916,8.152658,83.40535
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2177,38.335419,-121.651149,Toe Drain Canal,09/13/2018,5.235773,545.3378,74.028,6.484109,80.88971,0.282803,578.6621,21.78006,21.82439,22.59519,4.024002,10.70588,5.910253,26.21536,7.896668,93.6608
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2236,38.336208,-121.667406,Prospect Slough,09/13/2018,1.743276,493.8819,100.5493,8.745216,75.94631,0.253423,520.9246,22.18396,22.20701,8.603241,2.845436,8.586608,5.589921,24.84652,8.173888,82.34005
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2238,38.336141,-121.670996,Prospect Slough,09/13/2018,1.741192,491.2665,102.6647,8.954878,76.49783,0.252843,518.5869,22.02663,22.05369,8.107511,2.327224,7.422617,5.625659,24.99923,8.208099,83.42116
Toe Pulse 20180913 Spatially Aligned.xlsx/Sheet1,A2240,38.336183,-121.67461,Prospect Slough,09/13/2018,1.789397,489.7409,101.6361,8.885803,76.85215,0.252713,517.7524,21.89866,21.92705,8.247617,2.069413,6.838881,5.64862,25.09734,8.201457,84.10511
