NO3 (μM) (ISUS) SA ,NO3 (μM) (SUNA) SA,fCHL (μgL) (EXO) SA,fCHL (μgL) (WS) SA,CL ID,Location,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Station Name,Station Abbrev.,Site Number,Subregion
14.60789231,17.85934952,5.553447535,9.678284692,A737,Sacramento River,38.086761,-121.743291, , ,,Western Delta Tidal Zone
15.49456,17.9000525,5.434190543,9.501081081,A738,Sacramento River,38.085898,-121.744755, , ,,Western Delta Tidal Zone
15.17940588,17.91906917,4.789845781,8.290156755,A739,Sacramento River,38.085142,-121.746359, , ,,Western Delta Tidal Zone
15.52865897,17.7810625,4.348946759,7.69233405,A740,Sacramento River,38.08437,-121.747922, , ,,Western Delta Tidal Zone
14.83552617,17.56470307,5.41044216,8.12749238,A741,Sacramento River,38.083504,-121.74939, , ,,Western Delta Tidal Zone
15.20711705,17.67003954,6.536317352,9.65940081,A742,Sacramento River,38.082427,-121.750674, , ,,Western Delta Tidal Zone
14.99673009,18.01872099,7.774098588,7.778398517,A743,Sacramento River,38.081639,-121.752267, , ,,Western Delta Tidal Zone
14.88087522,17.5223,7.295623313,8.271429374,A744,Sacramento River,38.080898,-121.753821, , ,,Western Delta Tidal Zone
15.6597,17.98098993,7.294816963,8.327861017,A745,Sacramento River,38.080415,-121.755511, , ,,Western Delta Tidal Zone
16.03654062,18.8551546,6.75314036,9.546544321,A746,Sacramento River,38.079584,-121.757026, , ,,Western Delta Tidal Zone
15.89167656,18.79290272,5.869246044,10.17479835,A747,Sacramento River,38.07877,-121.758558, , ,,Western Delta Tidal Zone
15.89413373,18.63556054,5.965269107,9.870924039,A748,Sacramento River,38.077966,-121.760124, , ,,Western Delta Tidal Zone
3.875545455,2.277979688,27.53863807,45.90132958,A2155,Toe Drain Canal,38.36554,-121.63764,TOE DRAIN A MALLARD RD NR COURTLAND CA,Toe North,11455139,Cache Slough Complex
4.688802222,2.157335326,27.50508438,45.30165906,A2167,Toe Drain Canal,38.349105,-121.6453,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,Toe South,11455140,Cache Slough Complex
4.023222242,1.46481495,26.60894696,44.0009465,A2263,Liberty Cut,38.329293,-121.667258,LIBERTY CUT A LITTLE HOLLAND TRACT NR COURTLAND CA,Liberty Cut,11455146,Cache Slough Complex
3.796515625,1.224449914,20.35748594,33.94654547,A2355,Shag Slough,38.318682,-121.692991,SHAG SLOUGH A LIBERTY ISLAND NR COURTLAND CA,Shag,11455276,Cache Slough Complex
96.76621852,135.5279611,7.846012714,12.95969173,A2445,Cache Slough,38.276099,-121.708263,CACHE SLOUGH NR HASTINGS TRACT NR RIO VISTA CA (Upper Cache Slough),USC,11455280,Cache Slough Complex
5.845010256,4.60149375,18.08339073,27.92336781,A2476,Cache Slough,38.241338,-121.687009,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,LIB,11455315,Cache Slough Complex
9.446161538,10.10775913,12.00016693,21.40645615,A2515,Cache Slough,38.193497,-121.656957,CACHE SLOUGH AB RYER ISLAND FERRY NR RIO VISTA CA,RYF,11455385,Western Delta Tidal Zone
12.45571481,13.56887083,7.092711499,12.10234834,A682,Sacramento River,38.149323,-121.687423,SACRAMENTO R A RIO VISTA CA,SRV,11455420,Western Delta Tidal Zone
13.91591667,17.79590714,6.188085046,10.17068358,A731,Sacramento River,38.092014,-121.73451,SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA,SDI,11455478,Western Delta Tidal Zone
