,fCHL μgL WS HR mean,fCHL μgL EXO HR mean,fCHL μgL EXO HR median,NO3 uM SUNA HR mean,CL_ID,Location,Latitude,Longitude,USGS_Stati,Station_ID,USGS_Sta_1,DigitalLat,DigitalLon,Subregions
406,10.08885329,5.846605387,5.730459827,8.706567503,A617,Sacramento River,38.168205,-121.597089, , ,,,,North Delta Tidal Transition Zone
407,10.38956291,6.11227651,5.813838224,8.6774625,A618,Sacramento River,38.167249,-121.598422, , ,,,,North Delta Tidal Transition Zone
408,10.54737062,6.228956522,6.210490541,8.824902125,A619,Sacramento River,38.166432,-121.599938, , ,,,,North Delta Tidal Transition Zone
409,10.37402956,6.147008173,5.732136673,8.822975455,A620,Sacramento River,38.165634,-121.601487, , ,,,,North Delta Tidal Transition Zone
410,10.4043837,6.171352335,5.793615281,8.8694025,A621,Sacramento River,38.164908,-121.603087, , ,,,,North Delta Tidal Transition Zone
411,10.42527429,6.172738041,5.79854045,8.885683125,A622,Sacramento River,38.164292,-121.604763, , ,,,,North Delta Tidal Transition Zone
412,10.20925788,6.108399255,5.756718087,8.89305225,A623,Sacramento River,38.163877,-121.60651, , ,,,,North Delta Tidal Transition Zone
413,9.996464413,6.0757219,5.589118723,8.964858375,A624,Sacramento River,38.163647,-121.608327, , ,,,,North Delta Tidal Transition Zone
414,7.736261974,4.876172228,5.014955135,1.3028535,A6244,Big Break,38.018405,-121.725102, , ,,,,Western Delta Tidal Zone
415,8.198839228,4.62583228,4.752900765,1.292974235,A6245,Big Break,38.01803,-121.723269, , ,,,,Western Delta Tidal Zone
416,8.29408258,4.510919742,4.473591107,1.292997122,A6246,Big Break,38.017351,-121.721431, , ,,,,Western Delta Tidal Zone
417,8.475344998,4.545239357,4.708341629,1.248507698,A6247,Big Break,38.016799,-121.719589, , ,,,,Western Delta Tidal Zone
418,8.287484493,4.720306797,4.665172283,1.286303571,A6248,Big Break,38.016564,-121.717774, , ,,,,Western Delta Tidal Zone
419,7.460250172,3.854881969,3.959955695,1.462512682,A6249,Big Break,38.015912,-121.7159, , ,,,,Western Delta Tidal Zone
420,10.15022654,6.082225673,5.303557032,9.005553346,A625,Sacramento River,38.163547,-121.610142, , ,,,,North Delta Tidal Transition Zone
421,6.886526913,3.698907229,3.805053431,1.463549933,A6250,Big Break,38.01487,-121.714053, , ,,,,Western Delta Tidal Zone
422,10.58971153,6.273709076,5.611711164,9.067933846,A626,Sacramento River,38.163434,-121.612003, , ,,,,North Delta Tidal Transition Zone
423,10.85418417,6.464333544,6.053220854,9.043233875,A627,Sacramento River,38.163385,-121.613848, , ,,,,North Delta Tidal Transition Zone
424,10.85721524,6.437254802,6.074766355,9.05140275,A628,Sacramento River,38.163544,-121.61567, , ,,,,North Delta Tidal Transition Zone
425,10.72642175,6.31483257,6.06045497,9.094417875,A629,Sacramento River,38.163868,-121.617459, , ,,,,North Delta Tidal Transition Zone
426,10.39329449,6.113237568,6.046141667,9.065582444,A630,Sacramento River,38.164194,-121.619235, , ,,,,North Delta Tidal Transition Zone
427,10.1677035,5.978381165,5.629172063,9.093849632,A631,Sacramento River,38.164559,-121.621021, , ,,,,North Delta Tidal Transition Zone
428,10.4127011,6.17677527,5.729503475,9.16930875,A632,Sacramento River,38.165041,-121.622748, , ,,,,North Delta Tidal Transition Zone
429,10.6034053,6.269047743,5.893762619,9.24197175,A633,Sacramento River,38.165586,-121.624453, , ,,,,North Delta Tidal Transition Zone
430,10.60367516,6.268734643,5.898443343,9.292356,A634,Sacramento River,38.166171,-121.626153, , ,,,,North Delta Tidal Transition Zone
431,10.50679359,6.217700075,5.91454038,9.2971545,A635,Sacramento River,38.166892,-121.627696, , ,,,,North Delta Tidal Transition Zone
432,10.58743059,6.2186707,5.91454038,9.3803285,A636,Sacramento River,38.167832,-121.629125, , ,,,,North Delta Tidal Transition Zone
433,10.5724528,6.127936429,5.760047752,9.459934385,A637,Sacramento River,38.16893,-121.630281, , ,,,,North Delta Tidal Transition Zone
434,10.68269967,6.151182847,5.859857653,9.507181154,A638,Sacramento River,38.169999,-121.631504, , ,,,,North Delta Tidal Transition Zone
435,10.7846255,6.239203193,5.937793804,9.595347,A639,Sacramento River,38.170829,-121.633002, , ,,,,North Delta Tidal Transition Zone
436,10.88846557,6.241074423,5.90159036,9.609426115,A640,Sacramento River,38.171526,-121.63461, , ,,,,North Delta Tidal Transition Zone
437,10.70434545,6.321128542,6.11435933,9.599023773,A641,Sacramento River,38.172153,-121.636235, , ,,,,North Delta Tidal Transition Zone
438,10.897555,6.468705294,6.119514024,9.599537395,A642,Sacramento River,38.172694,-121.637951, , ,,,,North Delta Tidal Transition Zone
439,10.37395373,6.015667973,5.317665856,9.695218301,A643,Sacramento River,38.172878,-121.639755, , ,,,,North Delta Tidal Transition Zone
440,10.13016125,5.99591512,5.510651987,9.614562647,A644,Sacramento River,38.172804,-121.641568, , ,,,,North Delta Tidal Transition Zone
441,9.988066656,5.88224631,5.524201516,9.868023667,A645,Sacramento River,38.172775,-121.64345, , ,,,,North Delta Tidal Transition Zone
442,10.92528931,6.307972663,6.815362897,9.91376175,A646,Sacramento River,38.172858,-121.645277, , ,,,,North Delta Tidal Transition Zone
443,10.72198483,6.195626411,5.737826493,9.936831462,A647,Sacramento River,38.172988,-121.647121, , ,,,,North Delta Tidal Transition Zone
444,10.74580978,6.274907561,6.252988735,10.02892575,A648,Sacramento River,38.17305,-121.648914, , ,,,,North Delta Tidal Transition Zone
445,10.45832563,6.053290981,5.650684932,10.0940254,A649,Sacramento River,38.173458,-121.650671, , ,,,,North Delta Tidal Transition Zone
446,10.67241657,6.168080415,6.760045106,10.20799705,A650,Sacramento River,38.173849,-121.652425, , ,,,,North Delta Tidal Transition Zone
447,10.21098922,5.907426265,5.152794797,10.4268585,A651,Sacramento River,38.174403,-121.654101, , ,,,,North Delta Tidal Transition Zone
448,9.850425029,5.717218415,4.760480903,10.64996238,A652,Sacramento River,38.175012,-121.655747, , ,,,,North Delta Tidal Transition Zone
449,9.684556618,5.690625155,4.724448412,10.91978573,A653,Sacramento River,38.17535,-121.657546, , ,,,,North Delta Tidal Transition Zone
450,9.479645172,5.502453659,4.671943449,11.3522835,A654,Sacramento River,38.175767,-121.659425, , ,,,,North Delta Tidal Transition Zone
451,9.154929067,5.252178206,4.585717728,12.03538425,A655,Sacramento River,38.175936,-121.661218, , ,,,,North Delta Tidal Transition Zone
452,8.966789246,5.07459165,6.192057674,12.49823385,A656,Sacramento River,38.175484,-121.66326, , ,,,,North Delta Tidal Transition Zone
453,8.273136047,4.664827679,3.47947112,12.82285238,A657,Sacramento River,38.176846,-121.664573, , ,,,,North Delta Tidal Transition Zone
454,11.2022524,6.405711669,6.405711669,,A658,Sacramento River,38.179403,-121.666553, , ,,,,Western Delta Tidal Zone
455,8.092986239,4.570214443,3.222117257,13.18615419,A659,Sacramento River,38.178146,-121.667403, , ,,,,Western Delta Tidal Zone
456,6.895296067,3.810302989,3.477409792,13.27551087,A660,Sacramento River,38.17685,-121.668186, , ,,,,Western Delta Tidal Zone
457,6.135450846,3.300287689,3.145687194,12.68581829,A661,Sacramento River,38.175172,-121.668093, , ,,,,Western Delta Tidal Zone
458,6.010066431,3.265370469,3.145765433,12.93548383,A662,Sacramento River,38.173881,-121.668833, , ,,,,Western Delta Tidal Zone
459,5.902558723,3.234341175,3.12313123,13.41537485,A663,Sacramento River,38.173097,-121.670531, , ,,,,Western Delta Tidal Zone
460,5.900763443,3.255109981,3.229021327,13.33675327,A664,Sacramento River,38.171934,-121.671539, , ,,,,Western Delta Tidal Zone
461,6.211055907,3.391236396,3.247820681,13.41352927,A665,Sacramento River,38.170822,-121.672684, , ,,,,Western Delta Tidal Zone
462,6.261602049,3.43903523,3.247820681,13.46145275,A666,Sacramento River,38.169569,-121.673563, , ,,,,Western Delta Tidal Zone
463,6.17425577,3.455259629,3.294515776,13.71509654,A667,Sacramento River,38.168213,-121.674246, , ,,,,Western Delta Tidal Zone
464,6.237612228,3.521040168,3.299820824,13.99768513,A668,Sacramento River,38.16706,-121.675362, , ,,,,Western Delta Tidal Zone
465,6.266682954,3.491648046,3.156270232,14.05911208,A669,Sacramento River,38.165792,-121.676228, , ,,,,Western Delta Tidal Zone
466,6.242899089,3.506347976,3.211533689,14.090856,A670,Sacramento River,38.164247,-121.676545, , ,,,,Western Delta Tidal Zone
467,4.735927072,2.532075083,2.524953059,13.70814487,A671,Sacramento River,38.163116,-121.677796, , ,,,,Western Delta Tidal Zone
468,4.970476331,2.726173755,2.706974906,13.6296115,A672,Sacramento River,38.161903,-121.678815, , ,,,,Western Delta Tidal Zone
469,5.026999081,2.756703443,2.73708654,13.956498,A673,Sacramento River,38.160698,-121.679795, , ,,,,Western Delta Tidal Zone
470,5.56986232,3.084740102,2.773935382,14.00347866,A674,Sacramento River,38.159559,-121.680992, , ,,,,Western Delta Tidal Zone
471,6.017603835,3.381823976,3.486985893,14.28776287,A675,Sacramento River,38.158896,-121.682897, , ,,,,Western Delta Tidal Zone
472,6.011859242,3.358203818,3.617866005,14.33688818,A676,Sacramento River,38.157555,-121.683731, , ,,,,Western Delta Tidal Zone
473,5.922927436,3.360140871,3.702233251,14.29689159,A677,Sacramento River,38.156438,-121.685087, , ,,,,Western Delta Tidal Zone
474,5.868975106,3.33715837,3.665259507,14.33437987,A678,Sacramento River,38.154962,-121.685628, , ,,,,Western Delta Tidal Zone
475,5.909028955,3.366499979,3.675374988,14.35458894,A679,Sacramento River,38.153518,-121.685911, , ,,,,Western Delta Tidal Zone
476,5.919252311,3.350641039,3.656597774,14.2901437,A680,Sacramento River,38.152093,-121.686369, , ,,,,Western Delta Tidal Zone
477,6.009231555,3.419695384,3.657233727,14.37536061,A681,Sacramento River,38.15067,-121.686748, , ,,,,Western Delta Tidal Zone
479,6.666039874,3.837253087,3.891263294,14.45358706,A683,Sacramento River,38.147878,-121.687732, , ,,,,Western Delta Tidal Zone
480,6.599452866,3.723421809,3.863636714,14.51681515,A684,Sacramento River,38.146499,-121.688278, , ,,,,Western Delta Tidal Zone
481,5.933566266,3.447985262,3.075249679,14.57790375,A685,Sacramento River,38.145109,-121.688753, , ,,,,Western Delta Tidal Zone
482,5.934451855,3.420487553,3.010975972,14.59452078,A686,Sacramento River,38.143708,-121.689199, , ,,,,Western Delta Tidal Zone
483,5.9224704,3.405472331,2.984373455,14.62016746,A687,Sacramento River,38.142225,-121.689413, , ,,,,Western Delta Tidal Zone
484,6.069370704,3.505438619,3.199326773,14.72496889,A688,Sacramento River,38.140817,-121.689861, , ,,,,Western Delta Tidal Zone
485,6.247175308,3.652576158,3.421338871,14.759447,A689,Sacramento River,38.139442,-121.690408, , ,,,,Western Delta Tidal Zone
486,6.306707538,3.684397052,3.421338871,14.79044421,A690,Sacramento River,38.137978,-121.690673, , ,,,,Western Delta Tidal Zone
487,6.363123957,3.705431057,3.413922674,14.73848213,A691,Sacramento River,38.13658,-121.691106, , ,,,,Western Delta Tidal Zone
488,6.571098102,3.879406123,3.539648013,14.77919255,A692,Sacramento River,38.135137,-121.691311, , ,,,,Western Delta Tidal Zone
489,6.667554763,3.935766245,3.59402808,14.87285155,A693,Sacramento River,38.133771,-121.691922, , ,,,,Western Delta Tidal Zone
490,6.704178514,3.881872975,3.59402808,14.94303406,A694,Sacramento River,38.132252,-121.691732, , ,,,,Western Delta Tidal Zone
491,6.679752321,3.859718385,3.673580754,14.94958756,A695,Sacramento River,38.130808,-121.692024, , ,,,,Western Delta Tidal Zone
492,6.691138434,3.936130711,3.688504335,14.97704298,A696,Sacramento River,38.129471,-121.692688, , ,,,,Western Delta Tidal Zone
493,6.7891147,3.985124108,3.723667293,14.96037729,A697,Sacramento River,38.128173,-121.6936, , ,,,,Western Delta Tidal Zone
494,6.99487702,4.16214399,4.005142405,14.99508534,A698,Sacramento River,38.126895,-121.694445, , ,,,,Western Delta Tidal Zone
495,7.289819688,4.348338924,4.005142405,15.00690513,A699,Sacramento River,38.125628,-121.695282, , ,,,,Western Delta Tidal Zone
496,7.608429376,4.480565689,3.896360759,14.95369739,A700,Sacramento River,38.124178,-121.69573, , ,,,,Western Delta Tidal Zone
497,7.716473149,4.514956636,3.953223893,14.91722625,A701,Sacramento River,38.123,-121.696791, , ,,,,Western Delta Tidal Zone
498,7.840628501,4.604343523,3.955696203,14.95270088,A702,Sacramento River,38.121737,-121.697703, , ,,,,Western Delta Tidal Zone
499,7.82459148,4.589032081,4.02531896,15.04867833,A703,Sacramento River,38.120354,-121.698267, , ,,,,Western Delta Tidal Zone
500,7.678291569,4.546438263,4.074770052,15.10094025,A704,Sacramento River,38.119192,-121.699411, , ,,,,Western Delta Tidal Zone
501,7.636228784,4.563137491,4.067553421,15.146526,A705,Sacramento River,38.117996,-121.700464, , ,,,,Western Delta Tidal Zone
502,7.517607241,4.456533097,4.100103628,15.194511,A706,Sacramento River,38.117002,-121.701837, , ,,,,Western Delta Tidal Zone
503,7.709098569,4.596086749,4.125445192,15.23112178,A707,Sacramento River,38.115674,-121.702639, , ,,,,Western Delta Tidal Zone
504,7.896445721,4.763215507,4.328683091,15.26391787,A708,Sacramento River,38.114549,-121.703733, , ,,,,Western Delta Tidal Zone
505,8.041506624,4.814608114,4.43322944,15.2733435,A709,Sacramento River,38.113534,-121.705145, , ,,,,Western Delta Tidal Zone
506,8.13276497,4.879057455,4.607086302,15.319729,A710,Sacramento River,38.11295,-121.707198, , ,,,,Western Delta Tidal Zone
507,8.373144688,5.075822171,4.845095516,15.38749415,A711,Sacramento River,38.112206,-121.708478, , ,,,,Western Delta Tidal Zone
508,8.589892457,5.132115255,5.050980004,15.45434089,A712,Sacramento River,38.110984,-121.709286, , ,,,,Western Delta Tidal Zone
509,8.672544751,5.191539295,5.083151851,15.5681542,A713,Sacramento River,38.10826,-121.708979, , ,,,,Western Delta Tidal Zone
510,8.78566059,5.267193835,5.117798456,15.56662694,A714,Sacramento River,38.107494,-121.710506, , ,,,,Western Delta Tidal Zone
511,8.910194588,5.34494468,5.296243145,15.69107302,A715,Sacramento River,38.105699,-121.711053, , ,,,,Western Delta Tidal Zone
512,9.084350759,5.438901452,5.346534653,15.66939703,A716,Sacramento River,38.10667,-121.714317, , ,,,,Western Delta Tidal Zone
513,9.424194282,5.683271343,5.470567618,15.62736879,A717,Sacramento River,38.105665,-121.71561, , ,,,,Western Delta Tidal Zone
514,9.828693885,5.807092933,5.455715643,15.59013905,A718,Sacramento River,38.104516,-121.716768, , ,,,,Western Delta Tidal Zone
515,10.15324946,5.821396011,5.381986702,15.54728348,A719,Sacramento River,38.103715,-121.718304, , ,,,,Western Delta Tidal Zone
516,10.46922083,6.029442484,5.575361458,15.52029488,A720,Sacramento River,38.10264,-121.719538, , ,,,,Western Delta Tidal Zone
517,11.01974165,6.348431573,5.560507031,15.48010448,A721,Sacramento River,38.101621,-121.720836, , ,,,,Western Delta Tidal Zone
518,11.09239469,6.465967513,5.718387959,15.35494085,A722,Sacramento River,38.100917,-121.722502, , ,,,,Western Delta Tidal Zone
519,11.24928121,6.745089475,5.7381919,15.38040844,A723,Sacramento River,38.099854,-121.72377, , ,,,,Western Delta Tidal Zone
520,11.23071884,6.784433697,5.686206555,15.61477962,A724,Sacramento River,38.098673,-121.724866, , ,,,,Western Delta Tidal Zone
521,10.82488305,6.607305087,5.658415842,15.65391522,A725,Sacramento River,38.097768,-121.726288, , ,,,,Western Delta Tidal Zone
522,10.25283768,6.456421905,5.618811881,15.90402714,A726,Sacramento River,38.096837,-121.727697, , ,,,,Western Delta Tidal Zone
523,10.19516677,6.252182264,5.63422121,16.02018393,A727,Sacramento River,38.095745,-121.728937, , ,,,,Western Delta Tidal Zone
524,10.24561533,6.24218931,5.753044856,16.08686062,A728,Sacramento River,38.094915,-121.730428, , ,,,,Western Delta Tidal Zone
525,10.34701365,6.25330732,5.718387959,16.09050678,A729,Sacramento River,38.093991,-121.731833, , ,,,,Western Delta Tidal Zone
526,9.75611897,5.965095475,5.668597714,16.01514504,A730,Sacramento River,38.092843,-121.732989, , ,,,,Western Delta Tidal Zone
528,9.958222706,6.24875929,5.701276848,16.46783604,A732,Sacramento River,38.090968,-121.735857, , ,,,,Western Delta Tidal Zone
529,10.82472334,6.317791792,6.022963476,16.63157902,A733,Sacramento River,38.090121,-121.737349, , ,,,,Western Delta Tidal Zone
530,11.00460553,6.459508742,6.201435548,16.64713278,A734,Sacramento River,38.08941,-121.738916, , ,,,,Western Delta Tidal Zone
531,11.07002443,6.654240656,6.060681054,16.63738304,A735,Sacramento River,38.086885,-121.738725, , ,,,,Western Delta Tidal Zone
532,11.20912475,6.808444428,6.284031284,16.73465813,A736,Sacramento River,38.087311,-121.741526, , ,,,,Western Delta Tidal Zone
533,11.53189832,7.094606214,6.296406296,16.76808807,A737,Sacramento River,38.086761,-121.743291, , ,,,,Western Delta Tidal Zone
534,11.54054514,7.326642366,6.276606277,16.8730263,A738,Sacramento River,38.085898,-121.744755, , ,,,,Western Delta Tidal Zone
535,11.6615279,7.042186398,6.237623762,16.91064654,A739,Sacramento River,38.085142,-121.746359, , ,,,,Western Delta Tidal Zone
536,11.86948712,6.888982904,6.296406296,16.92317063,A740,Sacramento River,38.08437,-121.747922, , ,,,,Western Delta Tidal Zone
537,12.23777558,7.298576803,6.78960396,17.00680162,A741,Sacramento River,38.083504,-121.74939, , ,,,,Western Delta Tidal Zone
538,12.43276618,7.493251712,6.856435644,17.0288299,A742,Sacramento River,38.082427,-121.750674, , ,,,,Western Delta Tidal Zone
539,12.41775564,7.590253297,6.856435644,17.10105102,A743,Sacramento River,38.081639,-121.752267, , ,,,,Western Delta Tidal Zone
540,12.79865192,8.210413405,8.148180186,17.03953425,A744,Sacramento River,38.080898,-121.753821, , ,,,,Western Delta Tidal Zone
541,13.10957892,8.216611684,7.276507277,17.07092444,A745,Sacramento River,38.080415,-121.755511, , ,,,,Western Delta Tidal Zone
542,13.51584476,8.391704885,7.33747391,17.20354013,A746,Sacramento River,38.079584,-121.757026, , ,,,,Western Delta Tidal Zone
543,13.80513997,8.508880505,7.670988815,17.07252394,A747,Sacramento River,38.07877,-121.758558, , ,,,,Western Delta Tidal Zone
544,14.34139256,8.890572011,7.62644759,16.87546246,A748,Sacramento River,38.077966,-121.760124, , ,,,,Western Delta Tidal Zone
545,14.7149908,9.430436707,7.59067744,16.87345283,A749,Sacramento River,38.077149,-121.761681, , ,,,,Western Delta Tidal Zone
546,15.2893869,9.929604492,8.406300929,16.889981,A750,Sacramento River,38.076661,-121.763431, , ,,,,Western Delta Tidal Zone
547,15.5663304,10.1051521,8.791806847,16.806807,A751,Sacramento River,38.076307,-121.765246, , ,,,,Western Delta Tidal Zone
548,16.00126272,10.0557863,8.805778174,16.48511556,A752,Sacramento River,38.075317,-121.766652, , ,,,,Western Delta Tidal Zone
549,16.71149214,9.829698447,8.775227543,16.30745342,A753,Sacramento River,38.074754,-121.76835, , ,,,,Western Delta Tidal Zone
550,17.2695647,10.7673541,10.06034227,16.16123738,A754,Sacramento River,38.074026,-121.769971, , ,,,,Western Delta Tidal Zone
551,17.63981323,10.72755041,9.752720079,15.84764017,A755,Sacramento River,38.072829,-121.771159, , ,,,,Western Delta Tidal Zone
552,17.87605354,10.3849881,9.604352127,15.55866383,A756,Sacramento River,38.07195,-121.772574, , ,,,,Western Delta Tidal Zone
553,18.57578076,10.6775979,10.59158721,14.60595652,A757,Sacramento River,38.0712,-121.774131, , ,,,,Western Delta Tidal Zone
554,19.21482064,11.16769582,9.762611276,14.48507123,A758,Sacramento River,38.070391,-121.775649, , ,,,,Western Delta Tidal Zone
555,19.72953476,12.15781888,10.86226182,14.27337038,A759,Sacramento River,38.069385,-121.777032, , ,,,,Western Delta Tidal Zone
556,19.86852662,12.07286227,11.25008691,14.15957052,A760,Sacramento River,38.068521,-121.778514, , ,,,,Western Delta Tidal Zone
557,20.44647746,12.96640187,13.42707199,13.37090328,A761,Sacramento River,38.06761,-121.779887, , ,,,,Western Delta Tidal Zone
558,20.54714452,12.74122974,11.98516628,13.50525444,A762,Sacramento River,38.066821,-121.781462, , ,,,,Western Delta Tidal Zone
559,20.86404043,12.52355079,12.61432109,13.18451532,A763,Sacramento River,38.066354,-121.783171, , ,,,,Western Delta Tidal Zone
560,21.37289121,13.00680766,12.99163957,12.41354806,A764,Sacramento River,38.065759,-121.784829, , ,,,,Western Delta Tidal Zone
561,21.89473466,13.51321467,13.51238163,11.461278,A765,Sacramento River,38.064698,-121.786218, , ,,,,Western Delta Tidal Zone
562,22.00551836,13.69198332,13.66082184,11.44669794,A766,Sacramento River,38.064143,-121.787903, , ,,,,Western Delta Tidal Zone
563,22.24098947,14.64835567,14.89534999,10.94998955,A767,Sacramento River,38.063063,-121.789211, , ,,,,Western Delta Tidal Zone
564,22.09513082,13.51383595,14.81390068,9.77681256,A768,Sacramento River,38.062046,-121.790596, , ,,,,Western Delta Tidal Zone
565,22.35006629,14.3490211,14.8603537,9.478812,A769,Sacramento River,38.061272,-121.792126, , ,,,,Western Delta Tidal Zone
566,22.69587521,14.05380613,14.39498618,9.033237,A770,Sacramento River,38.060876,-121.793972, , ,,,,Western Delta Tidal Zone
567,23.02131921,13.98084952,14.70515915,8.73400254,A771,Sacramento River,38.060399,-121.795704, , ,,,,Western Delta Tidal Zone
568,24.52466264,14.13364123,14.93339911,8.5354726,A772,Sacramento River,38.060294,-121.797751, , ,,,,Western Delta Tidal Zone
569,24.07233411,13.80378967,12.27290679,7.7328435,A773,Sacramento River,38.059634,-121.799497, , ,,,,Western Delta Tidal Zone
570,25.30921261,15.05436851,15.22562577,6.330277061,A774,Sacramento River,38.059178,-121.801157, , ,,,,Western Delta Tidal Zone
571,26.03004381,15.50451655,15.27722968,5.789317708,A775,Sacramento River,38.057681,-121.802938, , ,,,,Western Delta Tidal Zone
572,26.11131796,15.22879853,15.29355881,5.793365566,A776,Sacramento River,38.057866,-121.804914, , ,,,,Western Delta Tidal Zone
573,24.23602002,14.29099979,14.64785954,5.37438075,A777,Sacramento River,38.058711,-121.806441, , ,,,,Western Delta Tidal Zone
574,24.55526323,14.52892682,14.35278403,5.347871963,A778,Sacramento River,38.059043,-121.808138, , ,,,,Western Delta Tidal Zone
575,23.67566036,13.84343264,13.88202747,5.542991872,A779,Sacramento River,38.059636,-121.809837, , ,,,,Western Delta Tidal Zone
576,23.43111858,14.77182503,14.43388386,5.4449187,A780,Sacramento River,38.060066,-121.811589, , ,,,,Western Delta Tidal Zone
577,24.13600479,14.91974404,14.54886811,5.261070716,A781,Sacramento River,38.060477,-121.813351, , ,,,,Western Delta Tidal Zone
578,24.54371071,14.10144326,14.47901235,5.183858489,A782,Sacramento River,38.061379,-121.814857, , ,,,,Western Delta Tidal Zone
579,25.30111944,14.35468808,13.9925926,5.107409659,A783,Sacramento River,38.061871,-121.816597, , ,,,,Western Delta Tidal Zone
580,24.60986218,13.47906693,12.9494271,5.03575933,A784,Sacramento River,38.062518,-121.818257, , ,,,,Western Delta Tidal Zone
581,24.1877187,13.63096553,13.52935382,5.051681625,A785,Sacramento River,38.063356,-121.819811, , ,,,,Western Delta Tidal Zone
582,23.36067414,14.14200565,14.11127523,5.013447423,A786,Sacramento River,38.06423,-121.821376, , ,,,,Western Delta Tidal Zone
583,20.28583786,12.49570237,12.49202067,4.037255875,A787,Sacramento River,38.064866,-121.823061, , ,,,,Western Delta Tidal Zone
584,21.64590162,13.09779618,12.44038495,3.6256474,A788,Sacramento River,38.065077,-121.824942, , ,,,,Western Delta Tidal Zone
585,22.39542,14.83330964,15.13596579,3.896042875,A789,Sacramento River,38.0653,-121.826733, , ,,,,Western Delta Tidal Zone
586,24.94264462,15.198709,14.86379787,3.705994176,A790,Sacramento River,38.066191,-121.828414, , ,,,,Western Delta Tidal Zone
587,24.46314612,14.31098586,13.11932491,3.630631105,A791,Sacramento River,38.066414,-121.830263, , ,,,,Western Delta Tidal Zone
588,23.06527155,13.30184363,12.18416897,3.3671682,A792,Sacramento River,38.067387,-121.832176, , ,,,,Western Delta Tidal Zone
589,22.56678229,12.45146811,12.3309978,3.36312375,A793,Sacramento River,38.067428,-121.834018, , ,,,,Western Delta Tidal Zone
590,21.56638172,12.7070456,12.80406697,3.257293709,A794,Sacramento River,38.068506,-121.83606, , ,,,,Western Delta Tidal Zone
591,21.56976306,12.79076659,13.25668504,3.237582042,A795,Sacramento River,38.069722,-121.83816, , ,,,,Western Delta Tidal Zone
592,21.69612072,12.711651,12.8796826,3.094584318,A796,Sacramento River,38.070144,-121.840356, , ,,,,Western Delta Tidal Zone
593,20.77085527,12.61305494,12.6279874,2.963995769,A797,Sacramento River,38.069811,-121.842473, , ,,,,Western Delta Tidal Zone
594,20.49666937,12.44697058,12.49508775,2.881938829,A798,Sacramento River,38.069708,-121.844623, , ,,,,Western Delta Tidal Zone
595,20.22580607,12.34648864,12.5748797,2.87413375,A799,Sacramento River,38.06861,-121.846231, , ,,,,Western Delta Tidal Zone
596,19.12448116,11.58657514,11.82305772,3.047622375,A800,Sacramento River,38.068915,-121.848322, , ,,,,Western Delta Tidal Zone
597,19.11177784,11.31119779,11.39476827,3.109688688,A801,Sacramento River,38.068358,-121.849983, , ,,,,Western Delta Tidal Zone
598,20.9767511,12.48124092,12.58035843,3.093093875,A802,Sacramento River,38.068357,-121.851781, , ,,,,Western Delta Tidal Zone
599,21.14238948,12.94214849,12.89143026,3.029206154,A803,Sacramento River,38.068208,-121.853427, , ,,,,Western Delta Tidal Zone
600,20.2722126,11.66937986,11.56375773,3.008120438,A804,Sacramento River,38.067872,-121.855102, , ,,,,Western Delta Tidal Zone
601,19.36965334,11.79573261,11.75647498,2.8836165,A805,Sacramento River,38.062928,-121.855291, , ,,,,Western Delta Tidal Zone
602,19.30243371,11.95568369,11.96789203,2.800671,A806,Sacramento River,38.060196,-121.856343, , ,,,,Western Delta Tidal Zone
603,19.18005904,11.24141233,10.84599685,2.78559,A807,Sacramento River,38.059487,-121.857761, , ,,,,Western Delta Tidal Zone
604,18.71462964,10.97053659,10.85548906,3.017226682,A808,Sacramento River,38.058774,-121.859108, , ,,,,Western Delta Tidal Zone
605,19.98868831,11.69751671,12.02668236,3.033612469,A809,Sacramento River,38.058986,-121.860967, , ,,,,Western Delta Tidal Zone
606,27.1115422,16.68971362,16.53261403,3.0853363,A810,Sacramento River,38.059013,-121.862819, , ,,,,Western Delta Tidal Zone
607,28.57614103,16.2597671,16.21951887,2.9960842,A811,Sacramento River,38.055642,-121.862098, , ,,,,Western Delta Tidal Zone
608,27.77818544,17.27932772,17.23478062,2.976030469,A812,Sacramento River,38.055533,-121.864295, , ,,,,Western Delta Tidal Zone
609,26.06797362,15.07710739,15.08878642,3.074976462,A813,Sacramento River,38.053819,-121.865113, , ,,,,Western Delta Tidal Zone
610,23.54078702,13.20546781,13.33758462,3.0760592,A814,Sacramento River,38.053589,-121.867211, , ,,,,Western Delta Tidal Zone
611,23.55755545,13.86962124,13.73982145,2.9196281,A815,Sacramento River,38.053251,-121.869016, , ,,,,Western Delta Tidal Zone
612,24.02281071,13.65572782,13.68942515,3.01283325,A816,Sacramento River,38.052276,-121.870344, , ,,,,Western Delta Tidal Zone
613,23.37776261,13.12414165,13.48342162,2.916349125,A817,Sacramento River,38.052202,-121.872481, , ,,,,Western Delta Tidal Zone
614,23.22266901,12.49820391,12.55640573,2.874705,A818,Sacramento River,38.051609,-121.874103, , ,,,,Western Delta Tidal Zone
615,23.42046125,13.05261683,12.89847965,2.829976125,A819,Sacramento River,38.050309,-121.87523, , ,,,,Western Delta Tidal Zone
616,23.56229816,13.10053948,12.82491417,2.8406128,A820,Sacramento River,38.049689,-121.877006, , ,,,,Western Delta Tidal Zone
