,fCHL μgL WS HR mean,fCHL μgL EXO HR mean,fCHL μgL EXO HR median,NO3 uM SUNA HR mean,CL_ID,Location,Latitude,Longitude,USGS_Stati,Station_ID,USGS_Sta_1,DigitalLat,DigitalLon,Subregions
192,15.83056335,9.38903426,9.766703572,10.71016586,A3590,San Joaquin River,38.076516,-121.568009, , ,,,,Central Delta Tidal Zone
193,16.75226186,10.38378785,10.41965941,10.72928864,A3591,San Joaquin River,38.075152,-121.567452, , ,,,,Central Delta Tidal Zone
194,16.68387434,9.147202038,9.139486799,10.77882467,A3592,San Joaquin River,38.073087,-121.567128, , ,,,,Central Delta Tidal Zone
195,16.85129014,9.406740207,9.423509879,10.8365133,A3593,San Joaquin River,38.072975,-121.565027, , ,,,,Central Delta Tidal Zone
196,16.4665315,9.595029074,9.016393443,10.96190307,A3594,San Joaquin River,38.072233,-121.563446, , ,,,,Central Delta Tidal Zone
197,16.36545888,8.911387894,10.04190362,10.98666273,A3595,San Joaquin River,38.071645,-121.561762, , ,,,,Central Delta Tidal Zone
198,16.38566616,8.627330358,8.483049863,10.89044106,A3596,San Joaquin River,38.071264,-121.559836, , ,,,,Central Delta Tidal Zone
199,15.82125852,8.118992779,7.891061531,10.90138902,A3597,San Joaquin River,38.070345,-121.558242, , ,,,,Central Delta Tidal Zone
200,14.71470612,8.034981879,7.870744129,10.91612667,A3598,San Joaquin River,38.068857,-121.557706, , ,,,,Central Delta Tidal Zone
201,15.23440242,8.797518368,8.82710521,10.86074573,A3599,San Joaquin River,38.067755,-121.556637, , ,,,,Central Delta Tidal Zone
202,16.00897013,9.211733089,9.134998591,10.74338067,A3600,San Joaquin River,38.066198,-121.555924, , ,,,,Central Delta Tidal Zone
203,16.76768104,9.245295179,9.106365227,10.52969156,A3601,San Joaquin River,38.064381,-121.556438, , ,,,,Central Delta Tidal Zone
204,16.09475006,9.056390886,9.097263831,10.59240304,A3602,San Joaquin River,38.062744,-121.558103, , ,,,,Central Delta Tidal Zone
205,17.37853526,9.000231359,9.2261778,10.6333768,A3603,San Joaquin River,38.061225,-121.558057, , ,,,,Central Delta Tidal Zone
207,17.22369654,10.2044939,10.43539045,10.52375038,A3605,San Joaquin River,38.059013,-121.555544, , ,,,,Central Delta Tidal Zone
208,16.61887391,10.00995922,9.794417016,10.44553152,A3606,San Joaquin River,38.058638,-121.553739, , ,,,,Central Delta Tidal Zone
209,17.25485256,10.17483981,11.1718594,10.43243598,A3607,San Joaquin River,38.059195,-121.551691, , ,,,,Central Delta Tidal Zone
210,17.31083695,9.926142393,7.622998411,10.4732834,A3608,San Joaquin River,38.059351,-121.549805, , ,,,,Central Delta Tidal Zone
211,17.59351336,10.25738053,11.43223228,10.46282088,A3609,San Joaquin River,38.059496,-121.548009, , ,,,,Central Delta Tidal Zone
212,17.18161923,9.377406884,8.508508509,10.45219344,A3610,San Joaquin River,38.060126,-121.546193, , ,,,,Central Delta Tidal Zone
213,16.77412414,9.564090753,9.67805969,10.47518625,A3611,San Joaquin River,38.063057,-121.542126, , ,,,,Central Delta Tidal Zone
214,16.09778268,9.963418356,9.009821608,10.45691504,A3612,San Joaquin River,38.056959,-121.543059, , ,,,,Central Delta Tidal Zone
215,16.28734297,9.492273539,10.08449455,10.4315199,A3613,San Joaquin River,38.056923,-121.541265, , ,,,,Central Delta Tidal Zone
216,15.24835112,9.100955639,8.287807282,10.64375578,A3614,San Joaquin River,38.057848,-121.539431, , ,,,,Central Delta Tidal Zone
217,15.15507957,8.976757924,10.79597425,11.09459262,A3615,San Joaquin River,38.057088,-121.537846, , ,,,,Central Delta Tidal Zone
218,14.314463,8.249534639,10.60422979,11.56825632,A3616,San Joaquin River,38.064643,-121.535877, , ,,,,Central Delta Tidal Zone
219,13.74575224,8.407444206,8.180153088,11.83534289,A3617,San Joaquin River,38.062258,-121.53381, , ,,,,Central Delta Tidal Zone
220,18.81625191,12.29624437,12.24602142,10.3398,A3618,San Joaquin River,38.061671,-121.532198, , ,,,,Central Delta Tidal Zone
221,14.42456589,7.90308552,10.23020829,11.8371605,A3619,San Joaquin River,38.059004,-121.530756, , ,,,,Central Delta Tidal Zone
222,13.04104926,7.288709947,7.28537017,12.48575775,A3620,San Joaquin River,38.052219,-121.530202, , ,,,,Central Delta Tidal Zone
223,12.0719389,6.935791543,8.361329097,13.08708089,A3621,San Joaquin River,38.049984,-121.528653, , ,,,,Central Delta Tidal Zone
224,11.39728386,5.995688861,5.743124567,13.43124681,A3622,San Joaquin River,38.051694,-121.52645, , ,,,,Central Delta Tidal Zone
225,11.09764308,5.479908106,4.179644328,13.58355858,A3623,San Joaquin River,38.052189,-121.52466, , ,,,,Central Delta Tidal Zone
226,11.3690485,6.035974352,7.32856456,13.59232612,A3624,San Joaquin River,38.053894,-121.522612, , ,,,,Central Delta Tidal Zone
227,10.72870227,5.556041991,4.869967921,13.58778126,A3625,San Joaquin River,38.054375,-121.520581, , ,,,,Central Delta Tidal Zone
228,10.83885665,5.742392295,6.163138753,13.6506859,A3626,San Joaquin River,38.054185,-121.51876, , ,,,,Central Delta Tidal Zone
229,10.47049975,5.486888573,5.44610012,13.65727725,A3627,San Joaquin River,38.053638,-121.517246, , ,,,,Central Delta Tidal Zone
230,10.19803191,5.595909743,5.549629067,13.687782,A3628,San Joaquin River,38.054072,-121.515773, , ,,,,Central Delta Tidal Zone
231,10.20353373,5.462572403,5.080066275,13.57568904,A3629,San Joaquin River,38.053985,-121.513981, , ,,,,Central Delta Tidal Zone
232,10.08211037,5.177026212,5.016812104,13.51469325,A3630,San Joaquin River,38.05331,-121.512328, , ,,,,Central Delta Tidal Zone
233,9.979655719,5.288232598,5.19500001,13.35937266,A3631,San Joaquin River,38.053019,-121.510492, , ,,,,Central Delta Tidal Zone
234,10.38263045,5.099734921,5.04944187,13.18593887,A3632,San Joaquin River,38.052542,-121.508767, , ,,,,Central Delta Tidal Zone
235,10.74274937,4.798337869,4.795826251,13.14915038,A3633,San Joaquin River,38.051768,-121.507369, , ,,,,Central Delta Tidal Zone
236,10.34146293,6.289977074,6.373375657,1.86091905,A3954,Sherman Lake,38.029412,-121.76276, , ,,,,Western Delta Tidal Zone
237,10.11447613,5.828919526,5.919960107,1.829173184,A3955,Sherman Lake,38.030995,-121.763264, , ,,,,Western Delta Tidal Zone
238,11.76657643,6.774874632,6.976862141,4.64706525,A3956,Sherman Lake,38.031906,-121.764274, , ,,,,Western Delta Tidal Zone
239,13.31900317,8.237867853,8.335418784,6.740208341,A3957,Sherman Lake,38.032549,-121.765443, , ,,,,Western Delta Tidal Zone
240,14.52652806,9.02384734,9.089558153,7.71205,A3958,Sherman Lake,38.032062,-121.767036, , ,,,,Western Delta Tidal Zone
241,14.37774536,8.870323954,9.027846596,7.615483576,A3959,Sherman Lake,38.031856,-121.768853, , ,,,,Western Delta Tidal Zone
242,14.10039623,8.12848082,8.161549112,7.258878453,A3960,Sherman Lake,38.031492,-121.770633, , ,,,,Western Delta Tidal Zone
243,13.82144652,8.650518331,8.596499947,7.248274975,A3961,Sherman Lake,38.031512,-121.772439, , ,,,,Western Delta Tidal Zone
244,13.07199711,7.684072872,7.256213793,6.828753514,A3962,Sherman Lake,38.032208,-121.774528, , ,,,,Western Delta Tidal Zone
245,12.77391656,7.546364474,7.554200854,6.826855742,A3963,Sherman Lake,38.033108,-121.775964, , ,,,,Western Delta Tidal Zone
246,13.10835984,7.407334298,7.370300566,6.627988875,A3964,Sherman Lake,38.034306,-121.77692, , ,,,,Western Delta Tidal Zone
247,13.78979528,8.264773272,8.372185299,6.47611635,A3965,Sherman Lake,38.035088,-121.778305, , ,,,,Western Delta Tidal Zone
248,14.35074373,9.237020558,9.167351977,6.36492825,A3966,Sherman Lake,38.035916,-121.779428, , ,,,,Western Delta Tidal Zone
249,15.47160928,9.974316507,9.981642642,6.209719625,A3967,Sherman Lake,38.035865,-121.781187, , ,,,,Western Delta Tidal Zone
250,16.30739795,10.43478526,10.43341368,6.01052475,A3968,Sherman Lake,38.035439,-121.783549, , ,,,,Western Delta Tidal Zone
251,15.14839333,9.191739037,8.744894714,5.710057636,A3969,Sherman Lake,38.036105,-121.785495, , ,,,,Western Delta Tidal Zone
252,14.09304688,8.609161283,8.755507885,5.684519096,A3970,Sherman Lake,38.036721,-121.787511, , ,,,,Western Delta Tidal Zone
253,15.24139839,9.38907068,9.435643564,4.98890125,A3971,Sherman Lake,38.037968,-121.788918, , ,,,,Western Delta Tidal Zone
254,14.57443844,8.594371936,8.687028957,3.979350167,A3972,Sherman Lake,38.039123,-121.790122, , ,,,,Western Delta Tidal Zone
255,13.75773125,8.023105008,7.799484332,3.638535742,A3973,Sherman Lake,38.039348,-121.792694, , ,,,,Western Delta Tidal Zone
256,14.17411228,8.623619808,8.631388889,4.032249354,A3974,Sherman Lake,38.041259,-121.793423, , ,,,,Western Delta Tidal Zone
257,14.436903,8.298460167,8.232839354,3.929490484,A3975,Sherman Lake,38.042289,-121.795308, , ,,,,Western Delta Tidal Zone
258,13.74683189,8.136038813,8.407232378,2.391619037,A3976,Sherman Lake,38.044232,-121.79612, , ,,,,Western Delta Tidal Zone
259,13.7151628,7.354128879,7.417500743,3.047544477,A3977,Sherman Lake,38.046437,-121.794552, , ,,,,Western Delta Tidal Zone
260,14.2080472,8.663856344,8.794094332,2.942000681,A3978,Sherman Lake,38.048224,-121.793596, , ,,,,Western Delta Tidal Zone
261,14.17028752,8.299235892,8.298652398,2.900048338,A3979,Sherman Lake,38.049734,-121.793598, , ,,,,Western Delta Tidal Zone
262,13.87424786,7.835345039,7.803054648,3.674912,A3980,Sherman Lake,38.051349,-121.793528, , ,,,,Western Delta Tidal Zone
263,14.52213172,8.97498393,8.879524046,4.510917333,A3981,Sherman Lake,38.051722,-121.797231, , ,,,,Western Delta Tidal Zone
264,16.38762082,9.180868499,9.249614917,5.497214484,A3982,Sherman Lake,38.053384,-121.796891, , ,,,,Western Delta Tidal Zone
265,15.76225444,8.741205325,8.752107323,4.378392094,A3983,Sherman Lake,38.055048,-121.796346, , ,,,,Western Delta Tidal Zone
266,16.04579691,12.59708005,12.12053352,4.534986,A3984,Sherman Lake,38.056052,-121.798336, , ,,,,Western Delta Tidal Zone
267,15.36180686,9.510707975,9.57197242,2.021428875,A4007,Broad Slough,38.030244,-121.830534, , ,,,,Western Delta Tidal Zone
268,15.53782814,9.359793365,9.592283526,2.0005554,A4008,Broad Slough,38.032108,-121.830429, , ,,,,Western Delta Tidal Zone
269,16.0338532,9.348501202,9.698105762,2.219367,A4009,Broad Slough,38.032591,-121.832643, , ,,,,Western Delta Tidal Zone
270,15.35867739,9.576817628,9.64133417,2.6505465,A4010,Broad Slough,38.034043,-121.833273, , ,,,,Western Delta Tidal Zone
271,15.3636432,9.492074282,9.424093896,2.4468159,A4011,Broad Slough,38.034651,-121.835195, , ,,,,Western Delta Tidal Zone
272,15.36819495,9.650077361,9.722907011,2.62164125,A4012,Broad Slough,38.035961,-121.835716, , ,,,,Western Delta Tidal Zone
273,15.74740457,9.85211049,9.812740249,2.008233,A4013,Broad Slough,38.036959,-121.836964, , ,,,,Western Delta Tidal Zone
274,15.77294434,9.646642161,9.656145805,2.244959,A4014,Broad Slough,38.038482,-121.837065, , ,,,,Western Delta Tidal Zone
275,15.8111014,9.700858905,9.728877475,2.75439975,A4015,Broad Slough,38.039548,-121.838479, , ,,,,Western Delta Tidal Zone
276,16.00926088,9.5386694,9.284447073,2.9183485,A4016,Broad Slough,38.040948,-121.838837, , ,,,,Western Delta Tidal Zone
277,15.95174706,9.416763963,9.395540249,2.919948,A4017,Broad Slough,38.042324,-121.839363, , ,,,,Western Delta Tidal Zone
278,15.61512802,9.499361378,9.666929444,2.5821336,A4018,Broad Slough,38.043754,-121.839639, , ,,,,Western Delta Tidal Zone
279,15.60362346,9.449474913,9.481694705,2.556391059,A4019,Broad Slough,38.045275,-121.83978, , ,,,,Western Delta Tidal Zone
280,15.60965032,9.482457608,9.470575471,2.96713325,A4020,Broad Slough,38.046627,-121.840505, , ,,,,Western Delta Tidal Zone
281,15.552521,9.497985326,9.47409509,2.914277045,A4021,Broad Slough,38.048253,-121.840425, , ,,,,Western Delta Tidal Zone
282,15.33018287,9.140071993,9.166645756,2.8767615,A4022,Broad Slough,38.04958,-121.841282, , ,,,,Western Delta Tidal Zone
283,15.39143632,9.625119162,9.606501237,2.460953019,A4023,Broad Slough,38.051021,-121.841488, , ,,,,Western Delta Tidal Zone
284,15.64578645,9.686566794,9.755070486,2.551923913,A4024,Broad Slough,38.052715,-121.841107, , ,,,,Western Delta Tidal Zone
285,15.79647192,9.800793021,9.808565226,3.012719,A4025,Broad Slough,38.054177,-121.841635, , ,,,,Western Delta Tidal Zone
286,15.99948394,9.41189593,9.405748764,2.622858261,A4026,Broad Slough,38.05531,-121.84276, , ,,,,Western Delta Tidal Zone
287,15.55977923,9.58833748,9.596949538,2.697795222,A4027,Broad Slough,38.056307,-121.844481, , ,,,,Western Delta Tidal Zone
288,15.02500471,9.273540872,9.691393649,2.73645336,A4028,Broad Slough,38.057656,-121.845199, , ,,,,Western Delta Tidal Zone
289,15.4302291,9.541733786,9.549576806,2.73050322,A4029,Broad Slough,38.0587,-121.846808, , ,,,,Western Delta Tidal Zone
290,15.53511152,9.273009788,9.462247719,2.900754,A4030,Broad Slough,38.059986,-121.847809, , ,,,,Western Delta Tidal Zone
291,19.23463737,10.95922955,10.92296117,2.711113281,A4031,Broad Slough,38.060843,-121.850064, , ,,,,Western Delta Tidal Zone
292,15.90479302,10.34446474,10.37930021,3.828663938,A4034,New York Slough,38.045649,-121.889354, , ,,,,Western Delta Tidal Zone
293,16.58920491,10.14964791,10.1812761,3.724296563,A4035,New York Slough,38.044436,-121.888372, , ,,,,Western Delta Tidal Zone
294,17.18952089,9.168865803,9.204013077,3.547444154,A4036,New York Slough,38.04389,-121.886281, , ,,,,Western Delta Tidal Zone
295,17.22567853,9.520609109,9.635100827,3.506841462,A4037,New York Slough,38.04352,-121.883766, , ,,,,Western Delta Tidal Zone
296,16.37181929,8.594996337,8.572268084,3.508030833,A4038,New York Slough,38.042647,-121.882183, , ,,,,Western Delta Tidal Zone
297,15.08265479,8.454664183,8.453466706,3.0379911,A4039,New York Slough,38.041611,-121.880849, , ,,,,Western Delta Tidal Zone
298,14.48083445,8.268605026,8.200902492,3.270607615,A4040,New York Slough,38.040155,-121.880405, , ,,,,Western Delta Tidal Zone
299,15.00418159,8.705974342,8.571218364,3.365523,A4041,New York Slough,38.037407,-121.881753, , ,,,,Western Delta Tidal Zone
300,15.66841548,9.270221623,9.206173169,3.716898875,A4042,New York Slough,38.036172,-121.880932, , ,,,,Western Delta Tidal Zone
301,16.00511646,9.606388599,9.464495881,3.956424,A4043,New York Slough,38.035948,-121.878463, , ,,,,Western Delta Tidal Zone
302,16.02276947,9.596276278,9.498356581,3.867309,A4044,New York Slough,38.035489,-121.876744, , ,,,,Western Delta Tidal Zone
303,16.81164084,10.10398078,10.32656664,3.8460585,A4045,New York Slough,38.034781,-121.875168, , ,,,,Western Delta Tidal Zone
304,16.85706575,8.904156654,8.88627932,3.8460585,A4046,New York Slough,38.034185,-121.873564, , ,,,,Western Delta Tidal Zone
305,16.38182042,9.062569738,9.097580112,3.713546077,A4047,New York Slough,38.033587,-121.871939, , ,,,,Western Delta Tidal Zone
306,15.77872191,9.789662911,10.104974,3.4114515,A4048,New York Slough,38.03284,-121.870368, , ,,,,Western Delta Tidal Zone
307,15.1130175,9.182374487,9.097154073,3.2094575,A4049,New York Slough,38.032083,-121.868803, , ,,,,Western Delta Tidal Zone
308,23.27763159,13.07714429,13.1275287,3.20705825,A4050,New York Slough,38.03192,-121.866996, , ,,,,Western Delta Tidal Zone
309,19.75117395,9.831550849,9.64210563,2.689250885,A4051,New York Slough,38.031827,-121.865154, , ,,,,Western Delta Tidal Zone
310,16.24317537,9.688473996,9.71035837,2.6628855,A4052,New York Slough,38.031665,-121.863341, , ,,,,Western Delta Tidal Zone
311,15.79280889,9.934577396,10.09866903,2.567442808,A4053,New York Slough,38.031483,-121.861521, , ,,,,Western Delta Tidal Zone
312,15.42567818,9.445650585,9.433313691,2.45483625,A4054,New York Slough,38.031095,-121.859744, , ,,,,Western Delta Tidal Zone
313,16.28871017,10.24002316,10.25036819,2.581100077,A4055,New York Slough,38.030741,-121.85802, , ,,,,Western Delta Tidal Zone
314,16.39950991,10.24670525,10.25036819,2.555262,A4056,New York Slough,38.031289,-121.856134, , ,,,,Western Delta Tidal Zone
315,16.16011396,9.915788678,9.891998036,2.579992731,A4057,New York Slough,38.031588,-121.854256, , ,,,,Western Delta Tidal Zone
316,16.10849492,9.451682339,9.12125675,2.605830808,A4058,New York Slough,38.03311,-121.851741, , ,,,,Western Delta Tidal Zone
317,16.14408572,10.21973637,10.22582229,2.631638125,A4059,New York Slough,38.032832,-121.849683, , ,,,,Western Delta Tidal Zone
318,15.65263187,10.17054253,10.03191729,2.488452115,A4060,New York Slough,38.030039,-121.848901, , ,,,,Western Delta Tidal Zone
319,16.18644495,10.47214221,10.44050679,2.45826375,A4061,New York Slough,38.028757,-121.847555, , ,,,,Western Delta Tidal Zone
320,16.54865238,9.279729209,9.311462528,2.620964538,A4062,New York Slough,38.027808,-121.846191, , ,,,,Western Delta Tidal Zone
321,16.74055259,9.40797981,9.350291255,2.672640692,A4063,New York Slough,38.027534,-121.844211, , ,,,,Western Delta Tidal Zone
322,16.76476148,9.463475152,9.398939305,2.56166,A4064,New York Slough,38.027112,-121.842381, , ,,,,Western Delta Tidal Zone
323,16.70048768,9.906786972,10.00467062,2.36764065,A4065,New York Slough,38.027548,-121.840489, , ,,,,Western Delta Tidal Zone
324,16.895365,10.40238505,10.40510851,2.390742,A4066,New York Slough,38.027595,-121.838595, , ,,,,Western Delta Tidal Zone
325,16.807094,10.71372547,10.98834432,2.3575638,A4067,New York Slough,38.027016,-121.836707, , ,,,,Western Delta Tidal Zone
326,16.77121121,10.24598708,10.25653675,2.311365828,A4068,New York Slough,38.027256,-121.834931, , ,,,,Western Delta Tidal Zone
327,16.47387551,9.767967916,10.03782488,2.2255365,A4069,New York Slough,38.026248,-121.833116, , ,,,,Western Delta Tidal Zone
328,16.2246125,9.911133579,10.01180957,2.232562875,A4070,New York Slough,38.027478,-121.831348, , ,,,,Western Delta Tidal Zone
329,14.02763645,8.080477403,8.160103938,10.7289355,A4382,Old River,38.073947,-121.570547, , ,,,,Central Delta Tidal Zone
330,14.24051575,6.865153725,6.895169453,10.4638755,A4383,Old River,38.072749,-121.57151, , ,,,,Central Delta Tidal Zone
331,14.78012367,8.229273556,8.408334659,9.901895189,A4384,Old River,38.071761,-121.572781, , ,,,,Central Delta Tidal Zone
332,15.21908559,8.267860687,8.260738961,9.150055655,A4385,Old River,38.071409,-121.574613, , ,,,,Central Delta Tidal Zone
333,15.09494771,8.969621617,9.027200011,9.002668778,A4386,Old River,38.071216,-121.576569, , ,,,,Central Delta Tidal Zone
335,20.07589296,11.22151005,11.24526903,8.236686,A4388,Old River,38.069722,-121.579872, , ,,,,Central Delta Tidal Zone
336,20.66651177,10.95084778,10.94071497,7.912971808,A4389,Old River,38.068038,-121.579754, , ,,,,Central Delta Tidal Zone
337,21.26592914,11.89118196,11.89974937,7.613317227,A4390,Old River,38.066556,-121.579702, , ,,,,Central Delta Tidal Zone
338,21.34606013,12.15354933,12.21052632,7.43101785,A4391,Old River,38.064965,-121.579416, , ,,,,Central Delta Tidal Zone
339,22.16511548,13.16968714,13.15182273,7.095042875,A4392,Old River,38.063665,-121.580124, , ,,,,Central Delta Tidal Zone
340,22.71938593,13.56028767,13.57845104,6.798202333,A4393,Old River,38.062316,-121.580831, , ,,,,Central Delta Tidal Zone
341,16.18487789,9.975907009,10.02538557,1.582943722,A4873,False River,38.058768,-121.679362, , ,,,,Central Delta Tidal Zone
342,11.48937264,6.739866547,6.851907181,1.38202875,A4874,False River,38.058636,-121.677506, , ,,,,Central Delta Tidal Zone
343,12.21649684,6.527689519,6.521955591,1.423585225,A4875,False River,38.058882,-121.675457, , ,,,,Central Delta Tidal Zone
344,12.29865564,7.588940153,6.871825515,1.5590934,A4876,False River,38.058624,-121.673573, , ,,,,Central Delta Tidal Zone
345,12.1651126,7.095464297,7.02689243,1.5274233,A4877,False River,38.057951,-121.671926, , ,,,,Central Delta Tidal Zone
346,12.19549628,7.505170076,7.505170076,1.548684346,A4878,False River,38.057335,-121.670252, , ,,,,Central Delta Tidal Zone
347,12.58154804,7.7032905,7.642693496,1.551175875,A4879,False River,38.056765,-121.668618, , ,,,,Central Delta Tidal Zone
349,13.13118007,7.444300561,7.42603845,1.460670833,A4881,False River,38.056455,-121.665115, , ,,,,Central Delta Tidal Zone
350,13.30526845,8.697096285,8.801112005,1.6198744,A4882,False River,38.056514,-121.663273, , ,,,,Central Delta Tidal Zone
351,13.56574248,8.573890511,8.524730998,1.557174,A4883,False River,38.056559,-121.66148, , ,,,,Central Delta Tidal Zone
352,13.57368266,8.13886926,8.206278027,1.447177615,A4884,False River,38.056784,-121.659724, , ,,,,Central Delta Tidal Zone
353,13.35318866,7.208389661,7.217270103,1.56437175,A4885,False River,38.056996,-121.657796, , ,,,,Central Delta Tidal Zone
354,13.53178495,7.717552407,7.716849452,1.616970692,A4886,False River,38.056476,-121.655833, , ,,,,Central Delta Tidal Zone
355,14.11582028,8.645732685,8.796618339,1.595562,A4887,False River,38.05543,-121.653818, , ,,,,Central Delta Tidal Zone
356,14.27165621,8.722158075,8.591647563,1.757972769,A4888,False River,38.055149,-121.651923, , ,,,,Central Delta Tidal Zone
357,14.29118718,8.431665635,8.480157427,1.780704125,A4889,False River,38.055493,-121.650143, , ,,,,Central Delta Tidal Zone
358,14.0631466,8.15819221,8.178827751,1.75151325,A4890,False River,38.055333,-121.648195, , ,,,,Central Delta Tidal Zone
359,13.8980483,8.249228977,7.827490116,1.890936333,A4891,False River,38.055805,-121.646504, , ,,,,Central Delta Tidal Zone
360,13.85793794,8.797019196,9.043773058,1.920014423,A4892,False River,38.055259,-121.644827, , ,,,,Central Delta Tidal Zone
361,14.12664962,8.016367171,7.849591063,1.923604909,A4893,False River,38.054927,-121.643046, , ,,,,Central Delta Tidal Zone
362,13.97938718,8.771535726,8.899977567,1.971321462,A4894,False River,38.054276,-121.641373, , ,,,,Central Delta Tidal Zone
363,13.85495548,8.692380056,8.621033726,2.049363,A4895,False River,38.054011,-121.63954, , ,,,,Central Delta Tidal Zone
364,13.81647795,7.857437925,8.022350828,2.0331852,A4896,False River,38.053814,-121.63776, , ,,,,Central Delta Tidal Zone
365,13.48767288,7.164992333,7.158893719,2.135611364,A4897,False River,38.053236,-121.635969, , ,,,,Central Delta Tidal Zone
366,13.27925228,7.3732606,7.347506318,2.149235077,A4898,False River,38.051979,-121.635222, , ,,,,Central Delta Tidal Zone
367,13.16772473,7.67017566,7.668880143,2.150188625,A4899,False River,38.051025,-121.634075, , ,,,,Central Delta Tidal Zone
368,13.3451109,7.950799034,8.023359568,2.007833125,A4900,False River,38.050176,-121.632503, , ,,,,Central Delta Tidal Zone
369,14.07675434,8.06250314,8.0624999,2.000635375,A4901,False River,38.049615,-121.630555, , ,,,,Central Delta Tidal Zone
370,14.18868707,8.349528138,8.197703445,2.056587115,A4902,False River,38.049909,-121.628634, , ,,,,Central Delta Tidal Zone
371,13.76811497,8.456271694,8.214250025,2.1761805,A4903,False River,38.050924,-121.6271, , ,,,,Central Delta Tidal Zone
372,13.82836203,8.134716515,8.152595903,2.31705075,A4904,False River,38.051982,-121.625794, , ,,,,Central Delta Tidal Zone
373,14.2302289,8.602628086,8.681975076,2.381316375,A4905,False River,38.053459,-121.625233, , ,,,,Central Delta Tidal Zone
374,14.71521263,9.083746057,9.081838123,2.523148962,A4906,False River,38.054858,-121.624736, , ,,,,Central Delta Tidal Zone
375,15.31710491,9.777860158,9.796552238,2.633237625,A4907,False River,38.056223,-121.624121, , ,,,,Central Delta Tidal Zone
376,15.29555974,9.888182931,9.880554525,2.77039475,A4908,False River,38.057572,-121.623493, , ,,,,Central Delta Tidal Zone
377,14.76227201,10.0549736,10.04997501,2.64883275,A4909,False River,38.058896,-121.622756, , ,,,,Central Delta Tidal Zone
378,13.94758996,8.155232429,7.976809276,2.703646385,A4910,False River,38.060191,-121.621972, , ,,,,Central Delta Tidal Zone
379,13.2076383,7.53175688,7.571597048,2.74960125,A4911,False River,38.06133,-121.621074, , ,,,,Central Delta Tidal Zone
380,12.97360321,7.623084035,7.538356047,2.580854,A4912,False River,38.061984,-121.619516, , ,,,,Central Delta Tidal Zone
381,13.26209234,8.695283626,8.733876381,2.510476,A4913,False River,38.062793,-121.618126, , ,,,,Central Delta Tidal Zone
382,13.16697516,7.51016273,7.45217274,2.561260125,A4914,False River,38.062835,-121.616459, , ,,,,Central Delta Tidal Zone
383,13.0137813,7.523291313,7.516731595,2.572241308,A4915,False River,38.062666,-121.614717, , ,,,,Central Delta Tidal Zone
384,12.90022835,7.81121194,7.821792632,2.55629025,A4916,False River,38.062292,-121.613021, , ,,,,Central Delta Tidal Zone
385,13.06421685,7.227045002,7.172293544,2.53686775,A4917,False River,38.061785,-121.611351, , ,,,,Central Delta Tidal Zone
386,13.3139667,7.426214247,7.091149564,2.575194231,A4918,False River,38.061312,-121.609621, , ,,,,Central Delta Tidal Zone
387,13.80610489,8.15281834,8.323771169,2.733175615,A4919,False River,38.06082,-121.607903, , ,,,,Central Delta Tidal Zone
388,14.14543796,6.818016894,6.774837743,2.842433769,A4920,False River,38.06035,-121.606152, , ,,,,Central Delta Tidal Zone
389,13.97199558,7.191882742,7.100769,2.980529063,A4921,False River,38.060104,-121.604235, , ,,,,Central Delta Tidal Zone
390,14.50626738,7.847011863,7.864775791,3.019978269,A4922,False River,38.060752,-121.6024, , ,,,,Central Delta Tidal Zone
391,14.91972334,8.102905048,8.059112728,3.079607182,A4923,False River,38.061483,-121.600775, , ,,,,Central Delta Tidal Zone
392,14.84626703,8.444352688,8.611658862,3.129236423,A4924,False River,38.06252,-121.59942, , ,,,,Central Delta Tidal Zone
393,14.95730014,8.164175087,8.17151901,3.15576,A4925,False River,38.063473,-121.598088, , ,,,,Central Delta Tidal Zone
394,15.16902345,8.043226624,8.107418085,3.4484685,A4926,False River,38.063989,-121.596593, , ,,,,Central Delta Tidal Zone
395,15.56474522,7.920775502,7.882905385,4.024449794,A4927,False River,38.063655,-121.594852, , ,,,,Central Delta Tidal Zone
396,14.91945904,7.838014768,7.794151564,4.3546995,A4928,False River,38.063448,-121.593045, , ,,,,Central Delta Tidal Zone
397,14.26912663,7.653507367,7.636945222,4.35024375,A4929,False River,38.063207,-121.591205, , ,,,,Central Delta Tidal Zone
398,16.86874262,9.455112371,9.393447472,4.486093721,A4930,False River,38.062998,-121.589429, , ,,,,Central Delta Tidal Zone
399,20.45200322,11.07171378,11.17798285,5.2398628,A4931,False River,38.062593,-121.587743, , ,,,,Central Delta Tidal Zone
400,22.01087631,12.39047821,12.52415135,6.085587,A4932,False River,38.061938,-121.586075, , ,,,,Central Delta Tidal Zone
401,22.39071083,12.72114645,12.70442461,6.53561775,A4933,False River,38.061345,-121.58444, , ,,,,Central Delta Tidal Zone
402,12.16525343,6.946659731,4.965875017,12.39807607,A4934,Middle River,38.055024,-121.534759, , ,,,,Central Delta Tidal Zone
403,9.572547274,5.794520852,5.822904184,8.697907677,A614,Sacramento River,38.171769,-121.593926, , ,,,,North Delta Tidal Transition Zone
404,9.731321578,5.792285209,5.7551798,8.64610378,A615,Sacramento River,38.170578,-121.594959, , ,,,,North Delta Tidal Transition Zone
405,10.11742416,5.964618033,5.95190779,8.668427962,A616,Sacramento River,38.16938,-121.596008, , ,,,,North Delta Tidal Transition Zone
