CL ID,"Time Period (Month, Year)","Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Grouping,NH4 (μM) DIFF,NO3 (μM) DIFF,PO4 (μM) DIFF,DIN (μM) DIFF,TDN (μM) DIFF
2465,May-October,38.076609,-121.57034,San Joaquin River,-1.54,-1.86,0.43,-3.4,2.88
2466,May-October,38.075386,-121.569354,San Joaquin River,-1.76,-2.08,0.42,-3.84,2.5
2467,May-October,38.08493,-121.645639,Fishermans Cut,-1.66,-1.13,0.47,-2.79,3.96
2468,May-October,38.083685,-121.646529,Fishermans Cut,-0.74,-0.95,0.42,-1.69,5.05
2487,May-October,38.088141,-121.644336,San Joaquin River,-1.88,-1.16,0.48,-3.04,3.71
2488,May-October,38.088815,-121.645918,San Joaquin River,-0.64,-1.16,0.42,-1.8,4.86
2489,May-October,38.089605,-121.647432,San Joaquin River,-0.64,-1.16,0.42,-1.8,4.86
2490,May-October,38.090534,-121.648837,San Joaquin River,0.37,-1.31,0.35,-0.94,5.66
2491,May-October,38.091497,-121.650204,San Joaquin River,0.93,-1.37,0.29,-0.44,6.12
2492,May-October,38.092423,-121.651613,San Joaquin River,0.64,-1.4,0.27,-0.76,5.8
2493,May-October,38.093214,-121.65315,San Joaquin River,0.83,-1.38,0.21,-0.55,5.98
2494,May-October,38.093938,-121.654736,San Joaquin River,0.7,-1.3,0.15,-0.6,5.93
2495,May-October,38.0946,-121.656361,San Joaquin River,0.2,-1.16,0.09,-0.97,5.55
2496,May-October,38.095174,-121.658042,San Joaquin River,-0.28,-1.05,0.05,-1.33,5.24
2497,May-October,38.095538,-121.659816,San Joaquin River,-0.61,-0.99,0.03,-1.6,5.07
2498,May-October,38.095776,-121.661626,San Joaquin River,-0.61,-0.99,0.03,-1.6,5.07
2499,May-October,38.095866,-121.663454,San Joaquin River,-0.95,-0.94,0.01,-1.88,4.9
2500,May-October,38.095733,-121.665276,San Joaquin River,-1.29,-0.83,0.01,-2.13,4.75
2501,May-October,38.095338,-121.667041,San Joaquin River,-1.4,-0.77,0.01,-2.17,4.79
2502,May-October,38.094973,-121.668807,San Joaquin River,-1.58,-0.69,0.01,-2.28,4.73
2503,May-October,38.09444,-121.67051,San Joaquin River,-1.66,-0.61,0.02,-2.28,4.76
2504,May-October,38.093818,-121.672167,San Joaquin River,-1.39,-0.48,0.04,-1.87,5.09
2505,May-October,38.093139,-121.673789,San Joaquin River,-1.29,-0.38,0.06,-1.67,5.16
2506,May-October,38.092273,-121.675257,San Joaquin River,-1.05,-0.23,0.06,-1.28,5.44
2507,May-October,38.091327,-121.676647,San Joaquin River,-0.9,-0.13,0.08,-1.03,5.52
2508,May-October,38.090312,-121.677957,San Joaquin River,-0.46,0.15,0.09,-0.3,5.93
2509,May-October,38.089099,-121.67895,San Joaquin River,-0.46,0.15,0.09,-0.3,5.93
2510,May-October,38.087805,-121.679773,San Joaquin River,-0.09,0.34,0.1,0.25,6.23
2511,May-October,38.086499,-121.680298,San Joaquin River,-0.09,0.34,0.1,0.25,6.23
2512,May-October,38.085097,-121.6807,San Joaquin River,0.1,0.7,0.08,0.8,6.54
2513,May-October,38.083725,-121.68129,San Joaquin River,0.25,1.09,0.07,1.34,6.81
2514,May-October,38.090863,-121.491655,White Slough,3.54,-13.29,2.76,-9.76,-8.02
2543,May-October,38.09195,-121.495442,Empire Tract Ch1,2.62,-13.97,2.56,-11.34,-9.5
2544,May-October,38.091073,-121.496893,Empire Tract Ch1,1.75,-14.04,2.39,-12.29,-10.48
2545,May-October,38.090148,-121.498293,Empire Tract Ch1,1.01,-13.64,1.87,-12.62,-10.97
2546,May-October,38.089569,-121.499975,Empire Tract Ch1,0.74,-13.22,1.7,-12.48,-10.94
2547,May-October,38.088966,-121.50162,Empire Tract Ch1,0.74,-13.22,1.7,-12.48,-10.94
2548,May-October,38.087597,-121.501867,Empire Tract Ch1,1.06,-12.63,1.22,-11.57,-10.29
2549,May-October,38.086412,-121.502653,Empire Tract Ch1,1.06,-12.63,1.22,-11.57,-10.29
2550,May-October,38.085116,-121.503207,Empire Tract Ch1,1.44,-12.45,0.85,-11.01,-9.93
2551,May-October,38.083775,-121.502584,Empire Tract Ch1,1.82,-12.37,0.52,-10.55,-9.63
2552,May-October,38.082497,-121.501763,Empire Tract Ch1,1.82,-12.37,0.52,-10.55,-9.63
2553,May-October,38.081211,-121.5012,Empire Tract Ch1,2.06,-12.11,0.29,-10.04,-9.27
2554,May-October,38.080129,-121.500004,Empire Tract Ch1,2.24,-12,0.09,-9.76,-8.93
2555,May-October,38.078745,-121.500272,Empire Tract Ch1,2.24,-12,0.09,-9.76,-8.93
2556,May-October,38.077589,-121.501357,Empire Tract Ch1,2.19,-11.86,-0.05,-9.67,-8.56
2557,May-October,38.076257,-121.501947,Empire Tract Ch1,1.96,-11.55,-0.15,-9.59,-7.85
2558,May-October,38.074816,-121.501774,Empire Tract Ch1,1.96,-11.55,-0.15,-9.59,-7.85
2559,May-October,38.073382,-121.501954,Empire Tract Ch1,1.37,-10.41,-0.18,-9.04,-6.73
2560,May-October,38.091937,-121.493648,White Slough,3.34,-13.65,2.71,-10.31,-8.51
2561,May-October,38.093019,-121.494106,White Slough,2.63,-13.59,2.66,-10.96,-9.21
2562,May-October,38.093965,-121.493262,White Slough,3.16,-13.22,2.74,-10.06,-8.37
2563,May-October,38.093874,-121.49147,White Slough,3.3,-12.75,2.78,-9.44,-7.83
2564,May-October,38.092857,-121.490625,White Slough,3.3,-12.75,2.78,-9.44,-7.83
2565,May-October,38.091848,-121.491831,White Slough,3.34,-13.65,2.71,-10.31,-8.51
2566,May-October,38.094362,-121.575006,San Joaquin River,7.92,-3.17,0.21,4.76,6.41
2567,May-October,38.092932,-121.574891,San Joaquin River,7.92,-3.17,0.21,4.76,6.41
2568,May-October,38.091518,-121.574489,San Joaquin River,4.03,-2.61,0.22,1.42,3.74
2569,May-October,38.090117,-121.574086,San Joaquin River,0.98,-2.21,0.25,-1.22,1.75
2570,May-October,38.088678,-121.573867,San Joaquin River,0.98,-2.21,0.25,-1.22,1.75
2571,May-October,38.087231,-121.573929,San Joaquin River,-0.92,-2.02,0.29,-2.94,0.62
2572,May-October,38.085787,-121.573778,San Joaquin River,-2.09,-1.89,0.34,-3.97,0
2573,May-October,38.084373,-121.573465,San Joaquin River,-1.82,-1.87,0.39,-3.69,1.4
2574,May-October,38.096349,-121.575175,San Joaquin River,12.92,-4.21,0.2,8.71,9.28
2575,May-October,38.09664,-121.576902,San Joaquin River,10.73,-4.09,0.16,6.64,8.17
2576,May-October,38.097247,-121.578568,San Joaquin River,4.59,-2.98,0.11,1.61,5.01
2577,May-October,38.097727,-121.580297,San Joaquin River,-0.39,-2.19,0.07,-2.58,2.32
2578,May-October,38.098154,-121.58205,San Joaquin River,-2.36,-2.13,0.02,-4.5,0.82
2579,May-October,38.098473,-121.58384,San Joaquin River,-1.29,-2.47,-0.03,-3.77,1.33
2580,May-October,38.098828,-121.585618,San Joaquin River,-1.29,-2.47,-0.03,-3.77,1.33
2581,May-October,38.099205,-121.58739,San Joaquin River,-1.43,-2.63,-0.06,-4.06,1.05
2582,May-October,38.099582,-121.589162,San Joaquin River,-1.09,-2.79,-0.09,-3.88,1.22
2583,May-October,38.099959,-121.590934,San Joaquin River,-0.71,-2.99,-0.11,-3.7,1.39
2584,May-October,38.100499,-121.592621,San Joaquin River,0,-3.04,-0.13,-3.04,2.07
2585,May-October,38.101129,-121.594274,San Joaquin River,0.17,-2.98,-0.14,-2.82,2.37
2586,May-October,38.101759,-121.595927,San Joaquin River,0.28,-2.87,-0.14,-2.59,2.68
2587,May-October,38.102331,-121.59761,San Joaquin River,0.28,-2.87,-0.14,-2.59,2.68
2588,May-October,38.102776,-121.599357,San Joaquin River,0.42,-2.68,-0.13,-2.27,3.1
2589,May-October,38.10322,-121.601103,San Joaquin River,0.38,-2.52,-0.11,-2.13,3.29
2590,May-October,38.103665,-121.60285,San Joaquin River,0.24,-2.36,-0.08,-2.12,3.35
2591,May-October,38.103989,-121.604637,San Joaquin River,0.22,-2.33,-0.05,-2.11,3.37
2592,May-October,38.104221,-121.606441,San Joaquin River,0.16,-2.31,-0.02,-2.15,3.38
2593,May-October,38.104166,-121.608275,San Joaquin River,0.21,-2.35,0.01,-2.14,3.45
2594,May-October,38.104111,-121.610109,San Joaquin River,0.37,-2.32,0.03,-1.96,3.71
2595,May-October,38.103526,-121.611724,San Joaquin River,0.37,-2.32,0.03,-1.96,3.71
2596,May-October,38.103087,-121.613445,San Joaquin River,0.45,-2.22,0.05,-1.77,4
2597,May-October,38.102604,-121.615176,San Joaquin River,0.64,-2.19,0.06,-1.55,4.3
2598,May-October,38.102121,-121.616906,San Joaquin River,0.76,-2.06,0.07,-1.3,4.6
2599,May-October,38.10177,-121.618682,San Joaquin River,0.87,-2,0.08,-1.12,4.78
2600,May-October,38.101577,-121.6205,San Joaquin River,0.95,-1.91,0.08,-0.96,4.93
2601,May-October,38.101255,-121.622286,San Joaquin River,0.93,-1.77,0.08,-0.84,5.05
2602,May-October,38.100749,-121.623988,San Joaquin River,0.86,-1.6,0.09,-0.74,5.15
2603,May-October,38.099935,-121.625503,San Joaquin River,0.59,-1.36,0.1,-0.77,5.14
2604,May-October,38.098792,-121.62651,San Joaquin River,0.34,-1.18,0.12,-0.84,5.12
2605,May-October,38.097414,-121.627079,San Joaquin River,0.12,-0.97,0.15,-0.85,5.14
2606,May-October,38.096035,-121.627648,San Joaquin River,0.04,-0.87,0.19,-0.83,5.18
2607,May-October,38.094656,-121.628216,San Joaquin River,-0.09,-0.88,0.22,-0.97,5.13
2608,May-October,38.093277,-121.628785,San Joaquin River,-0.06,-0.91,0.26,-0.97,5.17
2609,May-October,38.091898,-121.629354,San Joaquin River,-0.04,-0.96,0.3,-1,5.17
2610,May-October,38.090918,-121.630626,San Joaquin River,-0.16,-1.14,0.34,-1.3,4.98
2611,May-October,38.090048,-121.632095,San Joaquin River,-0.58,-1.42,0.41,-1.99,4.45
2612,May-October,38.089179,-121.633563,San Joaquin River,-0.58,-1.42,0.41,-1.99,4.45
2613,May-October,38.088777,-121.63531,San Joaquin River,-1.43,-1.55,0.45,-2.98,3.57
2614,May-October,38.088436,-121.637094,San Joaquin River,-2.41,-1.61,0.48,-4.02,2.62
2615,May-October,38.088094,-121.638877,San Joaquin River,-3.35,-1.63,0.52,-4.98,1.78
2616,May-October,38.087783,-121.640666,San Joaquin River,-3.62,-1.49,0.52,-5.11,1.68
2617,May-October,38.087884,-121.642492,San Joaquin River,-2.93,-1.32,0.51,-4.26,2.52
2618,May-October,38.096522,-121.573773,San Joaquin River,17.11,-5.34,0.2,11.77,11.34
2619,May-October,38.096428,-121.572288,San Joaquin River,20.92,-6.39,0.24,14.53,12.71
2620,May-October,38.096004,-121.570533,Mokelumne River,18.43,-5.82,0.27,12.61,11.27
2621,May-October,38.096106,-121.568707,Mokelumne River,18.58,-6.18,0.3,12.4,10.71
2622,May-October,38.096576,-121.566994,Mokelumne River,18.99,-6.85,0.31,12.14,9.94
2623,May-October,38.097569,-121.565701,Mokelumne River,19.29,-7.11,0.32,12.18,9.44
2624,May-October,38.098826,-121.564798,Mokelumne River,19.3,-7.34,0.32,11.96,9.17
2625,May-October,38.100205,-121.564241,Mokelumne River,19.3,-7.34,0.32,11.96,9.17
2626,May-October,38.101639,-121.564213,Mokelumne River,18.03,-7.1,0.31,10.92,8.63
2627,May-October,38.103086,-121.564334,Mokelumne River,16.21,-6.53,0.3,9.68,8.14
2628,May-October,38.104332,-121.565173,Mokelumne River,16.21,-6.53,0.3,9.68,8.14
2629,May-October,38.105463,-121.566315,Mokelumne River,13.53,-5.71,0.28,7.81,7.58
2630,May-October,38.106433,-121.567653,Mokelumne River,11.62,-5.21,0.25,6.41,6.85
2631,May-October,38.107118,-121.569271,Mokelumne River,11.74,-5.46,0.23,6.28,6.58
2632,May-October,38.107614,-121.570991,Mokelumne River,12.33,-6.17,0.21,6.16,6.03
2633,May-October,38.108068,-121.572735,Mokelumne River,12.35,-6.64,0.17,5.71,5.4
2634,May-October,38.108579,-121.57445,Mokelumne River,9.38,-6.22,0.04,3.17,3.68
2635,May-October,38.109063,-121.576173,Mokelumne River,7.9,-6.08,-0.03,1.82,2.74
2636,May-October,38.109432,-121.577948,Mokelumne River,6.32,-5.77,-0.1,0.56,1.84
2637,May-October,38.110122,-121.579735,Mokelumne River,6.32,-5.77,-0.1,0.56,1.84
2638,May-October,38.11074,-121.581339,Mokelumne River,3.55,-5.86,-0.25,-2.31,-0.75
2639,May-October,38.111705,-121.582787,Mokelumne River,2.47,-6.22,-0.31,-3.75,-2.22
2640,May-October,38.113002,-121.583593,Mokelumne River,1.62,-6.34,-0.37,-4.72,-3.17
2641,May-October,38.114325,-121.584332,Mokelumne River,1.04,-6.65,-0.4,-5.61,-4.13
2642,May-October,38.115748,-121.584654,Mokelumne River,0.14,-6.73,-0.45,-6.59,-5.11
2643,May-October,38.117198,-121.58462,Mokelumne River,-0.98,-6.7,-0.48,-7.68,-6.19
2644,May-October,38.118638,-121.584413,Mokelumne River,-2.1,-6.66,-0.5,-8.75,-7.26
2645,May-October,38.120004,-121.583823,Mokelumne River,-2.1,-6.66,-0.5,-8.75,-7.26
2646,May-October,38.121251,-121.582911,Mokelumne River,-3.15,-6.61,-0.51,-9.77,-8.34
2647,May-October,38.122484,-121.581946,Mokelumne River,-4.16,-7.12,-0.47,-11.28,-10.57
2648,May-October,38.123694,-121.580936,Mokelumne River,-4.27,-7.44,-0.53,-11.71,-11.18
2649,May-October,38.124976,-121.580092,Mokelumne River,-4.94,-8.1,-0.47,-13.05,-13.46
2650,May-October,38.126207,-121.57922,Mokelumne River,-5.4,-8.49,-0.61,-13.89,-14.16
2651,May-October,38.127405,-121.57822,Mokelumne River,-5.93,-8.71,-0.58,-14.64,-15.54
2652,May-October,38.128524,-121.577087,Mokelumne River,-6.41,-9.11,-0.82,-15.51,-15.91
2653,May-October,38.113829,-122.053725,Grizzly Bay,-4.28,-14.65,-0.45,-18.93,-12.5
2654,May-October,38.112414,-122.054123,Grizzly Bay,-4.32,-13.2,-0.45,-17.52,-10.81
2655,May-October,38.110986,-122.054447,Grizzly Bay,-4.24,-15.44,-0.46,-19.67,-13.18
2656,May-October,38.109636,-122.055107,Grizzly Bay,-4.14,-15.67,-0.47,-19.82,-13.41
2657,May-October,38.108396,-122.056021,Grizzly Bay,-4.15,-15.38,-0.47,-19.54,-12.99
2658,May-October,38.107264,-122.05717,Grizzly Bay,-4.05,-15.75,-0.47,-19.8,-13.36
2659,May-October,38.106092,-122.058249,Grizzly Bay,-3.95,-15.99,-0.48,-19.94,-13.52
2660,May-October,38.104908,-122.059309,Grizzly Bay,-3.95,-15.99,-0.48,-19.94,-13.52
2661,May-October,38.103724,-122.06037,Grizzly Bay,-3.85,-16.24,-0.5,-20.09,-13.75
2662,May-October,38.102617,-122.061555,Grizzly Bay,-3.85,-16.24,-0.5,-20.09,-13.75
2663,May-October,38.101514,-122.062747,Grizzly Bay,-3.76,-16.21,-0.51,-19.97,-13.9
2664,May-October,38.100412,-122.06394,Grizzly Bay,-3.75,-16.29,-0.52,-20.03,-14.13
2665,May-October,38.09931,-122.065133,Grizzly Bay,-3.7,-15.73,-0.52,-19.43,-13.94
2666,May-October,38.098207,-122.066326,Grizzly Bay,-3.68,-14.95,-0.54,-18.63,-13.81
2667,May-October,38.097105,-122.067519,Suisun Bay,-3.68,-14.95,-0.54,-18.63,-13.81
2668,May-October,38.096003,-122.068711,Suisun Bay,-3.72,-14.23,-0.55,-17.95,-13.59
2669,May-October,38.0949,-122.069904,Suisun Bay,-3.77,-14.14,-0.56,-17.91,-13.65
2670,May-October,38.093798,-122.071096,Suisun Bay,-3.81,-13.47,-0.56,-17.27,-13.06
2671,May-October,38.092696,-122.072289,Suisun Bay,-3.87,-13.37,-0.57,-17.24,-13.02
2672,May-October,38.091556,-122.073421,Suisun Bay,-3.97,-12.71,-0.57,-16.69,-12.44
2673,May-October,38.090389,-122.074512,Suisun Bay,-4.16,-12.73,-0.58,-16.89,-12.54
2674,May-October,38.089223,-122.075603,Suisun Bay,-4.33,-12.11,-0.58,-16.44,-11.98
2675,May-October,38.088057,-122.076694,Suisun Bay,-4.78,-11.55,-0.59,-16.33,-11.58
2676,May-October,38.086891,-122.077785,Suisun Bay,-5.02,-11.68,-0.59,-16.7,-11.75
2677,May-October,38.085724,-122.078876,Suisun Bay,-5.16,-10.9,-0.59,-16.05,-11.03
2678,May-October,38.084558,-122.079967,Suisun Bay,-5.32,-10.98,-0.6,-16.3,-11.16
2679,May-October,38.083392,-122.081058,Suisun Bay,-5.35,-10.09,-0.6,-15.45,-10.39
2680,May-October,38.082226,-122.082148,Suisun Bay,-5.54,-9.42,-0.61,-14.96,-10.15
2681,May-October,38.081059,-122.083239,Suisun Bay,-5.54,-9.42,-0.61,-14.96,-10.15
2682,May-October,38.079893,-122.08433,Suisun Bay,-5.75,-9.22,-0.62,-14.97,-10.63
2683,May-October,38.078727,-122.085421,Suisun Bay,-5.75,-9.22,-0.62,-14.97,-10.63
2684,May-October,38.07756,-122.086511,Suisun Bay,-5.91,-9.53,-0.63,-15.44,-11.72
2685,May-October,38.076394,-122.087602,Suisun Bay,-5.91,-9.53,-0.63,-15.44,-11.72
2686,May-October,38.075228,-122.088692,Suisun Bay,-5.87,-10.45,-0.65,-16.32,-13.16
2687,May-October,38.074061,-122.089783,Suisun Bay,-5.71,-12.01,-0.66,-17.72,-14.72
2688,May-October,38.072895,-122.090873,Suisun Bay,-5.71,-12.01,-0.66,-17.72,-14.72
2689,May-October,38.071728,-122.091964,Suisun Bay,-5.52,-13.86,-0.69,-19.38,-16.08
2690,May-October,38.070562,-122.093054,Suisun Bay,-5.52,-13.86,-0.69,-19.38,-16.08
2691,May-October,38.069396,-122.094145,Suisun Bay,-5.38,-14.25,-0.71,-19.63,-15.82
2692,May-October,38.068229,-122.095235,Suisun Bay,-5.62,-13.61,-0.73,-19.23,-15.24
2693,May-October,38.067063,-122.096325,Suisun Bay,-5.23,-13.64,-0.74,-18.87,-14.72
2694,May-October,38.065896,-122.097415,Suisun Bay,-5.46,-12.69,-0.76,-18.15,-13.95
2695,May-October,38.06473,-122.098506,Suisun Bay,-5.05,-12.66,-0.77,-17.71,-13.43
2696,May-October,38.063563,-122.099596,Suisun Bay,-5.28,-11.73,-0.78,-17.01,-12.73
2697,May-October,38.062397,-122.100686,Suisun Bay,-4.89,-12.07,-0.79,-16.96,-12.63
2698,May-October,38.06123,-122.101776,Suisun Bay,-4.78,-11.73,-0.8,-16.5,-12.16
2699,May-October,38.060064,-122.102866,Suisun Bay,-4.95,-10.56,-0.81,-15.51,-11.2
2700,May-October,38.058897,-122.103956,Suisun Bay,-4.81,-10.84,-0.81,-15.65,-11.26
2701,May-October,38.057731,-122.105046,Suisun Bay,-5.05,-9.4,-0.81,-14.45,-10.12
2702,May-October,38.056602,-122.106194,Suisun Bay,-5.03,-9.44,-0.81,-14.46,-10.04
2703,May-October,38.05554,-122.107443,Suisun Bay,-5.35,-7.8,-0.81,-13.15,-8.82
2704,May-October,38.054477,-122.108691,Suisun Bay,-5.25,-7.77,-0.8,-13.02,-8.6
2705,May-October,38.053415,-122.10994,Suisun Bay,-5.26,-6.26,-0.79,-11.52,-7.16
2706,May-October,38.052353,-122.111189,Suisun Bay,-5.46,-4.51,-0.78,-9.97,-5.79
2707,May-October,38.05129,-122.112437,Suisun Bay,-5.1,-5.16,-0.77,-10.26,-6.05
2708,May-October,38.050228,-122.113686,Suisun Bay,-5.22,-3.88,-0.77,-9.1,-5.06
2709,May-October,38.115653,-122.054866,Grizzly Bay,-4.37,-9.77,-0.44,-14.14,-7.11
2710,May-October,38.116953,-122.05568,Grizzly Bay,-4.4,-5.26,-0.43,-9.66,-2.05
2711,May-October,38.118253,-122.056494,Grizzly Bay,-4.42,-2.45,-0.43,-6.87,1.1
2712,May-October,38.119553,-122.057307,Grizzly Bay,-4.44,1.78,-0.42,-2.66,5.86
2713,May-October,38.120853,-122.058121,Grizzly Bay,-4.47,4.54,-0.41,0.07,9.63
2714,May-October,38.122153,-122.058935,Grizzly Bay,-4.47,4.54,-0.41,0.07,9.63
2715,May-October,38.11162,-121.70566,Sacramento River,1.43,-3.71,0.07,-2.28,-0.54
2716,May-October,38.110772,-121.707149,Sacramento River,3.42,-3.92,0.11,-0.5,1.12
2717,May-October,38.109924,-121.708638,Sacramento River,5.93,-3.8,0.17,2.13,3.08
2718,May-October,38.109076,-121.710128,Sacramento River,4.14,-3.88,0.2,0.26,0.69
2719,May-October,38.108178,-121.711563,Sacramento River,4.58,-3.8,0.22,0.78,0.7
2720,May-October,38.10728,-121.712995,Sacramento River,2,-3.73,0.24,-1.73,-2.13
2721,May-October,38.10626,-121.714284,Sacramento River,0.73,-3.37,0.27,-2.63,-3.17
2722,May-October,38.105343,-121.7157,Sacramento River,0.73,-3.37,0.27,-2.63,-3.17
2723,May-October,38.104378,-121.717066,Sacramento River,3.24,-2.99,0.28,0.25,0.44
2724,May-October,38.103383,-121.718393,Sacramento River,4.72,-2.86,0.29,1.86,2.38
2725,May-October,38.102381,-121.719706,Sacramento River,6.11,-2.8,0.29,3.3,3.97
2726,May-October,38.10145,-121.721112,Sacramento River,7.09,-2.79,0.29,4.29,5.08
2727,May-October,38.100502,-121.722485,Sacramento River,7.74,-2.85,0.28,4.9,5.72
2728,May-October,38.09954,-121.723847,Sacramento River,8.29,-2.95,0.27,5.34,6.27
2729,May-October,38.098536,-121.725169,Sacramento River,8.29,-2.95,0.27,5.34,6.27
2730,May-October,38.097583,-121.726552,Sacramento River,8.47,-3.05,0.26,5.42,6.4
2731,May-October,38.096613,-121.727908,Sacramento River,8.55,-3.13,0.25,5.42,6.13
2732,May-October,38.095629,-121.729251,Sacramento River,8.57,-3.14,0.25,5.42,6
2733,May-October,38.094605,-121.730547,Sacramento River,8.6,-3.17,0.24,5.43,5.5
2734,May-October,38.093659,-121.731937,Sacramento River,8.4,-2.97,0.23,5.44,4.78
2735,May-October,38.092762,-121.733377,Sacramento River,8.4,-2.97,0.23,5.44,4.78
2736,May-October,38.091898,-121.734851,Sacramento River,7.95,-2.48,0.21,5.46,4.33
2737,May-October,38.091034,-121.736325,Sacramento River,7.66,-2.06,0.2,5.6,4.29
2738,May-October,38.09017,-121.737799,Sacramento River,7.3,-1.27,0.17,6.03,4.78
2739,May-October,38.089307,-121.739273,Sacramento River,7.3,-1.27,0.17,6.03,4.78
2740,May-October,38.088443,-121.740747,Sacramento River,7.28,-0.74,0.16,6.55,5.37
2741,May-October,38.087579,-121.74222,Sacramento River,7.15,0.24,0.13,7.39,6.48
2742,May-October,38.086715,-121.743694,Sacramento River,7.15,0.24,0.13,7.39,6.48
2743,May-October,38.085851,-121.745168,Sacramento River,6.91,1.4,0.1,8.31,7.78
2744,May-October,38.084987,-121.746642,Sacramento River,6.73,2.32,0.08,9.04,8.81
2745,May-October,38.084123,-121.748116,Sacramento River,6.29,3.79,0.05,10.08,10.37
2746,May-October,38.083259,-121.749589,Sacramento River,6.29,3.79,0.05,10.08,10.37
2747,May-October,38.082395,-121.751063,Sacramento River,5.99,4.87,0.03,10.86,11.53
2748,May-October,38.081591,-121.752583,Sacramento River,5.56,6.53,-0.01,12.09,13.32
2749,May-October,38.08085,-121.75416,Sacramento River,5.27,7.65,-0.03,12.92,14.52
2750,May-October,38.080108,-121.755735,Sacramento River,5.16,8.17,-0.04,13.32,15.06
2751,May-October,38.079339,-121.757291,Sacramento River,4.86,9.22,-0.07,14.09,16.16
2752,May-October,38.078526,-121.758807,Sacramento River,4.57,10.16,-0.09,14.73,17.1
2753,May-October,38.077791,-121.760386,Sacramento River,4.18,11.24,-0.13,15.42,18.07
2754,May-October,38.077085,-121.761988,Sacramento River,3.9,11.7,-0.15,15.61,18.39
2755,May-October,38.076512,-121.763673,Sacramento River,3.9,11.7,-0.15,15.61,18.39
2756,May-October,38.0759,-121.765333,Sacramento River,3.5,12.17,-0.18,15.67,18.53
2757,May-October,38.075121,-121.76688,Sacramento River,3.2,12.4,-0.2,15.6,18.47
2758,May-October,38.074342,-121.768427,Sacramento River,2.72,12.66,-0.23,15.38,18.26
2759,May-October,38.073543,-121.769956,Sacramento River,2.38,12.57,-0.24,14.95,17.87
2760,May-October,38.072669,-121.77142,Sacramento River,2.38,12.57,-0.24,14.95,17.87
2761,May-October,38.071795,-121.772884,Sacramento River,1.91,12.49,-0.26,14.4,17.35
2762,May-October,38.070932,-121.774357,Sacramento River,1.6,12.39,-0.27,13.99,16.99
2763,May-October,38.070008,-121.775771,Sacramento River,1.17,12.68,-0.29,13.86,16.85
2764,May-October,38.069079,-121.777179,Sacramento River,1.17,12.68,-0.29,13.86,16.85
2765,May-October,38.068177,-121.778611,Sacramento River,0.73,12.95,-0.3,13.68,16.66
2766,May-October,38.067467,-121.78021,Sacramento River,0.41,12.89,-0.3,13.3,16.28
2767,May-October,38.06671,-121.781754,Sacramento River,0.41,12.89,-0.3,13.3,16.28
2768,May-October,38.066019,-121.783367,Sacramento River,-0.09,12.98,-0.31,12.9,15.91
2769,May-October,38.065301,-121.784959,Sacramento River,-0.41,13.15,-0.32,12.74,15.79
2770,May-October,38.064564,-121.786538,Sacramento River,-0.69,13.46,-0.32,12.77,15.86
2771,May-October,38.06385,-121.788135,Sacramento River,-1.09,13.64,-0.33,12.56,15.79
2772,May-October,38.062941,-121.789524,Sacramento River,-1.09,13.64,-0.33,12.56,15.79
2773,May-October,38.061986,-121.790903,Sacramento River,-1.4,13.38,-0.34,11.98,15.37
2774,May-October,38.061328,-121.792533,Sacramento River,-1.53,13.27,-0.34,11.73,15.17
2775,May-October,38.060697,-121.794185,Sacramento River,-1.65,13.13,-0.34,11.48,14.94
2776,May-October,38.060067,-121.795837,Sacramento River,-1.82,12.72,-0.35,10.9,14.41
2777,May-October,38.059436,-121.797488,Sacramento River,-1.82,12.72,-0.35,10.9,14.41
2778,May-October,38.110432,-121.704377,Sacramento River,1.43,-3.71,0.07,-2.28,-0.54
2779,May-October,38.109073,-121.703737,San Joaquin River,-0.09,-2.84,0.03,-2.94,-1.04
2780,May-October,38.10774,-121.703014,San Joaquin River,-0.06,-2.59,0.04,-2.65,-0.84
2781,May-October,38.106556,-121.701993,San Joaquin River,-0.06,-2.59,0.04,-2.65,-0.84
2782,May-October,38.105991,-121.700321,San Joaquin River,-1.67,-1.78,0,-3.45,-1.61
2783,May-October,38.10528,-121.698727,San Joaquin River,-2.68,-1.08,-0.04,-3.76,-1.81
2784,May-October,38.105002,-121.696941,San Joaquin River,-3.17,-0.4,-0.06,-3.57,-1.16
2785,May-October,38.105438,-121.69525,San Joaquin River,-3.32,-0.16,-0.08,-3.48,-0.45
2786,May-October,38.106656,-121.694297,San Joaquin River,-3.33,-0.17,-0.1,-3.49,-0.47
2787,May-October,38.108,-121.693607,San Joaquin River,-3.4,0.02,-0.11,-3.38,0.27
2788,May-October,38.109337,-121.692897,San Joaquin River,-3.39,0.04,-0.14,-3.35,0.43
2789,May-October,38.110607,-121.692014,San Joaquin River,-3.31,-0.04,-0.15,-3.35,0.53
2790,May-October,38.111812,-121.690995,San Joaquin River,-3.48,0.11,-0.17,-3.37,0.91
2791,May-October,38.112955,-121.689868,San Joaquin River,-3.4,-0.05,-0.18,-3.46,0.74
2792,May-October,38.113922,-121.688502,San Joaquin River,-3.6,0.01,-0.19,-3.59,0.86
2793,May-October,38.114646,-121.686918,San Joaquin River,-3.68,-0.03,-0.21,-3.72,0.79
2794,May-October,38.114929,-121.685134,San Joaquin River,-3.83,0.02,-0.22,-3.8,0.94
