Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp644_ACS,"Attenuation at 644 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.0378,17.2786,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp648_ACS,"Attenuation at 648 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.1441,17.2001,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp652_ACS,"Attenuation at 652 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.1591,17.1100,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp656_ACS,"Attenuation at 656 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.1647,17.0517,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp660_ACS,"Attenuation at 660 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.1384,16.9992,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp664_ACS,"Attenuation at 664 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.1295,16.9310,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp668_ACS,"Attenuation at 668 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.1484,16.8722,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp672_ACS,"Attenuation at 672 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-16.0574,16.8237,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp676_ACS,"Attenuation at 676 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.9426,16.7523,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp680_ACS,"Attenuation at 680 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.8923,16.6742,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp684_ACS,"Attenuation at 684 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.8829,16.6001,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp688_ACS,"Attenuation at 688 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.5920,16.5150,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp692_ACS,"Attenuation at 692 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.4909,16.4337,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp696_ACS,"Attenuation at 696 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.5869,16.3479,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp700_ACS,"Attenuation at 700 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.5717,16.2699,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp704_ACS,"Attenuation at 704 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.5329,16.1904,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp708_ACS,"Attenuation at 708 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.5403,16.1085,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp712_ACS,"Attenuation at 712 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.5175,16.0386,per meter,0.0001,,
FTS_acs_cp.csv,"Comma Separated Value (CSV) file containing spectral attenuation data for water particulate, calculated value [cpg-cg = cp], collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).",Producer Defined,cp716_ACS,"Attenuation at 716 nm, particulate, calculated value [cpg-cg = cp],field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-15.2985,15.9555,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,DateTime,Sample Collection timestamp,2019/10/09 09:14:51,2021/04/07 14:11:41,(YYYY/MM/DD hh:mm:ss) Year/month/day hour:minute:second,,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,SampleEvent,The field sampling event year and month,2019/10,2021/04,YYYY/MM,,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,LAT_MAP,"Latitude in decimal degrees, Garmin GPS16X-HVS, NAD 1983, measurement while mapping underway",37.85306,38.55743,decimal degrees,0.00001,<<BLANK CELL>>,"null, no value"
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,LONG_MAP,"Latitude in decimal degrees, Garmin GPS16X-HVS, NAD 1983, measurement while mapping underway",-121.70702,-121.30697,decimal degrees,0.00001,<<BLANK CELL>>,"null, no value"
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg400_ACS,"Attenuation at 400 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.6580,27.4469,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg404_ACS,"Attenuation at 404 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.6226,26.5666,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg408_ACS,"Attenuation at 408 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.5586,27.1352,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg412_ACS,"Attenuation at 412 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.4605,26.5609,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg416_ACS,"Attenuation at 416 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.4060,26.2546,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg420_ACS,"Attenuation at 420 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.3421,25.8808,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg424_ACS,"Attenuation at 424 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.2880,25.6574,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg428_ACS,"Attenuation at 428 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.2363,25.3137,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg432_ACS,"Attenuation at 432 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.1622,24.9468,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg436_ACS,"Attenuation at 436 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.1157,24.8584,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg440_ACS,"Attenuation at 440 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.0561,24.4451,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg444_ACS,"Attenuation at 444 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",2.0106,24.1362,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg448_ACS,"Attenuation at 448 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.9883,23.8686,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg452_ACS,"Attenuation at 452 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.9472,23.7138,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg456_ACS,"Attenuation at 456 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.8883,23.5810,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg460_ACS,"Attenuation at 460 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.8357,23.2343,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg464_ACS,"Attenuation at 464 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.7988,23.1478,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg468_ACS,"Attenuation at 468 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.7712,22.8313,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg472_ACS,"Attenuation at 472 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.7485,22.6880,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg476_ACS,"Attenuation at 476 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.7195,22.4883,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg480_ACS,"Attenuation at 480 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.6935,22.3404,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg484_ACS,"Attenuation at 484 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.6668,22.1454,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg488_ACS,"Attenuation at 488 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.6462,21.9721,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg492_ACS,"Attenuation at 492 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.6155,21.8299,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg496_ACS,"Attenuation at 496 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.5920,21.6409,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg500_ACS,"Attenuation at 500 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.5653,21.4886,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg504_ACS,"Attenuation at 504 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.5417,21.3237,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg508_ACS,"Attenuation at 508 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.5210,21.1600,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg512_ACS,"Attenuation at 512 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.5021,21.0148,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg516_ACS,"Attenuation at 516 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.4792,20.8683,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg520_ACS,"Attenuation at 520 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.4601,20.7289,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg524_ACS,"Attenuation at 524 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.4443,20.5720,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg528_ACS,"Attenuation at 528 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.4198,20.4156,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg532_ACS,"Attenuation at 532 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.3932,20.2777,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg536_ACS,"Attenuation at 536 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.3700,20.1303,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg540_ACS,"Attenuation at 540 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.3455,19.9999,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg544_ACS,"Attenuation at 544 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.3247,19.8698,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg548_ACS,"Attenuation at 548 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.3084,19.7426,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg552_ACS,"Attenuation at 552 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.2868,19.6418,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg556_ACS,"Attenuation at 556 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.2659,19.5346,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg560_ACS,"Attenuation at 560 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.2489,19.4180,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg564_ACS,"Attenuation at 564 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.2276,19.2965,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg568_ACS,"Attenuation at 568 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.2213,19.2005,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg572_ACS,"Attenuation at 572 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1933,19.0992,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg576_ACS,"Attenuation at 576 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1450,19.0519,per meter,0.0001,,
