Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap464_ACS,"Absorption at 464 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5426,1.4113,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap468_ACS,"Absorption at 468 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5243,1.3504,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap472_ACS,"Absorption at 472 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5852,1.3499,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap476_ACS,"Absorption at 476 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6324,1.3204,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap480_ACS,"Absorption at 480 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6737,1.2815,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap484_ACS,"Absorption at 484 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6765,1.2647,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap488_ACS,"Absorption at 488 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6383,1.1935,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap492_ACS,"Absorption at 492 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6242,1.1490,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap496_ACS,"Absorption at 496 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6345,1.3080,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap500_ACS,"Absorption at 500 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6494,1.2875,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap504_ACS,"Absorption at 504 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6780,1.0742,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap508_ACS,"Absorption at 508 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6978,0.9976,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap512_ACS,"Absorption at 512 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7088,0.9841,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap516_ACS,"Absorption at 516 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7091,1.1475,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap520_ACS,"Absorption at 520 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6989,1.0801,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap524_ACS,"Absorption at 524 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7026,1.0095,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap528_ACS,"Absorption at 528 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7001,0.9205,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap532_ACS,"Absorption at 532 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6711,0.9107,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap536_ACS,"Absorption at 536 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6555,0.8513,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap540_ACS,"Absorption at 540 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6369,0.8851,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap544_ACS,"Absorption at 544 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5089,0.8551,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap548_ACS,"Absorption at 548 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4862,0.6847,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap552_ACS,"Absorption at 552 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5697,0.7541,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap556_ACS,"Absorption at 556 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6500,0.7585,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap560_ACS,"Absorption at 560 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6474,0.7911,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap564_ACS,"Absorption at 564 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5863,0.8492,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap568_ACS,"Absorption at 568 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4500,0.8495,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap572_ACS,"Absorption at 572 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2884,0.8657,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap576_ACS,"Absorption at 576 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2949,0.7647,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap580_ACS,"Absorption at 580 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3039,0.8440,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap584_ACS,"Absorption at 584 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4278,0.8951,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap588_ACS,"Absorption at 588 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6501,0.5355,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap592_ACS,"Absorption at 592 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7393,0.6162,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap596_ACS,"Absorption at 596 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7692,0.4667,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap600_ACS,"Absorption at 600 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6378,0.4063,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap604_ACS,"Absorption at 604 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5393,0.4084,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap608_ACS,"Absorption at 608 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4775,0.3465,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap612_ACS,"Absorption at 612 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5052,0.3496,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap616_ACS,"Absorption at 616 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4477,0.6736,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap620_ACS,"Absorption at 620 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4559,0.6863,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap624_ACS,"Absorption at 624 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3709,0.9238,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap628_ACS,"Absorption at 628 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5545,1.1023,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap632_ACS,"Absorption at 632 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5631,0.9790,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap636_ACS,"Absorption at 636 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6534,0.4325,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap640_ACS,"Absorption at 640 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6083,0.3422,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap644_ACS,"Absorption at 644 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6874,0.4861,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap648_ACS,"Absorption at 648 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7184,0.6780,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap652_ACS,"Absorption at 652 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7218,0.6437,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap656_ACS,"Absorption at 656 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7144,0.7543,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap660_ACS,"Absorption at 660 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.8604,0.5005,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap664_ACS,"Absorption at 664 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7660,0.3079,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap668_ACS,"Absorption at 668 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.8458,0.3336,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap672_ACS,"Absorption at 672 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.8543,0.3446,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap676_ACS,"Absorption at 676 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7377,0.3388,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap680_ACS,"Absorption at 680 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5965,0.3115,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap684_ACS,"Absorption at 684 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5833,0.2645,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap688_ACS,"Absorption at 688 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5028,0.2639,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap692_ACS,"Absorption at 692 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6278,0.2493,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap696_ACS,"Absorption at 696 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6043,0.1826,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap700_ACS,"Absorption at 700 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5584,0.1781,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap704_ACS,"Absorption at 704 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5283,0.1942,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap708_ACS,"Absorption at 708 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4801,0.2287,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap712_ACS,"Absorption at 712 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2673,0.1876,per meter,0.0001,,
FTS_acs_ap.csv,Comma Separated Value (CSV) file containing spectral absorption data for particulates from water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,ap716_ACS,"Absorption at 716 nm, particulate, calculated value [apg - ag = ap], field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0315,0.0364,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,DateTime,Sample Collection timestamp,2019/10/09 09:14:51,2021/04/07 14:11:41,(YYYY/MM/DD hh:mm:ss) Year/month/day hour:minute:second,,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,SampleEvent,The field sampling event year and month,2019/10,2021/04,YYYY/MM,,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,LAT_MAP,"Latitude in decimal degrees, Garmin GPS16X-HVS, NAD 1983, measurement while mapping underway",37.85306,38.55743,decimal degrees,0.00001,<<BLANK CELL>>,"null, no value"
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,LONG_MAP,"Latitude in decimal degrees, Garmin GPS16X-HVS, NAD 1983, measurement while mapping underway",-121.70702,-121.30697,decimal degrees,0.00001,<<BLANK CELL>>,"null, no value"
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg404_ACS,"Absorption at 404 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.3455,8.1233,per meter,0.0001,,
