CL ID,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Location,Subregions,"Time Period (Month, Year)",NH4 (?M) (Tline) SA,NO3 (?M) (SUNA) SA,DIN (µM) SA,estDON (?M) SA,TDN (µM) SA,estDOC (mg/L) SA,fDOM (QSU) (WS) SA,fCHL (?g/L) (WS) SA, Temp (?C) (TSG) SA, Cond (?S/cm) (TSG) SA, Salinity (PSU) (TSG) SA, Temp (?C) (EXO) SA,Sp Cond (?S/cm) (EXO) SA,pH (EXO) SA,DO (mg/L) (EXO) SA,DO (%) (EXO) SA,Turb (FNU) (EXO) SA,fDOM (QSU) (EXO) SA,fCHL (?g/L) (EXO) SA,Bluegreen (?g/L) (EXO) SA,Green Algae (?g/L) (FP) SA,Bluegreen (?g/L) (FP) SA,Diatoms (?g/L) (FP) SA,Cryptophyta (?g/L) (FP) SA,Total Conc (?g/L) (FP) SA,? (days) (Picarro) SA
A2523,38.182775,-121.663043,Cache Slough,Western Delta Tidal Zone,May 2018,17.7435,15.50055,33.23441,9.568035,42.80297,1.972658,22.55225,2.618908,20.49214,136.0455,0.073334,20.46501,149.0323,7.544218,7.901867,87.74786,5.489617,21.92514,0.293422,0.04596,0.933517,0.686912,0.491588,0,2.128965,1.284816
A2524,38.181538,-121.664004,Cache Slough,Western Delta Tidal Zone,May 2018,17.77751,15.9783,33.74178,9.623352,43.36517,1.983429,22.70613,2.580305,20.4875,136.4327,0.073535,20.46059,149.3162,7.541838,7.87178,87.40324,5.486791,22.04994,0.289938,0.044698,0.909436,0.678666,0.47332,0,2.077551,1.49412
A2525,38.180325,-121.665015,Cache Slough,Western Delta Tidal Zone,May 2018,17.77751,15.9783,33.74178,9.623352,43.36517,1.983429,22.70613,2.580305,20.4875,136.4327,0.073535,20.46059,149.3162,7.541838,7.87178,87.40324,5.486791,22.04994,0.289938,0.044698,0.909436,0.678666,0.47332,0,2.077551,1.49412
A660,38.17685,-121.668186,Sacramento River,Western Delta Tidal Zone,May 2018,17.68793,16.35928,34.04351,9.632772,43.67574,1.985263,22.73233,2.588107,20.49301,136.2986,0.073437,20.46081,149.5768,7.539334,7.852928,87.18626,5.504091,22.02764,0.280801,0.039507,0.927938,0.669705,0.485613,0,2.0773,1.687889
A658,38.179403,-121.666553,Sacramento River,Western Delta Tidal Zone,May 2018,17.75023,16.2522,33.99228,9.647716,43.63984,1.988173,22.7739,2.571054,20.48549,136.5446,0.073581,20.45671,149.5474,7.541184,7.854406,87.19897,5.537607,22.09365,0.283143,0.042566,0.903025,0.677768,0.470939,0,2.058396,1.602796
A2417,38.291201,-121.724864,Haas Slough,Cache Slough Complex,May 2018,1.375691,10.02497,11.4185,13.0932,24.54541,2.659071,32.35817,2.706304,20.6194,190.4839,0.100947,20.61191,207.9504,8.445899,10.8892,121.2629,5.145917,29.44974,0.396025,0.067204,0.88341,1.4011,0.384791,0,2.66528,18.5333
A2434,38.287015,-121.722227,Cache Slough,Cache Slough Complex,May 2018,1.731528,10.58743,12.3242,12.73808,25.07543,2.589916,31.37027,2.647264,20.52759,187.1556,0.099421,20.5026,204.7004,8.316179,10.36699,115.1305,4.461388,28.59684,0.344044,0.067782,1.007978,1.446197,0.307104,0,2.758269,17.76057
A2235,38.335842,-121.665708,Prospect Slough,Cache Slough Complex,May 2018,1.173164,4.120073,5.425733,17.49598,24.18078,3.772505,48.26436,3.502563,20.8132,252.6225,0.132881,20.78404,278.3592,7.944494,8.056216,90.06335,25.87853,36.96695,0.733141,0.091207,0.332425,1.330234,0.731449,0,2.375492,38.8171
A2066,38.239538,-121.672153,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,13.65555,14.5671,28.2252,10.51556,38.74062,2.157155,25.18793,2.856119,20.29464,150.8551,0.081152,20.26711,166.4472,7.746081,8.166373,90.32133,9.5976,23.76066,0.399506,0.072044,0.923744,1.324226,0.421585,0,2.681376,5.198448
A2064,38.242408,-121.671498,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,13.88744,14.50346,28.3964,10.55423,38.95014,2.164685,25.2955,2.869694,20.31001,152.1647,0.081799,20.28593,167.8555,7.757296,8.211977,90.86573,10.25414,23.70065,0.40754,0.073811,0.912081,1.374045,0.444118,0,2.736075,5.298142
A2061,38.246601,-121.670154,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,14.21471,14.41895,28.63755,10.57741,39.21409,2.169198,25.35997,2.873261,20.3379,153.0887,0.082218,20.31578,169.0026,7.766753,8.289123,91.7784,11.3508,23.5258,0.412281,0.069273,0.903414,1.396395,0.465885,0,2.773095,5.657588
A2059,38.249415,-121.669202,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,14.4645,14.38495,28.88176,10.57406,39.45475,2.168545,25.35064,2.870954,20.36432,153.9115,0.082594,20.34285,170.1468,7.768915,8.382576,92.86359,12.22756,23.31146,0.415358,0.070694,0.892362,1.397192,0.489395,0,2.775153,5.865834
A2057,38.252278,-121.668519,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,15.02758,14.35048,29.36861,10.55415,39.9238,2.164669,25.29527,2.878864,20.40215,156.4378,0.083826,20.37774,173.2309,7.755904,8.650932,95.90421,12.81482,22.87061,0.40621,0.070539,0.856068,1.351488,0.533976,0,2.741654,6.171759
A2055,38.255107,-121.667698,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,15.10951,14.71995,29.68037,10.50035,40.18485,2.154193,25.14561,2.899245,20.43493,160.9475,0.086095,20.40933,178.2651,7.749285,8.878215,98.48835,12.58652,22.58078,0.415764,0.072519,0.871011,1.276666,0.568442,0,2.713322,6.595093
A2053,38.257932,-121.666857,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,15.15565,14.99299,29.87828,10.44843,40.33269,2.144083,25.00119,2.911229,20.45778,164.4012,0.087835,20.43049,181.7793,7.743438,9.100484,100.9925,11.93368,22.37692,0.418709,0.069694,0.903767,1.198562,0.581911,0,2.688511,6.961357
A2051,38.260751,-121.66602,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,13.66813,16.33177,29.65145,10.42384,40.08374,2.139296,24.93279,2.967743,20.53426,179.1122,0.095286,20.49784,197.9136,7.782296,9.217024,102.4114,11.04447,22.49841,0.43565,0.065448,1.013623,1.115623,0.62517,0,2.762796,8.056192
A2049,38.263576,-121.665181,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,11.12869,17.83297,28.83242,10.52084,39.35635,2.158183,25.20262,3.067532,20.60846,197.3962,0.10459,20.56313,218.2157,7.853188,8.927145,99.3152,11.24639,23.27542,0.465432,0.069259,1.107198,1.163424,0.686056,0,2.964118,9.718357
A2047,38.266402,-121.664344,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,8.889101,19.30374,28.1777,10.61921,38.7979,2.177337,25.47624,3.186892,20.63524,214.3989,0.11333,20.59384,237.5497,7.917716,8.531774,94.995,11.48721,24.00229,0.494085,0.072008,1.21634,1.207213,0.716628,0,3.147154,11.74022
A2044,38.270613,-121.662961,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,8.204047,19.62405,27.83437,10.66178,38.49592,2.185626,25.59466,3.257412,20.64378,220.8555,0.116623,20.61873,246.2065,7.954314,8.464169,94.29817,11.54942,24.23786,0.48624,0.074624,1.24528,1.20293,0.700493,0,3.162339,13.33509
A2042,38.273437,-121.662127,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,7.974474,19.67213,27.65031,10.68603,38.33611,2.190347,25.6621,3.290498,20.66449,223.8103,0.118098,20.6421,249.9282,7.966945,8.496713,94.70809,11.82992,24.29772,0.491561,0.074696,1.240453,1.199304,0.712176,0,3.167178,13.86548
A2040,38.276247,-121.661158,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,7.249896,19.94872,27.2045,10.76997,37.97317,2.206693,25.89561,3.416306,20.6995,234.5913,0.123628,20.67239,262.408,7.982348,8.523578,95.05919,12.63838,24.48737,0.555328,0.070214,1.309545,1.183196,0.781731,0,3.291071,15.16257
A2038,38.279089,-121.660611,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,6.958484,20.16367,27.12317,10.80413,37.92552,2.213344,25.99063,3.47405,20.69489,239.5243,0.12621,20.6659,268.4894,7.9841,8.502083,94.80644,12.77337,24.5421,0.583837,0.065122,1.348895,1.17207,0.815431,0,3.353339,15.73215
A2036,38.281935,-121.659805,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,6.600828,20.45366,27.05739,10.86757,37.92066,2.225696,26.16708,3.616755,20.68163,247.8639,0.130603,20.65288,277.6669,7.98675,8.465377,94.37703,13.44795,24.62671,0.646221,0.065532,1.384981,1.162303,0.876956,0,3.431117,16.60635
A2034,38.284784,-121.659116,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,6.149618,20.78085,26.92843,10.94986,37.87581,2.24172,26.396,3.812266,20.66837,259.0176,0.136466,20.63755,288.4069,7.992087,8.438548,94.06515,14.72594,24.73481,0.703357,0.070889,1.426973,1.153938,0.962374,0,3.541583,17.8267
A2032,38.287617,-121.658342,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,5.954065,20.85726,26.80714,10.98723,37.79335,2.248996,26.49995,3.912281,20.66087,263.98,0.139088,20.62839,292.9092,7.99574,8.433299,93.99431,15.44437,24.78145,0.726206,0.076865,1.456828,1.154766,0.995846,0,3.606006,18.51675
A2030,38.290474,-121.657744,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,5.558242,20.91784,26.46579,11.05183,37.51807,2.261575,26.67964,4.099689,20.63871,273.282,0.144032,20.60522,303.4424,8.009353,8.433176,93.94267,16.3811,24.88078,0.78163,0.086029,1.534259,1.159012,1.051373,0,3.760573,20.00533
A2028,38.293324,-121.657058,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,5.393047,20.94871,26.33026,11.07486,37.40577,2.266058,26.74369,4.159347,20.63275,276.9789,0.14599,20.59956,307.7939,8.017317,8.441864,94.03063,16.47046,24.92195,0.798061,0.087734,1.576245,1.172182,1.087862,0,3.844447,20.34916
A2026,38.296171,-121.656364,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,5.049837,21.01748,26.06142,11.11455,37.1765,2.273787,26.85409,4.250211,20.62863,284.6211,0.150022,20.59597,316.1696,8.034713,8.475093,94.39428,16.04711,25.03465,0.852459,0.085784,1.655394,1.194597,1.160256,0,4.012465,21.21915
A2024,38.299019,-121.655667,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,4.840343,21.04511,25.87862,11.14166,37.02301,2.279066,26.92951,4.309429,20.62643,290.649,0.153205,20.5948,321.7777,8.044847,8.526697,94.96966,15.86083,25.08514,0.883085,0.08746,1.71051,1.199047,1.199408,0,4.104852,21.82849
A2022,38.301867,-121.654969,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,4.675527,21.07924,25.74559,11.1723,36.92335,2.285032,27.01474,4.375574,20.62459,295.929,0.156002,20.59287,326.9266,8.052297,8.592532,95.7,16.05962,25.09736,0.921304,0.086314,1.73079,1.206809,1.241594,0,4.178644,22.25617
A2020,38.304715,-121.654271,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,4.398328,21.09663,25.47955,11.22344,36.71311,2.294989,27.15699,4.4956,20.6223,305.8835,0.16128,20.59041,335.6733,8.064599,8.80406,98.05832,16.52241,25.031,0.976799,0.09103,1.777582,1.22089,1.331367,0,4.318961,22.63398
A2018,38.307562,-121.653571,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,4.200831,21.12367,25.30118,11.2421,36.5582,2.298622,27.20889,4.554988,20.62397,311.0258,0.164013,20.59266,340.0295,8.073936,8.908699,99.22668,16.73138,24.97617,1.017801,0.093815,1.798527,1.228319,1.383337,0,4.396742,22.61101
A2016,38.310409,-121.652871,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,3.772054,21.01479,24.77744,11.29453,36.0776,2.308831,27.35473,4.725641,20.61648,321.3241,0.169485,20.58497,354.9964,8.095751,8.877645,98.86507,16.84041,25.12408,1.068632,0.101039,1.866348,1.24855,1.488692,0,4.591217,23.63087
A2014,38.313273,-121.652199,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,3.492433,20.93366,24.42588,11.33493,35.76138,2.316698,27.46711,4.843757,20.61209,328.4088,0.173251,20.58171,365.5011,8.11089,8.775033,97.71792,17.08758,25.29417,1.109089,0.10182,1.870439,1.268721,1.569816,0,4.70633,24.17497
A2012,38.316121,-121.651574,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,2.93327,20.76852,23.70116,11.427,35.12835,2.334625,27.72322,5.091228,20.62595,345.3368,0.182196,20.59866,384.305,8.142073,8.63921,96.24075,18.17159,25.56758,1.208234,0.105037,1.97045,1.326334,1.737198,0,5.025819,25.34034
A2010,38.318971,-121.650898,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,2.764145,20.69699,23.46033,11.45916,34.91947,2.340887,27.81267,5.196728,20.63997,351.8191,0.185587,20.61451,390.3799,8.15141,8.646766,96.3587,18.75359,25.61475,1.249706,0.106698,2.03036,1.3595,1.802373,0,5.190879,26.64711
A2008,38.321823,-121.65023,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,2.615259,20.61885,23.23172,11.48815,34.71989,2.346532,27.89332,5.294101,20.65924,357.4071,0.188484,20.63326,395.8674,8.159282,8.681108,96.77813,19.45386,25.6341,1.285416,0.107533,2.108254,1.381508,1.857003,0,5.352117,28.48916
A2006,38.324677,-121.649564,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,2.351372,20.45226,22.80087,11.53726,34.33906,2.356096,28.02994,5.529131,20.67709,368.2475,0.194195,20.64207,407.7394,8.171315,8.815065,98.28631,20.40385,25.52933,1.354499,0.111842,2.218107,1.40708,1.983908,0,5.621769,32.36285
A2004,38.32753,-121.648913,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,2.23973,20.35522,22.59417,11.56401,34.15911,2.361303,28.10433,5.6537,20.66376,373.5783,0.197096,20.62679,413.7144,8.176074,8.920607,99.43055,20.77427,25.50629,1.392523,0.113955,2.238876,1.390058,2.020514,0,5.684702,33.29149
A2002,38.330378,-121.648221,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,2.051958,20.1607,22.2129,11.6136,33.82822,2.370959,28.24228,5.895383,20.62287,385.2171,0.203477,20.58611,424.1679,8.185969,9.240988,102.9199,21.5393,25.45257,1.516679,0.12162,2.262865,1.359846,2.138737,0,5.818788,33.14997
A2000,38.333225,-121.647523,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,1.929625,20.04495,21.97482,11.6393,33.6159,2.375963,28.31376,6.021406,20.6028,391.6617,0.206985,20.56906,428.6812,8.191957,9.438855,105.0887,22.36014,25.04181,1.598049,0.125993,2.30246,1.365959,2.218561,0,5.943901,32.60156
A1998,38.33606,-121.646785,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,1.679518,19.79831,21.47881,11.69139,33.17035,2.386106,28.45866,6.3175,20.56441,402.783,0.213072,20.53202,439.2615,8.205967,9.532603,106.0704,23.43735,23.20692,1.755835,0.129532,2.39433,1.387159,2.397843,0,6.183783,32.61401
A1996,38.338832,-121.645889,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,1.523026,19.61325,21.13351,11.72573,32.85838,2.392792,28.55417,6.498058,20.54231,410.3306,0.217182,20.51078,447.5128,8.215902,9.507744,105.7606,23.97875,22.07302,1.838584,0.132388,2.442272,1.398535,2.499327,0,6.324666,33.11949
A1994,38.341587,-121.644754,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,1.264194,19.25609,20.50527,11.78676,32.29142,2.404676,28.72394,6.839797,20.51105,423.7859,0.224515,20.48218,463.926,8.232299,9.394868,104.4528,24.87353,22.06599,1.976095,0.140658,2.50771,1.414684,2.680816,0,6.607474,34.22225
A1992,38.344318,-121.643532,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.920119,18.63672,19.54365,11.88129,31.42043,2.423083,28.98689,7.159423,20.47292,445.2673,0.236416,20.44837,494.482,8.261238,9.014692,100.1583,26.69872,24.5671,2.148113,0.156129,2.606432,1.474634,2.889261,0,6.982719,36.05764
A1990,38.347036,-121.642221,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.814352,18.41537,19.21705,11.9107,31.12113,2.42881,29.06871,7.256048,20.46617,452.9277,0.240704,20.44104,504.9387,8.271332,8.87734,98.61658,27.37816,25.60852,2.203108,0.15738,2.641047,1.49365,2.958338,0,7.107285,36.65415
A1988,38.349763,-121.640929,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.707118,18.13009,18.841,11.93157,30.76466,2.432873,29.12676,7.413053,20.46816,461.883,0.245548,20.44175,516.2676,8.283867,8.740801,97.1086,28.0873,25.93832,2.2939,0.157866,2.704435,1.519981,3.049853,0,7.278179,37.12819
A1986,38.352503,-121.639764,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.599465,17.68678,18.29042,11.96028,30.24564,2.438463,29.20662,7.654776,20.47239,474.6354,0.252471,20.44538,530.1096,8.297963,8.760154,97.34151,29.38599,26.05021,2.441323,0.164519,2.806553,1.557188,3.20973,0,7.562989,37.81864
A1984,38.35521,-121.638436,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.56627,17.51596,18.0877,11.97501,30.05986,2.441332,29.2476,7.740554,20.47671,479.8016,0.255262,20.44974,536.386,8.303699,8.762496,97.37787,30.02379,26.11101,2.495466,0.169857,2.839338,1.568883,3.279405,0,7.681522,38.20724
A1982,38.35791,-121.637103,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.53675,17.25865,17.79947,11.98802,29.78399,2.443864,29.28377,7.834582,20.48198,487.032,0.259162,20.45242,545.1029,8.311287,8.77823,97.55737,30.96484,26.08145,2.563123,0.175764,2.87671,1.574289,3.389022,0,7.838361,38.90564
A1980,38.360642,-121.635871,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.49121,16.92041,17.41413,12.01478,29.42623,2.449075,29.35822,7.943305,20.47969,497.2898,0.264765,20.43523,557.6346,8.319976,8.784739,97.60939,32.20314,26.16515,2.597014,0.181929,2.885761,1.495677,3.492451,0,7.873478,39.92975
A1978,38.363388,-121.634656,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.459037,16.62193,17.08608,12.02565,29.11011,2.451191,29.38844,8.036375,20.45089,504.6852,0.268969,20.40246,565.7152,8.325657,8.790442,97.61473,32.4565,26.16299,2.633339,0.188542,2.91317,1.47305,3.55584,0,7.942237,40.32925
A1976,38.366119,-121.633407,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.419088,16.10265,16.5237,12.04795,28.57487,2.455535,29.4505,8.275113,20.38261,517.6086,0.27645,20.33697,579.4525,8.334381,8.794091,97.52451,32.76326,26.17322,2.739302,0.191735,3.022054,1.483103,3.629353,0,8.137747,40.97877
A1974,38.368838,-121.632161,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.408837,15.87977,16.28885,12.06242,28.3558,2.458352,29.49075,8.395686,20.3546,523.214,0.279694,20.31035,585.0627,8.337301,8.795688,97.48835,33.07045,26.18876,2.788248,0.191144,3.075243,1.494278,3.663017,0,8.236799,41.31487
A1972,38.371549,-121.630826,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.390045,15.52881,15.91258,12.07198,27.98894,2.460212,29.51732,8.509974,20.32333,530.7924,0.284057,20.28481,592.588,8.341461,8.796913,97.45382,33.15123,26.21568,2.859406,0.191445,3.126551,1.495129,3.697675,0,8.320886,41.69398
A1970,38.374248,-121.629472,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.357379,15.11116,15.46353,12.07136,27.53902,2.460093,29.51562,8.603463,20.29447,541.1941,0.2899,20.26189,601.7512,8.348195,8.800362,97.4586,32.96974,26.23107,2.921431,0.189026,3.139981,1.496432,3.726539,0,8.366735,42.34068
A1968,38.376982,-121.628213,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.346896,15.02321,15.36586,12.06479,27.43466,2.458814,29.49734,8.621157,20.28989,544.5079,0.291712,20.2589,604.8679,8.351242,8.80316,97.49245,32.81801,26.22452,2.928402,0.184891,3.129634,1.498833,3.729982,0,8.357965,42.67638
A1966,38.379717,-121.627094,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.340422,14.93359,15.27196,12.06697,27.34339,2.459238,29.5034,8.651326,20.28848,548.8542,0.294135,20.25828,609.5826,8.355215,8.809221,97.55972,33.00839,26.2471,2.930779,0.184247,3.132613,1.49245,3.726589,0,8.352507,43.04123
A1964,38.382436,-121.625784,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.33729,14.70658,15.04477,12.07138,27.11892,2.460095,29.51565,8.684493,20.28943,556.2816,0.298249,20.26021,617.2045,8.360524,8.819971,97.66582,33.15027,26.25764,2.936135,0.189494,3.157994,1.482084,3.699002,0,8.346743,43.8926
A1962,38.385174,-121.624557,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.339764,14.6034,14.94262,12.06735,27.01241,2.459312,29.50445,8.69465,20.29114,559.1995,0.299841,20.26194,619.9084,8.361919,8.824244,97.70303,32.94253,26.23993,2.939293,0.189175,3.164199,1.482276,3.694324,0,8.350689,44.26752
A1960,38.387849,-121.623127,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.347415,14.45545,14.80383,12.06276,26.86816,2.458418,29.49169,8.713384,20.2966,563.0978,0.301947,20.26774,624.2397,8.3655,8.828272,97.75591,32.92494,26.22479,2.944618,0.190024,3.184543,1.488772,3.679046,0,8.368509,44.69959
A1958,38.390572,-121.621859,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.354925,14.23416,14.58776,12.04239,26.63093,2.454452,29.43503,8.722598,20.30606,568.1214,0.304653,20.27846,630.0109,8.368692,8.832715,97.84007,32.42508,26.20302,2.967395,0.186634,3.197623,1.497632,3.690691,0,8.389082,45.15393
A1956,38.393303,-121.620617,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.351578,14.1114,14.46366,12.02543,26.49198,2.45115,29.38786,8.719143,20.31739,572.2982,0.306877,20.29179,634.8786,8.371467,8.836893,97.91733,32.07703,26.17347,2.991361,0.186856,3.211913,1.498474,3.689864,0,8.396804,45.44399
A1954,38.396034,-121.619376,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.347435,13.86445,14.21182,12.01546,26.22967,2.449209,29.36013,8.731191,20.34198,577.3196,0.309517,20.31833,643.943,8.376536,8.844914,98.05241,32.58941,26.17192,3.013176,0.183863,3.22461,1.505302,3.692399,0,8.416709,45.78854
A1952,38.398793,-121.618166,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.345033,13.71596,14.06033,12.016,26.07509,2.449313,29.36161,8.75555,20.3526,580.104,0.311012,20.32983,648.2781,8.379117,8.847182,98.1028,33.05293,26.18529,3.021004,0.182488,3.236448,1.506707,3.693712,0,8.434536,45.84072
A1950,38.401519,-121.617,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.337503,13.43421,13.76966,12.00634,25.77239,2.447432,29.33474,8.808718,20.37105,587.1545,0.314793,20.34888,655.8882,8.383924,8.851629,98.18641,33.22099,26.14114,3.036127,0.185907,3.246842,1.510352,3.716812,0,8.478222,45.94326
A1948,38.40426,-121.615737,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.336226,13.02343,13.35491,11.96701,25.31964,2.439773,29.22533,8.87268,20.40858,600.454,0.321801,20.39088,667.476,8.390415,8.861575,98.39066,32.32016,26.03631,3.051682,0.189828,3.285486,1.511892,3.757053,0,8.553847,46.20893
A1946,38.407008,-121.614565,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.336672,12.8892,13.22193,11.94736,25.16922,2.435947,29.17068,8.896499,20.42749,605.2784,0.324264,20.4122,671.3314,8.393877,8.86784,98.51003,31.96881,25.98771,3.057157,0.191691,3.302989,1.510713,3.785182,0,8.597914,46.24018
A1944,38.409744,-121.613405,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.34697,12.70433,13.04827,11.92695,24.97598,2.431973,29.1139,8.979596,20.46634,609.8781,0.326532,20.45068,677.5916,8.398156,8.879131,98.71227,32.6327,25.92941,3.095551,0.193958,3.367991,1.529347,3.859245,0,8.735335,46.65147
A1942,38.412493,-121.612204,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.367121,12.45875,12.82676,11.91893,24.7456,2.430411,29.09159,9.018106,20.50968,614.9163,0.328977,20.4921,685.3939,8.405913,8.886287,98.87531,34.01025,25.82647,3.123766,0.19775,3.404314,1.530414,3.888074,0,8.803845,46.85293
A1940,38.415209,-121.61089,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.387639,12.08891,12.47844,11.90547,24.38378,2.427792,29.05417,9.071065,20.53872,622.4705,0.332921,20.51959,694.2328,8.408349,8.883883,98.90401,35.18793,25.67735,3.134567,0.206234,3.40464,1.5511,3.921426,0,8.85689,47.29998
A1938,38.417942,-121.609656,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.40662,11.72004,12.12862,11.89025,24.01774,2.424828,29.01183,9.193244,20.55836,631.67,0.337834,20.53618,702.8762,8.408961,8.877871,98.86114,36.625,25.52217,3.206371,0.217248,3.408698,1.577016,3.97622,0,8.959746,47.88633
A1936,38.420666,-121.608372,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.428028,11.4943,11.91999,11.89284,23.81291,2.425331,29.01902,9.337751,20.57624,639.0015,0.341755,20.53914,713.0774,8.407444,8.868731,98.7787,39.13645,25.45708,3.311408,0.222849,3.426811,1.595603,4.039404,0,9.070007,48.19645
A1934,38.423378,-121.607081,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.441766,11.14924,11.59151,11.88233,23.47532,2.423286,28.9898,9.169312,20.55147,649.0198,0.347477,20.50817,723.9256,8.404338,8.853935,98.5468,38.14828,25.59889,3.229577,0.207981,3.394117,1.57409,3.881519,0,8.860812,48.51505
A1932,38.426038,-121.60564,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.475359,10.60039,11.08019,11.8087,22.89061,2.408948,28.78497,8.724715,20.49775,668.303,0.358563,20.46334,739.5247,8.40053,8.831143,98.21535,32.36369,25.67518,2.953221,0.179864,3.308037,1.508235,3.563806,0,8.396091,49.51434
A1930,38.428773,-121.60429,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.494662,10.45894,10.95652,11.77223,22.73058,2.401847,28.68353,8.590535,20.48787,674.803,0.362249,20.45958,744.5153,8.400063,8.824613,98.14342,30.43915,25.59671,2.8664,0.172085,3.292359,1.48773,3.481531,0,8.272894,49.97257
A1928,38.431479,-121.603049,Sacramento Deep Water Shipping Channel,Cache Slough Complex,May 2018,0.516825,10.26618,10.78501,11.73851,22.52485,2.395281,28.58973,8.436982,20.49226,680.4708,0.365383,20.46593,750.9122,8.399929,8.813306,98.03639,29.37395,25.41435,2.793204,0.174771,3.242813,1.471792,3.415272,0,8.139863,50.47598
