CL ID,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Location,Subregions,"Time Period (Month, Year)",NH4 (?M) (Tline) SA,NO3 (?M) (SUNA) SA,DIN (µM) SA,estDON (?M) SA,TDN (µM) SA,estDOC (mg/L) SA,fDOM (QSU) (WS) SA,fCHL (?g/L) (WS) SA, Temp (?C) (TSG) SA, Cond (?S/cm) (TSG) SA, Salinity (PSU) (TSG) SA, Temp (?C) (EXO) SA,Sp Cond (?S/cm) (EXO) SA,pH (EXO) SA,DO (mg/L) (EXO) SA,DO (%) (EXO) SA,Turb (FNU) (EXO) SA,fDOM (QSU) (EXO) SA,fCHL (?g/L) (EXO) SA,Bluegreen (?g/L) (EXO) SA,Green Algae (?g/L) (FP) SA,Bluegreen (?g/L) (FP) SA,Diatoms (?g/L) (FP) SA,Cryptophyta (?g/L) (FP) SA,Total Conc (?g/L) (FP) SA,? (days) (Picarro) SA
A2306,38.266924,-121.6686,Prospect Slough,Cache Slough Complex,October 2018,11.25781,17.84882,29.10676,9.420417,38.52903,1.943914,22.14163,1.583422,17.46489,136.869,0.077978,17.43632,157.7854,7.868244,8.734609,91.24551,3.626908,20.22182,0.030176,0.141381,0.115836,0.600282,0.155458,0.002524,0.887141,5.287607
A2390,38.268331,-121.693697,Shag Slough,Cache Slough Complex,October 2018,5.434254,15.39964,20.65761,9.768438,30.49676,2.011679,23.1097,2.20073,18.02157,146.1889,0.082196,17.9875,168.5351,8.441114,10.50973,110.9799,5.221637,21.13893,0.150404,0.151807,0.402682,0.417472,0.435761,0.160215,1.610682,6.528572
A2453,38.267889,-121.698876,Cache Slough,Cache Slough Complex,October 2018,4.410182,15.0935,19.49931,10.03565,29.53446,2.06371,23.853,3.457297,17.74288,146.9131,0.083031,17.67445,170.2433,8.391014,10.04133,105.5056,3.890649,21.69041,1.25331,0.203471,0.966483,0.470628,0.551297,0.022895,2.197236,7.173043
A2784,38.269522,-121.641617,Miner Slough,North Delta Tidal Transition Zone,October 2018,51.26981,16.04612,67.32529,8.69506,76.02084,1.802676,20.12395,1.141795,17.08356,123.5056,0.071187,17.06306,145.1926,7.538679,8.321463,86.23881,2.437789,18.32157,0.018715,0.161544,0,0.389059,0.133531,0.000064,0.627739,1.584459
A2304,38.269711,-121.667373,Prospect Slough,Cache Slough Complex,October 2018,12.19312,17.6673,29.86529,9.496359,39.36491,1.958701,22.35288,1.580224,17.44092,137.6227,0.078436,17.4131,157.9646,7.872043,8.730351,91.1533,3.749082,20.38895,0.043828,0.148725,0.115837,0.605757,0.137757,0,0.870658,5.776035
A2388,38.271085,-121.695114,Shag Slough,Cache Slough Complex,October 2018,5.090003,15.01975,20.01448,9.870776,29.92764,2.031606,23.39437,2.362144,17.92499,146.9401,0.08274,17.88527,169.6979,8.420834,10.20762,107.6052,4.610514,21.48085,0.263389,0.160279,0.453696,0.43417,0.470483,0.234578,1.69994,6.815711
A2782,38.272183,-121.642268,Miner Slough,North Delta Tidal Transition Zone,October 2018,47.3545,15.34719,62.70273,8.558993,71.26222,1.776182,19.74546,1.142634,17.03491,122.08,0.070466,17.0174,143.6309,7.554127,8.353523,86.49101,2.480893,17.97111,0.047039,0.16076,0.001746,0.385726,0.142983,0,0.620086,1.419783
A2451,38.270193,-121.701013,Cache Slough,Cache Slough Complex,October 2018,3.645199,14.77372,18.41752,10.08397,28.50551,2.073117,23.98739,3.354531,17.67714,147.8073,0.083607,17.59845,171.2404,8.330796,9.661598,101.3056,3.387605,21.91293,1.146443,0.205507,0.853758,0.477887,0.567455,0.106044,2.141,7.72716
A2302,38.272397,-121.665955,Prospect Slough,Cache Slough Complex,October 2018,9.882314,17.4925,27.37306,9.62611,37.0009,1.983966,22.7138,1.641976,17.44172,139.4835,0.079443,17.41319,161.5398,7.927429,8.756757,91.42512,3.62207,20.75938,0.028793,0.151097,0.122103,0.63561,0.116138,0.002827,0.902929,6.713875
A2386,38.273941,-121.695789,Shag Slough,Cache Slough Complex,October 2018,5.053038,14.80905,19.79894,9.917196,29.73781,2.040644,23.52349,2.395069,17.90433,147.1536,0.08289,17.86391,170.1669,8.404039,10.01638,105.5145,4.556044,21.65178,0.272476,0.158132,0.435222,0.460468,0.484244,0.201798,1.691444,6.903048
A2449,38.272546,-121.703026,Cache Slough,Cache Slough Complex,October 2018,3.076895,14.44268,17.51511,10.2111,27.7242,2.097872,24.34103,2.787971,17.63438,148.6088,0.084129,17.55818,172.2337,8.334571,9.616959,100.7227,2.90737,22.26907,0.682344,0.188593,0.590666,0.528506,0.457553,0.021454,1.777391,8.429516
A2780,38.274875,-121.641257,Miner Slough,North Delta Tidal Transition Zone,October 2018,44.1565,14.82303,58.97877,8.419601,67.3992,1.749041,19.35772,1.125119,16.99188,120.8349,0.069837,16.97355,142.2898,7.56461,8.383463,86.71899,2.509781,17.64997,0.010689,0.164594,0,0.394741,0.11267,0,0.580879,1.165243
A2300,38.275324,-121.665291,Prospect Slough,Cache Slough Complex,October 2018,11.03785,17.30436,28.34071,9.629027,37.97817,1.984534,22.72191,1.627199,17.41642,139.3754,0.079423,17.38932,162.117,7.929682,8.755759,91.37781,3.637723,20.76038,0.042684,0.151617,0.10298,0.640116,0.112554,0,0.880569,6.930906
A2447,38.274112,-121.70586,Cache Slough,Cache Slough Complex,October 2018,2.372811,13.7047,16.08201,10.47656,26.55177,2.149562,25.07946,2.510674,17.4926,150.3622,0.085336,17.41008,174.3466,8.36598,9.628994,100.5436,2.464805,23.00255,0.426335,0.167381,0.537361,0.561772,0.401074,0,1.731466,9.562455
A2778,38.276685,-121.638416,Miner Slough,North Delta Tidal Transition Zone,October 2018,41.15188,14.28984,55.43879,8.295353,63.73476,1.724848,19.01211,1.126844,16.95219,119.7676,0.0693,16.93293,141.3378,7.57652,8.435121,87.17988,2.586015,17.33703,0.007444,0.175018,0,0.40165,0.106257,0.000052,0.56296,0.976668
A2384,38.276917,-121.69515,Shag Slough,Cache Slough Complex,October 2018,4.193999,14.05532,18.23284,10.12729,28.35527,2.081553,24.10789,2.671724,17.82854,148.7097,0.083865,17.7784,172.4334,8.391358,9.667315,101.6775,3.361092,22.33675,0.412081,0.161222,0.49209,0.474215,0.525348,0.280411,1.891509,7.556437
A2444,38.277413,-121.709154,Cache Slough,Cache Slough Complex,October 2018,2.085712,12.81646,14.9279,10.68407,25.64696,2.189967,25.65667,2.498944,17.45212,152.5019,0.086575,17.37049,177.0518,8.400208,9.666639,100.8572,2.169568,23.5792,0.388876,0.163078,0.568299,0.5494,0.373664,0.013398,1.777812,10.48547
A2298,38.278237,-121.664889,Prospect Slough,Cache Slough Complex,October 2018,8.941668,17.03073,25.97066,9.707232,35.68806,1.999761,22.93945,1.68034,17.3963,140.4301,0.080023,17.36929,162.8568,7.967585,8.776238,91.55753,3.795796,20.97387,0.030751,0.150317,0.107178,0.656628,0.108044,0,0.894179,7.262327
A2776,38.279009,-121.639708,Miner Slough,North Delta Tidal Transition Zone,October 2018,39.14175,13.89775,53.03675,8.210045,61.24664,1.708237,18.77481,1.136288,16.92619,118.9993,0.068906,16.90874,140.2569,7.585757,8.480986,87.61069,2.66001,17.1166,0.01709,0.184306,0,0.392835,0.110966,0.000044,0.56268,0.895465
A2382,38.27974,-121.694319,Shag Slough,Cache Slough Complex,October 2018,3.630589,13.48566,17.1133,10.26935,27.37523,2.109214,24.50306,3.035333,17.82734,150.407,0.084796,17.76247,174.8378,8.390491,9.58351,100.7685,2.958,22.71241,0.616095,0.167528,0.638409,0.404072,0.616402,0.50243,2.28353,8.066688
A2774,38.281064,-121.642046,Miner Slough,North Delta Tidal Transition Zone,October 2018,36.8611,13.69368,50.55259,8.140839,58.69584,1.694761,18.58231,1.122443,16.93105,118.741,0.06875,16.9161,139.3116,7.596668,8.481166,87.63148,2.493885,16.93002,0.019553,0.178788,0.000757,0.364074,0.107638,0,0.565277,1.067262
A2442,38.279696,-121.711532,Cache Slough,Cache Slough Complex,October 2018,1.845595,11.88,13.6443,10.90789,24.70442,2.233547,26.27924,2.562313,17.44438,154.9898,0.087951,17.36625,180.0099,8.450519,9.777328,102.0001,1.945437,24.16445,0.440547,0.163494,0.65028,0.524013,0.388026,0.016851,1.858837,11.81837
A2296,38.281109,-121.664552,Prospect Slough,Cache Slough Complex,October 2018,7.960938,16.79003,24.74979,9.764194,34.52398,2.010853,23.0979,1.696852,17.3849,141.1477,0.080433,17.35654,163.8373,7.993167,8.792759,91.70595,3.811316,21.10271,0.031287,0.153803,0.120341,0.660765,0.108,0,0.911559,7.351089
A2380,38.282451,-121.693004,Shag Slough,Cache Slough Complex,October 2018,2.726077,11.49434,14.22652,10.9304,25.13445,2.237931,26.34187,3.811043,17.75145,157.5584,0.08885,17.66396,185.8635,8.400279,9.515923,99.85425,2.710627,24.42458,1.052329,0.189161,1.002266,0.296948,0.805138,0.936872,3.180105,9.215302
A2440,38.281958,-121.713741,Cache Slough,Cache Slough Complex,October 2018,1.627864,10.99903,12.38504,11.18699,23.88708,2.287893,27.05562,2.694769,17.42009,157.5121,0.089375,17.34829,182.8568,8.52095,9.971779,103.9893,1.794561,24.83952,0.575898,0.167418,0.751211,0.513829,0.413423,0.01318,1.912739,13.29683
A2772,38.28322,-121.643814,Miner Slough,North Delta Tidal Transition Zone,October 2018,34.68329,13.33308,48.01649,8.048498,56.06672,1.676781,18.32545,1.124216,16.91309,118.0229,0.068381,16.89852,139.1645,7.604318,8.528673,88.08743,2.577298,16.69334,0.02517,0.183383,0.000487,0.363621,0.117737,0,0.574948,1.067169
A2438,38.283884,-121.71656,Cache Slough,Cache Slough Complex,October 2018,2.011853,9.96569,11.70335,11.63484,23.7567,2.375096,28.30138,2.685336,17.33948,160.7937,0.091342,17.26377,186.6202,8.605626,10.21436,106.3037,1.762663,25.93691,0.619432,0.170141,0.694824,0.563016,0.370134,0.004206,1.738063,14.20543
A2213,38.284324,-121.663624,Toe Drain Canal,Cache Slough Complex,October 2018,7.672812,15.30065,22.97179,9.930892,32.92814,2.043311,23.56159,1.715781,17.31144,142.8823,0.081507,17.28536,167.1962,8.126709,8.969375,93.43719,3.589281,21.46303,0.048452,0.159195,0.105416,0.665498,0.141844,0,0.927303,7.478985
A2378,38.285331,-121.692764,Shag Slough,Cache Slough Complex,October 2018,2.364197,10.14527,12.51763,11.60536,24.10219,2.369355,28.21936,4.041393,17.69982,164.3074,0.092649,17.62045,196.3515,8.396328,9.474085,99.33157,2.590023,26.15459,1.199853,0.195863,1.131948,0.339831,0.83212,0.981567,3.393625,10.00925
A2293,38.285972,-121.665128,Liberty Cut,Cache Slough Complex,October 2018,6.269266,15.6189,21.88835,9.968081,31.86114,2.050553,23.66504,1.741956,17.3644,143.5551,0.081794,17.33343,168.443,8.127024,8.992864,93.7388,3.99911,21.63826,0.046856,0.158561,0.142703,0.660375,0.131056,0.003756,0.957525,7.498191
A2770,38.286076,-121.643709,Miner Slough,North Delta Tidal Transition Zone,October 2018,30.93284,12.80971,43.74309,7.887099,51.62984,1.645355,17.87649,1.122328,16.90288,116.9239,0.067803,16.88911,138.6686,7.617554,8.670756,89.53693,2.826599,16.28326,0.039246,0.181089,0.000642,0.376,0.129125,0.000026,0.577868,1.233745
A2436,38.28632,-121.718727,Cache Slough,Cache Slough Complex,October 2018,1.20783,8.385857,9.555715,12.21724,22.19629,2.488498,29.9214,2.55574,17.29444,165.4398,0.093939,17.21264,192.3397,8.730558,10.55141,109.7024,1.465366,27.3833,0.52057,0.171862,0.569457,0.599867,0.311443,0,1.566743,13.98377
A2211,38.28721,-121.663197,Toe Drain Canal,Cache Slough Complex,October 2018,6.880559,14.53376,21.41502,10.06169,31.49958,2.06878,23.92542,1.736908,17.30014,144.1075,0.082199,17.26973,168.8529,8.217278,9.188329,95.69076,4.141821,21.81811,0.0529,0.159221,0.114454,0.670719,0.131718,0,0.934871,7.69958
A2376,38.288219,-121.692774,Shag Slough,Cache Slough Complex,October 2018,1.817935,7.871573,9.694356,13.51036,23.1857,2.740288,33.51839,4.434137,17.73079,188.6117,0.105935,17.67682,225.662,8.341269,9.328827,97.9362,2.52272,30.76542,1.458792,0.205357,1.410598,0.538543,0.795327,0.981526,3.630851,11.84453
A2768,38.288372,-121.645383,Miner Slough,North Delta Tidal Transition Zone,October 2018,28.6103,12.63016,41.23307,7.900253,49.13924,1.647916,17.91308,1.133338,16.91067,117.5128,0.068109,16.89514,138.0272,7.645481,8.727015,90.1433,2.736387,16.32213,0.039939,0.186063,0.001216,0.38819,0.114947,0,0.559411,1.768008
A2433,38.288241,-121.723104,Cache Slough,Cache Slough Complex,October 2018,1.183502,7.645085,8.85238,12.60615,21.61779,2.564224,31.0032,2.524222,17.27642,168.3448,0.095664,17.20063,196.6677,8.756927,10.93458,113.6578,1.622299,28.21805,0.491429,0.17009,0.520276,0.637534,0.329861,0.01298,1.568803,13.33873
A2291,38.288926,-121.665552,Liberty Cut,Cache Slough Complex,October 2018,5.440948,14.43685,19.87103,10.13377,30.01751,2.082814,24.12591,1.767448,17.37798,145.2981,0.082728,17.34028,170.6531,8.278088,9.464193,98.69909,5.003586,22.1266,0.051544,0.157442,0.165353,0.653792,0.137806,0.003965,0.973477,7.97428
A2766,38.290063,-121.642712,Miner Slough,North Delta Tidal Transition Zone,October 2018,26.86896,12.36884,39.2271,7.791822,47.01898,1.626803,17.61147,1.130191,16.91517,116.6231,0.067616,16.90175,138.36,7.646353,8.864902,91.57028,3.075479,16.027,0.055692,0.180057,0.001478,0.391512,0.119264,0,0.543873,1.735909
A2764,38.29039,-121.639132,Miner Slough,North Delta Tidal Transition Zone,October 2018,25.76273,12.23599,37.99131,7.713835,45.70391,1.611617,17.39453,1.134542,16.922,115.8789,0.067199,16.91157,136.5061,7.640744,9.051933,93.51857,3.753562,15.76716,0.088723,0.180639,0.001762,0.39445,0.126997,0.000029,0.559504,1.638823
A2209,38.290166,-121.662685,Toe Drain Canal,Cache Slough Complex,October 2018,5.575284,13.64594,19.21227,10.22173,29.463,2.099941,24.37059,1.768798,17.27938,145.4882,0.082995,17.24432,169.0979,8.317883,9.44769,98.37049,4.689342,22.2473,0.039659,0.164749,0.115653,0.678213,0.097158,0,0.90644,8.376808
A2762,38.290893,-121.635629,Miner Slough,North Delta Tidal Transition Zone,October 2018,24.01838,12.10607,36.13441,7.665859,43.80035,1.602276,17.26108,1.155786,16.91419,115.4633,0.066987,16.90391,136.6625,7.640931,9.093766,93.93649,3.774376,15.58647,0.121697,0.188482,0.000031,0.389151,0.127916,0.000031,0.567993,2.23296
A2758,38.291242,-121.628957,Miner Slough,North Delta Tidal Transition Zone,October 2018,21.96688,12.1323,34.11047,7.872218,41.96867,1.642457,17.83511,1.269433,16.93076,117.9781,0.068359,16.92,139.9458,7.666112,8.988033,92.87696,3.226623,16.08309,0.152096,0.183627,0.03037,0.394266,0.150289,0.007076,0.643962,3.323308
A2374,38.291134,-121.692779,Shag Slough,Cache Slough Complex,October 2018,1.601517,7.281888,8.882962,14.40755,23.27329,2.914983,36.01403,4.563921,17.79219,201.3775,0.112832,17.74365,239.5839,8.305816,9.246477,97.21079,2.511706,32.90431,1.552398,0.209798,1.542924,0.641485,0.766112,0.973193,3.72015,12.8604
A2431,38.290355,-121.725867,Cache Slough,Cache Slough Complex,October 2018,1.892339,7.830419,9.695807,12.72139,22.42611,2.586662,31.32376,2.723943,17.32482,170.2887,0.096692,17.24439,199.056,8.655165,10.9829,114.2639,2.470968,28.20232,0.667469,0.172151,0.665194,0.614159,0.438667,0.134754,1.896672,14.66121
A2760,38.292022,-121.632434,Miner Slough,North Delta Tidal Transition Zone,October 2018,21.88881,11.99485,33.89832,7.624061,41.5245,1.594137,17.14482,1.196139,16.89486,115.1132,0.066819,16.88697,136.569,7.643075,8.989684,92.82757,3.030983,15.45258,0.113753,0.181369,0,0.386218,0.143771,0.000015,0.578644,2.880857
A2207,38.292666,-121.661392,Toe Drain Canal,Cache Slough Complex,October 2018,5.76762,13.00253,18.7615,10.28732,29.08423,2.112713,24.55304,1.758917,17.15618,145.4174,0.083156,17.12656,167.8311,8.319779,9.276415,96.36279,4.19578,22.29872,0.037413,0.169872,0.061315,0.706367,0.043578,0,0.827256,8.571446
A2288,38.29303,-121.667139,Liberty Cut,Cache Slough Complex,October 2018,4.843795,14.83199,19.66523,10.0337,29.70426,2.06333,23.84757,1.79948,17.53088,145.586,0.082644,17.47867,169.4252,8.256082,9.623003,100.6277,5.198756,22.06332,0.065868,0.163605,0.2111,0.633886,0.20625,0.008299,1.074603,7.994112
A2372,38.294025,-121.692782,Shag Slough,Cache Slough Complex,October 2018,1.270821,6.55011,7.818486,15.71915,23.5169,3.170372,39.66245,4.74802,17.92894,221.7199,0.123772,17.87871,259.7009,8.258948,9.152256,96.49509,2.506545,35.96165,1.656198,0.214895,1.770933,0.786569,0.71473,0.868171,3.834031,15.10124
A2415,38.294066,-121.725911,Haas Slough,Cache Slough Complex,October 2018,2.572351,8.259972,10.79403,12.64543,23.44845,2.571872,31.11247,2.775158,17.38905,171.218,0.097083,17.3142,199.9148,8.547042,10.79835,112.5056,3.216427,27.8728,0.650129,0.172798,0.718793,0.560766,0.458425,0.24232,1.980414,15.4245
A2205,38.295509,-121.660634,Toe Drain Canal,Cache Slough Complex,October 2018,5.023179,12.78828,17.80052,10.37499,28.2005,2.129783,24.7969,1.775022,17.13325,146.2152,0.083636,17.10402,171.1181,8.34236,9.205336,95.56024,4.000161,22.51706,0.03648,0.168629,0.055586,0.70975,0.031777,0,0.811096,8.703947
A2286,38.295918,-121.667135,Liberty Cut,Cache Slough Complex,October 2018,4.543375,14.77567,19.31101,10.03852,29.347,2.064268,23.86098,1.83544,17.55474,146.2163,0.082952,17.50107,170.085,8.26382,9.494166,99.32716,4.475956,22.06861,0.076392,0.168212,0.197083,0.642455,0.242938,0.005036,1.099741,8.01699
A2370,38.296923,-121.692783,Shag Slough,Cache Slough Complex,October 2018,1.178196,6.246129,7.422366,16.29537,23.69269,3.282569,41.26526,4.836188,17.97539,228.6475,0.127532,17.92428,267.865,8.244609,9.144787,96.511,2.535806,37.28176,1.70578,0.218629,1.851038,0.822144,0.692683,0.726751,3.867579,16.12936
A2203,38.29837,-121.659977,Toe Drain Canal,Cache Slough Complex,October 2018,3.941206,12.15367,16.09119,10.55507,26.6475,2.164849,25.29784,1.789139,17.1083,147.6691,0.084491,17.07404,174.956,8.420336,9.184923,95.22991,3.99374,22.98985,0.038988,0.161291,0.03352,0.712206,0.025545,0,0.790723,8.738419
A2284,38.298824,-121.667137,Liberty Cut,Cache Slough Complex,October 2018,3.91437,13.79019,17.69762,10.17128,27.85256,2.090119,24.23027,1.868677,17.55286,147.7907,0.083826,17.50466,171.298,8.353799,9.376217,98.07101,3.835483,22.40623,0.103702,0.166207,0.16566,0.647371,0.235232,0.001955,1.067607,8.025145
A2368,38.299828,-121.692788,Shag Slough,Cache Slough Complex,October 2018,1.124909,5.918564,7.042351,17.0124,24.02618,3.422186,43.25979,4.974393,18.02058,236.7471,0.131934,17.96863,277.03,8.230515,9.158905,96.75507,2.612635,38.86232,1.788348,0.225265,1.922882,0.859581,0.696461,0.56185,3.92258,17.07729
A2201,38.301193,-121.659305,Toe Drain Canal,Cache Slough Complex,October 2018,4.057023,11.47203,15.52821,10.66407,26.19421,2.186071,25.60102,1.769533,17.01889,147.9757,0.084814,16.98517,177.6349,8.458119,9.166716,94.86711,3.997675,23.21775,0.031851,0.15725,0.008898,0.717885,0,0,0.742898,8.938128
A2282,38.301754,-121.667149,Liberty Cut,Cache Slough Complex,October 2018,3.508061,13.22627,16.72382,10.25408,26.96374,2.10624,24.46057,1.864981,17.53724,148.4985,0.084244,17.48648,171.7564,8.39745,9.356509,97.82436,3.721002,22.57296,0.092184,0.157066,0.144866,0.644863,0.239525,0.000939,1.051531,8.194044
A2366,38.302718,-121.6928,Shag Slough,Cache Slough Complex,October 2018,1.082972,5.39418,6.483675,18.36484,24.80833,3.685527,47.02179,5.349179,18.08282,253.2146,0.14093,18.02966,294.196,8.208499,9.261703,97.97873,2.969732,41.70484,1.999559,0.240143,2.028519,0.952538,0.743478,0.205588,4.096242,18.67843
A2199,38.304064,-121.65861,Toe Drain Canal,Cache Slough Complex,October 2018,3.265308,10.87389,14.14006,10.80713,24.94743,2.213927,25.99896,1.781134,16.99616,149.3075,0.085592,16.95836,177.2095,8.533566,9.214125,95.29418,4.129824,23.61145,0.027671,0.158882,0.000327,0.725285,0,0,0.74092,9.314227
A2280,38.304632,-121.667155,Liberty Cut,Cache Slough Complex,October 2018,2.580623,12.37811,14.95196,10.35489,25.30498,2.12587,24.741,1.897975,17.49425,149.4886,0.084854,17.43932,172.7355,8.43983,9.291245,97.05939,3.647304,22.79428,0.078377,0.146844,0.131277,0.648179,0.29459,0,1.094525,8.819429
A2364,38.305631,-121.692805,Shag Slough,Cache Slough Complex,October 2018,1.067108,5.203589,6.288551,18.88936,25.12524,3.787659,48.48082,5.479397,18.1111,260.3965,0.144853,18.05725,300.8881,8.199731,9.296569,98.4107,2.95423,42.82596,2.066349,0.240359,2.064282,0.98479,0.76626,0.145885,4.181801,19.65324
A2197,38.306919,-121.657957,Toe Drain Canal,Cache Slough Complex,October 2018,2.963645,10.52182,13.48719,10.86549,24.35274,2.225292,26.16131,1.79177,16.98689,149.8241,0.085891,16.94749,177.7834,8.572742,9.243649,95.57458,4.185167,23.74838,0.033905,0.164362,0.000893,0.724993,0.006768,0,0.749426,9.457262
A2278,38.307532,-121.667171,Liberty Cut,Cache Slough Complex,October 2018,2.142864,11.67042,13.81021,10.44196,24.24777,2.142824,24.9832,1.9725,17.48498,150.7495,0.085553,17.42953,174.0678,8.494664,9.287462,97.00269,3.636757,22.99318,0.102183,0.151545,0.133559,0.646845,0.348849,0,1.17688,9.242414
A2362,38.308535,-121.692809,Shag Slough,Cache Slough Complex,October 2018,1.032609,4.756462,5.968315,20.11075,25.91705,4.025482,51.87828,5.688347,18.14089,273.4101,0.152023,18.09084,315.1262,8.166646,9.003502,95.3722,2.514795,45.89188,2.215682,0.241104,2.15121,1.013859,0.782082,0.101072,4.338329,21.72229
A2195,38.309767,-121.657243,Toe Drain Canal,Cache Slough Complex,October 2018,3.045421,10.05594,13.10476,10.99551,24.09877,2.250608,26.52296,1.773991,16.91901,150.4977,0.086382,16.87977,178.1409,8.605392,9.261957,95.62376,4.257806,24.03449,0.040801,0.16961,0,0.732809,0,0,0.70023,9.681296
A2276,38.310432,-121.667177,Liberty Cut,Cache Slough Complex,October 2018,1.509517,9.602422,11.11551,10.74095,21.8492,2.201042,25.81488,2.219198,17.42674,154.8004,0.087869,17.3766,178.0886,8.658583,9.389298,97.96745,3.849556,23.64686,0.252587,0.163586,0.202223,0.640342,0.370993,0.003122,1.408335,10.22749
A2360,38.311425,-121.692806,Shag Slough,Cache Slough Complex,October 2018,1.034749,4.491869,5.814611,20.99458,26.65221,4.197576,54.33677,5.790112,18.14152,280.8463,0.156172,18.09126,323.6837,8.137724,8.751463,92.70461,2.17524,48.15193,2.296604,0.243627,2.196417,1.014388,0.762163,0.227963,4.393742,22.73047
A2193,38.312597,-121.65659,Toe Drain Canal,Cache Slough Complex,October 2018,2.515071,9.531506,12.04837,11.05682,23.10436,2.262545,26.69349,1.779881,16.91044,151.3337,0.086857,16.86842,178.081,8.666193,9.338617,96.4006,4.33101,24.2022,0.040627,0.165268,0,0.730731,0,0,0.716297,10.05419
A2274,38.313327,-121.667186,Liberty Cut,Cache Slough Complex,October 2018,1.303555,8.390069,9.696782,10.94332,20.63236,2.240447,26.3778,2.329301,17.37721,157.317,0.089342,17.32999,181.586,8.729671,9.458863,98.6074,4.074531,24.11934,0.332106,0.166829,0.224641,0.652712,0.369307,0.033105,1.502865,10.71254
A2358,38.314349,-121.692955,Shag Slough,Cache Slough Complex,October 2018,1.089928,4.147338,5.586941,23.35732,28.79182,4.657638,60.90908,5.915701,18.02726,296.4448,0.165317,17.93926,343.1819,8.045566,8.226006,86.86765,2.201353,53.77875,2.419909,0.254341,2.234705,1.024539,0.693659,0.459491,4.404646,23.99834
A2191,38.315466,-121.655907,Toe Drain Canal,Cache Slough Complex,October 2018,2.325683,9.2313,11.55725,11.07276,22.62936,2.265651,26.73785,1.796215,16.91049,151.7365,0.08708,16.86727,177.3513,8.688241,9.369244,96.71905,4.359002,24.23712,0.043223,0.163389,0.00373,0.723622,0.004354,0.004834,0.743067,10.24383
A2272,38.316233,-121.667195,Liberty Cut,Cache Slough Complex,October 2018,1.043165,6.25906,7.301391,11.39065,18.6879,2.327547,27.6221,2.836381,17.33343,163.9494,0.093098,17.2693,189.2539,8.743513,9.507542,98.98302,4.527133,25.14638,0.652027,0.182678,0.383696,0.579114,0.488861,0.403178,2.061823,11.83236
A2356,38.317224,-121.692989,Shag Slough,Cache Slough Complex,October 2018,1.132233,4.133464,5.504443,24.58919,29.98376,4.8975,64.33569,5.723006,17.87278,302.2397,0.169132,17.77059,350.4968,7.994735,8.00124,84.20827,2.40976,56.51432,2.328412,0.246172,2.131443,1.025499,0.543098,0.448779,4.052956,24.59318
A2189,38.318316,-121.655234,Toe Drain Canal,Cache Slough Complex,October 2018,2.164054,8.709092,10.87988,11.20426,22.08188,2.291256,27.10361,1.765368,16.87946,152.926,0.087813,16.83689,178.909,8.721056,9.399765,96.96869,4.354313,24.50707,0.018517,0.167532,0,0.728028,0,0,0.695498,10.65704
A2270,38.319136,-121.667205,Liberty Cut,Cache Slough Complex,October 2018,0.962412,5.285029,6.245782,11.68502,17.92381,2.384866,28.44101,3.190579,17.3371,168.0353,0.095366,17.26379,194.5658,8.677518,9.434913,98.20933,4.716814,25.83552,0.870347,0.19767,0.462269,0.538341,0.598943,0.63138,2.430902,12.40287
A2354,38.320143,-121.693011,Shag Slough,Cache Slough Complex,October 2018,1.230994,4.199366,5.420697,26.84736,32.08339,5.3372,70.61714,5.064027,17.53049,310.3509,0.174995,17.41969,361.8852,7.909937,7.6161,79.56683,2.947248,61.13968,1.986651,0.218564,1.670248,0.974527,0.179469,0.118591,2.924922,25.77082
A2187,38.321158,-121.654586,Toe Drain Canal,Cache Slough Complex,October 2018,2.033494,8.361176,10.40222,11.21456,21.61499,2.293261,27.13228,1.790951,16.8803,153.4797,0.088111,16.83691,178.9536,8.737773,9.425237,97.23056,4.408538,24.55295,0.037859,0.170828,0.000036,0.726729,0,0.000034,0.73062,10.77399
A2256,38.321773,-121.687105,Prospect Slough,Cache Slough Complex,October 2018,1.370566,4.299069,5.708821,26.43983,32.04951,5.257846,69.48354,5.01366,17.46203,305.2271,0.172449,17.38323,356.5334,7.930044,7.689757,80.28954,3.151582,60.03884,1.928158,0.212604,1.63117,0.924713,0.107396,0.076717,2.724879,25.77159
A2258,38.321781,-121.690726,Prospect Slough,Cache Slough Complex,October 2018,1.276498,4.249555,5.533399,26.89236,32.22924,5.345962,70.74229,5.035491,17.4905,309.7308,0.174831,17.39158,361.0392,7.90874,7.611316,79.47446,3.033502,61.15488,1.957935,0.217362,1.634359,0.952814,0.144228,0.096626,2.81263,25.91409
A2268,38.322036,-121.667223,Liberty Cut,Cache Slough Complex,October 2018,0.851701,3.660042,4.497892,12.38792,16.88448,2.521731,30.39719,3.934198,17.40035,178.9792,0.101322,17.30744,206.9478,8.462025,9.145692,95.26915,4.932745,27.51573,1.31305,0.220039,0.656519,0.432586,0.894174,1.125526,3.236195,13.73824
A2254,38.323121,-121.684767,Prospect Slough,Cache Slough Complex,October 2018,1.418679,4.166804,5.599765,26.47037,32.05061,5.263793,69.56862,4.94055,17.41472,304.5702,0.17223,17.3415,355.4436,7.922774,7.675771,80.06219,3.402386,59.99056,1.886827,0.204885,1.63307,0.900213,0.059697,0.049439,2.632584,26.02418
