CL ID,"Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Location,Subregions,"Time Period (Month, Year)",NH4 (?M) (Tline) SA,NO3 (?M) (SUNA) SA,DIN (µM) SA,estDON (?M) SA,TDN (µM) SA,estDOC (mg/L) SA,fDOM (QSU) (WS) SA,fCHL (?g/L) (WS) SA, Temp (?C) (TSG) SA, Cond (?S/cm) (TSG) SA, Salinity (PSU) (TSG) SA, Temp (?C) (EXO) SA,Sp Cond (?S/cm) (EXO) SA,pH (EXO) SA,DO (mg/L) (EXO) SA,DO (%) (EXO) SA,Turb (FNU) (EXO) SA,fDOM (QSU) (EXO) SA,fCHL (?g/L) (EXO) SA,Bluegreen (?g/L) (EXO) SA,Green Algae (?g/L) (FP) SA,Bluegreen (?g/L) (FP) SA,Diatoms (?g/L) (FP) SA,Cryptophyta (?g/L) (FP) SA,Total Conc (?g/L) (FP) SA,? (days) (Picarro) SA
A2308,38.264747,-121.669771,Prospect Slough,Cache Slough Complex,October 2017,12.35885,7.840436,21.34701,9.135082,30.06314,1.888355,21.34793,1.763803,16.80141,109.0254,0.063568,16.80953,128.6235,7.571047,8.765158,90.34724,5.714098,25.77494,1.018875,0,0.873799,2.790692,0.555956,0,4.231899,6.949264
A2788,38.265068,-121.644495,Miner Slough,North Delta Tidal Transition Zone,October 2017,23.91794,7.474677,31.39913,7.539068,38.93414,1.577588,16.9084,2.377045,16.56359,97.25674,0.05736,16.56466,116.4852,7.45732,8.971974,92.01548,4.279663,20.79883,1.321431,0,1.571709,2.8529,0.892533,0,5.316246,2.684029
A2392,38.26524,-121.692884,Shag Slough,Cache Slough Complex,October 2017,6.017315,6.676083,12.72304,9.730962,22.44187,2.004463,23.00547,2.162377,17.13244,112.9941,0.065357,17.17189,133.9794,7.968433,9.52986,99.01009,4.926939,28.25605,1.353699,0,1.509496,3.300833,0.782877,0,5.585491,13.04297
A2455,38.265377,-121.696866,Cache Slough,Cache Slough Complex,October 2017,6.33686,6.65563,12.98656,9.62546,22.61289,1.983881,22.71198,2.354539,17.04766,112.9597,0.065444,17.06327,133.9783,7.778057,9.087901,94.21908,4.50724,27.56642,1.483829,0,1.652978,3.432923,0.861441,0,5.939054,10.43821
A2786,38.266969,-121.641805,Miner Slough,North Delta Tidal Transition Zone,October 2017,23.88517,7.468678,31.28141,7.564545,38.89246,1.582548,16.97926,2.375781,16.59488,97.70225,0.057565,16.58553,116.8196,7.446601,8.955486,91.87994,4.038768,20.89421,1.328785,0,1.614157,2.91234,0.896939,0,5.420261,2.603459
A2306,38.266924,-121.6686,Prospect Slough,Cache Slough Complex,October 2017,11.85025,7.663209,20.78827,9.253987,29.59746,1.911508,21.67868,1.755933,16.81359,109.9919,0.064083,16.81987,129.5317,7.578225,8.77154,90.4358,5.820397,26.177,1.01755,0,0.847337,2.808208,0.540377,0,4.208529,7.436182
A2390,38.268331,-121.693697,Shag Slough,Cache Slough Complex,October 2017,5.055428,6.301176,11.41965,9.881131,21.28057,2.03371,23.42318,2.233438,17.205,113.7566,0.065682,17.24186,135.27,8.094511,9.717855,101.0792,5.399623,28.91187,1.431701,0,1.48676,3.299985,0.869671,0,5.643826,16.50723
A2453,38.267889,-121.698876,Cache Slough,Cache Slough Complex,October 2017,6.140978,6.415717,12.56074,9.648621,22.20576,1.988359,22.77641,2.45848,17.01131,113.2351,0.065643,17.01023,134.5766,7.738982,8.974139,92.91844,4.387505,28.11794,1.570931,0,1.720196,3.491396,0.915624,0,6.110926,10.26982
A2784,38.269522,-121.641617,Miner Slough,North Delta Tidal Transition Zone,October 2017,23.18229,7.458166,30.41789,7.584743,38.14187,1.586481,17.03545,2.27334,16.60202,97.95261,0.057694,16.59381,117.0855,7.444609,8.95337,91.87241,4.015189,21.00033,1.304151,0,1.627003,2.9287,0.875693,0,5.426725,2.341891
A2304,38.269711,-121.667373,Prospect Slough,Cache Slough Complex,October 2017,12.02221,7.416421,20.60997,9.291074,29.49926,1.918729,21.78185,1.785242,16.80591,110.3484,0.06429,16.8104,129.8463,7.574726,8.794937,90.66116,5.862673,26.24455,1.026642,0,0.849802,2.829752,0.551068,0,4.238289,7.600096
A2388,38.271085,-121.695114,Shag Slough,Cache Slough Complex,October 2017,4.69283,6.153067,10.8663,9.903793,20.76615,2.038089,23.48621,2.315728,17.20787,113.9829,0.065799,17.23307,136.1187,8.102283,9.687868,100.752,5.334071,29.042,1.489091,0,1.529698,3.345245,0.923025,0,5.785275,17.42501
A2782,38.272183,-121.642268,Miner Slough,North Delta Tidal Transition Zone,October 2017,20.61878,7.467072,27.37979,7.654696,35.45412,1.600102,17.23003,2.117958,16.58639,98.51582,0.058025,16.58806,117.7323,7.446651,8.952568,91.8568,4.043447,21.22044,1.240686,0,1.605741,2.938509,0.843809,0,5.374594,1.902364
A2451,38.270193,-121.701013,Cache Slough,Cache Slough Complex,October 2017,5.470466,6.125425,11.6264,9.733176,21.35052,2.00481,23.01162,2.478226,16.99094,113.8306,0.065983,16.99112,135.5777,7.776857,9.022264,93.36359,4.241254,29.26211,1.584608,0,1.733938,3.50944,0.944434,0,6.166194,11.35734
A2302,38.272397,-121.665955,Prospect Slough,Cache Slough Complex,October 2017,10.67655,7.022157,18.60139,9.528894,27.8285,1.965037,22.44338,1.797777,16.84488,112.2252,0.065272,16.84439,131.9184,7.608356,8.868144,91.48677,6.10799,27.02463,1.041369,0,0.837108,2.871127,0.545262,0,4.256154,8.851309
A2386,38.273941,-121.695789,Shag Slough,Cache Slough Complex,October 2017,4.199254,5.891339,10.11863,10.05714,20.16911,2.067887,23.91277,2.329688,17.256,114.4063,0.065961,17.26364,137.7099,8.166486,9.756313,101.5249,5.857769,30.01101,1.49378,0,1.495373,3.337953,0.952512,0,5.773166,19.72973
A2449,38.272546,-121.703026,Cache Slough,Cache Slough Complex,October 2017,5.18667,5.864959,11.17864,9.798266,20.96574,2.017486,23.19267,2.522625,16.95475,114.4091,0.066354,16.96259,136.3272,7.756913,8.968495,92.7433,4.081486,29.45398,1.616269,0,1.775532,3.547299,0.991622,0,6.310704,11.21384
A2780,38.274875,-121.641257,Miner Slough,North Delta Tidal Transition Zone,October 2017,19.19097,7.45865,25.62603,7.690259,33.91053,1.607027,17.32895,2.178256,16.58429,98.69967,0.058116,16.59111,118.0641,7.467481,8.973036,92.06453,4.085635,21.63498,1.279833,0,1.672581,2.963807,0.859721,0,5.46982,2.419729
A2300,38.275324,-121.665291,Prospect Slough,Cache Slough Complex,October 2017,10.27664,6.916506,17.17226,9.507785,26.63159,1.960926,22.38466,1.82241,16.82817,112.0441,0.065194,16.82527,131.8297,7.602559,8.884868,91.62396,6.103996,27.01327,1.054242,0,0.855034,2.862286,0.551266,0,4.271016,9.425503
A2447,38.274112,-121.70586,Cache Slough,Cache Slough Complex,October 2017,4.856158,5.032252,10.5032,10.04508,20.3924,2.065545,23.87921,2.72272,16.92722,116.8259,0.067715,16.94185,139.4002,7.777529,9.05049,93.55022,3.707614,29.98711,1.753743,0,1.935637,3.677148,1.120694,0,6.728244,10.80176
A2778,38.276685,-121.638416,Miner Slough,North Delta Tidal Transition Zone,October 2017,17.6867,7.481014,23.80071,7.739489,32.29478,1.616613,17.46589,2.240226,16.58007,98.8617,0.058191,16.5939,118.4343,7.4858,8.982868,92.15985,4.185181,22.15417,1.324571,0,1.745362,2.962419,0.872453,0,5.536346,3.343513
A2384,38.276917,-121.69515,Shag Slough,Cache Slough Complex,October 2017,3.384311,5.056869,8.469257,10.59781,19.05908,2.173162,25.41671,2.563576,17.2622,116.9123,0.067319,17.23685,143.0652,8.1167,9.46876,98.49152,8.333675,33.37162,1.66274,0,1.498385,3.402885,1.062169,0,5.96226,23.49596
A2444,38.277413,-121.709154,Cache Slough,Cache Slough Complex,October 2017,4.182291,4.450735,9.425094,10.33492,19.52719,2.121982,24.68546,3.000707,16.96318,119.2228,0.068988,16.99485,142.7082,7.86176,9.257236,95.79997,3.784022,30.8304,2.021654,0,2.129312,3.745342,1.249337,0,7.114346,11.67445
A2298,38.278237,-121.664889,Prospect Slough,Cache Slough Complex,October 2017,7.224242,6.784134,12.72397,9.614367,22.63879,1.981679,22.68113,1.808883,16.83621,112.749,0.065569,16.83439,132.753,7.619264,8.900624,91.80244,6.261405,27.4776,1.036111,0,0.809878,2.842635,0.529936,0,4.184294,11.00263
A2776,38.279009,-121.639708,Miner Slough,North Delta Tidal Transition Zone,October 2017,16.20886,7.562269,22.05526,7.805584,30.74272,1.629482,17.64975,2.239507,16.56626,99.14868,0.058358,16.58328,118.8384,7.482177,8.955665,91.85229,4.247017,22.42242,1.320844,0,1.724491,2.935953,0.86465,0,5.469953,4.195816
A2382,38.27974,-121.694319,Shag Slough,Cache Slough Complex,October 2017,2.99197,4.568248,7.582429,10.99222,18.56639,2.249964,26.51383,2.800836,17.23569,119.6261,0.068848,17.22072,146.7443,8.043112,9.232112,96.00397,9.936818,35.49502,1.830325,0,1.548751,3.464292,1.167584,0,6.176349,25.20629
A2774,38.281064,-121.642046,Miner Slough,North Delta Tidal Transition Zone,October 2017,14.37465,7.74883,19.97689,7.967722,28.89501,1.661053,18.10076,2.155357,16.52541,100.1534,0.058978,16.54147,119.7675,7.444032,8.847207,90.65464,4.318275,22.42832,1.241793,0,1.486961,2.861152,0.817121,0,5.113666,5.483559
A2442,38.279696,-121.711532,Cache Slough,Cache Slough Complex,October 2017,3.481589,4.04324,8.28989,10.60246,18.61843,2.174075,25.42965,3.386263,17.00641,121.5204,0.070191,17.05058,145.4252,7.926212,9.443105,97.83843,4.007638,31.54473,2.392726,0,2.435476,3.792508,1.400046,0,7.620247,12.0446
A2296,38.281109,-121.664552,Prospect Slough,Cache Slough Complex,October 2017,5.771031,6.787619,10.56001,9.642334,20.66795,1.987125,22.75893,1.792653,16.83211,112.8849,0.065649,16.83245,132.9433,7.62186,8.892743,91.71989,6.29359,27.54923,1.018332,0,0.754706,2.806008,0.522508,0,4.083526,11.77839
A2380,38.282451,-121.693004,Shag Slough,Cache Slough Complex,October 2017,2.260375,3.858654,6.159191,11.89855,18.04269,2.426441,29.0349,3.266616,17.23717,127.145,0.07297,17.28598,155.0917,7.972321,9.003868,93.76089,12.46,39.36883,2.148731,0,1.646586,3.56003,1.399305,0,6.594012,28.64363
A2440,38.281958,-121.713741,Cache Slough,Cache Slough Complex,October 2017,2.989296,3.896246,7.426826,10.70934,17.90472,2.194888,25.72697,3.72235,17.0359,122.5105,0.070694,17.07495,146.0187,7.944687,9.540139,98.89378,4.222372,31.70547,2.689052,0,2.63387,3.807052,1.532272,0,7.966178,11.97453
A2772,38.28322,-121.643814,Miner Slough,North Delta Tidal Transition Zone,October 2017,12.99015,7.890933,18.3633,8.089127,27.46286,1.684692,18.43846,2.114897,16.49671,100.8204,0.059384,16.51429,120.51,7.42179,8.768582,89.78348,4.397637,22.73474,1.214506,0,1.379935,2.799896,0.788109,0,4.912029,6.943614
A2438,38.283884,-121.71656,Cache Slough,Cache Slough Complex,October 2017,3.115955,4.119484,7.347888,10.66847,17.96782,2.186929,25.61327,3.849503,17.03417,121.8977,0.070363,17.04005,144.1103,7.896803,9.496645,98.37802,4.371058,31.4621,2.700634,0,2.439248,3.753387,1.591337,0,7.768756,11.59665
A2213,38.284324,-121.663624,Toe Drain Canal,Cache Slough Complex,October 2017,4.322825,7.820384,8.157701,9.430525,18.43522,1.945882,22.16975,1.692079,16.66917,110.6704,0.06464,16.67722,130.3363,7.507985,8.636552,88.76247,5.781198,26.09874,0.93166,0,0.509753,2.513439,0.474635,0,3.491405,14.88852
A2378,38.285331,-121.692764,Shag Slough,Cache Slough Complex,October 2017,1.958196,3.690569,5.678624,12.34185,18.00812,2.51276,30.26801,3.466708,17.27731,130.723,0.074874,17.33465,159.5559,7.96877,8.968959,93.49268,12.80208,40.92116,2.297133,0,1.741919,3.590929,1.491978,0,6.813135,30.16702
A2293,38.285972,-121.665128,Liberty Cut,Cache Slough Complex,October 2017,3.663208,6.284521,7.359849,9.804434,17.72933,2.018688,23.20983,1.791398,16.89889,114.3211,0.066355,16.89445,134.3719,7.677642,8.991604,92.87212,6.354689,27.8896,1.040685,0,0.778495,2.797448,0.521678,0,4.090682,13.01013
A2770,38.286076,-121.643709,Miner Slough,North Delta Tidal Transition Zone,October 2017,10.59891,8.181922,15.63616,8.352551,25.04749,1.735985,19.17121,2.009507,16.43089,102.2671,0.060275,16.44917,122.1202,7.364894,8.590679,87.80873,4.535629,23.27735,1.137777,0,1.114438,2.665046,0.722871,0,4.443068,9.927288
A2436,38.28632,-121.718727,Cache Slough,Cache Slough Complex,October 2017,2.455362,4.064776,6.407195,11.18691,17.65882,2.287878,27.05539,4.137842,17.05027,124.9065,0.072,17.04557,148.0192,7.868154,9.411369,97.50281,4.472904,33.33294,2.910705,0,2.423243,3.789706,1.714835,0,7.900864,11.76798
A2211,38.28721,-121.663197,Toe Drain Canal,Cache Slough Complex,October 2017,3.732213,7.716181,7.379755,9.506357,17.70807,1.960648,22.38069,1.680681,16.67792,111.237,0.064948,16.682,130.803,7.51263,8.636618,88.77679,5.736391,26.12196,0.932917,0,0.489739,2.487921,0.473892,0,3.438602,15.93675
A2376,38.288219,-121.692774,Shag Slough,Cache Slough Complex,October 2017,1.451912,3.473134,4.949294,13.40573,18.34245,2.719914,33.22734,3.827778,17.37811,138.44,0.07896,17.42879,170.962,7.966793,8.922107,93.18138,12.20084,45.25414,2.584818,0,1.949586,3.610103,1.627844,0,7.183625,33.04061
A2768,38.288372,-121.645383,Miner Slough,North Delta Tidal Transition Zone,October 2017,9.119513,8.341887,14.02784,8.588245,23.63851,1.781878,19.82683,1.917787,16.38952,103.6495,0.061102,16.40543,123.5918,7.323745,8.459435,86.36292,4.671343,23.64819,1.068595,0,0.876542,2.563014,0.665067,0,4.050611,12.19569
A2291,38.288926,-121.665552,Liberty Cut,Cache Slough Complex,October 2017,2.796858,5.542293,6.090839,10.01656,16.52812,2.059993,23.79989,1.806106,17.00533,116.3094,0.067318,16.99565,136.1299,7.756708,9.158165,94.81374,6.37691,28.39339,1.075017,0,0.839626,2.844586,0.540304,0,4.214051,14.09847
A2209,38.290166,-121.662685,Toe Drain Canal,Cache Slough Complex,October 2017,3.014387,6.849535,6.461217,9.788187,16.84957,2.015525,23.16463,1.707699,16.76468,113.5599,0.066113,16.76377,133.1167,7.585257,8.772924,90.35906,5.840533,27.05446,0.971968,0,0.53096,2.645831,0.514286,0,3.651691,17.00401
A2374,38.291134,-121.692779,Shag Slough,Cache Slough Complex,October 2017,1.22904,3.38879,4.642465,14.08844,18.71806,2.852848,35.1264,4.022928,17.42009,142.7489,0.081262,17.46404,178.0894,7.956816,8.88177,92.82769,11.45249,47.78877,2.728973,0,2.049465,3.610785,1.689291,0,7.348758,34.20308
A2207,38.292666,-121.661392,Toe Drain Canal,Cache Slough Complex,October 2017,3.415103,7.674854,7.223802,9.689694,17.57429,1.996347,22.89067,1.696675,16.56318,111.8204,0.065412,16.57959,131.6072,7.442348,8.466221,86.80671,5.572861,26.47534,0.913599,0,0.28008,2.500534,0.514525,0,3.229653,19.19361
A2288,38.29303,-121.667139,Liberty Cut,Cache Slough Complex,October 2017,2.045416,3.454195,4.797529,10.47842,15.37648,2.149923,25.08461,1.936292,17.32744,120.7148,0.069325,17.32278,140.7898,8.115087,9.836369,102.5329,6.661746,30.59146,1.203609,0,1.098194,3.138923,0.653215,0,4.877067,13.04927
A2372,38.294025,-121.692782,Shag Slough,Cache Slough Complex,October 2017,0.781383,3.237417,4.042133,16.168,20.19878,3.25777,40.911,4.668081,17.47912,155.7239,0.088313,17.50801,195.2868,7.914377,8.741776,91.45171,10.00619,55.31906,3.189778,0,2.285447,3.639771,1.941137,0,7.865445,36.07249
A2205,38.295509,-121.660634,Toe Drain Canal,Cache Slough Complex,October 2017,3.366629,7.059466,7.281536,9.853535,17.65333,2.028249,23.34641,1.78251,16.63341,113.2132,0.066074,16.64854,133.4185,7.516973,8.607438,88.41108,5.77821,27.46275,0.95469,0,0.312654,2.543557,0.550601,0,3.353571,19.00813
A2286,38.295918,-121.667135,Liberty Cut,Cache Slough Complex,October 2017,1.959868,3.289056,4.549417,10.51987,15.16133,2.157993,25.1999,1.953811,17.31577,120.8265,0.069402,17.33955,141.037,8.205138,9.981447,104.0886,6.525222,30.83078,1.216864,0,1.056191,3.127102,0.686223,0,4.856476,13.57829
A2370,38.296923,-121.692783,Shag Slough,Cache Slough Complex,October 2017,0.575076,3.190226,3.786195,17.44382,21.21999,3.50619,44.45986,5.091271,17.49169,163.6555,0.092673,17.51071,203.8078,7.886252,8.64804,90.47851,9.581418,59.41924,3.47451,0,2.434222,3.679545,2.091262,0,8.202744,36.67416
A2203,38.29837,-121.659977,Toe Drain Canal,Cache Slough Complex,October 2017,3.552017,6.150796,7.818948,10.05865,18.2188,2.068188,23.91697,1.952269,16.72245,114.8744,0.066869,16.73268,135.7982,7.651853,8.861795,91.22279,6.030116,28.61691,1.019638,0,0.359921,2.51047,0.5787,0,3.447094,18.68769
A2284,38.298824,-121.667137,Liberty Cut,Cache Slough Complex,October 2017,1.880568,2.970678,4.334483,10.60135,15.00453,2.173859,25.42656,2.021451,17.28518,121.1204,0.069594,17.32678,141.7159,8.336564,10.1754,106.0846,6.416691,31.021,1.27668,0,1.074915,3.116352,0.731219,0,4.908943,14.29451
A2368,38.299828,-121.692788,Shag Slough,Cache Slough Complex,October 2017,0.385289,3.181882,3.58809,18.74221,22.31756,3.759006,48.07151,5.529501,17.49222,171.9557,0.097266,17.50354,211.58,7.856946,8.548702,89.42802,9.324366,63.81479,3.754917,0.0078,2.579563,3.728658,2.245999,0,8.550406,37.23882
A2201,38.301193,-121.659305,Toe Drain Canal,Cache Slough Complex,October 2017,4.12251,6.161897,9.028837,10.12371,19.43255,2.080856,24.09795,2.013257,16.63267,114.6946,0.0669,16.63433,136.0331,7.588215,8.769466,90.04716,6.125601,28.50385,1.010633,0,0.272894,2.458228,0.532621,0,3.274547,19.27538
A2282,38.301754,-121.667149,Liberty Cut,Cache Slough Complex,October 2017,1.846642,2.815495,4.277509,10.64989,14.98164,2.18331,25.56157,2.057062,17.2522,121.5019,0.069843,17.32205,141.9561,8.374516,10.25297,106.8905,6.420541,30.79532,1.299418,0,1.114033,3.129716,0.74637,0,4.977609,14.56884
A2366,38.302718,-121.6928,Shag Slough,Cache Slough Complex,October 2017,0.135738,3.24649,3.403356,20.91643,24.3012,4.18236,54.11943,6.294705,17.46495,185.2709,0.10472,17.46752,223.493,7.800739,8.354906,87.34087,9.060911,71.59451,4.231706,0.029445,2.824751,3.828262,2.48259,0,9.124902,38.25943
A2199,38.304064,-121.65861,Toe Drain Canal,Cache Slough Complex,October 2017,4.120396,5.023696,9.006948,10.39685,19.46037,2.134041,24.85773,1.936936,16.6637,116.3934,0.067826,16.6677,138.3567,7.680944,9.044106,92.93729,6.526106,29.08022,1.044874,0,0.380602,2.576603,0.507123,0,3.489106,19.19792
A2280,38.304632,-121.667155,Liberty Cut,Cache Slough Complex,October 2017,1.775435,2.272393,3.988914,10.81001,14.80764,2.21449,26.007,2.188438,17.18242,122.9754,0.070751,17.27851,143.0497,8.360166,10.135,105.5575,6.670158,31.18173,1.354212,0,1.161318,3.221214,0.794117,0,5.158631,14.91137
A2364,38.305631,-121.692805,Shag Slough,Cache Slough Complex,October 2017,0.075755,3.275453,3.37143,21.77055,25.13741,4.348669,56.49527,6.571906,17.43924,190.2949,0.107577,17.44277,228.1517,7.768815,8.245386,86.1536,8.986792,74.36486,4.389294,0.037924,2.878575,3.860169,2.572211,0,9.297276,38.8535
A2197,38.306919,-121.657957,Toe Drain Canal,Cache Slough Complex,October 2017,4.141751,4.510475,8.75825,10.49002,19.24486,2.152182,25.11688,1.911647,16.69158,117.17,0.068225,16.69944,139.3468,7.728845,9.188555,94.48346,6.682014,29.51858,1.062878,0,0.453346,2.62134,0.517654,0,3.613915,19.01429
A2278,38.307532,-121.667171,Liberty Cut,Cache Slough Complex,October 2017,1.751425,1.936333,3.734387,10.92325,14.65166,2.236539,26.32199,2.29689,17.14344,124.0011,0.071378,17.24417,144.0088,8.317209,9.975113,103.8118,6.911579,32.25106,1.403869,0,1.161556,3.278978,0.860153,0,5.280578,15.08029
A2362,38.308535,-121.692809,Shag Slough,Cache Slough Complex,October 2017,0.045038,3.285396,3.345485,23.41751,26.75885,4.669356,61.07652,7.084174,17.38073,199.0054,0.112572,17.38222,237.8169,7.692983,7.970725,83.1844,9.031465,79.35681,4.720549,0.052778,2.957519,3.958411,2.780505,0,9.693595,39.59201
A2195,38.309767,-121.657243,Toe Drain Canal,Cache Slough Complex,October 2017,4.529509,4.581245,9.093405,10.53295,19.63081,2.160541,25.2363,1.857725,16.66743,117.2993,0.068319,16.67075,139.6582,7.703258,9.209261,94.63851,6.710469,29.83477,1.035811,0,0.392926,2.556458,0.495874,0,3.453881,18.29558
A2276,38.310432,-121.667177,Liberty Cut,Cache Slough Complex,October 2017,1.805731,1.397569,3.301448,11.16538,14.4517,2.283685,26.9955,2.536306,17.13114,125.9306,0.07246,17.15958,146.5052,8.150539,9.510546,98.76241,7.479746,33.40564,1.548924,0,1.093326,3.382498,1.046845,0,5.520134,15.04277
A2360,38.311425,-121.692806,Shag Slough,Cache Slough Complex,October 2017,0.05309,3.27769,3.342195,24.22272,27.55632,4.826144,63.31634,7.335345,17.34923,203.2139,0.115001,17.35104,242.6878,7.658482,7.832699,81.6922,9.174731,81.74492,4.888978,0.060478,2.992389,4.020337,2.881238,0,9.891274,39.81016
A2193,38.312597,-121.65659,Toe Drain Canal,Cache Slough Complex,October 2017,4.606838,4.058747,8.640878,10.59248,19.23116,2.172132,25.40189,1.829927,16.71232,118.1886,0.06873,16.72226,140.3279,7.755908,9.318714,95.88758,6.815853,30.08992,1.033589,0,0.429255,2.569146,0.541966,0,3.525098,15.93463
A2274,38.313327,-121.667186,Liberty Cut,Cache Slough Complex,October 2017,1.838574,1.246885,3.163335,11.28524,14.43617,2.307023,27.3289,2.606967,17.14384,126.8722,0.072954,17.15417,147.5884,8.092817,9.396617,97.57055,7.633927,33.95113,1.598012,0,1.064362,3.405126,1.124084,0,5.599575,14.90617
A2358,38.314349,-121.692955,Shag Slough,Cache Slough Complex,October 2017,0.10348,3.235936,3.349805,25.6044,28.91351,5.095176,67.15965,7.92828,17.30161,211.2885,0.119638,17.31075,250.7217,7.612021,7.641745,79.63701,9.643315,86.09559,5.303512,0.087738,3.154752,4.178208,3.083899,0,10.41397,39.80549
A2191,38.315466,-121.655907,Toe Drain Canal,Cache Slough Complex,October 2017,4.48967,3.914727,8.397525,10.60548,19.00089,2.174664,25.43805,1.82215,16.72177,118.4382,0.068852,16.73265,140.4635,7.759449,9.298333,95.7038,6.849675,29.95085,1.034095,0,0.410352,2.579628,0.563526,0,3.541728,14.82596
A2272,38.316233,-121.667195,Liberty Cut,Cache Slough Complex,October 2017,1.902821,1.099697,3.101087,11.532,14.66145,2.355072,28.01531,2.71265,17.1444,129.3233,0.074293,17.16111,149.6401,8.012297,9.288717,96.47877,7.69663,35.14407,1.669642,0,1.091076,3.407696,1.213019,0,5.73382,14.83636
A2356,38.317224,-121.692989,Shag Slough,Cache Slough Complex,October 2017,0.17515,3.220542,3.404145,26.0373,29.40508,5.179469,68.36384,8.139929,17.28805,214.496,0.121469,17.30316,253.0994,7.596242,7.59188,79.10774,9.861695,87.31307,5.435937,0.095645,3.235318,4.226521,3.135255,0,10.59777,39.75785
A2189,38.318316,-121.655234,Toe Drain Canal,Cache Slough Complex,October 2017,4.249592,3.99845,8.23119,10.62271,18.84319,2.17802,25.48599,1.778324,16.69366,118.4329,0.068894,16.70884,140.6306,7.739444,9.224048,94.89137,6.855634,29.4023,0.999065,0,0.272626,2.561629,0.534257,0,3.365241,13.98346
A2270,38.319136,-121.667205,Liberty Cut,Cache Slough Complex,October 2017,1.920746,1.026218,3.141585,11.67849,14.96433,2.383595,28.42278,2.817691,17.1369,131.0408,0.075244,17.15662,150.7758,7.975016,9.224424,95.80458,7.646186,35.82552,1.746584,0,1.16266,3.410222,1.276192,0,5.873055,15.03808
A2354,38.320143,-121.693011,Shag Slough,Cache Slough Complex,October 2017,0.376163,3.176059,3.545527,26.33571,30.0493,5.237573,69.19389,8.344321,17.2522,217.2273,0.123086,17.278,255.049,7.570285,7.53687,78.48392,10.20399,88.21645,5.453662,0.096445,3.311188,4.209005,3.135903,0,10.65157,39.22805
A2187,38.321158,-121.654586,Toe Drain Canal,Cache Slough Complex,October 2017,4.039475,3.893812,7.933901,10.63618,18.56341,2.180641,25.52345,1.792237,16.69461,118.668,0.069026,16.71154,140.8259,7.738945,9.189762,94.54218,6.872377,29.54996,1.00293,0,0.262464,2.589955,0.527724,0,3.37969,13.9285
A2256,38.321773,-121.687105,Prospect Slough,Cache Slough Complex,October 2017,0.526166,2.701922,3.239559,25.79677,28.99512,5.132635,67.69478,8.216051,17.23648,216.3565,0.122674,17.25984,251.9561,7.60793,7.662716,79.77081,10.82696,86.15314,5.369628,0.114074,3.317544,4.259713,3.182012,0,10.71211,35.14458
A2258,38.321781,-121.690726,Prospect Slough,Cache Slough Complex,October 2017,0.456012,3.033232,3.507353,26.36327,29.90309,5.242939,69.27056,8.45351,17.23798,218.1227,0.12364,17.26715,255.8741,7.572311,7.537957,78.48143,10.51449,88.23358,5.475081,0.1061,3.345664,4.230399,3.190538,0,10.75431,37.81651
A2268,38.322036,-121.667223,Liberty Cut,Cache Slough Complex,October 2017,1.831311,0.794331,3.119732,12.14358,15.81224,2.474154,29.71649,3.172874,17.1284,136.4303,0.078228,17.14498,154.7408,7.8834,9.053738,93.99702,7.516668,36.91229,1.998778,0,1.314672,3.454822,1.500255,0,6.266692,15.8337
A2254,38.323121,-121.684767,Prospect Slough,Cache Slough Complex,October 2017,0.529331,2.454359,2.993428,25.05872,28.07116,4.988925,65.64179,8.012665,17.23167,213.691,0.121184,17.25339,246.453,7.625735,7.769233,80.86971,11.17814,83.47699,5.282378,0.111424,3.277979,4.277519,3.123213,0,10.62875,33.92682
A2352,38.32331,-121.693425,Shag Slough,Cache Slough Complex,October 2017,0.456471,3.15028,3.583948,26.27379,30.15214,5.225517,69.02167,8.388539,17.23095,217.3924,0.12323,17.26205,254.5926,7.564673,7.534861,78.43174,10.34386,88.02059,5.40931,0.092482,3.323428,4.182956,3.110941,0,10.61239,38.81054
A2185,38.324022,-121.653895,Toe Drain Canal,Cache Slough Complex,October 2017,3.646596,3.661607,7.323737,10.70104,18.03291,2.19327,25.70386,1.837013,16.69811,119.4162,0.069439,16.71184,141.5974,7.733116,9.128989,93.91293,6.932235,30.67558,1.017944,0,0.289897,2.641335,0.522851,0,3.445097,14.13168
A2266,38.324904,-121.667235,Liberty Cut,Cache Slough Complex,October 2017,1.676901,0.652033,2.93213,12.54117,16.20098,2.55157,30.82244,3.422007,17.13963,140.4313,0.08042,17.14859,158.621,7.837321,8.959973,93.02694,7.537826,38.23104,2.17042,0,1.408063,3.493397,1.643247,0,6.537122,16.57605
A2252,38.32594,-121.684802,Prospect Slough,Cache Slough Complex,October 2017,0.512761,2.370954,2.885857,24.83857,27.76042,4.946058,65.0294,8.092117,17.22308,213.5055,0.121087,17.2494,244.9828,7.618651,7.776773,80.94034,11.4093,82.52245,5.294846,0.106713,3.3063,4.27556,3.122317,0,10.66126,34.02113
A2183,38.326868,-121.653204,Toe Drain Canal,Cache Slough Complex,October 2017,3.474762,3.636581,7.104561,10.65909,17.74662,2.185102,25.58718,1.795222,16.69345,118.9527,0.069189,16.70069,141.2681,7.729753,9.112844,93.72453,7.009905,30.6847,0.970832,0,0.244613,2.606714,0.500656,0,3.342626,13.82211
