CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A5629	37.977159	-121.512802	South Delta tidal transition zone	Latham Slough	10/1/2021	16.06	0.88	20.93	546.22	7.73	7.58	84.98	1.95	1.51	44.43	4.13	48.44	20.93	509.11	0.27	1.93	2.71	0.82	0.00	5.44	35.58	49.52	15.06	0.00	12.76	3.18	2.82
A3804	37.978285	-121.382519	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	166.93	5.00	22.56	745.64	7.53	6.52	75.52	2.96	1.43	36.67	4.17	40.77	22.58	715.71	0.37	1.55	2.73	1.84	0.05	6.19	25.07	44.18	29.66	0.84	171.92	2.76	14.53
A4505	37.978782	-121.580806	South Delta tidal transition zone	Old River	10/1/2021	4.56	1.53	20.46	691.09	7.79	7.43	82.56	3.03	1.04	29.70	3.66	32.03	20.48	632.80	0.34	1.90	2.71	0.88	0.00	5.51	34.41	43.86	15.99	0.00	8.80	2.37	1.83
A5627	37.979437	-121.514524	South Delta tidal transition zone	Latham Slough	10/1/2021	15.87	0.87	20.93	546.76	7.73	7.59	85.23	2.01	1.52	44.78	4.12	48.86	20.93	509.70	0.27	1.95	2.71	0.85	0.00	5.50	35.41	48.90	15.34	0.00	11.53	3.20	2.71
A3802	37.980384	-121.385097	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	163.40	4.83	22.57	748.05	7.53	6.52	75.54	2.92	1.41	37.09	4.13	41.21	22.59	717.80	0.37	1.53	2.70	1.82	0.06	6.12	24.94	44.13	29.76	1.01	168.23	2.78	14.34
A4503	37.980818	-121.577394	South Delta tidal transition zone	Old River	10/1/2021	4.42	1.52	20.45	692.84	7.79	7.46	82.91	2.99	1.04	29.68	3.69	31.98	20.47	630.49	0.34	1.93	2.72	0.89	0.00	5.55	34.52	46.12	16.05	0.00	8.68	2.36	1.84
A5625	37.981374	-121.517326	South Delta tidal transition zone	Latham Slough	10/1/2021	16.55	0.86	20.92	547.81	7.73	7.58	85.09	2.03	1.60	45.07	4.20	49.48	20.91	510.69	0.27	2.08	2.72	0.91	0.00	5.71	36.32	46.84	15.85	0.00	10.41	3.22	2.60
A3800	37.982497	-121.387604	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	160.18	4.65	22.58	749.93	7.53	6.53	75.70	2.81	1.39	37.63	4.12	41.71	22.61	719.90	0.37	1.51	2.66	1.81	0.06	6.04	24.87	44.12	30.02	0.95	164.82	2.81	14.10
A4501	37.984486	-121.581440	South Delta tidal transition zone	Old River	10/1/2021	4.39	1.56	20.42	701.57	7.82	7.55	83.86	2.86	1.11	29.45	3.73	31.67	20.44	639.79	0.35	1.90	2.71	0.89	0.00	5.51	29.09	41.86	16.18	0.00	8.72	2.36	1.83
A3798	37.984752	-121.389826	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	156.88	4.48	22.59	750.50	7.53	6.54	75.83	2.69	1.40	38.26	4.13	42.30	22.62	721.07	0.37	1.48	2.64	1.81	0.05	5.98	24.64	44.15	30.32	0.87	161.45	2.84	13.84
A3796	37.986368	-121.392879	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	152.64	4.28	22.58	751.82	7.52	6.56	75.99	2.68	1.44	39.03	4.12	43.14	22.60	723.27	0.37	1.41	2.61	1.79	0.05	5.88	23.94	44.49	30.55	0.77	157.12	2.89	13.45
A5623	37.985432	-121.517416	South Delta tidal transition zone	Latham Slough	10/1/2021	16.43	0.83	20.87	549.98	7.73	7.56	84.79	1.97	1.63	43.58	4.26	47.62	20.86	512.05	0.27	2.23	2.72	0.95	0.00	5.89	37.69	45.36	16.15	0.00	9.32	3.14	2.49
A4499	37.987347	-121.580576	South Delta tidal transition zone	Old River	10/1/2021	4.30	1.57	20.41	705.41	7.83	7.58	84.22	2.69	1.14	29.36	3.72	31.51	20.43	644.06	0.35	1.91	2.71	0.92	0.00	5.53	26.35	41.05	16.64	0.00	8.69	2.35	1.82
A5621	37.987142	-121.514401	South Delta tidal transition zone	Latham Slough	10/1/2021	14.54	0.82	20.83	550.93	7.75	7.58	84.97	1.93	1.56	41.18	4.14	45.08	20.82	512.56	0.27	2.16	2.70	0.91	0.00	5.75	37.48	40.10	15.87	0.00	9.20	3.01	2.46
A3794	37.987888	-121.396073	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	147.62	4.13	22.56	750.77	7.51	6.55	75.82	2.75	1.46	39.88	4.10	44.21	22.58	722.23	0.37	1.41	2.59	1.75	0.04	5.81	24.04	44.72	30.27	0.67	151.84	2.93	13.19
A3792	37.988985	-121.399358	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	144.45	4.05	22.57	752.90	7.52	6.58	76.20	2.78	1.41	40.44	3.96	45.01	22.59	724.01	0.37	1.35	2.54	1.67	0.02	5.60	24.06	45.45	29.77	0.43	148.54	2.96	12.95
A4497	37.990089	-121.578603	South Delta tidal transition zone	Old River	10/1/2021	4.22	1.58	20.39	711.64	7.85	7.62	84.58	2.67	1.15	29.16	3.68	31.32	20.40	650.61	0.35	1.89	2.70	0.93	0.00	5.52	28.78	44.04	16.89	0.00	8.59	2.34	1.82
A5619	37.989582	-121.513682	South Delta tidal transition zone	Latham Slough	10/1/2021	11.87	0.80	20.79	552.25	7.77	7.65	85.63	1.94	1.51	38.52	4.00	42.08	20.78	513.53	0.27	2.11	2.69	0.91	0.00	5.68	37.14	31.47	15.94	0.00	9.05	2.86	2.42
A3790	37.990120	-121.402740	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	134.67	3.87	22.51	748.51	7.50	6.58	76.15	2.79	1.32	42.31	3.88	47.18	22.54	718.82	0.37	1.37	2.51	1.55	0.01	5.44	24.98	46.25	28.49	0.16	138.52	3.07	12.46
A3788	37.991326	-121.406075	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	133.41	3.86	22.50	748.29	7.51	6.62	76.55	2.76	1.29	42.67	3.86	47.56	22.53	718.83	0.37	1.32	2.51	1.54	0.00	5.39	24.50	46.65	28.54	0.09	137.02	3.09	12.10
A5617	37.992133	-121.512213	South Delta tidal transition zone	Latham Slough	10/1/2021	7.87	0.76	20.73	554.91	7.83	7.81	87.24	1.97	1.46	34.99	3.89	37.66	20.73	515.41	0.27	2.19	2.70	0.97	0.00	5.86	37.63	36.11	16.60	0.00	8.17	2.66	2.31
A3786	37.992761	-121.409169	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	125.33	3.59	22.40	738.84	7.49	6.53	75.33	2.82	1.30	44.52	3.92	49.71	22.43	707.78	0.37	1.39	2.49	1.47	0.00	5.36	25.86	46.44	27.45	0.04	129.47	3.19	10.80
A3770	37.993694	-121.436979	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	73.33	2.75	21.78	624.93	7.52	6.61	75.35	3.19	1.25	50.27	3.95	56.34	21.81	602.60	0.31	1.41	2.43	1.11	0.00	4.93	28.63	49.24	22.41	0.00	76.03	3.51	6.73
A3773	37.993761	-121.431514	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	83.33	2.95	21.85	647.70	7.50	6.55	74.75	3.11	1.24	50.60	4.05	56.64	21.92	627.43	0.33	1.49	2.48	1.28	0.00	5.25	28.42	47.22	24.31	0.00	86.37	3.53	6.30
A5290	37.994940	-121.410940	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	113.92	3.26	22.26	724.61	7.45	6.34	73.01	2.97	1.40	46.80	4.05	52.36	22.30	692.60	0.36	1.54	2.45	1.39	0.00	5.39	28.46	45.50	24.24	0.03	117.82	3.32	9.89
A3782	37.995092	-121.415531	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	110.50	3.31	22.21	715.53	7.47	6.47	74.30	3.01	1.39	48.00	4.06	53.61	22.25	686.06	0.36	1.44	2.50	1.41	0.00	5.35	26.80	46.78	24.16	0.00	113.45	3.38	7.59
A3768	37.995366	-121.440050	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	69.61	2.62	21.76	616.50	7.52	6.63	75.62	3.21	1.32	50.01	4.00	56.12	21.78	591.59	0.31	1.43	2.42	1.10	0.00	4.94	29.01	49.01	22.30	0.00	72.20	3.49	6.83
A5287	37.997115	-121.419252	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	100.27	3.14	22.09	696.69	7.46	6.44	73.95	2.98	1.33	49.75	4.14	55.56	22.15	669.08	0.35	1.47	2.50	1.40	0.00	5.37	27.35	46.51	25.70	0.01	102.86	3.48	6.33
A3778	37.995796	-121.422932	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	96.88	3.12	22.05	686.37	7.47	6.51	74.75	2.91	1.25	49.91	4.20	55.77	22.12	659.89	0.34	1.49	2.47	1.40	0.00	5.36	27.68	46.15	26.09	0.02	99.89	3.49	5.97
A3766	37.996973	-121.443115	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	64.86	2.46	21.72	604.57	7.54	6.68	76.14	3.16	1.40	49.53	4.12	55.62	21.75	575.50	0.30	1.53	2.44	1.14	0.00	5.11	29.95	47.76	22.41	0.00	67.34	3.47	6.96
A5285	37.998530	-121.416235	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	95.15	2.90	22.03	693.23	7.41	6.24	71.66	3.07	1.43	50.48	4.23	56.46	22.10	664.99	0.34	1.63	2.46	1.35	0.00	5.45	29.65	45.31	22.91	0.00	96.95	3.52	7.09
A5283	37.998648	-121.412547	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	91.65	2.64	22.02	696.08	7.36	5.95	68.22	3.18	1.59	50.73	4.32	56.90	22.08	664.14	0.34	1.89	2.39	1.29	0.00	5.56	33.77	43.00	21.45	0.00	94.41	3.53	9.23
A5281	37.998507	-121.408844	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	90.82	2.49	22.07	698.40	7.34	5.80	66.56	3.15	1.63	50.47	4.36	56.67	22.10	663.32	0.34	2.11	2.34	1.28	0.00	5.73	36.67	41.02	22.60	0.01	94.62	3.52	11.19
A3775	37.996534	-121.427969	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	90.51	3.03	21.95	667.16	7.48	6.54	74.87	3.01	1.31	50.27	4.20	56.29	22.02	644.14	0.33	1.51	2.49	1.39	0.00	5.40	28.00	46.06	25.76	0.01	93.62	3.51	6.02
A5613	37.997686	-121.509252	South Delta tidal transition zone	Latham Slough	10/1/2021	6.16	0.75	20.72	556.35	7.87	7.90	88.21	2.07	1.47	33.36	3.97	35.79	20.72	516.26	0.27	2.27	2.73	0.94	0.00	5.95	38.99	45.74	15.85	0.00	7.59	2.57	2.27
A4485	38.000211	-121.579607	South Delta tidal transition zone	Old River	10/1/2021	4.34	1.62	20.36	715.62	7.87	7.64	84.80	2.85	1.07	29.04	3.54	31.27	20.37	657.70	0.35	1.75	2.68	0.88	0.00	5.32	32.82	49.42	16.46	0.00	8.51	2.33	1.84
A5279	38.000371	-121.406517	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	85.00	2.27	22.07	690.55	7.33	5.71	65.47	3.17	1.73	51.36	4.52	57.71	22.10	654.59	0.34	2.41	2.36	1.31	0.00	6.08	39.40	39.07	21.76	0.01	87.51	3.57	11.42
A3761	38.000949	-121.450851	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	56.18	2.32	21.59	584.00	7.56	6.73	76.22	3.03	1.51	49.15	4.15	54.96	21.64	554.74	0.29	1.56	2.43	1.11	0.00	5.09	30.73	47.80	22.01	0.00	58.63	3.45	6.45
A5009	38.002102	-121.511852	Central Delta tidal zone	Middle River	10/1/2021	6.01	0.88	20.70	556.82	7.86	7.88	88.03	2.46	1.38	33.31	3.80	35.77	20.70	516.66	0.27	2.10	2.69	0.78	0.00	5.57	38.83	48.16	14.14	0.00	6.95	2.57	2.18
A5277	38.002849	-121.404609	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	79.52	2.11	22.08	682.33	7.32	5.68	65.15	3.28	1.85	52.15	4.77	58.62	22.11	646.16	0.33	2.73	2.40	1.37	0.00	6.49	41.80	37.10	21.14	0.01	81.80	3.61	11.22
A3759	38.003959	-121.451751	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	54.27	2.26	21.56	579.30	7.56	6.72	76.24	3.04	1.47	48.90	4.16	54.63	21.61	551.07	0.29	1.53	2.42	1.10	0.00	5.03	30.02	48.10	15.29	0.00	56.49	3.43	6.18
A5006	38.005489	-121.514796	Central Delta tidal zone	Middle River	10/1/2021	6.07	0.86	20.69	558.29	7.85	7.85	87.71	2.80	1.32	33.05	3.66	35.43	20.70	518.98	0.27	2.03	2.65	0.76	0.00	5.44	32.70	49.66	13.73	0.00	6.39	2.55	2.11
A4481	38.005937	-121.579271	South Delta tidal transition zone	Old River	10/1/2021	4.30	1.64	20.32	729.24	7.92	7.78	86.29	2.70	1.06	28.60	3.44	30.81	20.34	664.30	0.36	1.68	2.69	0.91	0.00	5.28	31.82	39.65	17.28	0.00	8.50	2.31	1.85
A3757	38.006421	-121.453572	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	51.54	2.19	21.53	573.34	7.57	6.73	76.40	3.04	1.46	48.44	4.17	54.12	21.58	546.78	0.29	1.52	2.42	1.09	0.00	5.03	30.07	48.12	16.50	0.00	53.46	3.41	5.87
A5273	38.006162	-121.399029	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	69.15	1.93	22.15	665.51	7.33	5.77	66.35	3.68	2.13	53.28	5.31	59.92	22.19	631.33	0.33	3.29	2.49	1.47	0.00	7.26	45.25	34.37	20.35	0.00	71.07	3.68	10.54
A3764	37.998621	-121.446469	San Joaquin tidal transition zone	San Joaquin River	10/1/2021	60.09	2.40	21.65	592.70	7.55	6.72	76.30	3.03	1.47	49.31	4.18	55.25	21.69	562.68	0.29	1.57	2.46	1.16	0.00	5.19	30.34	47.43	22.34	0.00	62.61	3.45	6.82
A5004	38.007906	-121.512694	Central Delta tidal zone	Middle River	10/1/2021	5.82	0.79	20.70	559.62	7.86	7.86	87.66	2.74	1.30	32.62	3.60	35.04	20.71	519.79	0.27	2.00	2.66	0.75	0.00	5.40	33.69	49.09	13.90	0.00	6.57	2.53	2.11
A5270	38.008268	-121.394190	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	64.30	1.91	22.16	654.32	7.35	5.83	66.97	3.99	2.32	53.89	5.71	60.82	22.19	620.10	0.32	3.70	2.59	1.56	0.00	7.84	46.97	33.12	20.03	0.01	65.76	3.71	9.95
A3755	38.008959	-121.455393	Central Delta tidal zone	San Joaquin River	10/1/2021	47.60	2.11	21.49	566.21	7.58	6.75	76.60	3.01	1.45	47.79	4.17	53.41	21.55	541.53	0.28	1.55	2.43	1.09	0.00	5.07	30.98	47.82	18.97	0.00	49.25	3.37	5.55
A5268	38.009741	-121.391027	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	60.11	1.89	22.15	646.81	7.35	5.82	66.80	4.13	2.42	54.50	5.98	61.63	22.19	612.83	0.31	3.92	2.63	1.62	0.00	8.16	47.89	32.29	19.93	0.01	61.32	3.74	9.50
A5002	38.010699	-121.516599	Central Delta tidal zone	Middle River	10/1/2021	5.92	0.71	20.69	561.43	7.86	7.82	87.33	2.80	1.30	32.51	3.59	34.83	20.70	520.92	0.28	2.02	2.67	0.74	0.00	5.42	28.25	49.30	9.63	0.00	6.13	2.53	2.05
A5266	38.011184	-121.387855	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	58.63	1.88	22.19	641.98	7.36	5.91	67.95	4.63	2.57	54.57	6.22	61.84	22.23	609.30	0.31	4.07	2.70	1.64	0.00	8.39	48.33	32.25	19.70	0.01	59.34	3.75	9.39
A5586	38.011143	-121.580549	Central Delta tidal zone	Holland Cut	10/1/2021	4.26	1.66	20.25	717.16	7.94	7.80	86.45	2.86	0.93	28.63	3.43	30.70	20.27	668.10	0.36	1.58	2.70	0.93	0.00	5.20	30.32	42.14	17.86	0.00	8.58	2.31	1.87
A5000	38.012652	-121.519400	Central Delta tidal zone	Middle River	10/1/2021	6.05	0.66	20.69	561.96	7.86	7.81	87.28	2.75	1.28	32.67	3.62	34.98	20.69	520.76	0.28	2.03	2.68	0.74	0.00	5.44	33.04	49.18	9.57	0.00	6.04	2.53	2.03
A3733	38.010877	-121.458239	Central Delta tidal zone	San Joaquin River	10/1/2021	41.96	2.02	21.44	555.91	7.59	6.78	76.84	2.92	1.44	46.59	4.12	51.75	21.48	529.02	0.28	1.61	2.41	1.07	0.00	5.11	30.85	47.34	21.52	0.00	43.78	3.30	5.11
A5263	38.013190	-121.383331	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	57.90	1.78	22.25	640.99	7.38	6.10	70.19	5.23	2.59	54.21	6.28	61.76	22.29	610.26	0.31	4.09	2.69	1.57	0.00	8.34	48.98	32.38	18.88	0.01	59.26	3.73	8.94
A5584	38.013944	-121.580930	Central Delta tidal zone	Holland Cut	10/1/2021	4.37	1.67	20.22	687.06	7.96	7.80	86.28	3.20	0.88	28.88	3.52	31.03	20.23	636.89	0.34	1.60	2.74	0.93	0.00	5.26	30.42	51.91	17.73	0.00	8.60	2.33	1.88
A4998	38.015126	-121.517635	Central Delta tidal zone	Middle River	10/1/2021	5.96	0.63	20.70	561.82	7.86	7.81	87.22	2.75	1.29	32.64	3.62	34.98	20.70	520.48	0.28	1.99	2.69	0.74	0.00	5.41	36.82	49.72	11.59	0.00	6.26	2.53	2.04
A3731	38.014379	-121.458100	Central Delta tidal zone	San Joaquin River	10/1/2021	38.47	1.94	21.44	549.72	7.60	6.81	77.12	2.94	1.44	45.97	4.10	51.56	21.49	524.88	0.27	1.63	2.41	1.02	0.00	5.04	29.92	47.55	19.96	0.00	40.27	3.27	4.94
A5261	38.015362	-121.385580	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	57.90	1.77	22.25	642.42	7.38	6.08	70.00	4.94	2.54	54.23	6.14	61.62	22.29	612.41	0.31	4.01	2.64	1.54	0.00	8.17	48.94	32.34	18.91	0.00	59.16	3.73	8.66
A3729	38.016666	-121.460243	Central Delta tidal zone	San Joaquin River	10/1/2021	32.73	1.88	21.41	540.53	7.62	6.86	77.62	2.88	1.39	44.72	4.02	49.75	21.44	513.48	0.27	1.60	2.39	1.00	0.00	4.99	25.16	48.08	20.13	0.00	35.06	3.20	4.56
A5259	38.017944	-121.387260	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	62.56	1.76	22.26	651.43	7.41	6.26	72.05	3.89	2.27	53.30	5.48	59.98	22.29	621.76	0.32	3.32	2.42	1.37	0.00	7.11	46.26	34.45	19.34	0.00	64.08	3.68	7.90
A3727	38.018393	-121.463516	Central Delta tidal zone	San Joaquin River	10/1/2021	29.12	1.83	21.39	535.20	7.63	6.89	77.99	2.80	1.41	43.99	4.01	48.81	21.42	507.57	0.27	1.59	2.38	1.01	0.00	4.98	27.04	48.77	20.34	0.00	31.25	3.16	4.32
A5580	38.019640	-121.582309	Central Delta tidal zone	Holland Cut	10/1/2021	5.00	1.69	20.18	681.71	8.03	7.92	87.60	3.79	0.85	28.08	3.39	30.14	20.19	618.94	0.33	1.59	2.75	0.91	0.00	5.24	30.26	52.26	17.35	0.00	8.70	2.28	1.89
A5257	38.020889	-121.387130	San Joaquin tidal transition zone	Fourteenmile Slough	10/1/2021	64.54	1.75	22.25	653.85	7.43	6.43	73.95	3.33	2.12	52.83	5.11	59.14	22.28	622.10	0.32	2.92	2.32	1.26	0.00	6.50	44.41	36.14	19.47	0.00	66.04	3.65	7.53
A3725	38.021121	-121.464939	Central Delta tidal zone	San Joaquin River	10/1/2021	26.52	1.80	21.36	531.53	7.64	6.92	78.29	2.71	1.43	43.28	4.00	48.02	21.40	502.72	0.27	1.61	2.38	1.03	0.00	5.01	32.09	45.64	20.51	0.00	28.32	3.12	4.10
A5255	38.022538	-121.389862	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	64.41	1.74	22.20	650.04	7.46	6.63	76.22	2.55	1.95	52.42	4.69	58.36	22.23	616.36	0.31	2.55	2.22	1.18	0.00	5.94	42.75	37.38	19.84	0.00	67.07	3.63	7.06
A3606	38.020367	-121.811268	Western Delta tidal zone	San Joaquin River	10/1/2021	9.82	1.20	21.28	8192.68	8.02	8.66	100.27	3.87	3.41	26.99	7.13	28.02	21.34	7412.12	4.43	4.13	1.61	4.14	0.13	10.01	41.03	16.96	40.91	1.18	11.06	2.22	2.71
A5578	38.022628	-121.582050	Central Delta tidal zone	Holland Cut	10/1/2021	5.43	1.70	20.17	682.61	8.08	8.02	88.65	4.08	0.82	26.88	3.15	28.90	20.17	620.54	0.32	1.48	2.68	0.86	0.00	5.00	29.45	54.13	17.12	0.00	8.68	2.21	1.90
A3608	38.020554	-121.815167	Western Delta tidal zone	San Joaquin River	10/1/2021	10.27	1.18	21.12	8891.03	8.00	8.61	99.60	4.16	2.89	27.09	6.43	28.21	21.18	8041.77	4.85	3.34	1.79	3.30	0.08	8.50	39.22	21.40	38.65	0.93	11.47	2.23	2.72
A4993	38.022152	-121.517152	Central Delta tidal zone	Middle River	10/1/2021	6.01	0.45	20.71	562.24	7.85	7.80	87.06	2.93	1.34	32.67	3.54	35.02	20.72	521.69	0.28	1.96	2.68	0.74	0.00	5.39	35.85	46.25	13.61	0.00	6.65	2.53	2.05
A4991	38.022988	-121.520375	Central Delta tidal zone	Middle River	10/1/2021	6.18	0.40	20.69	563.59	7.86	7.81	87.29	3.02	1.34	32.61	3.53	34.96	20.70	522.61	0.28	2.00	2.69	0.74	0.00	5.43	36.46	42.88	13.58	0.00	6.44	2.53	2.02
A3604	38.019799	-121.807363	Western Delta tidal zone	San Joaquin River	10/1/2021	9.37	1.19	21.40	7627.77	8.01	8.62	99.82	3.74	4.35	26.94	9.02	28.01	21.45	6981.06	4.14	5.22	1.36	5.48	0.22	12.30	42.35	11.67	44.09	1.26	10.61	2.22	2.70
A4989	38.023181	-121.524109	Central Delta tidal zone	Middle River	10/1/2021	6.33	0.38	20.69	563.95	7.86	7.82	87.36	3.04	1.32	32.59	3.52	34.98	20.69	522.67	0.28	2.02	2.69	0.75	0.00	5.46	36.68	43.96	13.71	0.00	6.37	2.53	2.00
A5253	38.023973	-121.393045	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	60.52	1.68	22.13	635.11	7.52	6.80	78.11	2.03	1.85	52.13	4.53	57.93	22.17	600.74	0.31	2.48	2.18	1.19	0.00	5.83	42.47	37.21	20.38	0.00	63.79	3.61	6.35
A3610	38.022132	-121.818616	Western Delta tidal zone	San Joaquin River	10/1/2021	10.62	1.09	21.10	9572.84	8.00	8.63	100.07	4.45	3.50	27.20	7.91	28.35	21.13	8781.83	5.34	3.65	1.70	3.70	0.17	9.23	38.81	20.70	38.99	1.48	11.71	2.23	2.74
A3723	38.024002	-121.465642	Central Delta tidal zone	San Joaquin River	10/1/2021	23.47	1.72	21.34	525.55	7.64	6.94	78.48	2.72	1.39	42.70	4.00	47.48	21.38	497.09	0.26	1.65	2.38	1.04	0.00	5.07	32.20	41.16	20.69	0.00	25.11	3.09	3.86
A5576	38.025402	-121.583355	Central Delta tidal zone	Holland Cut	10/1/2021	5.65	1.71	20.16	687.27	8.10	8.05	88.99	4.26	0.80	26.40	3.02	28.37	20.16	627.47	0.33	1.41	2.65	0.84	0.00	4.85	28.71	54.53	17.00	0.00	8.76	2.19	1.90
A5251	38.025404	-121.396227	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	50.97	1.52	22.07	606.86	7.58	6.95	79.65	1.97	1.79	52.37	4.58	58.25	22.10	573.40	0.30	2.41	2.18	1.20	0.00	5.77	41.68	38.07	20.71	0.00	53.47	3.63	5.80
A3612	38.024094	-121.821463	Western Delta tidal zone	San Joaquin River	10/1/2021	10.60	1.02	21.15	9781.85	8.00	8.66	100.59	4.44	4.29	27.29	9.33	28.48	21.17	9074.02	5.52	4.57	1.46	4.77	0.32	11.15	40.02	16.21	41.29	2.38	11.62	2.23	2.74
A3721	38.025661	-121.468667	Central Delta tidal zone	San Joaquin River	10/1/2021	21.33	1.72	21.30	524.79	7.66	6.98	78.91	2.67	1.33	41.91	3.94	46.42	21.34	495.60	0.26	1.62	2.40	1.02	0.00	5.02	32.45	18.65	18.56	0.00	23.15	3.05	3.68
A4987	38.025963	-121.524507	Central Delta tidal zone	Middle River	10/1/2021	6.40	0.29	20.69	568.25	7.86	7.84	87.54	3.33	1.33	31.97	3.50	34.34	20.68	528.02	0.29	2.01	2.66	0.77	0.00	5.43	31.11	45.15	11.96	0.00	6.52	2.50	2.01
A5249	38.026855	-121.399411	Central Delta tidal zone	Fourteenmile Slough	10/1/2021	40.38	1.34	22.00	577.08	7.67	7.19	82.38	1.89	1.77	52.46	4.48	58.52	22.03	544.73	0.28	2.23	2.15	1.14	0.00	5.50	40.47	38.92	20.70	0.00	42.36	3.63	5.33
A3614	38.025999	-121.824295	Western Delta tidal zone	San Joaquin River	10/1/2021	10.72	0.90	21.15	10156.85	7.99	8.65	100.63	4.17	4.76	27.34	9.92	28.53	21.20	9405.42	5.74	5.56	1.20	5.92	0.47	13.19	41.41	10.87	44.13	3.40	11.62	2.24	2.76
A5574	38.028277	-121.583784	Central Delta tidal zone	Holland Cut	10/1/2021	5.78	1.73	20.15	688.90	8.08	8.06	89.04	4.43	0.81	26.04	2.99	27.99	20.15	627.25	0.34	1.40	2.64	0.84	0.00	4.81	28.62	54.51	17.16	0.00	8.80	2.17	1.90
A4050	38.027112	-121.842381	Western Delta tidal zone	New York Slough	10/1/2021	11.52	0.73	20.88	11218.71	7.96	8.47	98.34	3.95	3.93	27.58	8.44	28.75	20.95	10245.16	6.32	4.47	1.37	4.91	0.48	11.26	38.47	14.61	42.80	3.86	12.26	2.25	2.87
A4985	38.028525	-121.522749	Central Delta tidal zone	Middle River	10/1/2021	6.33	0.27	20.69	570.93	7.86	7.84	87.54	3.47	1.30	31.64	3.52	33.91	20.69	530.59	0.29	1.97	2.65	0.76	0.00	5.37	29.04	43.09	11.20	0.00	6.64	2.48	2.02
A3557	38.023386	-121.753382	Western Delta tidal zone	San Joaquin River	10/1/2021	9.04	1.29	21.27	7071.64	8.07	8.76	100.98	3.75	4.12	26.50	9.12	27.43	21.29	6566.65	3.89	4.46	1.61	4.69	0.32	11.05	40.39	14.22	42.52	2.91	10.21	2.20	2.62
A3559	38.024105	-121.757096	Western Delta tidal zone	San Joaquin River	10/1/2021	9.11	1.29	21.25	7241.92	8.05	8.74	100.86	3.85	4.18	26.41	9.16	27.30	21.28	6709.68	3.99	4.71	1.56	4.81	0.28	11.35	41.51	13.68	42.39	2.49	10.27	2.19	2.62
