CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A4396	38.058325	-121.582219	Central Delta tidal zone	Old River	6/1/2020	17.48	1.86	22.83	218.54	8.06	8.34	96.99	6.14	1.09	28.34	3.17	30.79	22.89	210.40	0.10	0.76	2.22	1.29	0.04	4.33	15.13	51.38	29.68	0.90	19.38	2.66	2.33
A4896	38.058624	-121.673573	Central Delta tidal zone	False River	6/1/2020	19.34	1.49	22.14	361.39	8.18	8.49	97.49	7.74	0.99	25.41	2.97	27.96	22.18	339.86	0.18	0.51	1.86	1.29	0.00	3.65	13.86	51.11	35.28	0.00	20.69	2.44	2.72
A821	38.053251	-121.869016	Western Delta tidal zone	Sacramento River	6/1/2020	26.97	3.88	21.19	1539.09	7.91	8.22	93.03	20.34	1.29	24.84	3.15	28.54	21.32	1471.14	0.81	0.86	1.91	1.26	0.00	4.03	21.33	46.90	31.13	0.00	30.85	2.42	2.98
A4372	38.059679	-121.501149	Central Delta tidal zone	Little Connection Slough	6/1/2020	25.64	2.02	23.22	237.53	7.86	8.26	96.77	5.32	1.56	34.01	3.91	36.05	23.31	227.79	0.11	1.62	2.10	1.67	0.00	5.39	29.92	39.07	30.93	0.10	27.66	3.06	2.48
A991	38.057157	-122.115452	Suisun Bay	Suisun Bay	6/1/2020	30.03	4.33	20.01	14433.29	7.91	8.43	97.47	41.82	2.62	25.77	5.16	32.34	20.01	12813.86	8.23	2.02	2.54	2.74	0.00	7.29	27.54	35.31	37.39	0.00	34.15	2.48	3.30
A4894	38.058636	-121.677506	Central Delta tidal zone	False River	6/1/2020	19.77	1.54	22.02	378.35	8.15	8.47	97.00	7.77	1.00	25.45	2.95	28.14	22.06	356.63	0.19	0.48	1.88	1.26	0.00	3.62	13.16	51.83	34.77	0.00	21.00	2.44	2.72
A3512	38.058134	-121.684871	Western Delta tidal zone	San Joaquin River	6/1/2020	21.30	1.78	21.70	416.55	8.08	8.43	96.02	7.10	1.00	25.42	2.91	28.29	21.76	393.77	0.20	0.48	1.87	1.19	0.00	3.55	13.45	52.80	33.49	0.00	23.00	2.45	2.76
A4931	38.060191	-121.621972	Central Delta tidal zone	False River	6/1/2020	19.22	1.92	22.41	274.88	8.14	8.43	97.26	6.78	0.89	25.54	2.83	27.78	22.45	261.35	0.13	0.52	1.91	1.15	0.01	3.58	14.55	53.47	31.97	0.18	21.14	2.47	2.46
A4941	38.060350	-121.606152	Central Delta tidal zone	False River	6/1/2020	17.85	1.49	22.47	257.69	8.20	8.59	99.17	6.30	0.94	26.37	2.96	28.58	22.51	245.05	0.12	0.61	1.96	1.30	0.03	3.92	15.60	50.21	33.09	0.66	19.34	2.52	2.41
A3649	38.059775	-121.557267	Central Delta tidal zone	San Joaquin River	6/1/2020	20.59	2.67	22.63	215.60	7.95	8.44	97.78	5.55	1.12	29.17	3.24	31.75	22.35	200.16	0.10	0.70	2.34	0.94	0.08	4.06	17.10	57.92	22.95	1.96	23.26	2.72	2.33
A819	38.053819	-121.865113	Western Delta tidal zone	Sacramento River	6/1/2020	26.72	3.88	21.25	1540.54	7.91	8.21	92.92	21.31	1.34	24.84	3.22	28.66	21.38	1434.41	0.78	0.91	1.94	1.29	0.00	4.14	21.90	46.45	31.15	0.00	30.60	2.41	2.99
A4943	38.060752	-121.602400	Central Delta tidal zone	False River	6/1/2020	17.49	1.46	22.47	255.47	8.21	8.61	99.42	6.27	0.96	26.51	2.97	28.77	22.51	242.87	0.12	0.61	1.95	1.30	0.02	3.90	15.79	50.15	33.01	0.51	18.97	2.53	2.40
A3510	38.059623	-121.682003	Central Delta tidal zone	San Joaquin River	6/1/2020	20.72	1.64	21.81	397.34	8.11	8.45	96.35	7.40	1.00	25.43	2.93	28.29	21.87	376.02	0.20	0.48	1.89	1.22	0.00	3.60	13.22	52.53	33.81	0.00	22.05	2.45	2.74
A3652	38.059195	-121.551691	Central Delta tidal zone	San Joaquin River	6/1/2020	20.16	2.76	22.86	218.11	7.96	8.40	97.77	5.54	1.20	30.14	3.37	32.17	22.36	199.55	0.10	0.96	2.39	1.05	0.12	4.52	21.16	53.00	23.06	2.74	22.92	2.79	2.39
A4939	38.061312	-121.609621	Central Delta tidal zone	False River	6/1/2020	18.13	1.57	22.48	261.84	8.18	8.54	98.65	6.27	0.93	26.10	2.95	28.29	22.53	248.96	0.13	0.62	2.02	1.33	0.04	4.02	15.40	50.31	33.01	0.98	19.70	2.51	2.42
A776	38.057866	-121.804914	Western Delta tidal zone	Sacramento River	6/1/2020	27.99	4.91	21.34	2201.88	7.85	8.56	97.26	14.78	1.04	24.44	2.85	28.91	21.40	2047.37	1.13	0.37	1.43	1.46	0.00	3.25	11.21	43.97	44.92	0.00	32.90	2.39	2.74
A4370	38.062326	-121.499701	Central Delta tidal zone	Little Connection Slough	6/1/2020	26.34	2.20	23.17	219.95	7.84	8.28	96.92	5.25	1.61	33.21	4.06	35.15	23.26	208.34	0.10	2.06	2.07	1.63	0.00	5.74	35.83	35.77	28.56	0.00	28.53	3.00	2.42
A4933	38.061984	-121.619516	Central Delta tidal zone	False River	6/1/2020	18.83	1.82	22.39	271.53	8.16	8.43	97.25	6.78	0.88	25.81	2.81	28.07	22.44	258.25	0.13	0.50	1.93	1.14	0.01	3.57	14.07	54.22	31.91	0.22	20.67	2.48	2.45
A774	38.058208	-121.801037	Western Delta tidal zone	Sacramento River	6/1/2020	27.24	4.67	21.46	1704.42	7.87	8.47	96.31	14.42	1.07	23.61	2.91	27.69	21.51	1588.83	0.87	0.57	1.47	1.44	0.00	3.48	15.89	42.56	41.59	0.00	31.92	2.33	2.75
A4937	38.062292	-121.613021	Central Delta tidal zone	False River	6/1/2020	18.37	1.65	22.46	266.11	8.17	8.48	97.88	6.29	0.91	25.95	2.91	28.13	22.51	253.00	0.13	0.59	2.01	1.33	0.03	3.97	14.95	50.71	33.47	0.85	20.04	2.49	2.43
A815	38.058986	-121.860967	Western Delta tidal zone	Sacramento River	6/1/2020	26.33	3.77	21.36	1464.16	7.94	8.22	93.29	21.32	1.40	24.75	3.29	28.49	21.49	1280.37	0.69	0.94	1.97	1.31	0.00	4.22	22.28	46.47	31.11	0.00	30.09	2.41	3.00
A4953	38.061938	-121.586075	Central Delta tidal zone	False River	6/1/2020	17.49	1.59	22.70	227.07	8.13	8.46	98.11	6.24	1.06	27.85	3.13	30.29	22.77	215.76	0.11	0.76	2.16	1.28	0.02	4.25	15.57	50.91	30.07	0.49	19.10	2.63	2.32
A3647	38.062744	-121.558103	Central Delta tidal zone	San Joaquin River	6/1/2020	20.50	2.59	22.68	216.92	7.95	8.35	96.85	5.87	1.12	29.44	3.25	31.75	22.35	200.24	0.10	0.75	2.32	0.94	0.05	4.06	18.30	57.29	23.02	1.38	23.09	2.74	2.32
A993	38.059341	-122.112988	Suisun Bay	Suisun Bay	6/1/2020	30.22	4.17	20.02	14116.90	7.92	8.46	97.67	42.40	2.64	25.83	5.19	32.42	20.02	12701.46	8.15	2.00	2.59	2.71	0.00	7.29	27.27	35.84	36.99	0.00	34.19	2.49	3.31
A3654	38.059496	-121.548009	Central Delta tidal zone	San Joaquin River	6/1/2020	20.10	2.82	22.92	219.25	7.96	8.34	97.18	5.58	1.21	30.57	3.36	32.29	22.37	200.19	0.10	0.99	2.36	0.99	0.14	4.48	22.09	52.68	22.13	3.05	22.92	2.82	2.42
A778	38.059043	-121.808138	Western Delta tidal zone	Sacramento River	6/1/2020	28.44	5.51	21.34	2461.15	7.85	8.56	97.32	15.20	1.06	24.84	2.89	29.24	21.40	2295.86	1.27	0.33	1.44	1.53	0.00	3.29	10.19	43.82	46.28	0.00	33.94	2.42	2.75
A4945	38.062520	-121.599420	Central Delta tidal zone	False River	6/1/2020	16.31	1.37	22.45	250.54	8.25	8.62	99.45	6.21	0.97	26.88	2.96	29.20	22.50	238.05	0.12	0.61	1.98	1.27	0.00	3.88	15.67	51.07	32.61	0.10	17.70	2.56	2.38
A4935	38.062835	-121.616459	Central Delta tidal zone	False River	6/1/2020	18.66	1.76	22.41	269.63	8.16	8.44	97.39	6.60	0.90	25.88	2.85	28.09	22.46	256.75	0.13	0.53	1.95	1.22	0.02	3.71	14.27	52.83	32.69	0.46	20.44	2.49	2.44
A772	38.059554	-121.797364	Western Delta tidal zone	Sacramento River	6/1/2020	27.19	5.46	21.56	1423.47	7.89	8.38	95.45	14.77	1.15	23.21	3.05	26.80	21.62	1340.52	0.73	0.75	1.53	1.49	0.00	3.75	19.48	40.88	39.84	0.00	32.65	2.30	2.75
A817	38.055642	-121.862098	Western Delta tidal zone	Sacramento River	6/1/2020	26.38	3.86	21.28	1543.08	7.92	8.22	93.09	21.49	1.36	24.81	3.24	28.65	21.40	1403.03	0.76	0.91	1.95	1.29	0.00	4.14	21.88	45.76	31.07	0.00	30.23	2.41	3.00
A4951	38.062998	-121.589429	Central Delta tidal zone	False River	6/1/2020	16.72	1.36	22.56	239.58	8.20	8.56	98.97	6.29	1.02	27.35	3.02	29.78	22.62	226.61	0.11	0.68	2.10	1.24	0.01	4.06	12.70	51.79	30.44	0.14	18.11	2.59	2.34
A4393	38.062316	-121.580831	Central Delta tidal zone	Old River	6/1/2020	18.27	1.81	22.80	216.08	8.05	8.34	96.89	6.21	1.08	28.20	3.20	30.46	22.86	207.54	0.10	0.80	2.21	1.33	0.03	4.37	19.05	50.71	30.54	0.58	20.09	2.65	2.31
A3507	38.063163	-121.680312	Central Delta tidal zone	San Joaquin River	6/1/2020	22.40	2.03	21.56	354.04	8.03	8.40	95.39	6.37	1.04	24.86	3.01	27.75	21.62	347.10	0.18	0.53	1.89	1.14	0.00	3.56	14.82	52.97	32.00	0.00	24.05	2.41	2.75
A4949	38.063448	-121.593045	Central Delta tidal zone	False River	6/1/2020	16.11	1.31	22.48	244.90	8.26	8.59	99.16	6.30	1.00	27.11	2.99	29.46	22.54	233.00	0.12	0.62	2.05	1.27	0.00	3.95	14.39	51.87	31.78	0.09	17.44	2.57	2.36
A873	38.056386	-121.958206	Suisun Bay	Honker Bay	6/1/2020	29.39	3.43	20.78	4710.35	7.89	8.41	95.32	27.22	1.37	25.83	3.13	30.72	20.87	4350.20	2.54	0.68	2.05	1.47	0.00	4.19	16.27	48.66	34.94	0.00	32.82	2.48	3.08
A994	38.060386	-122.111663	Suisun Bay	Suisun Bay	6/1/2020	30.36	4.08	20.01	14026.06	7.92	8.48	97.85	45.15	2.59	25.55	5.05	32.42	20.00	12684.58	8.14	1.91	2.66	2.63	0.00	7.20	26.43	37.17	36.38	0.00	34.40	2.46	3.31
A4947	38.063989	-121.596593	Central Delta tidal zone	False River	6/1/2020	15.84	1.28	22.44	248.36	8.28	8.60	99.19	6.26	0.97	27.04	2.96	29.37	22.49	236.21	0.12	0.61	2.00	1.25	0.00	3.87	15.88	51.72	32.39	0.00	17.12	2.57	2.37
A780	38.060066	-121.811589	Western Delta tidal zone	Sacramento River	6/1/2020	28.90	6.02	21.40	2783.06	7.84	8.52	97.01	15.89	1.12	25.30	3.00	29.43	21.46	2606.96	1.45	0.35	1.47	1.65	0.00	3.44	10.08	42.73	48.00	0.00	34.93	2.45	2.77
A770	38.060876	-121.793972	Western Delta tidal zone	Sacramento River	6/1/2020	27.41	6.43	21.57	1301.40	7.90	8.32	94.75	16.37	1.25	23.00	3.20	26.42	21.64	1230.75	0.67	0.82	1.60	1.58	0.00	3.99	20.46	40.16	39.38	0.00	33.84	2.29	2.79
A879	38.056798	-121.969443	Suisun Bay	Suisun Bay	6/1/2020	29.95	3.96	20.83	6927.07	7.89	8.42	95.98	32.30	1.48	26.02	3.22	31.59	20.75	6349.33	3.81	0.70	2.20	1.53	0.00	4.43	15.71	38.68	34.68	0.00	33.81	2.51	3.19
A882	38.056875	-121.974910	Suisun Bay	Suisun Bay	6/1/2020	30.10	4.12	20.66	7624.33	7.88	8.44	96.29	25.95	1.43	26.71	3.20	32.07	20.68	7056.62	4.27	0.67	2.09	1.57	0.00	4.33	15.57	36.78	36.24	0.00	33.90	2.55	3.18
A4368	38.065119	-121.500260	Central Delta tidal zone	Little Connection Slough	6/1/2020	26.72	2.32	23.11	208.04	7.81	8.22	96.08	5.20	1.71	32.71	4.16	34.59	23.18	197.04	0.10	2.31	2.08	1.56	0.00	5.95	38.50	35.11	26.40	0.05	29.04	2.97	2.39
A811	38.062928	-121.855291	Western Delta tidal zone	Sacramento River	6/1/2020	26.01	3.58	21.43	1287.46	7.98	8.27	93.84	19.77	1.39	24.56	3.32	28.21	21.54	1089.99	0.58	0.85	1.93	1.35	0.00	4.12	20.73	46.61	32.79	0.00	29.59	2.40	3.01
A782	38.061379	-121.814857	Western Delta tidal zone	Sacramento River	6/1/2020	28.90	5.61	21.42	2732.07	7.85	8.48	96.61	16.64	1.18	25.09	3.11	29.11	21.49	2562.24	1.43	0.43	1.51	1.68	0.00	3.60	11.29	42.26	47.09	0.00	34.50	2.43	2.79
A768	38.062046	-121.790596	Western Delta tidal zone	Sacramento River	6/1/2020	27.38	6.92	21.56	1244.80	7.90	8.30	94.49	17.03	1.31	22.88	3.28	26.27	21.65	1175.10	0.64	0.87	1.64	1.62	0.00	4.13	21.08	39.78	39.03	0.00	34.30	2.28	2.81
A4391	38.064965	-121.579416	Central Delta tidal zone	Old River	6/1/2020	18.53	1.80	22.79	214.59	8.03	8.33	96.80	6.24	1.07	28.18	3.19	30.39	22.85	205.91	0.10	0.82	2.21	1.32	0.02	4.37	19.04	50.54	30.39	0.39	20.36	2.65	2.30
A3505	38.065887	-121.678863	Central Delta tidal zone	San Joaquin River	6/1/2020	23.19	2.30	21.55	310.95	7.99	8.38	95.09	6.02	1.06	24.34	3.06	27.14	21.62	302.02	0.16	0.58	1.88	1.11	0.00	3.57	16.27	52.58	31.19	0.01	25.38	2.38	2.75
A893	38.060284	-121.994899	Suisun Bay	Suisun Bay	6/1/2020	29.84	3.90	20.60	8377.12	7.86	8.44	96.51	24.18	1.54	26.78	3.40	31.92	20.71	7749.26	4.71	0.84	1.95	1.79	0.00	4.58	18.39	42.62	38.98	0.00	33.73	2.55	3.14
A784	38.062518	-121.818257	Western Delta tidal zone	Sacramento River	6/1/2020	28.09	5.24	21.46	1671.08	7.96	8.43	95.84	17.18	1.45	22.97	3.52	26.25	21.56	1535.68	0.85	0.98	1.75	1.70	0.00	4.43	19.98	40.15	40.08	0.00	33.33	2.28	2.82
A996	38.062468	-122.109006	Suisun Bay	Suisun Bay	6/1/2020	30.59	4.04	19.99	13972.03	7.92	8.53	98.34	48.56	2.59	25.22	4.99	32.43	20.01	12628.94	8.10	1.91	2.79	2.61	0.00	7.31	26.04	38.26	35.67	0.00	34.72	2.44	3.32
A766	38.064143	-121.787903	Western Delta tidal zone	Sacramento River	6/1/2020	27.14	7.09	21.58	1156.94	7.90	8.30	94.52	15.87	1.30	22.94	3.27	26.17	21.66	1094.60	0.59	0.89	1.61	1.59	0.00	4.10	21.64	39.46	38.63	0.00	34.23	2.28	2.83
A3667	38.061671	-121.532198	Central Delta tidal zone	San Joaquin River	6/1/2020	20.89	2.80	22.43	219.01	7.95	8.22	94.83	5.08	1.09	30.86	3.08	33.10	22.45	209.11	0.11	0.59	2.32	0.82	0.11	3.89	15.15	59.77	21.23	2.73	23.69	2.84	2.50
A3645	38.066198	-121.555924	Central Delta tidal zone	San Joaquin River	6/1/2020	20.24	2.47	22.82	219.50	7.95	8.24	95.74	6.44	1.13	29.99	3.30	31.91	22.35	200.38	0.10	0.89	2.28	0.99	0.02	4.17	21.40	54.57	23.73	0.39	22.71	2.78	2.32
A786	38.064230	-121.821376	Western Delta tidal zone	Sacramento River	6/1/2020	27.64	5.07	21.49	1012.54	8.02	8.40	95.44	17.08	1.54	21.73	3.69	24.51	21.60	897.76	0.49	1.28	1.89	1.68	0.00	4.84	25.12	39.35	35.63	0.00	32.71	2.19	2.84
A4366	38.067857	-121.501257	Central Delta tidal zone	Little Connection Slough	6/1/2020	27.39	2.53	22.95	191.02	7.77	8.09	94.31	5.29	1.84	31.92	4.24	33.65	23.04	181.14	0.09	2.63	2.06	1.38	0.00	6.08	43.31	33.96	22.67	0.03	29.92	2.91	2.35
A934	38.062112	-122.044198	Suisun Bay	Suisun Bay	6/1/2020	29.36	5.02	20.21	12034.25	7.87	8.34	95.91	31.83	1.42	26.65	3.14	32.39	20.29	10997.66	6.93	0.76	2.26	1.55	0.00	4.56	16.58	49.46	34.07	0.00	34.28	2.54	3.16
A764	38.065759	-121.784829	Western Delta tidal zone	Sacramento River	6/1/2020	27.12	7.22	21.60	1119.65	7.90	8.32	94.64	14.55	1.25	23.07	3.21	26.18	21.68	1063.86	0.58	0.87	1.58	1.56	0.00	4.01	21.65	39.42	38.86	0.00	34.34	2.29	2.84
A3662	38.064749	-121.540229	Central Delta tidal zone	San Joaquin River	6/1/2020	19.97	2.61	22.94	221.75	7.96	8.29	96.57	5.67	1.23	31.00	3.40	32.74	22.39	202.17	0.10	0.96	2.27	1.02	0.09	4.34	22.23	52.14	23.65	1.96	22.59	2.85	2.42
A998	38.064639	-122.106531	Suisun Bay	Suisun Bay	6/1/2020	31.02	4.02	19.97	13876.24	7.91	8.57	98.75	52.09	2.63	25.02	5.01	32.53	20.01	12520.52	8.03	1.94	2.96	2.59	0.00	7.49	25.92	39.51	34.56	0.00	35.12	2.43	3.32
A4389	38.068038	-121.579754	Central Delta tidal zone	Old River	6/1/2020	18.87	1.78	22.79	214.58	8.02	8.34	96.82	6.32	1.07	27.99	3.18	30.23	22.85	205.91	0.10	0.84	2.19	1.30	0.02	4.36	19.57	50.12	29.91	0.39	20.66	2.64	2.29
A788	38.065077	-121.824942	Western Delta tidal zone	Sacramento River	6/1/2020	27.16	4.80	21.48	418.03	8.08	8.39	95.08	16.77	1.59	20.72	3.76	23.07	21.60	308.30	0.16	1.49	2.00	1.60	0.00	5.08	29.36	39.45	31.26	0.00	32.03	2.11	2.87
A3503	38.068811	-121.678891	Central Delta tidal zone	San Joaquin River	6/1/2020	23.41	2.34	21.56	298.94	7.99	8.37	95.02	5.95	1.07	24.15	3.08	26.93	21.65	285.59	0.15	0.61	1.89	1.12	0.00	3.61	16.84	52.41	30.91	0.02	25.79	2.36	2.75
A790	38.066191	-121.828414	Western Delta tidal zone	Sacramento River	6/1/2020	27.36	4.53	21.44	553.04	8.07	8.40	95.09	16.37	1.48	21.17	3.58	23.61	21.55	409.96	0.21	1.34	1.96	1.49	0.00	4.78	28.00	40.97	31.04	0.00	31.82	2.16	2.90
A762	38.066821	-121.781462	Western Delta tidal zone	Sacramento River	6/1/2020	27.04	7.17	21.62	1019.97	7.90	8.32	94.73	13.31	1.20	23.07	3.17	26.06	21.70	968.72	0.52	0.86	1.54	1.51	0.00	3.91	21.90	39.43	38.40	0.00	34.21	2.29	2.81
A923	38.064425	-122.024270	Suisun Bay	Suisun Bay	6/1/2020	30.11	4.61	20.40	10609.59	7.86	8.38	96.24	26.10	1.36	27.01	3.10	32.30	20.47	9869.42	6.14	0.63	2.03	1.54	0.00	4.23	15.58	48.00	36.48	0.00	34.72	2.57	3.14
A3643	38.068857	-121.557706	Central Delta tidal zone	San Joaquin River	6/1/2020	20.36	2.34	22.79	219.12	7.95	8.23	95.65	6.47	1.13	29.81	3.30	31.72	22.34	200.77	0.10	0.84	2.28	1.00	0.01	4.11	20.40	55.33	24.28	0.24	22.70	2.76	2.30
A4364	38.070559	-121.502117	Central Delta tidal zone	Little Connection Slough	6/1/2020	27.38	2.65	22.87	185.26	7.76	8.07	93.85	5.37	1.78	31.36	4.14	33.01	22.95	176.01	0.09	2.61	2.01	1.24	0.00	5.86	44.69	34.49	20.92	0.02	30.03	2.87	2.34
A1000	38.066709	-122.103834	Suisun Bay	Suisun Bay	6/1/2020	31.13	4.17	19.93	13875.03	7.91	8.52	98.09	58.28	2.47	24.74	4.70	32.62	20.00	12581.54	8.07	1.78	3.19	2.33	0.00	7.30	24.34	43.78	31.83	0.00	35.28	2.41	3.31
A4387	38.070584	-121.578342	Central Delta tidal zone	Old River	6/1/2020	19.06	1.76	22.79	214.56	8.01	8.34	96.85	6.36	1.07	27.93	3.17	30.15	22.83	205.82	0.10	0.84	2.19	1.30	0.02	4.36	19.39	50.31	29.87	0.39	20.81	2.63	2.29
A3501	38.071688	-121.679491	Central Delta tidal zone	San Joaquin River	6/1/2020	23.59	2.31	21.56	294.27	7.98	8.37	95.01	5.79	1.07	24.02	3.09	26.78	21.66	276.09	0.14	0.64	1.91	1.12	0.00	3.66	17.34	52.14	30.66	0.02	25.95	2.35	2.75
A760	38.068521	-121.778514	Western Delta tidal zone	Sacramento River	6/1/2020	26.97	7.26	21.64	972.98	7.90	8.32	94.70	12.83	1.19	23.04	3.16	25.96	21.72	920.48	0.49	0.85	1.52	1.50	0.00	3.89	21.93	39.14	38.63	0.01	34.23	2.29	2.79
A4385	38.071409	-121.574613	Central Delta tidal zone	Old River	6/1/2020	19.13	1.94	22.77	213.12	8.00	8.32	96.61	6.43	1.06	27.92	3.16	30.12	22.83	204.53	0.10	0.86	2.19	1.28	0.02	4.36	19.79	50.32	29.39	0.42	21.10	2.63	2.28
A792	38.067387	-121.832176	Western Delta tidal zone	Sacramento River	6/1/2020	27.39	4.40	21.42	619.59	8.06	8.39	95.01	16.21	1.46	21.42	3.52	23.91	21.53	451.11	0.23	1.30	1.96	1.46	0.00	4.70	27.52	41.65	30.99	0.00	31.63	2.17	2.91
A1002	38.068781	-122.101107	Suisun Bay	Suisun Bay	6/1/2020	31.21	4.23	19.90	13899.91	7.91	8.47	97.44	61.74	2.39	24.60	4.48	32.61	19.98	12587.63	8.08	1.70	3.24	2.21	0.00	7.15	23.72	45.47	30.80	0.00	35.42	2.40	3.31
A803	38.067461	-121.853151	Western Delta tidal zone	Sacramento River	6/1/2020	26.11	3.54	21.43	1214.46	7.98	8.27	93.76	18.01	1.32	24.52	3.24	27.90	21.52	1051.09	0.57	0.87	1.83	1.30	0.00	3.99	21.94	45.69	32.68	0.00	29.67	2.40	3.00
A1181	38.070291	-121.967385	Suisun Bay	Suisun Bay	6/1/2020	29.72	3.15	21.49	6626.21	7.90	8.48	98.03	47.74	1.78	24.86	3.46	30.92	21.61	6372.67	3.74	0.97	2.43	1.79	0.00	5.19	18.38	46.74	35.26	0.00	32.88	2.41	3.12
A3641	38.071264	-121.559836	Central Delta tidal zone	San Joaquin River	6/1/2020	20.46	2.26	22.78	218.16	7.95	8.25	95.79	6.31	1.14	29.55	3.33	31.36	22.34	200.78	0.10	0.80	2.32	1.03	0.03	4.17	19.16	55.63	24.64	0.71	22.73	2.75	2.29
A758	38.070391	-121.775649	Western Delta tidal zone	Sacramento River	6/1/2020	26.71	7.36	21.66	908.64	7.90	8.30	94.55	12.51	1.19	22.92	3.16	25.78	21.75	856.25	0.46	0.87	1.50	1.49	0.00	3.88	22.52	38.75	38.38	0.01	34.07	2.28	2.73
A4214	38.073632	-121.501939	Central Delta tidal zone	Little Potato Slough	6/1/2020	27.32	2.77	22.79	180.79	7.76	8.05	93.51	5.53	1.68	30.79	3.96	32.37	22.88	172.12	0.09	2.51	1.95	1.09	0.00	5.55	45.26	35.35	19.50	0.01	30.10	2.83	2.32
A4218	38.073838	-121.506286	Central Delta tidal zone	Little Potato Slough	6/1/2020	27.31	2.92	22.74	177.08	7.76	8.09	93.84	5.44	1.61	30.22	3.88	31.69	22.85	169.46	0.09	2.47	1.88	1.03	0.00	5.41	45.45	35.07	19.12	0.09	30.24	2.79	2.33
A801	38.068358	-121.849983	Western Delta tidal zone	Sacramento River	6/1/2020	26.58	3.53	21.38	1127.33	7.97	8.27	93.64	15.34	1.19	24.11	3.06	27.06	21.47	939.72	0.50	0.86	1.67	1.22	0.00	3.72	23.03	44.84	32.67	0.00	30.24	2.36	2.99
A903	38.066003	-122.013091	Suisun Bay	Suisun Bay	6/1/2020	30.15	4.19	20.57	9173.61	7.86	8.41	96.47	22.44	1.46	27.23	3.29	32.16	20.62	8550.07	5.24	0.67	1.89	1.64	0.00	4.22	15.96	44.94	38.97	0.00	34.34	2.57	3.12
A905	38.066291	-122.016828	Suisun Bay	Suisun Bay	6/1/2020	29.94	4.26	20.51	9538.22	7.86	8.40	96.41	23.11	1.39	27.23	3.19	32.22	20.58	8874.75	5.46	0.63	1.92	1.59	0.00	4.17	15.43	46.21	38.21	0.00	34.20	2.57	3.13
A794	38.068506	-121.836060	Western Delta tidal zone	Sacramento River	6/1/2020	27.65	4.13	21.37	753.58	8.04	8.37	94.80	15.69	1.38	22.03	3.36	24.56	21.49	541.29	0.28	1.17	1.92	1.40	0.00	4.49	26.07	42.84	31.12	0.00	31.24	2.22	2.93
A3499	38.074572	-121.680018	Central Delta tidal zone	San Joaquin River	6/1/2020	23.66	2.10	21.53	297.09	7.99	8.38	95.10	5.27	1.05	23.92	3.11	26.59	21.65	271.03	0.14	0.63	1.91	1.16	0.00	3.71	17.07	51.55	31.17	0.06	25.79	2.35	2.74
A756	38.071950	-121.772574	Western Delta tidal zone	Sacramento River	6/1/2020	26.59	7.49	21.67	879.97	7.90	8.28	94.30	12.36	1.18	22.85	3.15	25.70	21.76	828.29	0.44	0.86	1.49	1.49	0.00	3.84	22.20	38.76	38.74	0.01	34.08	2.27	2.69
A1004	38.070780	-122.098220	Suisun Bay	Suisun Bay	6/1/2020	31.29	4.21	19.89	13881.54	7.91	8.44	97.14	62.56	2.39	24.57	4.43	32.62	19.99	12534.03	8.04	1.72	3.24	2.20	0.00	7.15	23.93	45.45	30.67	0.00	35.50	2.40	3.31
A3639	38.072233	-121.563446	Central Delta tidal zone	San Joaquin River	6/1/2020	20.53	2.22	22.78	216.68	7.95	8.28	96.17	6.02	1.18	29.22	3.37	30.88	22.33	200.66	0.10	0.81	2.38	1.06	0.06	4.32	18.83	55.24	24.34	1.48	22.75	2.72	2.27
A798	38.069708	-121.844623	Western Delta tidal zone	Sacramento River	6/1/2020	27.08	3.62	21.35	1022.36	7.98	8.31	94.12	14.16	1.16	23.47	3.02	26.12	21.44	801.82	0.42	0.89	1.70	1.25	0.00	3.83	23.19	44.38	32.60	0.00	30.56	2.32	2.98
A938	38.066535	-122.051051	Suisun Bay	Suisun Bay	6/1/2020	30.06	4.84	20.18	11930.00	7.89	8.42	96.77	39.14	1.79	25.67	3.65	32.15	20.27	10747.38	6.76	1.12	2.45	1.93	0.00	5.50	20.27	44.87	35.04	0.00	34.80	2.47	3.17
A1190	38.070244	-121.950799	Suisun Bay	Honker Bay	6/1/2020	29.86	3.44	21.15	6406.20	7.99	9.20	105.65	22.22	1.36	26.11	3.12	30.90	21.25	5885.31	3.47	0.87	1.73	1.60	0.00	4.20	20.65	41.19	38.09	0.00	33.30	2.50	3.04
