CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A894	38.060266	-121.996741	Suisun Bay	Suisun Bay	8/1/2020	14.06	3.20	24.69	15026.08	8.01	8.61	108.86	7.06	6.65	18.09	8.78	23.17	24.81	15572.00	9.12	3.09	0.33	4.63	1.88	9.97	31.03	3.36	46.41	18.81	17.25	1.94	2.67
A808	38.067066	-121.859836	Western Delta tidal zone	Sacramento River	8/1/2020	10.29	1.27	24.73	7473.18	7.98	8.50	104.75	5.53	3.97	18.35	5.35	23.21	24.84	7283.82	4.04	1.81	1.59	2.90	0.43	6.73	26.88	23.64	43.13	6.22	11.57	1.96	2.35
A4216	38.071901	-121.503685	Central Delta tidal zone	Little Potato Slough	8/1/2020	16.57	3.58	26.69	185.18	7.61	6.99	87.18	3.35	3.98	25.06	6.06	32.06	26.76	192.77	0.09	3.74	1.98	1.51	0.00	7.24	51.89	27.37	20.62	0.01	20.14	2.39	2.25
A800	38.068915	-121.848322	Western Delta tidal zone	Sacramento River	8/1/2020	11.05	1.46	24.30	9232.50	7.98	8.28	101.89	5.76	4.15	18.99	5.65	23.91	24.36	9204.01	5.23	2.00	1.41	2.97	0.20	6.58	30.23	21.66	45.07	3.05	12.53	2.00	2.40
A900	38.065576	-122.007533	Suisun Bay	Suisun Bay	8/1/2020	14.54	3.09	24.64	15998.80	8.02	8.59	108.91	6.51	6.21	18.33	8.18	23.08	24.74	16744.12	9.88	2.72	0.30	4.30	1.87	9.24	29.60	3.34	46.40	20.10	17.62	1.95	2.74
A896	38.060466	-122.000401	Suisun Bay	Suisun Bay	8/1/2020	14.30	3.23	24.70	15420.93	8.02	8.63	109.24	6.99	6.61	18.05	8.74	23.12	24.81	15750.01	9.23	2.98	0.30	4.61	1.98	9.91	30.10	3.01	46.41	19.87	17.51	1.93	2.70
A1187	38.072440	-121.956693	Suisun Bay	Honker Bay	8/1/2020	13.74	2.41	24.05	16581.22	8.02	8.42	105.86	11.56	6.89	18.28	9.22	24.34	24.13	16350.14	9.75	2.82	1.15	5.14	1.20	10.32	27.36	11.21	49.80	11.65	16.21	1.95	2.62
A3493	38.082684	-121.681430	Central Delta tidal zone	San Joaquin River	8/1/2020	6.31	1.42	25.19	780.00	7.86	7.84	95.44	5.27	2.46	16.21	3.89	21.69	25.24	783.10	0.37	0.78	5.07	1.37	0.14	7.35	10.58	68.95	18.62	1.92	7.67	1.82	2.22
A3490	38.086827	-121.679979	Central Delta tidal zone	San Joaquin River	8/1/2020	6.99	2.15	25.26	760.87	7.85	7.79	94.95	5.55	2.69	16.43	4.12	21.77	25.27	803.35	0.39	0.91	5.13	1.36	0.15	7.58	11.91	67.82	18.04	1.94	9.11	1.83	2.21
A3462	38.087711	-121.636532	Central Delta tidal zone	San Joaquin River	8/1/2020	8.38	3.51	25.50	473.74	7.78	7.46	91.29	6.46	2.90	16.98	4.30	21.93	25.47	524.88	0.25	1.08	5.43	1.25	0.05	7.85	13.77	69.07	15.98	0.69	11.89	1.87	2.10
A3621	38.094606	-121.579508	Central Delta tidal zone	San Joaquin River	8/1/2020	10.26	4.16	25.67	299.47	7.76	7.36	90.26	6.62	2.77	17.52	4.15	22.84	25.70	311.60	0.15	1.02	4.59	1.19	0.07	6.85	15.54	66.24	17.59	1.05	14.41	1.90	1.81
A4188	38.105154	-121.492251	Mokelumne tidal transition zone	Little Potato Slough	8/1/2020	16.48	6.12	26.80	199.63	7.48	6.57	82.13	4.92	3.94	28.70	5.90	36.89	26.88	209.04	0.10	4.13	2.12	1.05	0.00	7.29	56.61	29.10	14.43	0.00	22.60	2.63	2.40
A3959	38.104972	-121.697305	Western Delta tidal zone	Threemile Slough	8/1/2020	9.79	2.67	25.19	915.54	7.79	7.75	94.38	5.28	2.70	16.10	4.00	21.11	25.05	1090.24	0.54	0.95	3.77	1.27	0.12	6.11	15.47	61.66	20.78	2.08	12.45	1.81	2.25
A3962	38.106552	-121.702675	Western Delta tidal zone	Threemile Slough	8/1/2020	12.14	3.49	25.32	644.17	7.79	7.77	94.65	5.37	2.83	15.40	4.15	20.12	25.14	728.16	0.36	1.44	3.24	1.26	0.06	5.96	24.10	54.39	21.18	0.99	15.63	1.76	2.27
A1116	38.106256	-122.024579	Suisun Bay	Grizzly Bay	8/1/2020	14.28	2.54	24.36	18008.45	8.07	8.61	109.37	6.88	6.45	18.76	8.43	23.78	24.44	17913.70	10.70	4.26	1.22	3.82	0.59	9.89	43.27	12.42	38.52	5.80	17.94	1.98	2.68
A1113	38.107796	-122.018427	Suisun Bay	Grizzly Bay	8/1/2020	14.00	2.55	24.40	17872.93	8.09	8.78	111.63	6.70	7.02	18.53	9.26	23.64	24.49	17762.68	10.59	4.82	1.14	4.20	0.75	10.91	44.08	10.48	38.57	6.83	17.84	1.97	2.58
A3329	38.121779	-121.497089	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	15.80	5.97	26.95	218.88	7.46	6.09	76.36	4.25	4.83	34.13	7.02	43.14	27.04	229.19	0.11	5.14	2.32	1.26	0.00	8.71	59.12	26.64	14.49	0.00	21.78	2.99	2.26
A3388	38.128449	-121.577559	Mokelumne tidal transition zone	Mokelumne River	8/1/2020	11.47	16.31	25.78	169.61	7.55	7.70	94.57	2.15	2.79	16.11	4.00	21.09	25.83	170.94	0.08	1.87	0.84	1.35	0.02	4.08	45.40	20.50	33.36	0.57	27.78	1.81	2.25
A3381	38.132507	-121.566973	Mokelumne tidal transition zone	South Mokelumne River	8/1/2020	11.89	15.83	25.86	167.76	7.66	7.87	96.72	3.49	4.34	17.40	6.52	22.80	25.96	172.26	0.08	3.90	1.44	2.07	0.00	7.44	52.49	19.27	27.76	0.09	27.71	1.90	2.31
A1071	38.130111	-122.019599	Suisun Bay	Grizzly Bay	8/1/2020	4.55	2.32	25.04	17501.29	8.44	10.85	139.34	8.88	21.92	18.55	28.16	23.71	25.13	17580.57	10.33	10.48	1.69	18.50	1.91	32.62	32.67	5.29	56.02	5.90	17.33	1.97	2.61
A4147	38.139089	-121.481724	Mokelumne tidal transition zone	Sycamore Slough	8/1/2020	10.47	1.32	27.62	202.39	7.59	6.69	84.88	3.00	6.20	26.74	9.00	34.14	27.69	214.54	0.10	8.23	2.58	0.98	0.00	11.78	69.77	21.98	8.46	0.00	13.03	2.50	1.86
A3068	38.146370	-121.588994	North Delta tidal transition zone	Georgiana Slough	8/1/2020	6.98	8.77	25.45	171.84	7.55	9.96	121.59	1.46	1.80	13.79	2.61	18.65	25.52	174.38	0.08	1.01	0.64	0.86	0.00	2.50	40.32	25.56	34.59	0.00	15.75	1.66	1.80
A3201	38.151393	-121.537343	Mokelumne tidal transition zone	North Mokelumne River	8/1/2020	9.29	22.24	25.30	166.32	7.57	7.39	89.98	3.62	2.92	18.09	4.45	22.59	25.40	168.92	0.08	1.91	0.96	1.83	0.00	4.71	40.79	20.21	38.98	0.00	31.54	1.95	2.32
A3057	38.157410	-121.588893	North Delta tidal transition zone	Georgiana Slough	8/1/2020	7.13	12.89	25.42	171.11	7.53	10.02	122.22	1.41	1.77	13.46	2.70	18.68	25.48	173.38	0.08	0.99	0.62	0.91	0.00	2.51	39.35	24.64	36.38	0.00	20.02	1.64	1.82
A626	38.163434	-121.612003	North Delta tidal transition zone	Sacramento River	8/1/2020	6.88	12.03	25.79	170.61	7.65	7.93	97.36	1.84	3.00	14.28	4.80	18.03	25.80	174.02	0.08	1.74	0.79	1.75	0.02	4.31	40.21	18.43	40.58	0.46	18.91	1.69	1.82
A656	38.175484	-121.663260	North Delta tidal transition zone	Sacramento River	8/1/2020	11.49	12.58	26.00	171.14	7.63	7.39	91.16	3.13	2.39	15.10	3.65	19.06	25.98	177.51	0.09	1.38	1.07	0.92	0.00	3.37	40.94	32.11	27.44	0.08	24.06	1.74	2.19
A4075	38.194696	-121.476278	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	11.90	18.17	25.63	165.68	7.57	7.43	90.94	6.60	3.22	18.11	4.98	23.05	25.69	169.00	0.08	2.08	1.36	1.96	0.00	5.42	38.22	24.90	36.62	0.00	30.07	1.94	2.31
A4080	38.194839	-121.468256	Mokelumne tidal transition zone	Beaver Slough	8/1/2020	15.68	8.83	26.76	165.29	7.71	7.85	98.13	5.66	5.39	17.97	8.11	22.88	26.84	172.24	0.08	5.49	3.49	1.96	0.00	10.94	49.11	31.59	19.33	0.00	24.51	1.93	2.13
A2526	38.229418	-121.674589	Cache Slough complex	Cache Slough	8/1/2020	10.78	9.02	25.62	170.32	7.64	7.06	86.41	3.18	2.15	17.17	3.06	21.18	25.68	173.64	0.08	0.70	0.99	0.83	0.00	2.53	27.68	39.29	32.77	0.04	19.80	1.88	2.64
A2110	38.232271	-121.673576	Cache Slough complex	Sacramento Deep Water Shipping Channel	8/1/2020	10.72	9.20	25.61	170.35	7.64	7.05	86.31	3.20	2.11	17.23	3.03	21.17	25.67	173.58	0.08	0.67	0.99	0.81	0.01	2.48	27.13	39.91	32.65	0.37	19.91	1.89	2.64
A2523	38.233430	-121.676602	Cache Slough complex	Cache Slough	8/1/2020	10.79	9.01	25.60	170.35	7.64	7.04	86.21	3.29	2.13	17.21	3.01	21.26	25.67	173.62	0.08	0.66	1.00	0.80	0.00	2.47	26.55	40.39	32.57	0.15	19.79	1.88	2.65
A2520	38.235350	-121.681310	Cache Slough complex	Cache Slough	8/1/2020	10.66	8.85	25.57	170.46	7.64	7.08	86.61	3.37	2.17	17.18	2.95	21.46	25.63	173.62	0.08	0.60	1.01	0.79	0.00	2.40	24.85	41.29	33.11	0.00	19.51	1.88	2.65
A2516	38.240437	-121.685558	Cache Slough complex	Cache Slough	8/1/2020	10.32	8.44	25.55	170.91	7.67	7.17	87.61	3.39	2.17	17.28	2.90	21.69	25.59	173.82	0.08	0.52	1.03	0.79	0.00	2.34	22.40	40.26	33.94	0.00	18.75	1.89	2.66
A2365	38.240874	-121.679422	Cache Slough complex	Prospect Slough	8/1/2020	9.62	8.14	25.58	171.61	7.71	7.16	87.61	3.01	2.16	17.75	2.95	22.06	25.63	174.50	0.08	0.46	1.08	0.82	0.00	2.35	19.70	45.45	34.69	0.05	17.76	1.92	2.68
A2514	38.242534	-121.687963	Cache Slough complex	Cache Slough	8/1/2020	10.51	8.48	25.55	170.88	7.66	7.11	86.95	3.66	2.15	17.22	2.95	21.63	25.60	173.95	0.08	0.55	1.05	0.80	0.00	2.38	22.97	40.65	29.12	0.00	18.99	1.89	2.66
A2623	38.244079	-121.692170	Cache Slough complex	Lindsey Slough	8/1/2020	10.51	8.65	25.56	171.05	7.65	7.05	86.23	3.86	2.11	17.36	3.04	21.67	25.63	174.30	0.08	0.59	1.08	0.83	0.00	2.47	23.44	42.15	16.77	0.00	19.18	1.90	2.63
A530	38.245078	-121.512283	North Delta tidal transition zone	Sacramento River	8/1/2020	3.62	11.67	25.15	171.37	7.56	8.25	100.08	4.43	1.80	13.81	2.84	19.09	25.22	172.69	0.08	0.78	0.72	1.10	0.00	2.60	30.26	27.33	42.26	0.00	15.30	1.66	1.73
A2510	38.245296	-121.687924	Cache Slough complex	Cache Slough	8/1/2020	10.46	8.50	25.57	171.02	7.66	7.10	86.85	3.74	2.13	17.31	3.00	21.68	25.63	174.18	0.08	0.54	1.06	0.82	0.00	2.41	22.53	40.12	28.81	0.00	18.96	1.89	2.66
A528	38.247895	-121.510971	North Delta tidal transition zone	Sacramento River	8/1/2020	3.45	11.65	25.12	171.47	7.55	8.36	101.43	3.70	1.77	13.64	2.82	19.03	25.18	172.64	0.08	0.81	0.70	1.08	0.00	2.59	31.38	26.48	42.09	0.00	15.10	1.66	1.73
A2500	38.257164	-121.692749	Cache Slough complex	Cache Slough	8/1/2020	9.60	8.65	25.59	171.97	7.69	7.10	86.89	3.68	2.09	18.22	3.08	22.56	25.66	175.72	0.09	0.49	1.21	0.86	0.01	2.55	18.95	47.58	32.97	0.38	18.47	1.95	2.51
A459	38.327076	-121.575535	North Delta tidal transition zone	Sacramento River	8/1/2020	4.83	37.88	24.90	170.35	7.43	8.13	98.25	3.46	1.34	16.03	2.30	22.16	24.99	170.77	0.08	0.33	0.64	0.82	0.00	1.79	18.22	35.76	46.05	0.08	42.72	1.80	2.48
A357	38.434772	-121.517201	North Delta tidal transition zone	Sacramento River	8/1/2020	2.05	8.65	24.63	169.77	7.54	7.85	94.37	4.08	1.42	14.13	2.49	19.57	24.70	168.23	0.08	0.20	0.72	0.82	0.00	1.72	11.61	31.58	36.85	0.00	10.67	1.68	1.57
A312	38.473787	-121.531956	North Delta tidal transition zone	Sacramento River	8/1/2020	1.42	0.64	24.28	167.21	7.53	7.88	94.15	5.05	1.54	12.30	2.76	17.88	24.32	162.73	0.08	0.12	0.75	0.85	0.00	1.72	6.92	42.14	48.72	0.00	2.06	1.56	1.11
A5887	37.830015	-121.554713	South Delta tidal transition zone	West Canal	8/1/2020	3.00	1.08	27.16	338.79	7.68	6.93	87.31	7.94	3.98	28.40	5.66	37.33	27.20	356.51	0.16	1.19	7.52	1.65	0.05	10.44	11.43	72.02	15.79	0.48	4.09	2.61	2.65
A5885	37.833399	-121.554447	South Delta tidal transition zone	West Canal	8/1/2020	3.08	1.07	27.17	338.55	7.68	6.92	87.18	7.86	4.03	28.51	5.75	37.34	27.21	356.22	0.16	1.24	7.74	1.67	0.06	10.74	11.57	72.05	15.56	0.56	4.15	2.62	2.64
A5883	37.836162	-121.555551	South Delta tidal transition zone	West Canal	8/1/2020	3.17	1.05	27.18	337.29	7.68	6.90	86.92	7.64	4.10	28.82	5.91	37.45	27.22	354.94	0.16	1.35	8.08	1.66	0.12	11.22	12.04	72.00	14.80	1.04	4.22	2.64	2.61
A5881	37.838922	-121.556625	South Delta tidal transition zone	West Canal	8/1/2020	3.14	1.04	27.19	337.94	7.69	6.90	86.91	7.55	4.10	28.92	5.92	37.45	27.23	355.55	0.16	1.37	8.07	1.63	0.14	11.22	12.18	71.94	14.56	1.25	4.17	2.65	2.59
A5879	37.841690	-121.557728	South Delta tidal transition zone	West Canal	8/1/2020	3.14	1.02	27.19	336.35	7.69	6.91	87.06	7.39	4.10	29.08	5.94	37.54	27.23	353.87	0.16	1.40	8.04	1.60	0.16	11.21	12.54	71.72	14.28	1.40	4.16	2.66	2.58
A5877	37.844445	-121.558838	South Delta tidal transition zone	West Canal	8/1/2020	3.18	1.00	27.19	337.12	7.70	6.94	87.50	7.06	4.11	29.15	5.94	37.49	27.23	354.73	0.16	1.43	7.97	1.60	0.13	11.16	12.84	71.40	14.36	1.19	4.18	2.66	2.59
A5875	37.847224	-121.559927	South Delta tidal transition zone	West Canal	8/1/2020	3.20	0.99	27.19	334.67	7.70	6.95	87.60	6.88	4.13	29.20	5.97	37.61	27.23	352.16	0.16	1.48	7.96	1.60	0.13	11.20	13.23	71.10	14.32	1.20	4.19	2.67	2.60
A5873	37.849984	-121.561009	South Delta tidal transition zone	West Canal	8/1/2020	3.18	1.00	27.19	340.24	7.70	6.96	87.65	6.59	4.13	28.82	5.94	37.40	27.23	357.70	0.17	1.46	7.96	1.65	0.10	11.18	13.01	71.22	14.77	0.91	4.18	2.64	2.63
A4615	37.853836	-121.562853	South Delta tidal transition zone	Old River	8/1/2020	3.24	1.02	27.20	344.31	7.72	6.97	87.82	6.37	4.11	28.72	5.91	37.05	27.24	363.28	0.17	1.42	8.02	1.69	0.07	11.21	12.45	71.63	15.13	0.59	4.26	2.63	2.65
A4618	37.855276	-121.562167	South Delta tidal transition zone	Old River	8/1/2020	3.30	1.02	27.19	323.25	7.69	6.95	87.58	6.33	4.22	29.52	6.07	38.14	27.23	341.72	0.16	1.61	8.13	1.66	0.11	11.50	13.85	70.79	14.49	0.90	4.32	2.69	2.66
A4612	37.857657	-121.565764	South Delta tidal transition zone	Old River	8/1/2020	3.27	1.02	27.22	350.22	7.75	7.02	88.48	6.30	4.04	28.38	5.85	36.49	27.26	369.25	0.17	1.37	8.02	1.71	0.03	11.16	12.11	71.95	15.42	0.30	4.29	2.61	2.65
A4620	37.857828	-121.561212	South Delta tidal transition zone	Old River	8/1/2020	3.58	1.02	27.17	287.64	7.69	6.98	87.91	6.14	4.43	30.77	6.37	40.04	27.21	303.45	0.14	2.00	8.41	1.59	0.17	12.17	16.45	69.14	13.17	1.35	4.60	2.77	2.68
A4622	37.858715	-121.558262	South Delta tidal transition zone	Old River	8/1/2020	3.65	1.01	27.15	277.20	7.66	6.97	87.70	6.01	4.48	31.38	6.47	40.80	27.19	291.18	0.14	2.10	8.45	1.53	0.23	12.32	17.02	68.68	12.49	1.82	4.66	2.81	2.68
A4610	37.858510	-121.569982	South Delta tidal transition zone	Old River	8/1/2020	3.35	1.00	27.24	375.36	7.81	7.10	89.50	6.15	3.88	27.25	5.71	35.16	27.28	394.82	0.18	1.16	8.04	1.75	0.02	11.01	9.46	73.04	15.86	0.14	4.35	2.54	2.61
A4626	37.860871	-121.552698	South Delta tidal transition zone	Old River	8/1/2020	3.80	0.98	27.13	263.83	7.64	6.97	87.71	5.36	4.54	32.55	6.57	41.33	27.17	276.97	0.13	2.18	8.90	1.47	0.29	12.84	17.05	69.19	11.43	2.33	4.78	2.89	2.66
A4608	37.862032	-121.570407	South Delta tidal transition zone	Old River	8/1/2020	3.46	1.02	27.24	371.32	7.82	7.15	90.12	5.84	3.89	27.19	5.71	35.09	27.28	391.50	0.18	1.25	7.90	1.72	0.05	10.97	10.28	72.03	15.73	0.46	4.48	2.54	2.57
A5803	37.862734	-121.550891	South Delta tidal transition zone	Victoria Canal	8/1/2020	3.93	0.99	27.14	263.12	7.64	6.97	87.76	4.99	4.59	32.69	6.64	41.69	27.19	276.53	0.13	2.20	9.45	1.52	0.29	13.45	16.41	70.11	11.30	2.21	4.93	2.90	2.65
A5805	37.864093	-121.547689	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.11	1.06	27.17	263.95	7.63	6.97	87.85	4.61	4.67	32.69	6.74	42.02	27.23	277.43	0.13	2.30	9.77	1.41	0.49	13.97	16.54	69.86	10.06	3.56	5.17	2.90	2.63
A4606	37.864479	-121.572339	South Delta tidal transition zone	Old River	8/1/2020	3.50	1.05	27.23	375.54	7.82	7.16	90.32	5.82	3.83	26.95	5.63	34.80	27.27	395.90	0.18	1.20	7.58	1.70	0.07	10.59	9.79	71.52	16.06	0.64	4.54	2.52	2.54
A5807	37.865419	-121.544482	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.13	1.07	27.17	264.10	7.63	6.97	87.80	4.56	4.67	32.68	6.76	41.93	27.23	277.51	0.13	2.35	9.50	1.34	0.56	13.77	17.09	68.90	9.75	4.12	5.20	2.90	2.62
A4604	37.866408	-121.573990	South Delta tidal transition zone	Old River	8/1/2020	3.51	1.06	27.22	373.43	7.83	7.18	90.51	5.78	3.79	26.91	5.56	34.66	27.26	393.73	0.18	1.22	7.25	1.65	0.09	10.23	12.00	70.80	16.22	0.81	4.55	2.52	2.54
A5809	37.866821	-121.541241	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.01	1.08	27.17	262.94	7.63	6.95	87.59	4.43	4.63	32.68	6.73	41.77	27.22	276.28	0.14	2.36	9.16	1.39	0.50	13.43	17.56	68.15	10.36	3.71	5.09	2.89	2.60
A4602	37.868295	-121.576634	South Delta tidal transition zone	Old River	8/1/2020	3.56	1.05	27.21	378.72	7.83	7.18	90.51	5.88	3.75	26.53	5.50	34.40	27.25	398.67	0.18	1.19	6.98	1.67	0.07	9.95	11.36	70.07	16.93	0.74	4.60	2.49	2.50
A5811	37.868204	-121.538026	South Delta tidal transition zone	Victoria Canal	8/1/2020	3.89	1.08	27.15	262.16	7.62	6.95	87.49	4.41	4.53	32.68	6.56	41.73	27.19	275.34	0.14	2.24	9.37	1.53	0.27	13.41	16.74	69.84	11.39	2.01	4.96	2.89	2.57
A5813	37.869594	-121.534794	South Delta tidal transition zone	Victoria Canal	8/1/2020	3.83	1.08	27.13	262.15	7.62	6.94	87.46	4.44	4.47	32.68	6.49	41.70	27.18	275.24	0.14	2.20	9.32	1.56	0.20	13.26	16.63	70.28	11.75	1.52	4.91	2.89	2.57
A4600	37.870050	-121.579404	South Delta tidal transition zone	Old River	8/1/2020	3.55	1.03	27.21	379.95	7.84	7.19	90.60	5.66	3.75	26.29	5.47	34.04	27.24	399.79	0.18	1.20	7.01	1.72	0.07	10.04	11.60	69.80	17.04	0.69	4.57	2.47	2.50
A5815	37.870965	-121.531595	South Delta tidal transition zone	Victoria Canal	8/1/2020	3.82	1.07	27.12	261.63	7.62	6.95	87.49	4.40	4.44	32.75	6.45	41.78	27.17	274.69	0.14	2.21	9.03	1.56	0.18	12.96	17.05	69.65	12.05	1.42	4.89	2.90	2.55
A5817	37.872321	-121.528361	South Delta tidal transition zone	Victoria Canal	8/1/2020	3.89	1.08	27.13	261.59	7.63	6.96	87.62	4.32	4.52	32.84	6.56	41.96	27.18	274.78	0.14	2.27	9.22	1.58	0.25	13.32	17.09	69.20	11.89	1.88	4.98	2.90	2.55
A4598	37.872754	-121.579236	South Delta tidal transition zone	Old River	8/1/2020	3.51	1.02	27.20	380.76	7.85	7.19	90.69	5.43	3.73	26.08	5.43	33.62	27.24	400.52	0.18	1.18	7.04	1.75	0.07	10.07	11.70	69.97	16.06	0.69	4.46	2.46	2.50
A5819	37.873710	-121.525149	South Delta tidal transition zone	Victoria Canal	8/1/2020	3.97	1.11	27.15	262.13	7.63	6.98	87.91	4.25	4.67	32.96	6.73	42.20	27.21	275.45	0.14	2.39	9.81	1.65	0.31	14.14	16.90	69.32	11.70	2.19	5.08	2.91	2.56
A5821	37.875060	-121.521901	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.00	1.14	27.16	262.15	7.64	6.99	88.07	4.17	4.75	33.08	6.81	42.37	27.22	275.49	0.14	2.45	9.91	1.68	0.34	14.36	17.08	68.97	11.71	2.38	5.14	2.92	2.58
A4596	37.875520	-121.578220	South Delta tidal transition zone	Old River	8/1/2020	3.46	1.00	27.19	382.16	7.86	7.20	90.74	5.24	3.71	25.85	5.38	33.22	27.23	401.86	0.18	1.15	7.09	1.76	0.09	10.09	11.49	70.25	15.32	0.87	4.31	2.45	2.51
A5823	37.876405	-121.518667	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.01	1.15	27.16	262.02	7.64	6.99	88.06	4.12	4.72	33.12	6.77	42.39	27.22	275.38	0.14	2.42	9.59	1.64	0.37	14.00	17.29	68.47	11.70	2.65	5.16	2.92	2.60
A5825	37.877764	-121.515430	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.05	1.16	27.17	262.04	7.64	7.01	88.35	4.07	4.63	33.05	6.64	42.30	27.22	275.42	0.13	2.35	9.69	1.53	0.44	13.98	16.80	69.27	10.99	3.13	5.21	2.92	2.64
A4594	37.878186	-121.576811	South Delta tidal transition zone	Old River	8/1/2020	3.45	0.94	27.16	384.77	7.87	7.20	90.75	5.05	3.66	25.40	5.28	32.53	27.20	404.62	0.18	1.13	7.10	1.71	0.09	10.01	11.39	70.92	15.75	0.89	3.88	2.42	2.53
A5827	37.879154	-121.512204	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.13	1.19	27.18	262.21	7.64	7.04	88.69	4.06	4.59	32.95	6.57	42.24	27.23	275.54	0.13	2.34	9.93	1.44	0.51	14.14	16.54	70.17	10.17	3.62	5.32	2.91	2.68
A4592	37.880836	-121.575299	South Delta tidal transition zone	Old River	8/1/2020	3.23	0.89	27.15	385.04	7.87	7.19	90.64	5.05	3.63	25.16	5.22	32.49	27.19	405.40	0.18	1.13	7.00	1.66	0.07	9.84	11.58	71.22	16.35	0.74	3.62	2.40	2.55
A5829	37.880838	-121.509219	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.16	1.21	27.18	262.27	7.65	7.06	89.00	4.07	4.55	32.89	6.55	42.18	27.23	275.64	0.13	2.35	9.87	1.33	0.59	14.07	16.68	70.16	9.47	4.22	5.38	2.91	2.71
A5832	37.882294	-121.504773	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.28	1.22	27.17	262.50	7.65	7.09	89.30	4.13	4.61	32.97	6.63	42.21	27.22	275.94	0.13	2.43	9.71	1.26	0.71	14.04	17.28	69.12	8.98	5.04	5.50	2.91	2.75
A4590	37.883408	-121.573953	South Delta tidal transition zone	Old River	8/1/2020	2.62	0.86	27.14	383.63	7.87	7.19	90.64	4.94	3.57	24.91	5.16	32.20	27.17	404.44	0.18	1.11	6.99	1.63	0.09	9.73	11.47	71.91	18.23	0.96	3.41	2.38	2.57
A5834	37.883722	-121.501460	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.31	1.27	27.16	263.60	7.65	7.09	89.39	4.25	4.75	33.29	6.83	42.60	27.20	277.23	0.13	2.59	9.89	1.34	0.70	14.47	17.87	68.35	9.23	4.89	5.58	2.93	2.76
A5836	37.885068	-121.498222	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.35	1.30	27.15	264.62	7.65	7.08	89.19	4.32	4.82	33.48	6.93	42.88	27.20	278.34	0.13	2.67	9.99	1.38	0.70	14.69	18.18	68.00	9.35	4.78	5.65	2.95	2.76
A4588	37.886049	-121.575526	South Delta tidal transition zone	Old River	8/1/2020	2.39	0.81	27.12	385.09	7.88	7.21	90.78	4.83	3.45	24.36	5.04	31.82	27.15	405.51	0.18	1.04	6.94	1.60	0.07	9.60	10.84	72.28	15.73	0.73	3.11	2.35	2.58
A5838	37.886441	-121.494995	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.41	1.37	27.16	266.80	7.64	7.03	88.56	4.45	4.95	33.81	7.07	43.29	27.22	280.64	0.12	2.75	10.13	1.43	0.71	14.97	18.37	67.66	9.54	4.77	5.78	2.97	2.73
A5840	37.887815	-121.491779	South Delta tidal transition zone	Victoria Canal	8/1/2020	4.26	1.42	27.17	266.45	7.64	7.02	88.38	4.45	4.77	33.66	6.80	43.20	27.22	279.97	0.12	2.60	9.61	1.41	0.63	14.18	18.33	67.74	9.94	4.48	5.68	2.96	2.69
A4586	37.888749	-121.575580	South Delta tidal transition zone	Old River	8/1/2020	2.21	0.80	27.11	383.60	7.89	7.23	90.99	4.67	3.37	24.13	4.95	31.35	27.14	403.69	0.18	0.99	6.93	1.59	0.06	9.52	10.43	72.80	17.19	0.58	3.03	2.33	2.58
A4584	37.890126	-121.572565	South Delta tidal transition zone	Old River	8/1/2020	2.15	0.80	27.10	382.68	7.89	7.25	91.18	4.53	3.33	23.98	4.88	31.13	27.13	402.53	0.18	0.97	6.92	1.57	0.04	9.47	10.20	73.11	17.25	0.43	3.01	2.32	2.60
