Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla Rmk DS	Chla (ug/L) DS	Pheophytin Rmk DS	Pheophytin (ug/L) DS	5 micron Chla Rmk DS	5 micron Chla (ug/L) DS	5 micron Pheophytin Rmk DS	5 micron Pheophytin (ug/L) DS	NH4 Rmk DS	NH4 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	PO4 Rmk DS	PO4 (mg-P/L) DS lab reported	TDN Rmk DS	TDN (mg-N/L) DS lab reported	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	estDIN (uM) DS	DOC Rmk DS	DOC (mg-C/L) DS	Peak fDOM Rmk DS	Peak fDOM (RU) DS	UV Slope Ratio Rmk DS	UV Slope Ratio	A254 Rmk DS	A254 (AU/cm) DS	A280 Rmk DS	A280 (AU/cm) DS	A370 Rmk DS	A370 (AU/cm) DS	A412 Rmk DS	A412 (AU/cm) DS	A440 Rmk DS	A440 (AU/cm) DS	Sag 275-295 nm Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm Rmk DS	Sag 290-350 nm DS	Sag 350-400 nm Rmk DS	Sag 350-400 nm DS	Sag 412-676 nm Rmk DS	Sag 412-676 nm DS	Peak A Rmk DS	Peak A (RU) DS	Peak B Rmk DS	Peak B (RU) DS	Peak C Rmk DS	Peak C (RU) DS	Peak D Rmk DS	Peak D (RU) DS	Peak M Rmk DS	Peak M (RU) DS	Peak N Rmk DS	Peak N (RU) DS	Peak T Rmk DS	Peak T (RU) DS	FI Rmk DS	FI DS	HIX Rmk DS	HIX DS	Picophytoplankton PC-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Tally DS	Picophytoplankton PC-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PC-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Sphere Aliquot (mL) DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Aliquot (mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Tally DS	Picophytoplankton PE-Rich Prolate Spheroid Density (cells/mL) DS	Picophytoplankton PE-Rich Prolate Spheroid Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Rod Aliquot (mL) DS	Picophytoplankton PE-Rich Rod Tally DS	Picophytoplankton PE-Rich Rod Density (cells/mL) DS	Picophytoplankton PE-Rich Rod Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Aliquot (mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL)  DS	Picophytoplankton Total Biovolume (um3/mL) DS
6/11/2020 8:10	1	380444121454201										0.05		0.017		0.372		0.081			3.19	1.20	26.56	2.62		29.75																																																																	
6/11/2020 8:15	2	380416121461801										0.05		0.014		0.380		0.083			3.33	1.01	27.13	2.69		30.45																																																																	
6/11/2020 8:25	3	380346121482701										0.05		0.011		0.384		0.085			3.50	0.79	27.41	2.76		30.91																																																																	
6/11/2020 9:28	4	380221121471001										0.04		0.015		0.378		0.082			3.03	1.04	26.99	2.64		30.01																																																																	
6/11/2020 9:35	5	380143121452801										0.04		0.013		0.353		0.078			2.78	0.89	25.20	2.52		27.98																																																																	
6/11/2020 9:40	6	380155121432901										0.04		0.011		0.314		0.083			2.56	0.79	22.42	2.68		24.97																																																																	
6/11/2020 9:45	7	380242121414601										0.02		0.010		0.299		0.080			1.38	0.68	21.35	2.58		22.73																																																																	
6/11/2020 9:51	8	380323121394301										0.02		0.010		0.279		0.084			1.16	0.74	19.92	2.72		21.08																																																																	
6/11/2020 9:58	9	380303121374101										0.02		0.013		0.293		0.077			1.72	0.89	20.92	2.50		22.64																																																																	
6/11/2020 10:03	10	380339121361201										0.02		0.009		0.227		0.074			1.46	0.65	16.21	2.41		17.66																																																																	
6/11/2020 10:08	11	380417121343101										0.02		0.015		0.280		0.071			1.51	1.06	19.99	2.29		21.50																																																																	
6/11/2020 10:16	ORF	380300121344801		2.7		1.4		0.7		0.4		0.02		0.007		0.159		0.074		0.36	1.43	0.50	11.35	2.39	25.70	12.78		2.8		0.209		2.8		0.078		0.0567		0.0118	E	0.0056	E	0.0038		0.0177		0.0178		0.0174		0.0133		0.5944		0.0829		0.296		0.1199		0.3160		0.2318		0.1520		1.539	<	0.8635						126	1266.69	3677.80										114	1146.05	1063.06	240	2412.74	4740.87
6/11/2020 10:40	12	380104121345601										0.01		0.003		0.046		0.084			0.94	0.21	3.28	2.73		4.23																																																																	
6/11/2020 10:45	13	375927121345101										0.01		0.004		0.059		0.082			0.99	0.25	4.21	2.67		5.20																																																																	
6/11/2020 10:50	OBI	11313405		2.0		1.0		1.0		0.3		0.03		0.003		0.082		0.084		0.30	2.14	0.21	5.85	2.71	21.42	8.00		3.1		0.226		2.9		0.089		0.0647		0.0135	E	0.0065	E	0.0044		0.0178		0.0176		0.0172		0.0133		0.6368		0.1492		0.310		0.1290		0.3442		0.2512		0.1971		1.520		0.8416						4	40.21	168.44										240	2412.74	1225.79	244	2452.96	1394.23
6/11/2020 11:06	14	375654121333101										0.02		0.005		0.141		0.087			1.48	0.33	10.07	2.81		11.55																																																																	
6/11/2020 11:14	15	375509121335101										0.02		0.004		0.127		0.079			1.36	0.31	9.07	2.57		10.43																																																																	
6/11/2020 11:16	ORI	11313325		4.7		1.7		2.0		0.7		0.02		0.005		0.215		0.093		0.48	1.43	0.36	15.35	3.00	34.27	16.78		4.1		0.357		2.8		0.115		0.0835		0.0175		0.0083	E	0.0056		0.0171		0.0175		0.0177		0.0136		1.0000		0.0765		0.515		0.2096		0.5145		0.3449		0.2063		1.473	<	0.8900						2	40.21	168.44						8	160.85	96.41		108	2171.47	774.82	118	2372.53	1039.67
6/11/2020 11:54	16	375345121335801										0.03		0.005		0.171		0.088			1.93	0.38	12.21	2.83		14.14																																																																	
6/11/2020 12:00	17	375218121344701										0.02		0.006		0.177		0.086			1.69	0.43	12.64	2.78		14.33																																																																	
6/11/2020 12:06	18	375038121333101										0.02		0.006		0.209		0.091			1.43	0.45	14.92	2.94		16.35																																																																	
6/11/2020 12:10	ORCC	11313250		8.8		0.8		4.8		0.9		0.02		0.006		0.241		0.088		0.51	1.43	0.43	17.20	2.84	36.41	18.63		4.4		0.371		2.8		0.122		0.0883		0.0183		0.0086	E	0.0057		0.0174		0.0176		0.0178		0.0138		1.0540		0.1504		0.531		0.2213		0.5381		0.3654		0.2283		1.493		0.8779		2	40.21	42.11		10	201.06	288.88						2	40.21	15.79		114	2292.11	637.81	128	2573.59	984.58
6/11/2020 12:30	19	375142121330701										0.03		0.010		0.316		0.097			2.07	0.73	22.56	3.14		24.63																																																																	
6/11/2020 12:36	20	375240121305201										0.03		0.011		0.307		0.095			2.11	0.81	21.92	3.09		24.03																																																																	
6/11/2020 12:42	MRB	11312674		3.0		1.3		1.6		0.6		0.02		0.006		0.278		0.086		0.53	1.43	0.43	19.85	2.78	37.84	21.27		4.0		0.341		2.8		0.113		0.0817		0.0168		0.0080	E	0.0053		0.0172		0.0178		0.0178		0.0134		0.9870		0.0852		0.492		0.1989		0.5049		0.3398		0.1878		1.514		0.8843						70	6702.07	22581.14										394	37723.06	5678.54	464	44425.13	28259.68
6/11/2020 13:01	21	375439121303901										0.03		0.007		0.279		0.092			1.86	0.46	19.92	2.97		21.77																																																																	
6/11/2020 13:06	22	375527121315101										0.03		0.007		0.293		0.092			2.16	0.51	20.92	2.96		23.07																																																																	
6/11/2020 13:13	23	375658121320201										0.02		0.007		0.294		0.086			1.39	0.49	20.99	2.78		22.38																																																																	
6/11/2020 13:18	24	375818121314201										0.02		0.007		0.297		0.086			1.25	0.50	21.20	2.79		22.45																																																																	
6/11/2020 13:24	25	375922121304301										0.01		0.009		0.330		0.087			0.97	0.61	23.56	2.81		24.53																																																																	
6/11/2020 13:26	MRH	11312685		3.8		0.8		1.2		0.4		0.01		0.007		0.282		0.084		0.49	0.71	0.50	20.13	2.71	34.98	20.85		3.4		0.266		2.8		0.094		0.0682		0.0139	E	0.0066	E	0.0044		0.0174		0.0179		0.0177		0.0137		0.7350		0.0961		0.383		0.1556		0.4033		0.2706		0.1834		1.497		0.8711						4	80.42	103.61										72	1447.65	629.57	76	1528.07	733.18
6/11/2020 13:41	26	380118121311101										0.02		0.009		0.287		0.080			1.27	0.62	20.49	2.58		21.76																																																																	
6/11/2020 13:46	27	380238121315001										0.02		0.011		0.288		0.082			1.56	0.76	20.56	2.65		22.12																																																																	
7/27/2020 7:32	MILLER PARK	383340121310601									<	0.01		0.001		0.044		0.029			0.36	0.07	3.14	0.94		3.50																																																																	
7/27/2020 7:53	2	2020072702									<	0.01		0.001		0.041		0.027			0.36	0.10	2.93	0.88		3.28																																																																	
7/27/2020 8:03	3	2020072703									<	0.01		0.001	<	0.040		0.026			0.36	0.09	1.43	0.85		1.78																																																																	
7/27/2020 8:10	4	2020072704									<	0.01		0.001	<	0.040		0.028			0.36	0.08	1.43	0.89		1.78																																																																	
7/27/2020 8:16	5	2020072705									<	0.01		0.001		0.041		0.028			0.36	0.09	2.93	0.91		3.28																																																																	
7/27/2020 8:25	FPT	11447650										0.01		0.002	<	0.040		0.031		0.11	0.71	0.14	1.43	1.00	7.85	2.14																																																8	80.42	189.16										168	1688.92	524.14	176	1769.35	713.30
7/27/2020 9:03	6	2020072706										0.11		0.002		0.043		0.039			7.50	0.11	3.07	1.26		10.57																																																																	
7/27/2020 9:09	7	2020072707										0.19		0.002		0.048		0.048			13.56	0.13	3.43	1.56		16.99																																																																	
7/27/2020 9:14	8	2020072708										0.21		0.003		0.052		0.051			15.21	0.18	3.71	1.65		18.92																																																																	
7/27/2020 9:20	HOOD	382205121311300										0.42		0.004	<	0.040		0.074		0.38	29.98	0.29	1.43	2.39	27.13	31.41																																																												144	1447.65	713.41	144	1447.65	713.41
7/27/2020 9:43	9	2020072709										0.56		0.006		0.073		0.080			40.19	0.39	5.21	2.58		45.40																																																																	
7/27/2020 9:49	10	2020072710										0.38		0.005		0.080		0.059			26.99	0.37	5.71	1.90		32.70																																																																	
7/27/2020 9:59	11	2020072711										0.23		0.004		0.063		0.046			16.42	0.30	4.50	1.50		20.92																																																																	
7/27/2020 10:15	12	2020072712										0.25		0.004		0.065		0.049			18.13	0.31	4.64	1.58		22.77																																																																	
7/27/2020 11:25	WGA	11447890										0.26		0.005	<	0.040		0.053		0.35	18.56	0.36	1.43	1.71	24.99	19.99																																																12	241.27	517.45										172	3458.27	1978.65	184	3699.54	2496.10
7/27/2020 11:56	13	2020072713										0.23		0.006		0.079		0.057			16.06	0.44	5.64	1.83		21.70																																																																	
7/27/2020 12:11	14	2020072714										0.22		0.008		0.087		0.055			15.56	0.57	6.21	1.79		21.77																																																																	
7/27/2020 12:16	15	2020072715										0.24		0.011		0.103		0.059			16.85	0.80	7.35	1.92		24.20																																																																	
7/27/2020 12:22	16	2020072716										0.18		0.013		0.108		0.057			12.85	0.91	7.71	1.86		20.56																																																																	
7/27/2020 12:33	17	2020072717										0.19		0.015		0.114		0.051			13.71	1.06	8.14	1.64		21.85																																																																	
7/27/2020 12:42	GOB	380856121352901										0.18		0.015		0.112		0.052			12.85	1.07	8.00	1.68		20.85																																																																	
7/27/2020 13:30	GAM	380749121344701										0.17		0.019		0.124		0.061		0.39	12.14	1.36	8.85	1.97	27.84	20.99																																																4	40.21	168.44										192	1930.20	1169.95	196	1970.41	1338.39
7/27/2020 13:47	19	2020072719										0.14		0.022		0.166		0.056			10.21	1.56	11.85	1.82		22.06																																																																	
7/27/2020 13:55	20	2020072720										0.03		0.014		0.159		0.056			1.88	0.97	11.35	1.80		13.23																																																																	
7/27/2020 14:00	21	2020072721										0.02		0.013		0.160		0.054			1.45	0.91	11.42	1.75		12.87																																																																	
7/27/2020 14:06	22	2020072722									<	0.01		0.008		0.145		0.057			0.36	0.59	10.35	1.84		10.71																																																																	
7/27/2020 14:10	3MSJ	380504121405601									<	0.01		0.007		0.132		0.059			0.36	0.50	9.42	1.90		9.78																																																																	
7/27/2020 14:29	24	2020072724										0.01		0.006		0.135		0.060			0.74	0.45	9.64	1.94		10.37																																																																	
7/27/2020 14:34	25	2020072725										0.07		0.014		0.164		0.062			5.06	1.01	11.71	2.00		16.77																																																																	
7/27/2020 14:39	26	2020072726										0.09		0.015		0.155		0.062			6.44	1.05	11.07	2.02		17.50																																																																	
7/27/2020 14:46	27	2020072727										0.13		0.013		0.140		0.059			9.35	0.91	9.99	1.92		19.35																																																																	
7/27/2020 14:50	28	2020072728										0.15		0.009		0.117		0.054			10.92	0.64	8.35	1.76		19.28																																																																	
7/27/2020 15:02	29	2020072729										0.17		0.008		0.102		0.051			12.14	0.57	7.28	1.64		19.42																																																																	
7/27/2020 15:08	30	2020072730										0.27		0.007		0.097		0.062			19.28	0.50	6.92	2.00		26.20																																																																	
7/27/2020 15:20	WGC	381330121332401										0.21		0.006		0.055		0.056		0.36	14.99	0.43	3.93	1.81	25.70	18.92																																																72	723.82	2640.77										656	6594.83	2517.27	728	7318.66	5158.04
7/28/2020 8:31	3MSJ	380504121405601										0.01		0.009		0.132		0.059			0.71	0.64	9.42	1.90		10.14																																																																	
7/28/2020 8:45	2	2020072802										0.02		0.012		0.143		0.057			1.08	0.84	10.21	1.83		11.29																																																																	
7/28/2020 8:50	3	2020072803										0.01		0.012		0.143		0.057			0.88	0.86	10.21	1.84		11.09																																																																	
7/28/2020 8:54	4	2020072804										0.01		0.012		0.124		0.052			0.85	0.86	8.85	1.69		9.70																																																																	
7/28/2020 9:05	PPT	11313460									<	0.01		0.008				0.055		0.24	0.36	0.57		1.78	17.13																																																													52	522.76	461.26	52	522.76	461.26
7/28/2020 9:32	5	2020072805									<	0.01		0.007		0.083		0.051			0.36	0.52	5.93	1.66		6.28																																																																	
7/28/2020 9:40	SJW	380131121280501									<	0.01		0.006		0.082		0.058		0.23	0.36	0.43	5.85	1.87	16.42	6.21																																																								2	40.21	63.17		144	2895.29	1515.97	146	2935.51	1579.14
7/28/2020 10:18	6	2020072806									<	0.01		0.006		0.103		0.066			0.36	0.40	7.35	2.13		7.71																																																																	
7/28/2020 10:25	TRN	11311300										0.02		0.007		0.449		0.140		0.70	1.43	0.50	32.05	4.52	49.97	33.48																																																												192	3860.39	5546.43	192	3860.39	5546.43
7/28/2020 10:46	7	2020072807										0.03		0.012		0.779		0.219			2.00	0.85	55.61	7.09		57.61																																																																	
7/28/2020 10:55	SJRBC	375831121223701										0.05		0.020		1.190		0.261		1.54	3.57	1.43	84.95	8.43	109.94	88.52																																																8	80.42	189.16										140	1407.43	612.08	148	1487.86	801.25
7/28/2020 11:33	8	2020072808										0.07		0.022		1.215		0.252			5.20	1.53	86.74	8.16		91.94																																																																	
7/28/2020 11:40	SJP2	375709121190301										0.07		0.025		0.870		0.328			5.00	1.78	62.11	10.59		67.11																																																																	
7/28/2020 12:00	SJRST	375649121202101										0.10		0.023		1.370		0.314			7.14	1.64	97.80	10.14		104.94																																																																	
7/28/2020 12:07	SJRR	375615121200501										0.11		0.025		1.330		0.283			7.85	1.78	94.95	9.14		102.80																																																																	
7/28/2020 13:00	TRN	11311300										0.02		0.007		0.378		0.144			1.43	0.50	26.99	4.65		28.41																																																																	
7/28/2020 13:17	10	2020072810										0.01		0.007		0.346		0.136			0.76	0.47	24.70	4.40		25.46																																																																	
7/28/2020 13:49	13	2020072812									<	0.01		0.006		0.271		0.126			0.36	0.43	19.35	4.08		19.70																																																																	
7/28/2020 13:55	12	2020072813									<	0.01		0.004		0.048		0.069			0.36	0.27	3.43	2.22		3.78																																																																	
7/28/2020 14:00	MRH	11312685									<	0.01		0.003	<	0.040		0.065		0.18	0.36	0.21	1.43	2.10	12.85	1.78																																																28	281.49	859.56										24	241.27	172.77	52	522.76	1032.33
7/28/2020 14:23	14	2020072814									<	0.01		0.003	<	0.040		0.065			0.36	0.23	1.43	2.10		1.78																																																																	
7/28/2020 14:28	15	2020072815										0.01		0.003	<	0.040		0.065			0.84	0.19	1.43	2.12		2.27																																																																	
7/28/2020 14:35	ORF	380300121344801									<	0.01		0.002	<	0.040		0.063		0.15	0.36	0.14	1.43	2.03	10.71	1.78																																																4	80.42	142.12						4	80.42	110.54		128	2573.59	1893.18	136	2734.44	2145.84
7/28/2020 15:04	16	2020072816									<	0.01		0.005		0.054		0.063			0.36	0.34	3.86	2.02		4.21																																																																	
7/28/2020 15:10	17	2020072817									<	0.01		0.006		0.086		0.062			0.36	0.41	6.14	2.02		6.50																																																																	
7/28/2020 15:18	SJRFR	380353121403701										0.02		0.007		0.113		0.062			1.43	0.50	8.07	2.00		9.49																																																																	
8/17/2020 7:47	MILLER PARK	383340121310601										0.03		0.001	<	0.040		0.029			2.14	0.07	1.43	0.94		3.57																																																																	
8/17/2020 8:16	2	20200817-02										0.03		0.001	<	0.040		0.032			2.16	0.11	1.43	1.02		3.59																																																																	
8/17/2020 8:21	3	20200817-03										0.03		0.002	<	0.040		0.032			1.77	0.11	1.43	1.03		3.20																																																																	
8/17/2020 8:27	4	20200817-04										0.03		0.002	<	0.040		0.033			2.01	0.11	1.43	1.06		3.44																																																																	
8/17/2020 8:35	5	20200817-05										0.03		0.002	<	0.040		0.034			1.82	0.12	1.43	1.09		3.25																																																																	
8/17/2020 8:45	FPT	11447650		1.3		1.8		0.9		0.8		0.02	<	0.001	<	0.040		0.038		0.14	1.43	0.04	1.43	1.23	9.99	2.86		1.7																																													10	16	321.70	1347.53									10	184	3699.54	1937.07	200	4021.24	3284.60
8/17/2020 9:19	7	20200817-07										0.22		0.002		0.052		0.048			15.56	0.16	3.71	1.56		19.28																																																																	
8/17/2020 9:26	8	20200817-08										0.31		0.003	<	0.040		0.056			22.42	0.20	1.43	1.82		23.84																																																																	
8/17/2020 9:32	9	20200817-09										0.61		0.005		0.044		0.092			43.76	0.34	3.14	2.98		46.90																																																																	
8/17/2020 9:38	HOOD	382205121311300		1.0		1.3		0.6		0.4		0.49		0.005		0.045		0.083		0.64	34.98	0.36	3.21	2.68	45.69	38.19		1.8																																													10	80	1608.50	3449.68									10	228	4584.21	1749.81	308	6192.71	5199.48
8/17/2020 10:01	11	20200817-11										0.36		0.006		0.054		0.065			25.34	0.43	3.86	2.09		29.20																																																																	
8/17/2020 10:06	12	20200817-12										0.46		0.007		0.073		0.078			33.12	0.53	5.21	2.52		38.34																																																																	
8/17/2020 10:14	13	20200817-13										0.38		0.007		0.060		0.069			27.34	0.47	4.28	2.22		31.63																																																																	
8/17/2020 10:19	14	20200817-14										0.25		0.005		0.058		0.062			18.06	0.35	4.14	1.99		22.20																																																																	
8/17/2020 10:26	WGA	11447890		1.6		1.4		1.0		0.5		0.16		0.004		0.048		0.054		0.31	11.42	0.29	3.43	1.74	22.13	14.85		1.7																																													10	4	80.42	336.88									10	354	7117.59	804.98	358	7198.02	1141.86
8/17/2020 11:10	16	20200817-16										0.22		0.008		0.085		0.058			15.35	0.54	6.07	1.87		21.42																																																																	
8/17/2020 11:27	17	20200817-17										0.34		0.012		0.095		0.068			24.42	0.87	6.78	2.21		31.20																																																																	
8/17/2020 11:34	18	20200817-18										0.32		0.017		0.121		0.069			22.84	1.20	8.64	2.23		31.48																																																																	
8/17/2020 11:39	19	20200817-19										0.28		0.018		0.120		0.064			19.92	1.26	8.57	2.08		28.48																																																																	
8/17/2020 11:50	20	20200817-20										0.13		0.015		0.103		0.054			9.49	1.04	7.35	1.76		16.85																																																																	
8/17/2020 12:17	GAM	380749121344701		1.3		0.8		0.8		0.2		0.13		0.019		0.126		0.061		0.36	9.28	1.36	9.00	1.97	25.70	18.28		1.7																																													10	184	3699.54	11297.01									10	368	7399.08	2824.25	552	11098.62	14121.27
8/17/2020 12:57	22	20200817-22										0.21		0.031		0.190		0.068			14.71	2.20	13.56	2.21		28.27																																																																	
8/17/2020 13:18	3MILE	380640121405701										0.04		0.010		0.128		0.068			2.86	0.71	9.14	2.20		11.99																																																																	
8/17/2020 13:40	24	20200817-24										0.11		0.019		0.196		0.072			7.64	1.36	13.99	2.32		21.63																																																																	
8/17/2020 13:45	25	20200817-25																																																																																									
8/17/2020 13:50	26	20200817-26										0.19		0.013		0.133		0.064			13.56	0.90	9.49	2.08		23.06																																																																	
8/17/2020 14:02	27	20200817-27										0.15		0.010		0.113		0.056			10.42	0.70	8.07	1.81		18.49																																																																	
8/17/2020 14:08	28	20200817-28										0.39		0.011		0.111		0.079			27.49	0.79	7.92	2.55		35.41																																																																	
8/17/2020 14:12	29	20200817-29										0.25		0.008		0.087		0.066			17.99	0.60	6.21	2.14		24.20																																																																	
8/17/2020 14:20	WGC	381330121332401		1.9		0.7		1.1		0.3		0.21		0.007		0.079		0.063		0.38	14.99	0.50	5.64	2.03	27.13	20.63		1.7																																									10	16	321.70	139.45	10	32	643.40	828.86									10	192	3860.39	852.73	240	4825.49	1821.04
8/17/2020 14:40	31	20200817-31										0.17		0.006		0.076		0.054			11.78	0.45	5.43	1.75		17.20																																																																	
8/17/2020 15:18	CCH41	11455385		1.3		1.4		0.5		0.5		0.13		0.018		0.181		0.075		0.40	9.28	1.29	12.92	2.42	28.56	22.20		1.7																																													10	64	1286.80	3929.40									10	264	5308.04	953.29	328	6594.83	4882.69
8/17/2020 16:20	LIB	11455315		1.1		1.4		0.5		0.6		0.13		0.016		0.120		0.083		0.39	9.28	1.14	8.57	2.68	27.84	17.85		1.8																																													10	232	4664.64	11999.50									10	360	7238.23	1940.44	592	11902.87	13939.94
8/17/2020 16:39	35	20200817-35										0.08		0.013		0.120		0.078			5.32	0.92	8.57	2.53		13.89																																																																	
8/17/2020 16:48	SSB	11455276		5.1		3.0		1.2		0.9	<	0.01		0.002	<	0.040		0.188		0.23	0.36	0.14	1.43	6.07	16.42	1.78		3.3																																													10	405	116328.73	133818.23													405	116328.73	133818.23
8/17/2020 17:10	37	20200817-37										0.03		0.001	<	0.040		0.261			1.93	0.07	1.43	8.45		3.36																																																																	
8/17/2020 17:15	SS	382010121402301		2.6		1.6		1.0		0.3		0.02	<	0.001	<	0.040		0.237		0.28	1.43	0.04	1.43	7.65	19.99	2.86		3.8																																													10	154	8148.30	29263.49									10	247	13069.03	2347.12	401	21217.33	31610.62
8/17/2020 17:33	39	20200817-39										0.03		0.006		0.044		0.126			1.98	0.42	3.14	4.08		5.13																																																																	
8/17/2020 17:38	40	20200817-40										0.06		0.008		0.058		0.109			4.32	0.59	4.14	3.53		8.46																																																																	
8/17/2020 17:43	41	20200817-41										0.11		0.016		0.111		0.087			7.71	1.11	7.92	2.81		15.63																																																																	
8/17/2020 17:44	PCT	381424121405601										0.12		0.017		0.155		0.082			8.57	1.21	11.07	2.65		19.63																																																																	
8/17/2020 18:06	RVB	380931121410501										0.10		0.019		0.193		0.076			7.14	1.36	13.78	2.45		20.92																																																																	
8/18/2020 8:47	3MSJ	380504121405601										0.02		0.006		0.093		0.069			1.43	0.43	6.64	2.23		8.07																																																																	
8/18/2020 8:56	2	20200818-02										0.03		0.008		0.105		0.066			1.91	0.57	7.50	2.12		9.40																																																																	
8/18/2020 9:00	3	20200818-03										0.04		0.011		0.120		0.064			2.49	0.77	8.57	2.06		11.06																																																																	
8/18/2020 9:05	4	20200818-04										0.05		0.013		0.130		0.065			3.41	0.92	9.28	2.09		12.69																																																																	
8/18/2020 9:09	5	20200818-05										0.05		0.013		0.130		0.050			3.38	0.91	9.28	1.61		12.66																																																																	
8/18/2020 9:15	PPT	11313460		5.1		3.3		3.3		1.4		0.05		0.012		0.133		0.068		0.30	3.57	0.86	9.49	2.20	21.42	13.06		1.9																																																									10	308	6192.71	1112.17	308	6192.71	1112.17
8/18/2020 9:34	7	20200818-07										0.04		0.009		0.133		0.069			2.81	0.63	9.49	2.22		12.31																																																																	
8/18/2020 9:38	8	20200818-08										0.04		0.007		0.107		0.073			2.58	0.49	7.64	2.37		10.22																																																																	
8/18/2020 9:42	9	20200818-09										0.03		0.005		0.119		0.086			2.18	0.33	8.50	2.78		10.67																																																																	
8/18/2020 9:48	TRN	11311300		7.5		3.1		4.5		1.1		0.03		0.005		0.259		0.138		0.49	2.14	0.36	18.49	4.45	34.98	20.63		3.1																																													10	112	2251.89	8087.37									10	656	13189.67	5034.54	768	15441.56	13121.90
8/18/2020 10:09	11	20200818-11										0.04		0.009		0.633		0.221			2.59	0.65	45.19	7.16		47.78																																																																	
8/18/2020 10:16	SJRBC	375831121223701		11.6		3.0		4.5		1.3		0.04		0.018		1.250		0.342		1.49	2.86	1.29	89.24	11.04	106.37	92.09		3.6																																													10	4	80.42	72.77									10	412	8283.75	2220.73	416	8364.18	2293.49
8/18/2020 10:36	13	20200818-13										0.06		0.029		1.808		0.449			4.05	2.03	129.07	14.54		133.12																																																																	
8/18/2020 10:40	SJRST	375649121202101										0.12		0.026		1.960		0.403			8.57	1.86	139.92	13.01		148.49																																																																	
8/18/2020 10:50	15	20200818-15										0.12		0.026		2.008		0.456			8.28	1.86	143.35	14.77		151.63																																																																	
8/18/2020 11:17	14MSJ	375949121251001										0.03		0.005		0.358		0.199			2.14	0.36	25.56	6.42		27.70																																																																	
8/18/2020 11:31	17	20200818-17										0.03		0.003		0.126		0.175			2.34	0.22	9.00	5.67		11.34																																																																	
8/18/2020 11:36	18	20200818-18										0.01		0.002	<	0.040		0.087			0.81	0.12	1.43	2.83		2.23																																																																	
8/18/2020 11:40	14MILE	380232121241801		4.6		2.6		1.5		0.6		0.01		0.001	<	0.040		0.066		0.24	0.71	0.07	1.43	2.13	17.13	2.14		3.2																																													10	220	20106.20	61396.80									10	181	16541.92	42553.07	401	36648.12	103949.88
8/18/2020 12:09	20	20200818-20										0.02		0.003		0.043		0.065			1.72	0.21	3.07	2.10		4.79																																																																	
8/18/2020 12:14	21	20200818-21										0.04		0.005		0.089		0.070			2.76	0.33	6.35	2.26		9.12																																																																	
8/18/2020 12:17	DSSJ	380217121290301										0.04		0.008		0.122		0.072			2.86	0.57	8.71	2.32		11.57																																																																	
8/18/2020 12:39	ORSJ	380412121344001										0.03		0.004		0.045		0.073			2.14	0.29	3.21	2.36		5.35																																																																	
8/18/2020 12:52	24	20200818-24										0.02		0.003	<	0.040		0.074			1.41	0.24	1.43	2.41		2.84																																																																	
8/18/2020 12:56	25	20200818-25										0.02		0.005		0.064		0.069			1.58	0.37	4.57	2.24		6.15																																																																	
8/18/2020 13:00	26	20200818-26										0.03		0.009		0.086		0.067			1.95	0.65	6.14	2.17		8.09																																																																	
8/18/2020 13:05	JPT	11337190		5.5		2.1		2.9		0.5		0.02		0.006		0.092		0.068		0.27	1.43	0.43	6.57	2.20	19.28	8.00		1.9																																													10	48	965.10	1705.47									10	520	10455.22	5474.34	568	11420.32	7179.80
8/18/2020 13:28	28	20200818-28										0.02		0.006		0.092		0.051			1.43	0.41	6.57	1.65		8.00																																																																	
8/18/2020 13:32	29	20200818-29										0.02		0.006		0.091		0.070			1.63	0.40	6.50	2.25		8.12																																																																	
8/18/2020 13:37	30	20200818-30										0.02		0.004		0.082		0.072			1.42	0.28	5.85	2.33		7.27																																																																	
8/18/2020 13:42	31	20200818-31										0.02		0.004		0.095		0.072			1.52	0.29	6.78	2.34		8.30																																																																	
8/18/2020 13:46	32	20200818-32										0.03		0.005		0.123		0.075			2.02	0.36	8.78	2.43		10.80																																																																	
