"file","band","value","date"
"S2B_SR_HARMONIZED_indices_20180907T184909.tif","wavi",-0.0222819820046425,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","mcari",0.00254358979873359,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","mndwi",0.639751553535461,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","ndmi",-0.333333343267441,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","vari",0.639053225517273,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","evi",-0.0268890969455242,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","gndvi",-0.639751553535461,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","ndavi",-0.624595463275909,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","ndvi",-0.457943916320801,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","savi",-0.028193324804306,2203-03-20
"S2B_SR_HARMONIZED_indices_20180917T185019.tif","wavi",-0.0363533608615398,2203-03-20
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","mcari",0.00132812303490937,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","mndwi",0.607347905635834,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","ndmi",0.234899327158928,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","vari",0.0646830499172211,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","evi",-0.0727336779236794,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","gndvi",-0.319509893655777,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","ndavi",-0.230277180671692,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","ndvi",-0.28585559129715,2203-03-21
"S2B_SR_HARMONIZED_indices_20181007T185249.tif","savi",-0.0721177831292152,2203-03-21
