CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	NO3 (uM) (ISUS) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Turb (FNU) (CStar) SA	t (days) SA	estDOC (mg-C/L) SA
A3428	38.088724	-121.645425	San Joaquin River	Central Delta Tidal Zone	08-14-2015	18.15949	23.09338	836.2082	7.790252	7.962522	2.52188	15.30743	6.702989	19.27328	23.13068	805.5872	0.323206	9.827308	20.8341	2.050597
A3900	38.092107	-121.685745	Threemile Slough	Western Delta Tidal Zone	08-14-2015	20.63666	22.93337	1285.292	7.805216	8.136672	2.759697	18.56223	6.70975	19.02275	22.97282	1262.979	0.659569	10.74277	20.70839	2.259595
A3578	38.09167	-121.575185	San Joaquin River	Central Delta Tidal Zone	08-14-2015	14.66282	23.77494	551.3516	7.76953	7.701839	2.499106	20.12309	7.094556	18.19457	23.73071	583.913	0.291041	8.623752	20.76324	2.359801
A3448	38.090908	-121.678012	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.18133	22.94174	1185.449	7.813805	8.113362	2.850434	16.5279	6.739407	20.2613	22.99388	1144.046	0.593057	10.44632	20.74434	2.128991
A3421	38.088975	-121.63314	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.53496	23.54773	607.4507	7.760146	7.802998	2.601949	18.77051	6.542939	20.24294	23.49755	612.0537	0.311663	9.106775	29.63493	2.27281
A3430	38.090099	-121.648685	San Joaquin River	Central Delta Tidal Zone	08-14-2015	19.1796	23.1415	862.4073	7.801536	8.042191	2.65483	16.77138	6.671651	18.88986	23.20461	846.018	0.40112	9.382778	26.57084	2.144629
A3446	38.092724	-121.675094	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.29277	22.89487	1170.068	7.796215	8.029613	3.144771	12.89807	6.811199	20.35823	22.93063	1125.3	0.583048	11.02668	29.26829	1.895956
A3432	38.092399	-121.650948	San Joaquin River	Central Delta Tidal Zone	08-14-2015	19.86061	23.1802	887.4281	7.810986	8.103748	2.738289	17.23688	6.660299	18.68195	23.26567	885.6481	0.423612	9.046219	28.54196	2.174518
A3902	38.094999	-121.68585	Threemile Slough	Western Delta Tidal Zone	08-14-2015	20.74291	22.94163	1307.792	7.805268	8.136602	2.75225	18.56356	6.715034	18.82159	22.98113	1281.532	0.669309	10.73807	19.86296	2.259681
A3419	38.091132	-121.630393	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.19747	23.59421	589.6118	7.74669	7.809402	2.598279	17.46744	6.521703	19.79404	23.58478	589.7759	0.295064	8.540561	20.9123	2.189318
A3434	38.093874	-121.654193	San Joaquin River	Central Delta Tidal Zone	08-14-2015	19.99105	23.18686	904.6854	7.793567	8.091003	2.693473	16.88471	6.677278	18.70464	23.33391	864.1293	0.383914	8.917096	18.49401	2.151903
A3444	38.094175	-121.671838	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.43615	22.87712	1166.678	7.784231	7.994011	3.306868	11.9014	6.839186	19.64036	22.90359	1124.633	0.583046	11.22462	18.49196	1.831969
A3417	38.093264	-121.628258	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.37221	23.60539	571.6798	7.727779	7.791409	2.628568	16.42166	6.442546	19.64847	23.62082	572.5931	0.28556	8.368823	19.24383	2.122254
A3436	38.09517	-121.657505	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.2399	23.12607	967.6638	7.788414	8.097727	2.688099	17.68854	6.715003	18.75302	23.33718	853.9919	0.342638	9.038545	19.01734	2.203508
A3442	38.095122	-121.668326	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.93968	22.84743	1202.68	7.784056	8.018767	3.180196	14.42333	6.801395	17.35791	22.87161	1168.35	0.606417	11.04826	20.97674	1.993878
A3438	38.09591	-121.661067	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.38402	23.05533	1027.14	7.783882	8.068126	2.673032	17.95552	6.721401	17.83454	23.23238	923.6317	0.40258	9.402858	20.67508	2.220646
A3440	38.096151	-121.664825	San Joaquin River	Central Delta Tidal Zone	08-14-2015	20.71539	22.92597	1137.094	7.779557	8.012944	2.810901	17.30533	6.741158	16.37931	22.97644	1101.975	0.561132	10.322	28.36533	2.178902
A3904	38.097912	-121.685918	Threemile Slough	Western Delta Tidal Zone	08-14-2015	20.72805	22.98052	1337.63	7.807769	8.139368	3.081938	18.48921	6.719182	18.71608	23.00642	1305.414	0.681669	10.62394	19.97724	2.254907
A3415	38.096232	-121.627492	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.60376	23.59731	562.0645	7.713496	7.773485	2.647984	16.42419	6.381796	20.01868	23.62444	562.7228	0.280578	8.303076	21.47965	2.122417
A3383	38.097856	-121.574768	San Joaquin River	Central Delta Tidal Zone	08-14-2015	13.91819	23.7398	583.1204	7.879727	7.778338	2.389054	20.40585	6.952025	17.59244	23.63174	602.6507	0.301108	9.224028	26.69239	2.377953
A3906	38.100836	-121.685877	Threemile Slough	Western Delta Tidal Zone	08-14-2015	20.79942	22.98057	1359.274	7.809141	8.133405	3.317477	18.59433	6.717045	19.08556	22.99776	1323.607	0.69159	10.65589	21.61776	2.261656
A3385	38.098259	-121.577943	San Joaquin River	Central Delta Tidal Zone	08-14-2015	13.77817	23.66814	605.5476	7.967069	7.82512	2.338793	19.9239	6.901587	17.67985	23.60234	594.4025	0.297061	9.150669	20.56474	2.347015
A3413	38.099775	-121.627531	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.77075	23.57507	552.0423	7.693917	7.745393	2.671844	17.04592	6.29885	20.22454	23.60062	550.0834	0.274846	8.231503	19.55344	2.162301
A3387	38.099019	-121.581426	San Joaquin River	Central Delta Tidal Zone	08-14-2015	14.80944	23.61102	599.2502	8.013412	7.851143	2.358476	19.33752	6.604089	18.13929	23.71239	518.5283	0.258101	8.319337	21.28387	2.309369
A3389	38.098518	-121.585375	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.57178	23.70315	516.6321	7.880543	7.783185	2.501484	17.7416	6.33612	19.2919	23.80471	465.0889	0.230509	7.734733	21.66126	2.206909
A3391	38.09849	-121.589208	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.88591	23.74574	486.4253	7.79541	7.741256	2.579594	17.63812	6.396545	20.06186	23.78756	476.8031	0.236471	7.83758	28.18962	2.200268
A3393	38.099992	-121.592501	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.68252	23.72948	499.967	7.721621	7.697557	2.656584	18.77681	6.67417	20.47224	23.70803	517.1818	0.257158	8.356038	26.67296	2.273377
A3411	38.101485	-121.624096	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.99842	23.62533	524.6298	7.681504	7.730546	2.715142	15.9947	6.231256	20.43075	23.60934	533.6642	0.266043	8.182208	24.84378	2.094856
A3409	38.101803	-121.620197	San Joaquin River	Central Delta Tidal Zone	08-14-2015	18.25671	23.70842	498.3653	7.699737	7.739886	2.732723	14.91366	6.101101	20.82517	23.66908	508.6068	0.252802	8.024988	21.15332	2.025891
A3908	38.103695	-121.685194	Threemile Slough	Western Delta Tidal Zone	08-14-2015	21.03894	22.92369	1426.877	7.810223	8.121317	3.696413	18.39991	6.753076	19.94527	22.92917	1384.42	0.725653	10.60746	21.4657	2.249175
A3395	38.101715	-121.595586	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.70715	23.66998	530.5943	7.741009	7.706353	2.678266	19.1742	6.646451	20.5208	23.68789	515.7133	0.25656	8.398973	27.9921	2.2989
A3407	38.10209	-121.616533	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.868	23.74915	506.3221	7.75853	7.77498	2.711291	14.43774	6.067155	21.01321	23.72862	496.2195	0.246218	7.980056	26.01273	1.997978
A3926	38.105162	-121.695437	Threemile Slough	Western Delta Tidal Zone	08-14-2015	23.16188	22.88192	1472.407	7.769532	8.212203	3.018258	16.04095	5.899216	20.384	22.91943	1393.891	0.731585	10.41348	21.30411	2.097729
A3397	38.102941	-121.598947	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.76949	23.65886	533.5167	7.745761	7.708373	2.684375	18.86314	6.61571	20.51396	23.68757	512.7063	0.255086	8.358944	13.68592	2.27897
A3910	38.106505	-121.684415	Threemile Slough	Western Delta Tidal Zone	08-14-2015	21.12403	22.91665	1452.323	7.807501	8.112498	3.675524	18.46898	6.739968	20.3187	22.91998	1410.682	0.74007	10.49439	26.86875	2.25361
A3929	38.106136	-121.700692	Threemile Slough	Western Delta Tidal Zone	08-14-2015	23.94941	22.86146	1329.153	7.750039	8.239402	2.938895	14.58039	5.574989	21.01764	22.89501	1237.483	0.648187	10.03772	25.46366	2.003961
A3405	38.103912	-121.613328	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.95097	23.71322	534.4539	7.7807	7.787363	2.677884	15.67123	6.204938	20.48917	23.72873	512.7899	0.254887	8.167008	21.21258	2.075945
A3403	38.104706	-121.609854	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.40346	23.70651	539.1813	7.771903	7.768001	2.664273	17.75832	6.383056	20.22653	23.68936	547.011	0.272365	8.465816	27.03192	2.209683
A3399	38.104597	-121.602205	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.87973	23.66527	526.6778	7.74331	7.712176	2.687159	18.19663	6.574183	20.40494	23.69961	522.6862	0.260089	8.282249	10.92932	2.236281
A3924	38.107748	-121.693717	Threemile Slough	Western Delta Tidal Zone	08-14-2015	22.95013	22.87502	1532.442	7.781758	8.242521	3.070734	16.93303	6.007017	20.32075	22.92589	1436.835	0.754766	10.57022	25.43188	2.155
A3401	38.10541	-121.606023	San Joaquin River	Central Delta Tidal Zone	08-14-2015	16.58485	23.68854	531.444	7.744426	7.732906	2.676437	18.62524	6.40431	20.20137	23.71462	531.4201	0.264375	8.301298	20.91706	2.263754
A3912	38.10932	-121.683572	Threemile Slough	Western Delta Tidal Zone	08-14-2015	21.26947	22.8936	1512.631	7.802464	8.092241	3.364234	18.49248	6.71828	20.7535	22.89295	1471.37	0.773601	10.42175	20.761	2.255119
A3931	38.107749	-121.703633	Threemile Slough	Western Delta Tidal Zone	08-14-2015	23.94311	23.02358	1096.744	7.768965	8.225022	2.835353	13.32604	5.229905	20.46218	23.05615	948.7065	0.489948	9.76964	25.15847	1.923432
A3922	38.110366	-121.692168	Threemile Slough	Western Delta Tidal Zone	08-14-2015	22.86612	22.84067	1605.026	7.791584	8.268568	3.134321	17.77958	6.132219	20.09936	22.90081	1503.755	0.791654	10.82017	20.64214	2.209349
A3914	38.112177	-121.683157	Threemile Slough	Western Delta Tidal Zone	08-14-2015	21.4167	22.83196	1553.342	7.79941	8.062276	3.299199	18.32435	6.748619	21.66483	22.82704	1506.15	0.794017	10.33179	20.41128	2.24433
A3920	38.112748	-121.690091	Threemile Slough	Western Delta Tidal Zone	08-14-2015	22.61559	22.80818	1670.3	7.797569	8.251715	3.230114	18.24086	6.291989	20.49702	22.85939	1584.582	0.836594	11.10833	33.77199	2.238963
A3918	38.114603	-121.687301	Threemile Slough	Western Delta Tidal Zone	08-14-2015	22.35318	22.7817	1706.059	7.799356	8.199861	3.245331	18.34224	6.429739	21.86222	22.81558	1634.079	0.864433	11.30082	20.14448	2.245471
A3916	38.115219	-121.683429	Threemile Slough	Western Delta Tidal Zone	08-14-2015	22.30029	22.70906	1717.771	7.796957	8.106455	3.187671	18.32957	6.578672	21.93226	22.71731	1639.716	0.869507	10.95184	19.72325	2.244664
A708	38.114549	-121.703733	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.47005	23.22753	904.7338	7.799565	8.178521	2.733063	12.03077	5.067511	20.76106	23.25765	789.3141	0.401793	10.62672	15.10709	1.840276
A706	38.117002	-121.701837	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.43315	23.2201	855.6121	7.797248	8.205785	2.776435	11.79475	5.062726	20.37508	23.25484	794.7687	0.405201	10.66237	19.37776	1.825123
A704	38.119192	-121.699411	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.3441	23.25524	769.0212	7.78859	8.180302	2.718914	11.24457	5.033189	19.34175	23.29828	751.0106	0.381229	9.948273	24.47366	1.789802
A702	38.121737	-121.697703	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.13059	23.26862	790.0187	7.779763	8.144809	2.654474	11.3888	5.09438	19.01575	23.31673	771.8615	0.392281	9.485928	19.22031	1.799061
A700	38.124178	-121.69573	Sacramento River	Western Delta Tidal Zone	08-14-2015	22.97322	23.28734	815.5131	7.774449	8.120538	2.632116	11.60613	5.109674	19.35068	23.3369	759.3331	0.386132	9.320818	19.21215	1.813014
A698	38.126895	-121.694445	Sacramento River	Western Delta Tidal Zone	08-14-2015	22.93082	23.30464	798.2455	7.776224	8.109756	2.67017	11.46152	5.034443	20.05481	23.348	697.1229	0.354752	9.384949	12.82016	1.803731
A696	38.129471	-121.692688	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.23078	23.34901	604.0163	7.778504	8.072353	2.755785	10.23379	4.697874	20.64577	23.38597	477.6983	0.241967	9.494464	19.11959	1.724913
A694	38.132252	-121.691732	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.40146	23.37667	485.3393	7.776734	8.047803	2.753811	9.46538	4.541672	20.82465	23.41236	384.2018	0.193599	9.483561	24.43561	1.675581
A692	38.135137	-121.691311	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.47116	23.41457	322.2934	7.763077	7.998055	2.714746	8.398775	4.346971	20.81454	23.44901	271.6682	0.135975	9.416381	19.24758	1.607103
A690	38.137978	-121.690673	Sacramento River	Western Delta Tidal Zone	08-14-2015	23.0968	23.42008	291.6602	7.746852	7.963031	2.693476	8.147339	4.330025	20.70792	23.45205	260.2147	0.131145	9.291522	24.42518	1.590965
A688	38.140817	-121.689861	Sacramento River	Western Delta Tidal Zone	08-14-2015	22.83141	23.43471	262.1613	7.734515	7.94027	2.65713	7.840914	4.297464	20.58707	23.46571	238.9894	0.120202	9.146213	19.22194	1.571292
A686	38.143708	-121.689199	Sacramento River	Western Delta Tidal Zone	08-14-2015	22.19774	23.43743	241.1342	7.707525	7.884592	2.58787	7.498719	4.292413	20.11203	23.45254	224.8003	0.113576	9.01761	24.51703	1.549328
A684	38.146499	-121.688278	Sacramento River	Western Delta Tidal Zone	08-14-2015	21.98061	23.42933	225.3651	7.695313	7.85766	2.552453	7.428417	4.27862	19.86328	23.43714	211.0933	0.106504	9.033607	18.91782	1.544813
A682	38.149323	-121.687423	Sacramento River	Western Delta Tidal Zone	08-14-2015	21.74907	23.38667	202.9391	7.670907	7.794742	2.506028	7.545068	4.276988	19.34736	23.38754	192.0763	0.096809	9.077491	19.76569	1.552298
A680	38.152093	-121.686369	Sacramento River	Western Delta Tidal Zone	08-14-2015	21.53192	23.34993	207.6431	7.657167	7.750221	2.463181	7.871137	4.326793	18.57603	23.35971	197.4659	0.099839	8.978277	23.55353	1.573247
A678	38.154962	-121.685628	Sacramento River	Western Delta Tidal Zone	08-14-2015	21.48831	23.33878	203.3096	7.651403	7.728823	2.452862	7.932705	4.340166	18.34162	23.35184	193.9791	0.097925	8.91683	6.564955	1.577206
A5292	38.054335	-121.657094	Piper Slough	Central Delta Tidal Zone	08-14-2015	14.89709	23.02722	1085.102	7.912551	7.881934	1.954914	19.9059	6.938586	16.28693	22.80176	898.5575	0.085642	5.290341	19.28514	2.345859
A4890	38.055333	-121.648195	False River	Central Delta Tidal Zone	08-14-2015	14.38847	22.95917	952.9951	7.925012	7.994085	2.27037	17.54309	7.002182	14.4847	22.80825	842.697	0.103526	7.284988	21.32236	2.194166
A4973	38.020645	-121.518975	Middle River	Central Delta Tidal Zone	08-14-2015	11.03208	24.24278	582.2289	7.636484	7.460446	2.700415	28.11637	8.979411	19.74672	24.247	571.9586	0.281761	6.69203	19.20066	2.872649
A5291	38.05499	-121.655622	Piper Slough	Central Delta Tidal Zone	08-14-2015	14.89709	23.02722	1085.102	7.912551	7.881934	1.954914	19.9059	6.938586	16.28693	22.80176	898.5575	0.085642	5.290341	18.83573	2.345859
A4888	38.055149	-121.651923	False River	Central Delta Tidal Zone	08-14-2015	14.66233	23.00443	1013.801	7.919347	7.97513	2.112472	18.17694	6.966659	15.57528	22.7846	882.3391	0.10997	6.305394	21.9967	2.234859
A4891	38.055805	-121.646504	False River	Central Delta Tidal Zone	08-14-2015	14.26502	22.92816	904.2598	7.927049	7.949866	2.391988	17.17364	7.028887	13.47898	22.82928	817.3397	0.09916	7.616387	22.51859	2.170447
A4395	38.059787	-121.58222	Old River	Central Delta Tidal Zone	08-14-2015	10.28368	23.52385	659.8622	8.292206	8.147566	2.034813	20.58344	7.520119	15.08189	23.64348	652.4379	0.293446	6.80995	25.51058	2.389358
A4383	38.072749	-121.57151	Old River	Central Delta Tidal Zone	08-14-2015	12.28923	23.86072	623.4875	7.890335	7.691958	2.265097	20.42018	7.268451	16.62331	23.78068	636.2873	0.319852	8.350182	18.76729	2.378875
A4852	38.085517	-121.64578	Fishermans Cut	Central Delta Tidal Zone	08-14-2015	17.45933	22.98789	851.1812	7.794351	7.910702	2.403221	13.28743	6.76965	19.40903	23.00595	822.7195	0.290017	10.30994	18.87368	1.92087
A3577	38.093158	-121.576492	San Joaquin River	Central Delta Tidal Zone	08-14-2015	14.15469	23.73581	578.4379	7.820151	7.741167	2.415101	20.35591	7.05866	18.13647	23.65482	607.5815	0.303461	8.950761	17.20994	2.374748
A3932	38.109152	-121.704216	Threemile Slough	Western Delta Tidal Zone	08-14-2015	23.60557	23.11408	1053.421	7.783296	8.183539	2.775706	12.92593	5.209486	20.46218	23.14338	912.5239	0.46907	10.00265	19.25224	1.897745
A4825	38.02067	-121.516135	Columbia Cut	Central Delta Tidal Zone	08-14-2015	11.09835	24.24035	581.8306	7.634671	7.462848	2.683932	27.63171	8.943426	19.67566	24.25583	572.4911	0.281976	6.683302	11.15492	2.83928
A4951	38.050665	-121.521613	Middle River	Central Delta Tidal Zone	08-14-2015	11.61427	24.29206	572.2368	7.645831	7.5144	3.069815	27.83477	9.310359	22.8773	24.30652	567.9047	0.279373	6.130112	24.44613	2.854935
A4953	38.052643	-121.519188	Middle River	Central Delta Tidal Zone	08-14-2015	11.65652	24.29801	573.9565	7.64314	7.506378	3.057909	29.14782	9.357572	22.8362	24.29752	568.5109	0.279728	6.239937	19.2257	2.939207
A4934	38.055024	-121.534759	Middle River	Central Delta Tidal Zone	08-14-2015	12.1569	24.28536	569.4337	7.650054	7.544194	3.107418	28.30454	9.087722	22.72389	24.26228	563.8354	0.27759	6.204639	19.05482	2.885055
A3612	38.056959	-121.543059	San Joaquin River	Central Delta Tidal Zone	08-14-2015	13.77828	24.06283	566.7876	7.67204	7.556151	2.818641	22.81946	7.985384	20.41319	24.01325	557.6539	0.275901	7.550189	19.2736	2.532911
A3605	38.059013	-121.555544	San Joaquin River	Central Delta Tidal Zone	08-14-2015	13.7777	23.93394	559.1675	7.698736	7.581336	2.692552	22.39154	7.871827	19.81577	23.96062	548.2728	0.271472	7.530981	16.87856	2.505437
A4394	38.061265	-121.582183	Old River	Central Delta Tidal Zone	08-14-2015	10.08778	23.60605	658.6325	8.231606	7.956649	2.148884	20.89564	7.514799	15.08189	23.6885	654.4157	0.287139	6.66496	19.66212	2.4094
A4382	38.073947	-121.570547	Old River	Central Delta Tidal Zone	08-14-2015	13.09019	23.79134	617.0066	7.892631	7.68018	2.296117	20.15553	7.161728	16.20967	23.71498	626.2007	0.313274	8.747183	21.67144	2.361885
A4263	38.083256	-121.570437	Little Potato Slough	Central Delta Tidal Zone	08-14-2015	15.01578	23.69812	597.2778	7.969666	7.78062	2.364783	19.45518	6.941083	16.68238	23.68768	568.2231	0.28365	9.341755	21.48312	2.316922
A4851	38.086496	-121.644521	Fishermans Cut	Central Delta Tidal Zone	08-14-2015	17.1707	23.0853	794.459	7.778211	7.870029	2.43281	13.74026	6.72471	19.15837	23.09372	769.6039	0.278984	10.24003	20.68588	1.94982
A3451	38.086827	-121.679979	San Joaquin River	Central Delta Tidal Zone	08-14-2015	19.52544	23.03617	1098.453	7.800023	8.066999	2.724371	18.2075	6.704217	19.80752	23.10454	1053.727	0.535134	9.880475	21.55824	2.236822
A3423	38.087711	-121.636532	San Joaquin River	Central Delta Tidal Zone	08-14-2015	17.85939	23.46027	629.295	7.747126	7.786181	2.654632	17.92606	6.533357	20.58695	23.43283	636.8916	0.321232	9.514428	19.03267	2.218122
A3576	38.094606	-121.579508	San Joaquin River	Central Delta Tidal Zone	08-14-2015	14.15234	23.64067	604.6121	7.919208	7.792303	2.352157	19.57044	6.958673	17.65826	23.63568	593.7924	0.296397	8.725371	19.41036	2.32432
A3927	38.104972	-121.697305	Threemile Slough	Western Delta Tidal Zone	08-14-2015	23.51027	22.85654	1430.902	7.75508	8.196018	2.988427	15.43549	5.807218	20.71527	22.88637	1361.954	0.715001	10.25677	15.81111	2.058858
A3930	38.106552	-121.702675	Threemile Slough	Western Delta Tidal Zone	08-14-2015	24.17724	22.89182	1225.083	7.750584	8.259941	2.909966	14.10223	5.40009	20.84205	22.92719	1105.771	0.576764	9.829439	19.33645	1.973263
A3933	38.110609	-121.704562	Threemile Slough	Western Delta Tidal Zone	08-14-2015	23.60557	23.11408	1053.421	7.783296	8.183539	2.775706	12.92593	5.209486	20.46296	23.14338	912.5239	0.46907	10.00265	24.57269	1.897745
A4992	37.999508	-121.515524	Middle River	South Delta Tidal Transition Zone	08-14-2015	10.53042	24.43124	583.173	7.67173	7.577965	2.727739	29.33312	9.471444	20.10044	24.45413	585.8392	0.287488	5.984743	20.50847	2.951087
A4994	38.00087	-121.51882	Middle River	South Delta Tidal Transition Zone	08-14-2015	10.61995	24.43301	581.0516	7.683066	7.626241	2.697508	28.70759	9.398172	19.62168	24.46737	585.4474	0.287208	5.995204	15.55233	2.910928
A4996	38.001952	-121.522196	Middle River	South Delta Tidal Transition Zone	08-14-2015	11.5928	24.42678	573.8601	7.704216	7.740706	2.648444	26.79165	8.888601	19.36128	24.45773	578.4014	0.283726	6.297103	20.14995	2.787926
A5609	38.003043	-121.525621	Connection Slough	South Delta Tidal Transition Zone	08-14-2015	12.00012	24.43151	573.6715	7.717858	7.781297	2.670909	26.86763	8.637676	19.22994	24.47591	575.106	0.28196	6.423774	19.76888	2.792802
