Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	Pheophytin Rmk DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	H2O Delta 18O (per mil) DS	H2O Delta 2H (per mil) DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	UV Slope Ratio DS	UV Slope Ratio Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 275-295 nm Rmk DS	Sag 290-350 nm DS	Sag 290-350 nm Rmk DS	Sag 350-400 nm DS	Sag 350-400 nm Rmk DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	FI Rmk DS	HIX DS	HIX Rmk DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Tally DS	Picophytoplankton PC-Rich Density (cells/mL) DS	Picophytoplankton PC-Rich Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Tally DS	Picophytoplankton PE-Rich Density (cells/mL) DS	Picophytoplankton PE-Rich Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL) DS	Picophytoplankton Total Biovolume (um3/mL) DS	Picophytoplankton lab comment
10/19/2022 09:33	15	10/19/2022-15	NA	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.013	NA	0.124	NA	0.022	NA	NA	NA	NA	NA	1.50	0.93	8.85	0.71	NA	NA	10.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 09:43	16	10/19/2022-16	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.026	NA	0.242	NA	0.043	NA	NA	NA	NA	NA	2.50	1.86	17.28	1.39	NA	NA	19.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 09:46	17	10/19/2022-17	NA	NA	NA	NA	NA	NA	NA	NA	0.027	NA	0.016	NA	0.157	NA	0.032	NA	NA	NA	NA	NA	1.93	1.14	11.21	1.03	NA	NA	13.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 09:49	18	10/19/2022-18	NA	NA	NA	NA	NA	NA	NA	NA	0.037	NA	0.031	NA	0.273	NA	0.063	NA	NA	NA	NA	NA	2.64	2.21	19.49	2.03	NA	NA	22.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 09:51	19	10/19/2022-19	NA	NA	NA	NA	NA	NA	NA	NA	0.041	NA	0.020	NA	0.177	NA	0.054	NA	NA	NA	NA	NA	2.93	1.43	12.64	1.74	NA	NA	15.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 09:54	20	10/19/2022-20	NA	NA	NA	NA	NA	NA	NA	NA	0.089	NA	0.032	NA	0.288	NA	0.080	NA	NA	NA	NA	NA	6.35	2.28	20.56	2.58	NA	NA	26.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 09:57	21	10/19/2022-21	NA	NA	NA	NA	NA	NA	NA	NA	0.043	NA	0.021	NA	0.199	NA	0.047	NA	NA	NA	NA	NA	3.07	1.50	14.21	1.52	NA	NA	17.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:00	22	10/19/2022-22	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.008	NA	0.0822	NA	0.019	NA	NA	NA	NA	NA	2.28	0.57	5.87	0.61	NA	NA	8.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:02	23	10/19/2022-23	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	0.033	NA	0.222	NA	0.077	NA	NA	NA	NA	NA	3.50	2.36	15.85	2.49	NA	NA	19.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:05	24	10/19/2022-24	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.018	NA	0.160	NA	0.042	NA	NA	NA	NA	NA	2.50	1.29	11.42	1.36	NA	NA	13.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:07	25	10/19/2022-25	NA	NA	NA	NA	NA	NA	NA	NA	0.043	NA	0.036	NA	0.327	NA	0.083	NA	NA	NA	NA	NA	3.07	2.57	23.34	2.68	NA	NA	26.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:11	GRIZ	380631122032201	1.3	NA	1.3	NA	0.9	NA	1.1	NA	0.036	A	0.035	A	0.228	NA	0.079	A	0.59	NA	0.105	NA	2.57	2.50	16.28	2.55	42.12	3.39	18.85	23.27	NA	NA	2.5	NA	0.203	NA	2.8	NA	0.070	NA	0.0500	NA	0.0100	NA	0.0050	E	0.0034	E	0.0184	NA	0.0181	NA	0.0174	NA	0.0133	NA	0.6256	NA	0.0642	NA	0.296	NA	0.1205	NA	0.3281	NA	0.2506	NA	0.1559	NA	1.555	NA	0.8516	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:41	26	10/19/2022-26	NA	NA	NA	NA	NA	NA	NA	NA	0.027	NA	0.023	NA	0.216	NA	0.038	NA	NA	NA	NA	NA	1.93	1.64	15.42	1.23	NA	NA	17.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:43	27	10/19/2022-27	NA	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.022	NA	0.191	NA	0.034	NA	NA	NA	NA	NA	1.71	1.57	13.64	1.10	NA	NA	15.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:45	28	10/19/2022-28	NA	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.011	NA	0.132	NA	0.023	NA	NA	NA	NA	NA	1.50	0.79	9.42	0.74	NA	NA	10.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:47	29	10/19/2022-29	NA	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.019	NA	0.176	NA	0.029	NA	NA	NA	NA	NA	1.57	1.36	12.56	0.94	NA	NA	14.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:50	30	10/19/2022-30	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.008	NA	0.117	NA	0.016	NA	NA	NA	NA	NA	1.29	0.57	8.35	0.52	NA	NA	9.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:52	31	10/19/2022-31	NA	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.034	NA	0.244	NA	0.064	NA	NA	NA	NA	NA	1.78	2.43	17.42	2.07	NA	NA	19.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:54	32	10/19/2022-32	NA	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.012	NA	0.105	NA	0.019	NA	NA	NA	NA	NA	1.14	0.86	7.50	0.61	NA	NA	8.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:56	33	10/19/2022-33	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.018	NA	0.108	NA	0.032	NA	NA	NA	NA	NA	0.93	1.29	7.71	1.03	NA	NA	8.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 10:58	34	10/19/2022-34	NA	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.018	NA	0.153	NA	0.029	NA	NA	NA	NA	NA	1.64	1.29	10.92	0.94	NA	NA	12.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:00	35	10/19/2022-35	NA	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.012	NA	0.102	NA	0.027	NA	NA	NA	NA	NA	1.57	0.86	7.28	0.87	NA	NA	8.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:02	36	10/19/2022-36	NA	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.018	NA	0.154	NA	0.036	NA	NA	NA	NA	NA	1.86	1.29	10.99	1.16	NA	NA	12.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:05	37	10/19/2022-37	NA	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.016	NA	0.145	NA	0.031	NA	NA	NA	NA	NA	1.78	1.14	10.35	1.00	NA	NA	12.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:10	38	10/19/2022-38	NA	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.009	NA	0.100	NA	0.015	NA	NA	NA	NA	NA	1.50	0.64	7.14	0.48	NA	NA	8.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:15	39	10/19/2022-39	NA	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.016	NA	0.127	NA	0.029	NA	NA	NA	NA	NA	1.57	1.14	9.07	0.94	NA	NA	10.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:17	40	10/19/2022-40	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.010	NA	0.0991	NA	0.020	NA	NA	NA	NA	NA	1.29	0.71	7.08	0.65	NA	NA	8.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:19	41	10/19/2022-41	NA	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.015	NA	0.140	NA	0.026	NA	NA	NA	NA	NA	1.36	1.07	9.99	0.84	NA	NA	11.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:21	42	10/19/2022-42	NA	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.014	NA	0.0841	NA	0.031	NA	NA	NA	NA	NA	1.14	1.00	6.01	1.00	NA	NA	7.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:23	CONFL	11455508	1.4	NA	0.5	NA	1.0	NA	0.3	NA	0.045	NA	0.030	NA	0.241	NA	0.051	NA	0.47	NA	0.088	NA	3.21	2.14	17.20	1.65	33.55	2.84	20.42	13.14	NA	NA	2.3	NA	0.173	NA	2.8	NA	0.063	NA	0.0453	NA	0.0089	NA	0.0043	E	0.0030	E	0.0187	NA	0.0183	NA	0.0177	NA	0.0135	NA	0.5407	NA	0.1526	NA	0.257	NA	0.1032	NA	0.2791	NA	0.2096	NA	0.1452	NA	1.465	NA	0.8274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:43	43	10/19/2022-43	NA	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.014	NA	0.113	NA	0.027	NA	NA	NA	NA	NA	1.71	1.00	8.07	0.87	NA	NA	9.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:45	44	10/19/2022-44	NA	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.032	NA	0.240	NA	0.061	NA	NA	NA	NA	NA	1.86	2.28	17.13	1.97	NA	NA	18.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:50	45	10/19/2022-45	NA	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.006	NA	0.109	NA	0.015	NA	NA	NA	NA	NA	1.36	0.43	7.78	0.48	NA	NA	9.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:53	46	10/19/2022-46	NA	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.007	NA	0.0936	NA	0.018	NA	NA	NA	NA	NA	1.57	0.50	6.68	0.58	NA	NA	8.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:55	47	10/19/2022-47	NA	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.006	NA	0.0532	NA	0.012	NA	NA	NA	NA	NA	1.43	0.43	3.79	0.39	NA	NA	5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 11:57	48	10/19/2022-48	NA	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.004	NA	0.0515	NA	0.015	NA	NA	NA	NA	NA	1.64	0.29	3.67	0.48	NA	NA	5.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 12:00	49	10/19/2022-49	NA	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.005	NA	0.0633	NA	0.034	NA	NA	NA	NA	NA	1.64	0.36	4.52	1.10	NA	NA	6.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 12:02	50	10/19/2022-50	NA	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.005	NA	0.0789	NA	0.050	NA	NA	NA	NA	NA	1.43	0.36	5.63	1.61	NA	NA	7.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 12:03	51	10/19/2022-51	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.002	E	0.0466	NA	0.034	NA	NA	NA	NA	NA	1.29	0.14	3.33	1.10	NA	NA	4.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 12:05	52	10/19/2022-52	NA	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.002	E	0.0626	NA	0.045	NA	NA	NA	NA	NA	1.21	0.14	4.47	1.45	NA	NA	5.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 12:13	SJJ	11337190	2.5	NA	2.5	NA	1.7	NA	1.4	NA	0.017	E	0.002	E	0.0606	NA	0.027	NA	0.21	NA	0.041	NA	1.21	0.14	4.33	0.87	14.99	1.32	5.54	9.45	NA	NA	1.9	NA	0.147	NA	2.7	NA	0.053	NA	0.0387	NA	0.0077	NA	0.0039	E	0.0028	E	0.0186	NA	0.0180	NA	0.0173	NA	0.0115	NA	0.4333	NA	0.1369	NA	0.217	NA	0.0889	NA	0.2339	NA	0.1727	NA	0.1273	NA	1.462	NA	0.8201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/19/2022 12:32	53	10/19/2022-53	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.003	E	0.100	NA	0.062	NA	NA	NA	NA	NA	1.00	0.21	7.14	2.00	NA	NA	8.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
