Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	Pheophytin Rmk DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	H2O Delta 18O (per mil) DS	H2O Delta 2H (per mil) DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	UV Slope Ratio DS	UV Slope Ratio Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 275-295 nm Rmk DS	Sag 290-350 nm DS	Sag 290-350 nm Rmk DS	Sag 350-400 nm DS	Sag 350-400 nm Rmk DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	FI Rmk DS	HIX DS	HIX Rmk DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Tally DS	Picophytoplankton PC-Rich Density (cells/mL) DS	Picophytoplankton PC-Rich Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Tally DS	Picophytoplankton PE-Rich Density (cells/mL) DS	Picophytoplankton PE-Rich Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL) DS	Picophytoplankton Total Biovolume (um3/mL) DS	Picophytoplankton lab comment
05/16/2022 07:40	RYF	11455385	2.5	NA	1.9	NA	2.4	NA	1.1	NA	0.009	<	0.005	NA	0.102	NA	0.024	NA	0.36	NA	0.052	NA	0.32	0.36	7.28	0.77	25.70	1.68	7.60	18.10	NA	NA	NA	NA	0.136	NA	0.1	NA	0.051	NA	0.0362	NA	0.0072	NA	0.0035	E	0.0022	E	0.0183	NA	0.0183	NA	0.0176	NA	0.0144	NA	0.3831	NA	0.0684	NA	0.194	NA	0.0810	NA	0.2114	NA	0.1514	NA	0.1241	NA	1.515	NA	0.7900	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 07:59	1	5/16/2022-01	NA	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.004	NA	0.107	NA	0.035	NA	NA	NA	NA	NA	0.32	0.29	7.64	1.13	NA	NA	7.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 08:05	LIB	11455315	3.3	NA	1.6	NA	2.9	NA	0.7	NA	0.009	<	0.003	E	0.110	NA	0.034	NA	0.30	NA	0.050	NA	0.32	0.21	7.85	1.10	21.42	1.61	8.17	13.24	NA	NA	2.0	NA	0.142	NA	2.6	NA	0.052	NA	0.0379	NA	0.0079	NA	0.0040	E	0.0026	E	0.0180	NA	0.0177	NA	0.0167	NA	0.0139	NA	0.4038	NA	0.0302	NA	0.210	NA	0.0836	NA	0.2159	NA	0.1498	NA	0.1104	NA	1.629	NA	0.8400	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 08:36	LS1	381540121445301	1.5	NA	1.1	NA	0.3	NA	0.4	NA	0.023	E	0.008	NA	0.141	NA	0.103	NA	0.38	NA	0.115	NA	1.64	0.57	10.07	3.32	27.13	3.71	11.71	15.42	NA	NA	2.9	NA	0.220	NA	2.7	NA	0.080	NA	0.0589	NA	0.0123	NA	0.0062	E	0.0039	E	0.0175	NA	0.0176	NA	0.0170	NA	0.0141	NA	0.6342	NA	0.0635	NA	0.316	NA	0.1270	NA	0.3346	NA	0.2552	NA	0.1749	NA	1.507	NA	0.8534	<	299	25000000	64400000	299	25000000	64400000	154	12900000	4920000	154	12900000	4920000	453	38000000	69400000	NA
05/16/2022 09:06	2	5/16/2022-02	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.002	E	0.0635	NA	0.068	NA	NA	NA	NA	NA	0.93	0.14	4.53	2.20	NA	NA	5.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 09:11	3	5/16/2022-03	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.002	E	0.019	NA	0.218	NA	NA	NA	NA	NA	0.86	0.14	1.35	7.04	NA	NA	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 09:14	SGG	11455276	4.3	NA	1.4	NA	0.5	NA	0.4	NA	0.016	E	0.002	E	0.028	A	0.266	NA	0.40	NA	0.290	NA	1.14	0.14	2.00	8.59	28.56	9.36	3.14	25.41	NA	NA	4.6	NA	0.345	NA	2.8	NA	0.127	NA	0.0946	NA	0.0205	NA	0.0101	NA	0.0064	E	0.0170	NA	0.0172	NA	0.0166	NA	0.0146	NA	0.9297	NA	0.0502	NA	0.487	NA	0.1989	NA	0.5082	NA	0.3747	NA	0.2438	NA	1.565	NA	0.8681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 09:40	4	5/16/2022-04	NA	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.001	E	0.021	NA	0.160	NA	NA	NA	NA	NA	0.93	0.07	1.51	5.16	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 09:45	SS	382010121402301	1.2	NA	0.9	NA	0.6	NA	0.5	NA	0.013	E	0.001	<	0.012	NA	0.122	NA	0.29	NA	0.166	NA	0.93	0.04	0.86	3.94	20.70	5.36	1.78	18.92	NA	NA	3.5	NA	0.253	NA	2.8	NA	0.097	NA	0.0716	NA	0.0151	NA	0.0075	NA	0.0047	E	0.0176	NA	0.0176	NA	0.0167	NA	0.0146	NA	0.7248	NA	0.0369	NA	0.351	NA	0.1515	NA	0.3786	NA	0.2767	NA	0.2007	NA	1.545	NA	0.8559	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 09:59	5	5/16/2022-05	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.001	<	0.023	NA	0.133	NA	NA	NA	NA	NA	1.00	0.04	1.64	4.29	NA	NA	2.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 10:24	MS2	381552121384401	5.6	NA	2.4	NA	3.7	NA	1.4	NA	0.009	<	0.002	E	0.133	NA	0.017	NA	0.21	NA	0.022	NA	0.32	0.14	9.49	0.55	14.99	0.71	9.82	5.18	NA	NA	1.6	NA	0.105	NA	2.4	NA	0.040	NA	0.0290	NA	0.0060	E	0.0032	E	0.0022	E	0.0182	NA	0.0176	NA	0.0166	NA	0.0128	NA	0.2977	NA	0.0375	NA	0.150	NA	0.0576	NA	0.1514	NA	0.1263	NA	0.0960	NA	1.566	NA	0.8273	<	256	11400000	47900000	256	11400000	47900000	208	9290000	3550000	208	9290000	3550000	464	20700000	51500000	NA
05/16/2022 10:42	MS1	381721121365301	4.4	NA	1.6	NA	2.9	NA	1.2	NA	0.014	E	0.002	E	0.220	NA	0.018	NA	0.33	NA	0.022	NA	1.00	0.14	15.71	0.58	23.56	0.71	16.71	6.85	NA	NA	1.6	NA	0.099	NA	2.3	NA	0.037	NA	0.0267	NA	0.0050	E	0.0023	E	0.0015	E	0.0193	NA	0.0191	NA	0.0185	NA	0.0158	NA	0.2873	NA	0.0487	NA	0.141	NA	0.0581	NA	0.1521	NA	0.1186	NA	0.1102	NA	1.629	NA	0.8156	<	232	13000000	39600000	232	13000000	39600000	188	10500000	4010000	188	10500000	4010000	420	23500000	43600000	NA
05/16/2022 11:06	SS1	381956121345901	4.1	NA	1.7	NA	2.1	NA	0.8	NA	0.018	E	0.002	E	0.231	NA	0.018	NA	0.36	NA	0.023	NA	1.29	0.14	16.49	0.58	25.70	0.74	17.78	7.92	NA	NA	1.6	NA	0.096	NA	2.3	NA	0.037	NA	0.0269	NA	0.0053	E	0.0028	E	0.0019	E	0.0187	NA	0.0182	NA	0.0174	NA	0.0127	NA	0.2701	NA	0.0653	NA	0.136	NA	0.0567	NA	0.1481	NA	0.1210	NA	0.0801	NA	1.673	NA	0.8097	<	249	10700000	22800000	249	10700000	22800000	156	6670000	2550000	156	6670000	2550000	405	17300000	25400000	NA
05/16/2022 11:33	SSS	11447850	3.7	NA	1.6	NA	2.1	NA	0.8	NA	0.021	E	0.002	E	0.218	NA	0.021	NA	0.35	NA	0.024	NA	1.50	0.14	15.56	0.68	24.99	0.77	17.06	7.92	NA	NA	1.6	NA	0.098	NA	2.4	NA	0.037	NA	0.0266	NA	0.0053	E	0.0028	E	0.0019	E	0.0185	NA	0.0182	NA	0.0172	NA	0.0126	NA	0.2745	NA	0.0341	NA	0.137	NA	0.0519	NA	0.1476	NA	0.1113	NA	0.0761	NA	1.527	NA	0.8427	<	248	11300000	40700000	248	11300000	40700000	172	7860000	3000000	172	7860000	3000000	420	19200000	43700000	NA
05/16/2022 12:28	SXS	381129121382101	9.3	NA	4.5	NA	7.1	NA	2.1	NA	0.009	E	0.002	E	0.130	NA	0.009	E	0.25	NA	0.021	NA	0.64	0.14	9.28	0.29	17.85	0.68	9.92	7.92	NA	NA	1.8	NA	0.145	NA	2.6	NA	0.047	NA	0.0337	NA	0.0066	NA	0.0031	E	0.0021	E	0.0187	NA	0.0186	NA	0.0179	NA	0.0148	NA	0.3889	NA	0.0364	NA	0.199	NA	0.0871	NA	0.1999	NA	0.1498	NA	0.1034	NA	1.546	NA	0.8529	<	160	6430000	27000000	160	6430000	27000000	216	8690000	3320000	216	8690000	3320000	376	15100000	30300000	Cannot meet tally in 100 fields.
05/16/2022 12:48	SOI	381031121392301	13.1	NA	4.5	NA	14.1	NA	2.5	NA	0.009	<	0.002	E	0.101	NA	0.008	E	0.22	NA	0.018	NA	0.32	0.14	7.21	0.26	15.71	0.58	7.53	8.17	NA	NA	1.7	NA	0.100	NA	2.3	NA	0.039	NA	0.0279	NA	0.0056	E	0.0028	E	0.0020	E	0.0188	NA	0.0185	NA	0.0168	NA	0.0132	NA	0.2812	NA	0.0388	NA	0.139	NA	0.0608	NA	0.1487	NA	0.1143	NA	0.0887	NA	1.560	NA	0.8117	<	144	5790000	17700000	144	5790000	17700000	224	9010000	3440000	224	9010000	3440000	368	14800000	21100000	Cannot meet tally in 100 fields.
05/16/2022 13:42	6	5/16/2022-06	NA	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.002	E	0.221	NA	0.018	NA	NA	NA	NA	NA	0.86	0.14	15.78	0.58	NA	NA	16.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:02	7	5/16/2022-07	NA	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.002	E	0.211	NA	0.016	NA	NA	NA	NA	NA	0.71	0.14	15.06	0.52	NA	NA	15.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:10	8	5/16/2022-08	NA	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.002	E	0.141	NA	0.013	NA	NA	NA	NA	NA	0.71	0.14	10.07	0.42	NA	NA	10.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:15	9	5/16/2022-09	NA	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.002	E	0.132	NA	0.013	NA	NA	NA	NA	NA	0.71	0.14	9.42	0.42	NA	NA	10.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:22	10	5/16/2022-10	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.002	E	0.124	NA	0.013	NA	NA	NA	NA	NA	0.64	0.14	8.85	0.42	NA	NA	9.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:36	11	5/16/2022-11	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.002	E	0.133	NA	0.012	NA	NA	NA	NA	NA	0.64	0.14	9.49	0.39	NA	NA	10.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:48	12	5/16/2022-12	NA	NA	NA	NA	NA	NA	NA	NA	0.009	E	0.002	E	0.135	NA	0.012	NA	NA	NA	NA	NA	0.64	0.14	9.64	0.39	NA	NA	10.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/16/2022 14:52	GAM	380749121344701	6.8	NA	2.6	NA	5.2	NA	1.8	NA	0.009	<	0.002	E	0.133	NA	0.011	NA	0.27	NA	0.021	NA	0.32	0.14	9.49	0.36	19.28	0.68	9.82	9.46	NA	NA	1.6	NA	0.099	NA	2.4	NA	0.039	NA	0.0280	NA	0.0057	E	0.0030	E	0.0021	E	0.0186	NA	0.0180	NA	0.0166	NA	0.0125	NA	0.2802	NA	0.0089	<	0.138	NA	0.0569	NA	0.1509	NA	0.1202	NA	0.0801	NA	1.550	NA	0.8167	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 07:33	1	5/17/2022-01	NA	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.002	E	0.201	NA	0.053	NA	NA	NA	NA	NA	1.07	0.14	14.35	1.71	NA	NA	15.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 07:46	2	5/17/2022-02	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.003	E	0.195	NA	0.059	NA	NA	NA	NA	NA	1.29	0.21	13.92	1.90	NA	NA	15.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 07:56	3	5/17/2022-03	NA	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.003	E	0.185	NA	0.059	NA	NA	NA	NA	NA	1.71	0.21	13.21	1.90	NA	NA	14.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:07	3MILE	380640121405701	NA	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.002	E	0.198	NA	0.047	NA	0.38	NA	0.064	NA	1.14	0.14	14.14	1.52	27.13	2.07	15.28	11.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:18	5	5/17/2022-05	NA	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.002	E	0.220	NA	0.056	NA	NA	NA	NA	NA	1.21	0.14	15.71	1.81	NA	NA	16.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:22	6	5/17/2022-06	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.002	E	0.200	NA	0.050	NA	NA	NA	NA	NA	1.00	0.14	14.28	1.61	NA	NA	15.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:26	7	5/17/2022-07	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.002	E	0.174	NA	0.048	NA	NA	NA	NA	NA	1.29	0.14	12.42	1.55	NA	NA	13.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:30	8	5/17/2022-08	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.002	E	0.188	NA	0.046	NA	NA	NA	NA	NA	1.29	0.14	13.42	1.48	NA	NA	14.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:35	PPT	11313460	2.0	NA	2.0	NA	0.7	NA	1.1	NA	0.017	E	0.002	E	0.182	NA	0.041	NA	0.43	NA	0.055	NA	1.21	0.14	12.99	1.32	30.70	1.78	14.21	16.49	NA	NA	2.7	NA	0.209	NA	2.7	NA	0.074	NA	0.0529	NA	0.0099	NA	0.0044	E	0.0027	E	0.0185	NA	0.0190	NA	0.0187	NA	0.0180	NA	0.6271	NA	0.0039	E	0.304	NA	0.1216	NA	0.3204	NA	0.2331	NA	0.1359	NA	1.494	NA	0.8700	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 08:55	9	5/17/2022-09	NA	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.003	E	0.209	NA	0.052	NA	NA	NA	NA	NA	1.36	0.21	14.92	1.68	NA	NA	16.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 09:02	SJW	380131121280501	1.8	NA	1.0	NA	0.6	NA	0.3	NA	0.020	E	0.004	NA	0.300	NA	0.060	NA	0.56	NA	0.073	NA	1.43	0.29	21.42	1.94	39.98	2.36	22.84	17.13	NA	NA	3.1	NA	0.255	NA	2.9	NA	0.088	NA	0.0634	NA	0.0122	NA	0.0055	E	0.0035	E	0.0182	NA	0.0187	NA	0.0181	NA	0.0168	NA	0.7572	NA	0.0357	NA	0.377	NA	0.1452	NA	0.3893	NA	0.2889	NA	0.1612	NA	1.551	NA	0.8667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 09:40	10	5/17/2022-10	NA	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.005	NA	0.568	NA	0.087	NA	NA	NA	NA	NA	1.64	0.36	40.55	2.81	NA	NA	42.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 09:46	TRN	11311300	1.5	NA	1.0	NA	0.3	NA	0.5	NA	0.031	NA	0.011	NA	1.50	NA	0.138	NA	1.93	NA	0.178	NA	2.21	0.79	107.08	4.45	137.78	5.75	109.30	28.48	NA	NA	4.1	NA	0.339	NA	2.7	NA	0.109	NA	0.0786	NA	0.0148	NA	0.0068	E	0.0042	E	0.0180	NA	0.0189	NA	0.0186	NA	0.0164	NA	0.9820	NA	0.0957	NA	0.501	NA	0.1936	NA	0.5359	NA	0.3778	NA	0.2324	NA	1.562	NA	0.8628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 10:01	11	5/17/2022-11	NA	NA	NA	NA	NA	NA	NA	NA	0.063	NA	0.028	NA	2.40	NA	0.251	NA	NA	NA	NA	NA	4.50	2.00	171.34	8.10	NA	NA	175.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 10:07	SJRBC	375831121223701	1.6	NA	0.8	NA	0.4	NA	0.3	NA	0.094	NA	0.042	NA	3.10	NA	0.276	NA	3.97	NA	0.356	NA	6.71	3.00	221.31	8.91	283.42	11.49	228.02	55.40	NA	NA	3.9	NA	0.310	NA	2.4	NA	0.093	NA	0.0673	NA	0.0121	NA	0.0053	E	0.0033	E	0.0179	NA	0.0198	NA	0.0192	NA	0.0191	NA	0.8420	NA	0.1554	NA	0.456	NA	0.1675	NA	0.4959	NA	0.3615	NA	0.2688	NA	1.599	NA	0.8279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 10:19	12	5/17/2022-12	NA	NA	NA	NA	NA	NA	NA	NA	0.135	NA	0.081	NA	3.59	NA	0.364	NA	NA	NA	NA	NA	9.64	5.78	256.29	11.75	NA	NA	265.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
