CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	NH4 (uM) (DS) SA	Orthophosphate (uM) (DS) SA
A5048	37.97185	-121.53770	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.68	21.15	477.12	7.63	8.78	98.94	1.57	2.54	38.76	6.38	40.12	21.26	457.5	0.24	4.09	4.05	2.98	0.17	11.34	35.89	35.72	26.39	1.51	5.53	3.00	17.42	22.96	0.88	1.67
A5612	37.99881	-121.51122	Central Delta Tidal Transition Zone	Latham Slough	Oct-2022	3.15	21.01	480.12	7.75	9.18	103.17	2.22	3.03	34.89	7.02	36.31	21.07	460.1	0.24	2.97	3.91	3.74	0.21	10.92	27.01	35.91	34.34	1.96	4.32	2.77	15.88	20.15	1.13	1.00
A3025	38.19015	-121.55661	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	13.27	19.92	139.49	7.47	8.54	93.83	1.19	0.62	12.92	1.61	13.58	19.90	130.3	0.07	0.00	1.35	0.51	0.43	2.30	0.10	58.71	22.30	18.93	14.55	1.43	7.09	21.64	1.26	0.83
A2881	38.27724	-121.59051	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	11.32	20.09	136.31	7.50	8.76	96.47	0.95	0.39	12.53	1.19	13.04	20.09	128.0	0.07	0.53	1.22	0.30	0.45	2.48	21.20	49.16	12.04	17.93	12.66	1.40	6.93	19.58	1.42	0.81
A272	38.51591	-121.54411	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.00	19.43	121.20	7.64	8.93	97.15	1.33	0.28	10.87	0.93	11.20	19.48	111.8	0.06	0.63	2.55	0.29	0.00	3.47	18.28	73.70	8.29	0.00	4.19	1.30	6.27	10.44	1.22	0.51
A4371	38.06103	-121.50030	Central Delta Tidal Transition Zone	Little Connection Slough	Oct-2022	1.80	20.67	237.56	7.97	9.53	106.31	2.55	3.91	31.28	8.42	33.50	20.68	221.9	0.12	1.73	1.90	7.85	0.24	11.73	15.33	16.66	65.60	2.21	2.47	2.55	14.43	16.94	0.61	0.98
A448	38.33958	-121.56297	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.85	19.82	132.39	7.53	8.80	96.38	0.90	0.28	11.75	1.04	12.27	19.84	124.1	0.07	0.61	2.21	0.54	0.07	3.45	17.57	63.97	15.62	2.07	11.92	1.36	6.62	18.55	1.78	1.14
A271	38.51629	-121.54235	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.00	19.43	121.20	7.64	8.93	97.15	1.33	0.28	10.87	0.93	11.20	19.48	111.8	0.06	0.63	2.55	0.29	0.00	3.47	18.28	73.70	8.29	0.00	4.19	1.30	6.27	10.44	1.22	0.51
A3662	38.06475	-121.54023	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	2.85	20.21	509.91	7.80	8.99	99.57	4.53	5.71	26.50	12.66	28.44	20.22	477.2	0.26	0.67	3.06	14.56	0.00	18.53	7.07	22.77	69.12	0.00	3.77	2.26	12.52	16.31	0.90	1.31
A3614	38.02600	-121.82430	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	12.32	19.25	6997.52	7.80	8.81	97.62	9.30	1.70	22.97	4.21	25.40	19.29	6266.5	3.88	3.60	3.25	2.08	0.07	8.99	39.53	37.79	22.14	0.54	13.73	2.04	11.11	24.86	1.38	0.50
A5651	37.97186	-121.50766	South Delta Tidal Transition Zone	Empire Cut	Oct-2022	14.13	21.30	509.24	7.47	8.03	90.69	1.99	3.19	49.69	7.06	51.74	21.32	480.0	0.25	4.36	3.95	3.00	0.22	11.56	37.50	34.23	26.02	1.98	15.85	3.67	21.80	37.85	1.42	2.02
A3867	37.93549	-121.33137	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	32.90	21.28	438.28	7.76	8.39	94.75	2.13	1.23	29.80	3.14	31.99	21.27	419.8	0.22	2.29	1.83	0.60	0.77	5.51	41.58	33.25	10.78	14.08	36.11	2.46	13.84	49.89	3.57	7.03
A796	38.07014	-121.84036	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	12.34	18.83	7171.12	7.58	9.10	100.23	6.87	1.69	23.76	4.27	26.17	18.89	6593.4	4.14	3.16	2.30	3.21	0.00	8.65	36.32	27.07	36.78	0.00	13.49	2.09	11.43	24.88	1.20	0.33
A4884	38.07111	-121.64821	Central Delta Tidal Transition Zone	Fishermans Cut	Oct-2022	5.56	20.06	990.94	7.96	9.11	100.64	7.69	2.48	20.73	5.71	22.51	20.11	923.1	0.51	1.55	3.70	4.98	0.00	10.20	15.22	36.32	48.70	0.00	6.42	1.90	10.21	16.64	0.86	1.51
A2830	38.26245	-121.64879	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	10.35	20.09	137.10	7.50	8.66	95.43	1.51	0.54	12.79	1.47	13.24	20.10	128.6	0.07	0.91	1.14	0.37	0.62	3.04	30.08	37.51	12.17	20.47	11.60	1.42	7.04	18.65	1.26	0.83
A5010	38.00073	-121.51159	Central Delta Tidal Transition Zone	Middle River	Oct-2022	3.11	20.91	481.63	7.73	9.08	101.90	2.46	3.02	34.66	7.01	36.13	20.94	461.0	0.24	2.63	3.86	3.94	0.14	10.67	24.31	36.30	37.23	1.30	4.31	2.75	15.78	20.10	1.18	0.77
A2849	38.24180	-121.66296	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	6.68	19.93	153.08	7.72	9.13	100.26	1.85	0.72	17.10	1.92	17.76	19.97	142.9	0.08	0.71	1.24	0.77	0.79	3.52	20.26	35.37	21.85	22.49	7.84	1.68	8.76	16.55	1.01	1.36
A4888	38.06532	-121.64834	Central Delta Tidal Transition Zone	Fishermans Cut	Oct-2022	5.53	20.11	958.08	7.97	9.16	101.28	7.81	2.43	20.78	5.71	22.52	20.17	888.7	0.49	1.70	3.74	5.05	0.00	10.45	16.24	35.84	48.25	0.00	6.35	1.91	10.23	16.62	0.93	1.52
A4191	38.10106	-121.49141	Mokelumne Tidal Transition Zone	Little Potato Slough	Oct-2022	2.08	20.41	197.53	7.86	9.41	104.38	3.33	13.74	30.07	32.05	32.32	20.41	185.2	0.10	1.56	2.38	27.37	0.00	31.71	6.05	8.46	84.13	0.07	2.47	2.47	13.95	16.48	0.43	0.80
A3446	38.10209	-121.61653	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	5.82	19.78	648.15	7.80	8.96	98.25	6.37	3.11	21.15	6.96	23.46	19.76	597.0	0.32	0.07	2.47	6.79	0.02	9.50	0.75	26.00	71.51	0.17	6.80	1.93	10.38	17.19	1.01	0.85
A3404	38.10947	-121.57756	Mokelumne Tidal Transition Zone	Mokelumne River	Oct-2022	8.84	20.34	231.86	7.67	8.86	98.20	1.75	1.34	15.89	3.64	16.68	20.33	219.5	0.12	1.34	1.45	1.97	0.63	5.42	25.92	27.06	34.26	12.13	9.54	1.61	8.28	17.96	1.06	0.96
A2511	38.24426	-121.68873	Cache Slough Complex	Cache Slough	Oct-2022	5.66	19.89	154.68	7.95	9.52	104.54	2.32	0.86	17.90	2.49	18.73	19.91	144.0	0.08	0.82	1.90	1.58	0.20	4.52	17.88	42.26	34.39	4.93	7.14	1.73	9.08	16.14	1.24	1.47
A1040	38.11014	-122.05461	Suisun Bay	Grizzly Bay	Oct-2022	18.96	18.68	21591.44	7.73	9.07	104.97	17.45	1.73	25.96	3.98	31.44	18.72	19627.7	13.48	2.59	3.24	2.18	0.06	8.13	31.19	40.74	26.51	0.63	21.37	2.22	12.30	33.84	2.42	2.48
A4952	38.06259	-121.58774	Central Delta Tidal Transition Zone	False River	Oct-2022	4.19	20.39	568.38	7.97	9.10	100.97	6.55	2.21	23.08	5.28	24.73	20.46	535.1	0.29	1.56	3.95	4.91	0.00	10.35	15.05	38.17	47.37	0.00	5.12	2.05	11.15	16.22	0.88	0.71
A632	38.16504	-121.62275	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.19	19.77	130.51	7.50	8.64	94.64	1.89	0.44	11.76	1.32	12.50	19.77	121.6	0.07	0.22	1.86	0.62	0.13	2.86	7.83	64.99	21.87	4.50	10.68	1.36	6.63	17.31	1.42	0.86
A2518	38.23753	-121.68396	Cache Slough Complex	Cache Slough	Oct-2022	6.64	19.88	152.44	7.78	9.08	99.71	2.46	0.77	17.03	2.18	17.78	19.90	142.1	0.08	0.59	1.60	1.11	0.39	3.69	15.92	43.48	29.84	10.79	7.81	1.68	8.73	16.55	1.22	1.23
A436	38.34653	-121.54377	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	16.85	20.05	143.63	7.50	8.82	97.10	0.91	0.29	12.56	1.00	13.16	20.08	135.5	0.07	0.68	2.21	0.47	0.05	3.41	19.96	64.95	13.55	1.41	18.65	1.41	6.94	25.59	1.78	1.14
A4408	38.04119	-121.58341	Central Delta Tidal Transition Zone	Old River	Oct-2022	3.85	20.63	537.24	7.93	9.18	102.41	4.61	1.92	24.15	4.77	25.52	20.79	520.3	0.28	1.57	3.48	3.69	0.00	8.70	18.26	40.21	41.89	0.00	4.90	2.11	11.58	16.61	1.10	0.81
A4959	38.04923	-121.53454	Central Delta Tidal Transition Zone	Mandeville Reach	Oct-2022	2.68	20.42	501.15	7.75	9.10	101.11	3.66	3.27	27.29	7.41	28.68	20.45	474.0	0.25	0.91	3.30	5.44	0.00	9.67	9.50	34.32	55.91	0.00	4.07	2.30	12.84	17.21	1.33	1.13
A2326	38.29447	-121.66715	Cache Slough Complex	Liberty Cut	Oct-2022	4.09	19.66	161.51	7.88	9.19	100.41	2.77	0.75	19.46	2.15	20.39	19.68	150.3	0.08	0.51	1.51	0.92	0.65	3.59	14.06	42.30	25.51	18.08	5.24	1.83	9.70	14.88	1.00	1.45
A3723	38.02400	-121.46564	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	13.47	20.74	478.56	7.36	7.70	86.00	2.79	2.39	43.71	5.61	47.68	20.73	456.4	0.24	1.62	2.28	2.72	0.39	7.00	22.92	32.50	39.07	5.50	15.38	3.31	19.40	35.03	1.25	3.23
A2769	38.27527	-121.60189	North Delta Tidal Transition Zone	Sutter Slough	Oct-2022	10.34	20.16	135.20	7.53	8.89	98.08	0.85	0.49	12.37	1.20	12.80	20.18	126.9	0.07	0.63	1.08	0.18	0.61	2.51	24.94	43.06	7.25	24.43	11.65	1.39	6.87	18.51	1.25	0.82
A5095	37.92131	-121.52289	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.20	20.97	478.27	7.38	7.77	87.21	2.29	1.97	38.67	4.83	40.40	21.04	455.6	0.24	3.74	3.78	1.61	0.00	9.17	40.78	41.22	17.52	0.04	5.32	3.00	17.39	22.68	1.17	1.70
A3386	38.13020	-121.57531	Mokelumne Tidal Transition Zone	Mokelumne River	Oct-2022	10.32	20.53	137.32	7.74	9.18	102.08	1.26	0.86	13.42	2.52	13.95	20.52	130.0	0.07	1.61	1.16	0.71	0.82	4.31	32.74	30.42	17.58	18.89	11.65	1.46	7.29	18.99	1.32	0.96
A595	38.19155	-121.57138	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.68	19.82	135.50	7.50	8.70	95.41	1.17	0.47	12.45	1.39	13.13	19.82	126.4	0.07	0.38	1.79	0.68	0.21	3.07	11.91	58.23	22.02	7.61	13.16	1.40	6.90	20.08	1.31	0.87
A544	38.23856	-121.53354	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.34	19.83	135.36	7.50	8.70	95.38	1.07	0.51	12.34	1.54	12.92	19.83	126.7	0.07	0.55	1.74	0.79	0.23	3.34	16.40	52.04	23.76	7.04	12.73	1.39	6.85	19.59	1.37	0.87
A5250	38.02612	-121.39782	Central Delta Tidal Transition Zone	Fourteenmile Slough	Oct-2022	9.89	20.44	462.67	7.64	8.21	91.20	1.76	2.82	54.29	6.70	58.46	20.43	427.5	0.23	4.63	2.21	1.08	0.92	8.87	52.14	25.02	12.12	10.37	11.96	3.95	23.64	35.90	0.79	2.58
A2825	38.26697	-121.64181	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	9.59	20.05	135.42	7.50	8.69	95.78	1.37	0.53	12.79	1.48	13.13	20.08	126.9	0.07	0.95	1.15	0.46	0.59	3.13	30.36	36.79	14.75	18.90	10.97	1.42	7.04	18.00	1.32	0.79
A3210	38.14725	-121.54901	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.45	20.60	136.68	7.82	9.44	105.07	1.32	1.16	13.21	3.43	13.69	20.62	129.6	0.07	2.82	0.81	0.97	1.34	5.90	47.68	13.66	16.58	22.58	11.50	1.45	7.21	18.75	1.03	0.88
A3560	38.02504	-121.75886	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	10.18	19.46	4416.03	7.80	8.96	98.80	7.64	1.00	21.95	2.89	24.06	19.53	3964.6	2.37	3.01	3.56	1.72	0.00	8.37	35.99	42.75	20.49	0.00	11.85	1.98	10.70	22.55	1.68	0.79
A2508	38.24823	-121.68692	Cache Slough Complex	Cache Slough	Oct-2022	6.07	19.94	153.38	7.86	9.25	101.71	2.17	0.83	17.29	2.46	18.00	19.97	143.1	0.08	0.91	1.65	1.45	0.42	4.46	20.00	37.38	31.74	10.17	7.39	1.69	8.84	16.23	1.23	1.53
A2283	38.33081	-121.67576	Cache Slough Complex	Stairstep	Oct-2022	2.20	18.92	217.13	7.33	7.38	79.50	3.62	1.88	41.26	4.31	44.97	18.96	199.4	0.11	1.98	1.80	1.88	1.11	6.73	30.03	29.08	27.04	14.59	3.59	3.16	18.42	21.00	1.69	3.43
A5100	37.91831	-121.51613	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.13	20.95	479.57	7.37	7.80	87.59	2.41	1.98	38.33	4.92	40.07	21.02	458.3	0.24	3.87	3.70	1.64	0.00	9.24	41.90	39.98	17.77	0.02	5.28	2.98	17.25	22.55	1.15	1.72
A898	38.06547	-122.00397	Suisun Bay	Suisun Bay	Oct-2022	17.15	18.33	17572.35	7.71	8.91	100.80	5.49	4.32	26.90	9.12	29.50	18.38	16131.8	10.98	6.91	1.12	6.14	1.93	16.12	42.80	7.26	38.02	11.84	19.41	2.28	12.68	32.05	2.42	1.34
A3111	38.23575	-121.49890	Mokelumne Tidal Transition Zone	Snodgrass Slough	Oct-2022	9.25	20.56	137.12	7.94	9.91	110.25	2.09	1.30	14.90	3.48	15.64	20.55	130.0	0.07	2.16	1.64	1.53	0.92	6.30	34.27	26.34	24.19	14.53	9.60	1.55	7.88	17.46	0.98	0.73
A4396	38.05833	-121.58222	Central Delta Tidal Transition Zone	Old River	Oct-2022	4.39	20.36	571.21	7.97	9.13	101.30	6.34	2.52	22.71	5.92	24.24	20.42	534.7	0.29	1.48	3.84	5.30	0.00	10.50	14.12	36.55	50.43	0.00	5.27	2.03	11.00	16.29	0.86	0.66
A3549	38.02652	-121.73853	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	9.61	19.40	3792.25	7.83	8.99	98.90	8.89	0.95	21.61	2.72	23.90	19.46	3476.7	2.06	2.52	3.66	1.38	0.00	7.56	33.31	48.57	18.21	0.00	11.19	1.96	10.56	21.76	1.52	1.45
A4608	37.86203	-121.57041	South Delta Tidal Transition Zone	Old River	Oct-2022	7.81	21.23	551.45	7.40	7.58	85.51	3.27	1.88	38.99	4.60	41.13	21.30	526.0	0.28	3.94	4.07	1.52	0.01	9.56	41.21	42.73	15.76	0.05	9.06	3.02	17.51	26.55	1.42	1.40
A4896	38.05862	-121.67357	Central Delta Tidal Transition Zone	False River	Oct-2022	6.48	20.37	1347.86	7.93	9.02	100.36	4.70	0.97	20.46	2.66	21.72	20.41	1283.9	0.71	2.19	3.60	1.93	0.00	7.81	27.91	46.19	24.66	0.02	7.42	1.89	10.11	17.52	1.07	1.48
A5820	37.87440	-121.52353	South Delta Tidal Transition Zone	Victoria Canal	Oct-2022	3.50	21.34	458.83	7.53	8.38	94.73	2.06	2.39	38.86	5.54	40.40	21.43	442.0	0.23	4.54	3.83	2.64	0.23	11.27	40.30	34.00	23.37	2.05	4.29	3.01	17.46	21.74	0.80	1.55
A508	38.26974	-121.53338	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.42	19.92	135.73	7.57	8.86	97.35	1.04	0.39	11.86	1.25	12.45	19.94	125.5	0.07	0.82	2.12	0.59	0.18	3.67	22.35	57.91	16.17	4.95	13.19	1.36	6.66	19.87	1.46	1.03
A3594	38.01838	-121.78705	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	11.53	19.38	6251.59	7.77	9.02	99.97	8.48	1.05	22.84	2.88	25.15	19.47	5659.9	3.46	3.28	3.46	1.78	0.00	8.57	38.32	40.76	20.62	0.04	13.03	2.03	11.06	24.08	1.50	0.40
A3084	38.13889	-121.59672	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	11.34	19.84	136.08	7.49	8.53	93.59	1.47	0.52	12.75	1.45	13.35	19.83	127.1	0.07	0.00	1.37	0.42	0.41	2.19	0.00	62.70	19.07	18.52	12.54	1.42	7.02	19.54	1.27	0.91
A4775	38.05019	-121.46532	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	9.79	20.89	448.28	7.37	7.83	87.72	2.10	2.16	42.33	5.19	45.09	20.89	430.9	0.23	2.06	2.18	2.44	0.56	7.30	28.14	29.81	33.64	7.66	10.42	3.22	18.85	29.25	1.14	1.87
A5261	38.01536	-121.38558	San Joaquin Tidal Transition Zone	Fourteenmile Slough	Oct-2022	36.94	21.15	688.55	7.31	6.51	73.44	2.36	2.71	61.28	6.06	66.70	21.08	643.5	0.34	5.31	2.17	1.15	1.02	9.73	54.06	22.93	11.68	10.53	41.46	4.38	26.43	67.56	2.20	7.33
A2612	38.24717	-121.70966	Cache Slough Complex	Lindsey Slough	Oct-2022	2.98	19.66	166.05	8.06	9.69	105.92	2.04	1.34	22.32	3.64	23.44	19.69	154.4	0.08	1.43	2.06	2.41	0.48	6.44	22.15	32.33	37.37	7.31	4.18	2.00	10.85	14.99	1.06	1.75
A4188	38.10515	-121.49225	Mokelumne Tidal Transition Zone	Little Potato Slough	Oct-2022	2.60	20.39	186.70	7.84	9.34	103.59	3.06	9.89	29.49	23.63	31.64	20.39	174.3	0.09	1.47	2.26	20.23	0.03	24.14	7.06	10.74	81.34	0.25	2.96	2.44	13.72	16.73	0.51	0.82
A328	38.46934	-121.50499	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.15	19.88	121.84	7.67	9.16	100.54	1.16	0.32	10.66	0.91	11.04	19.92	113.4	0.06	0.62	2.34	0.30	0.00	3.27	19.04	71.48	9.08	0.01	4.70	1.29	6.19	10.89	1.53	0.69
A4784	38.05335	-121.45804	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	7.15	20.67	406.92	7.35	7.77	86.73	2.07	2.45	42.88	5.89	45.92	20.68	390.4	0.21	2.09	2.35	3.37	0.52	8.34	25.54	28.44	39.33	6.42	8.06	3.26	19.07	27.14	1.13	1.70
A481	38.29793	-121.56754	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	13.08	19.73	135.46	7.53	8.70	95.22	1.00	0.26	12.29	1.12	12.84	19.75	125.9	0.07	0.70	2.19	0.54	0.09	3.51	20.37	63.39	15.30	2.42	14.64	1.39	6.84	21.48	1.57	1.23
A3792	37.98899	-121.39936	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	54.83	22.08	761.15	7.39	6.68	76.67	2.32	1.76	52.93	4.55	57.46	22.07	741.8	0.39	2.72	2.16	1.09	0.93	6.93	39.27	31.22	15.76	13.49	57.64	3.87	23.09	80.60	2.48	8.95
A3787	37.99191	-121.40783	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	50.88	21.86	737.92	7.35	6.61	75.57	2.58	1.90	57.75	4.79	63.22	21.84	713.5	0.37	2.69	2.10	1.13	0.93	6.87	39.21	30.59	16.48	13.58	53.85	4.16	25.02	78.53	2.29	8.45
A2790	38.29005	-121.61637	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	11.35	20.14	136.60	7.48	8.71	96.07	1.17	0.46	12.63	1.19	13.08	20.16	128.2	0.07	0.56	1.19	0.20	0.53	2.49	22.61	47.73	7.90	21.26	12.78	1.41	6.97	19.76	1.49	0.81
A2876	38.28398	-121.58817	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	12.54	20.03	137.84	7.48	8.74	96.09	1.15	0.45	12.81	1.19	13.25	20.03	129.2	0.07	0.47	1.28	0.35	0.31	2.43	19.28	52.67	14.28	12.87	14.00	1.42	7.04	21.03	1.55	0.82
A3774	37.99481	-121.43000	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	36.42	21.36	642.93	7.31	6.92	78.33	2.67	1.80	60.11	4.65	66.23	21.34	621.9	0.33	2.46	2.25	1.64	0.65	6.99	35.22	32.17	23.51	9.29	39.27	4.31	25.96	65.28	2.19	6.02
A994	38.06039	-122.11166	Suisun Bay	Suisun Bay	Oct-2022	17.99	18.51	26999.35	7.70	9.07	106.95	8.65	1.93	25.73	4.80	28.81	18.57	24316.4	17.10	4.06	2.26	3.52	0.31	10.17	39.87	22.34	34.50	3.03	20.51	2.21	12.21	32.70	2.41	0.79
A944	38.06458	-122.06186	Suisun Bay	Suisun Bay	Oct-2022	18.04	18.43	20542.90	7.69	9.04	103.62	13.14	1.74	26.24	4.19	29.84	18.48	18829.7	12.96	3.53	2.60	2.91	0.12	9.18	38.50	28.30	31.67	1.30	20.79	2.24	12.42	33.21	2.79	1.86
A4157	38.14046	-121.46551	Mokelumne Tidal Transition Zone	Sycamore Slough	Oct-2022	1.36	21.38	150.88	7.70	8.87	100.22	1.28	1.40	26.19	3.62	27.56	21.39	145.3	0.08	1.55	1.86	1.53	0.45	5.42	29.49	33.67	27.89	8.20	2.15	2.24	12.39	14.53	0.76	0.79
A5811	37.86820	-121.53803	South Delta Tidal Transition Zone	Victoria Canal	Oct-2022	3.65	21.33	463.87	7.52	8.47	95.75	2.07	2.57	40.28	5.63	41.91	21.41	444.6	0.23	4.55	3.85	2.61	0.16	11.17	40.74	34.49	23.33	1.37	4.48	3.10	18.03	22.45	0.87	1.77
A3219	38.14041	-121.55881	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.41	20.65	137.22	7.68	8.98	100.09	1.12	1.00	13.62	2.94	14.10	20.67	130.2	0.07	2.27	0.96	0.81	1.03	5.07	44.69	19.05	16.13	20.22	11.52	1.47	7.37	18.91	1.15	0.90
A3597	38.02051	-121.79388	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	11.53	19.34	6252.62	7.77	9.03	99.99	8.55	1.11	22.84	2.98	25.16	19.43	5654.6	3.46	3.23	3.48	1.76	0.00	8.51	37.95	40.94	20.64	0.02	13.06	2.03	11.06	24.13	1.51	0.46
A3778	37.99580	-121.42293	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	38.77	21.43	664.78	7.31	6.85	77.66	2.62	1.77	60.88	4.60	66.97	21.42	644.6	0.34	2.44	2.32	1.62	0.61	6.95	35.11	33.31	23.32	8.75	41.98	4.35	26.27	68.30	2.20	6.39
A4193	38.09849	-121.49346	Mokelumne Tidal Transition Zone	Little Potato Slough	Oct-2022	1.85	20.41	197.88	7.87	9.39	104.16	3.22	10.74	30.25	24.27	32.51	20.41	186.3	0.10	1.50	2.31	24.10	0.00	28.24	7.01	9.74	81.90	0.05	2.20	2.49	14.02	16.29	0.37	0.80
A5818	37.87301	-121.52675	South Delta Tidal Transition Zone	Victoria Canal	Oct-2022	3.46	21.33	458.75	7.53	8.43	95.28	2.11	2.39	39.04	5.50	40.61	21.43	441.8	0.23	4.47	3.83	2.69	0.22	11.24	39.78	34.12	23.94	1.97	4.30	3.02	17.54	21.84	0.82	1.61
A4779	38.05250	-121.46007	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	7.90	20.73	417.93	7.36	7.78	86.94	2.04	2.36	42.89	5.74	45.85	20.74	402.1	0.21	2.09	2.31	3.17	0.51	8.12	26.14	28.73	38.14	6.43	8.65	3.26	19.08	27.72	1.13	1.73
A2855	38.23442	-121.66674	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	6.63	20.02	152.03	7.78	9.20	101.29	1.94	0.78	16.86	1.93	17.55	20.05	142.2	0.08	0.74	1.27	0.81	0.71	3.55	20.81	36.16	22.68	20.32	7.63	1.67	8.67	16.32	1.04	1.27
A3126	38.23268	-121.49569	Mokelumne Tidal Transition Zone	Dead Horse Cut	Oct-2022	6.11	20.03	108.31	7.61	9.52	104.85	2.24	1.10	14.77	2.96	15.45	20.07	103.7	0.06	2.27	1.74	1.18	0.74	5.93	38.44	29.33	19.97	12.37	6.07	1.54	7.83	13.86	0.76	0.63
A4874	38.08552	-121.64578	Central Delta Tidal Transition Zone	Fishermans Cut	Oct-2022	5.97	20.01	1024.90	7.95	9.08	100.19	7.32	2.22	20.68	5.67	22.54	20.06	951.1	0.52	1.33	3.51	5.04	0.00	9.86	13.41	35.60	51.24	0.00	6.80	1.90	10.19	17.00	0.82	1.11
A4122	38.17154	-121.45014	Mokelumne Tidal Transition Zone	Hog Slough	Oct-2022	0.55	21.31	172.72	8.10	9.34	105.42	2.37	1.96	30.04	5.05	32.32	21.32	166.0	0.09	2.75	2.18	1.93	0.77	7.52	36.52	28.94	25.76	10.12	0.84	2.47	13.94	14.77	0.28	1.20
A2995	38.22242	-121.54391	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	10.79	19.78	134.44	7.47	8.59	94.06	1.58	0.59	12.54	1.59	13.15	19.78	125.4	0.07	0.09	1.31	0.66	0.32	2.42	3.79	54.28	27.36	13.29	12.21	1.41	6.94	19.15	1.44	0.84
A3725	38.02112	-121.46494	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	15.06	20.81	492.68	7.35	7.61	85.18	2.89	2.26	44.98	5.32	49.21	20.81	473.8	0.25	1.81	2.37	3.02	0.31	7.53	24.00	31.52	39.87	4.21	17.29	3.38	19.91	37.46	1.30	3.44
A4181	38.11062	-121.50051	Mokelumne Tidal Transition Zone	Little Potato Slough	Oct-2022	2.93	20.38	164.94	7.75	9.07	100.52	2.54	4.95	29.44	10.53	31.49	20.39	155.3	0.08	1.45	1.98	8.81	0.18	12.44	11.65	15.85	70.81	1.43	3.57	2.44	13.70	17.25	0.67	0.86
A253	38.52909	-121.53098	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.02	19.31	120.15	7.61	8.91	96.60	1.53	0.33	11.00	1.00	11.37	19.34	110.9	0.06	0.59	2.60	0.32	0.00	3.51	16.84	73.98	9.09	0.03	4.22	1.31	6.32	10.52	1.23	0.61
