CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA raw	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA
A704	38.11919	-121.69941	Western Delta Tidal Transition Zone	Sacramento River	May-2024	13.29	16.35	144.72	7.60	9.90	101.10	9.16	1.15	17.64	1.90	19.37	16.40	122.0	0.06	0.32	2.46	0.59	0.48	3.92	6.70	65.02	14.77	11.30
A3328	38.12190	-121.49881	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	9.36	17.11	111.64	7.47	9.43	97.79	7.29	0.99	20.28	1.67	22.27	17.12	96.0	0.06	0.01	1.96	0.00	0.73	2.72	0.42	72.58	0.02	26.99
A3393	38.12229	-121.58221	Mokelumne Tidal Transition Zone	Mokelumne River	May-2024	13.17	16.30	117.68	7.44	9.95	101.39	8.17	0.80	16.83	1.42	18.43	16.29	98.3	0.06	0.12	2.71	0.03	0.48	3.35	3.32	81.61	0.82	14.05
A3330	38.12197	-121.49364	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	9.49	17.15	111.49	7.51	9.43	97.86	6.79	1.04	20.17	1.73	22.20	17.15	95.8	0.06	0.07	1.97	0.04	0.80	2.90	1.25	69.55	0.84	28.39
A702	38.12174	-121.69770	Western Delta Tidal Transition Zone	Sacramento River	May-2024	13.20	16.29	143.86	7.60	10.01	102.07	9.22	1.12	17.45	1.84	19.20	16.30	121.5	0.06	0.25	2.43	0.55	0.49	3.81	5.30	65.75	13.75	12.78
A3326	38.12431	-121.49831	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	8.68	17.10	111.26	7.45	9.44	97.90	6.88	0.95	20.44	1.65	22.36	17.10	95.6	0.06	0.00	2.00	0.00	0.67	2.67	0.05	74.94	0.00	25.05
A3391	38.12482	-121.58037	Mokelumne Tidal Transition Zone	Mokelumne River	May-2024	13.18	16.29	117.56	7.43	9.92	101.06	8.10	0.81	16.98	1.44	18.57	16.28	98.3	0.06	0.15	2.74	0.10	0.48	3.47	3.96	79.25	2.55	13.71
A700	38.12418	-121.69573	Western Delta Tidal Transition Zone	Sacramento River	May-2024	13.14	16.31	144.91	7.60	10.03	102.35	9.35	1.14	17.66	1.88	19.45	16.31	122.3	0.06	0.24	2.45	0.56	0.50	3.84	4.92	65.61	13.50	13.37
A3324	38.12649	-121.49615	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	8.22	17.11	110.47	7.47	9.43	97.82	6.18	0.97	20.36	1.68	22.26	17.11	94.5	0.06	0.07	2.01	0.04	0.67	2.79	1.20	73.64	0.71	24.46
A3389	38.12729	-121.57863	Mokelumne Tidal Transition Zone	Mokelumne River	May-2024	13.13	16.28	117.06	7.43	9.92	101.05	7.89	0.83	17.18	1.47	18.75	16.28	98.0	0.06	0.17	2.77	0.18	0.42	3.55	4.30	78.87	4.61	11.93
A698	38.12690	-121.69445	Western Delta Tidal Transition Zone	Sacramento River	May-2024	13.05	16.25	143.71	7.60	10.09	102.76	9.51	1.10	17.37	1.82	19.17	16.25	121.2	0.06	0.18	2.45	0.55	0.48	3.75	3.95	66.69	13.83	13.37
A3322	38.12874	-121.49810	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	7.50	17.07	110.23	7.44	9.51	98.54	5.79	0.94	20.68	1.66	22.48	17.08	94.1	0.06	0.05	2.03	0.03	0.59	2.70	0.96	76.35	0.56	22.13
A3093	38.12973	-121.58561	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.07	16.36	119.35	7.37	9.82	100.29	8.15	0.83	16.78	1.45	18.11	16.36	100.4	0.06	0.43	2.73	0.24	0.50	3.92	10.78	69.72	5.89	13.37
A3320	38.12927	-121.50173	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	7.34	17.03	110.88	7.43	9.62	99.63	5.87	0.92	21.06	1.66	22.90	17.05	95.0	0.06	0.00	2.05	0.00	0.56	2.60	0.07	78.53	0.00	21.40
A3095	38.13016	-121.58201	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.85	16.32	118.76	7.38	9.79	99.95	8.03	0.85	17.01	1.48	18.41	16.33	99.7	0.06	0.43	2.78	0.29	0.43	3.94	10.22	71.45	7.09	11.32
A3097	38.13026	-121.57841	Mokelumne Tidal Transition Zone	Georgiana Slough	May-2024	13.61	16.22	118.15	7.40	9.91	100.91	8.06	0.86	17.05	1.50	18.49	16.22	98.8	0.06	0.31	2.71	0.22	0.44	3.70	7.58	75.10	5.55	11.91
A3378	38.13023	-121.56255	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	12.77	15.71	116.31	7.45	9.86	99.27	5.93	0.76	16.44	1.36	17.67	15.70	96.9	0.06	0.00	2.57	0.00	0.22	2.74	0.00	93.02	0.00	7.95
A3386	38.13020	-121.57531	Mokelumne Tidal Transition Zone	Mokelumne River	May-2024	13.05	15.96	116.48	7.44	10.19	103.18	7.83	0.86	17.02	1.52	18.50	15.97	96.6	0.06	0.09	2.70	0.16	0.31	3.28	2.13	84.03	4.18	9.77
A3318	38.13060	-121.50491	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	7.02	16.99	110.77	7.42	9.83	101.71	5.40	0.96	21.34	1.68	23.33	17.00	95.1	0.06	0.00	2.04	0.00	0.56	2.60	0.03	78.51	0.00	21.54
A696	38.12947	-121.69269	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.95	16.27	144.68	7.60	10.12	103.10	9.66	1.11	17.56	1.86	19.38	16.26	121.8	0.06	0.19	2.49	0.57	0.45	3.81	3.94	66.66	14.17	12.77
A3091	38.13104	-121.58872	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.20	16.38	119.39	7.37	9.83	100.43	8.26	0.81	16.68	1.42	18.04	16.39	100.3	0.06	0.35	2.65	0.25	0.52	3.80	9.24	70.11	6.30	14.03
A3384	38.13163	-121.57223	Mokelumne Tidal Transition Zone	Mokelumne River	May-2024	12.90	15.85	115.89	7.45	10.26	103.64	7.43	0.85	16.91	1.49	18.35	15.85	96.0	0.06	0.01	2.66	0.10	0.29	3.08	0.26	86.96	2.92	9.90
A3380	38.13216	-121.56515	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	12.84	15.71	116.36	7.45	9.87	99.40	5.85	0.77	16.43	1.37	17.67	15.70	97.0	0.06	0.00	2.55	0.00	0.24	2.77	0.00	91.92	0.00	8.50
A3382	38.13245	-121.56894	Mokelumne Tidal Transition Zone	Mokelumne River	May-2024	12.91	15.75	115.74	7.45	10.08	101.56	6.30	0.80	16.65	1.41	17.93	15.73	96.5	0.06	0.00	2.55	0.03	0.29	2.87	0.00	89.03	0.95	10.20
A3316	38.13300	-121.50711	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.90	16.96	110.33	7.42	9.91	102.49	5.09	0.99	21.38	1.68	23.41	16.98	94.9	0.06	0.00	2.03	0.00	0.56	2.60	0.00	78.27	0.00	21.73
A694	38.13225	-121.69173	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.88	16.23	144.62	7.60	10.23	104.50	9.83	1.12	17.52	1.87	19.34	16.23	121.8	0.07	0.17	2.54	0.61	0.39	3.81	3.43	67.79	15.70	10.80
A3089	38.13323	-121.59110	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.42	16.41	119.22	7.36	9.74	99.60	8.16	0.81	16.68	1.42	18.02	16.41	100.3	0.06	0.38	2.73	0.39	0.41	3.94	9.71	69.53	9.77	10.85
A3227	38.13427	-121.56678	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.90	15.72	116.26	7.44	9.92	99.91	5.88	0.79	16.48	1.39	17.71	15.71	97.0	0.06	0.00	2.51	0.01	0.30	2.81	0.03	89.23	0.23	10.53
A3087	38.13536	-121.59356	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.53	16.41	118.92	7.36	9.71	99.24	8.12	0.82	16.75	1.43	18.09	16.41	100.1	0.06	0.39	2.84	0.57	0.25	4.08	9.60	70.19	13.87	6.31
A3314	38.13525	-121.50508	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.68	16.95	109.53	7.43	9.98	103.16	4.79	0.96	21.34	1.68	23.32	16.96	94.2	0.06	0.00	1.98	0.00	0.59	2.59	0.00	77.10	0.00	22.99
A3225	38.13566	-121.56356	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.80	15.69	116.78	7.44	9.76	98.29	5.86	0.77	16.34	1.38	17.59	15.69	97.0	0.06	0.00	2.54	0.00	0.24	2.76	0.00	91.55	0.00	8.80
A692	38.13514	-121.69131	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.89	16.19	144.08	7.59	10.27	105.13	9.85	1.10	17.37	1.83	19.21	16.20	121.4	0.06	0.12	2.55	0.63	0.37	3.77	2.65	68.86	16.42	10.38
A3223	38.13648	-121.56007	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.83	15.70	116.71	7.43	9.71	97.74	6.13	0.77	16.36	1.38	17.63	15.70	96.6	0.06	0.00	2.54	0.00	0.27	2.79	0.00	90.60	0.00	9.72
A3085	38.13761	-121.59588	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.53	16.40	118.65	7.36	9.75	99.59	8.22	0.85	16.85	1.46	18.20	16.40	99.9	0.06	0.38	2.91	0.66	0.16	4.15	9.26	70.79	16.00	4.01
A3312	38.13764	-121.50343	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.52	16.93	108.02	7.44	10.08	104.20	4.53	0.95	21.07	1.70	23.10	16.94	93.0	0.05	0.01	1.91	0.00	0.67	2.59	0.08	74.35	0.00	25.88
A3221	38.13792	-121.55740	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.76	15.72	116.23	7.43	9.78	98.56	6.38	0.80	16.46	1.38	17.77	15.73	96.1	0.06	0.00	2.53	0.00	0.31	2.83	0.00	89.19	0.04	10.80
A690	38.13798	-121.69067	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.88	16.13	143.80	7.59	10.20	106.91	9.83	1.10	17.22	1.82	19.17	16.14	121.4	0.07	0.05	2.61	0.65	0.33	3.74	1.19	71.78	17.55	9.05
A4148	38.13990	-121.48018	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	1.93	17.51	96.74	7.99	10.42	108.99	2.13	1.47	20.12	2.60	21.71	17.52	83.4	0.05	1.00	2.86	0.66	0.68	5.20	18.89	55.60	12.07	13.59
A4159	38.14049	-121.46235	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	1.69	17.76	99.30	8.61	11.00	115.51	1.40	1.30	20.23	2.20	22.03	17.78	86.7	0.05	0.30	2.86	0.00	1.22	4.33	7.09	66.01	0.00	28.21
A3083	38.14023	-121.59749	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.32	16.38	118.26	7.36	9.76	99.74	8.48	0.88	16.99	1.50	18.42	16.38	99.5	0.06	0.36	2.87	0.64	0.20	4.13	8.81	70.19	15.57	5.44
A3310	38.14016	-121.50511	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.50	16.90	106.63	7.45	10.09	104.15	4.30	0.98	21.02	1.74	23.15	16.91	93.3	0.05	0.01	1.96	0.03	0.63	2.63	0.17	74.76	0.94	24.10
A3219	38.14041	-121.55881	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.75	15.73	115.89	7.42	9.89	99.67	6.38	0.80	16.46	1.38	17.79	15.73	95.9	0.06	0.00	2.46	0.03	0.36	2.86	0.00	86.40	0.94	12.70
A4133	38.14082	-121.50202	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	6.28	16.91	105.32	7.45	10.11	104.48	4.19	1.03	20.54	1.84	22.61	16.91	89.8	0.05	0.06	1.90	0.07	0.74	2.77	1.46	69.19	2.16	27.17
A4145	38.14017	-121.48467	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	2.70	17.36	96.71	7.78	10.20	106.36	2.80	1.58	19.98	2.77	21.70	17.37	83.1	0.05	1.27	2.63	0.74	0.77	5.43	23.09	49.10	13.53	14.30
A4156	38.14132	-121.46703	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	1.78	17.72	99.03	8.53	10.93	114.66	1.51	1.31	20.21	2.24	22.00	17.73	86.3	0.05	0.36	2.81	0.00	1.19	4.36	8.29	64.70	0.00	27.45
A688	38.14082	-121.68986	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.81	16.10	142.14	7.56	9.93	107.32	9.86	1.14	17.05	1.91	19.02	16.10	120.0	0.07	0.06	2.62	0.64	0.28	3.68	1.08	73.12	17.65	7.82
A4143	38.14111	-121.48779	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	3.11	17.28	97.13	7.71	10.16	105.80	3.04	1.55	19.95	2.72	21.67	17.27	83.3	0.05	1.19	2.55	0.71	0.77	5.23	22.21	49.77	13.34	14.69
A4135	38.14194	-121.49909	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	5.84	16.91	102.32	7.48	10.16	104.94	4.06	1.12	20.11	1.98	22.06	16.91	87.2	0.05	0.19	2.05	0.21	0.70	3.16	4.87	66.12	6.01	22.99
A4150	38.14171	-121.47701	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	1.84	17.54	97.07	8.06	10.52	110.13	1.97	1.42	20.16	2.50	21.73	17.55	83.8	0.05	0.82	2.90	0.56	0.70	4.98	16.26	58.66	10.51	14.70
A4154	38.14247	-121.47028	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	1.75	17.64	97.97	8.35	10.85	113.53	1.61	1.33	20.18	2.31	21.91	17.65	85.2	0.05	0.47	2.80	0.13	1.04	4.47	10.46	63.05	2.57	23.86
A3081	38.14267	-121.59938	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.25	16.37	118.12	7.36	9.76	99.69	8.85	0.90	17.05	1.53	18.50	16.37	99.4	0.06	0.35	2.96	0.68	0.17	4.21	8.40	70.86	16.00	4.70
A3217	38.14315	-121.56024	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.71	15.75	115.37	7.42	10.06	101.38	6.46	0.81	16.53	1.39	17.91	15.75	95.7	0.06	0.00	2.44	0.05	0.41	2.92	0.12	84.37	1.79	13.98
A4137	38.14305	-121.49597	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	4.94	16.98	99.96	7.53	10.19	105.44	3.88	1.28	19.94	2.23	21.76	16.96	85.1	0.05	0.51	2.21	0.37	0.71	3.82	11.76	59.79	9.22	19.23
A3308	38.14337	-121.50441	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.54	16.86	106.33	7.44	10.03	103.43	4.27	0.98	21.07	1.76	23.23	16.88	93.0	0.05	0.02	2.04	0.07	0.55	2.69	0.52	76.34	2.43	20.69
A4152	38.14340	-121.47439	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	1.73	17.57	97.12	8.14	10.69	111.93	1.80	1.37	20.17	2.43	21.77	17.57	84.1	0.05	0.66	2.90	0.43	0.76	4.77	13.76	61.20	8.42	16.60
A686	38.14371	-121.68920	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.65	16.05	139.92	7.52	9.86	107.70	10.11	1.16	16.68	1.97	18.59	16.06	118.0	0.07	0.04	2.53	0.64	0.25	3.52	0.81	73.13	18.28	7.35
A4139	38.14439	-121.49271	Mokelumne Tidal Transition Zone	Sycamore Slough	May-2024	4.46	17.01	98.33	7.57	10.19	105.50	3.72	1.35	19.84	2.37	21.59	16.98	83.7	0.05	0.69	2.33	0.47	0.70	4.21	15.67	56.71	11.11	16.52
A3215	38.14497	-121.55731	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.44	15.78	114.61	7.42	10.25	103.44	6.88	0.80	16.75	1.38	18.16	15.80	94.8	0.06	0.00	2.53	0.02	0.32	2.89	0.00	88.33	0.49	11.23
A3079	38.14529	-121.60103	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.20	16.37	118.03	7.36	9.79	99.97	9.14	0.91	17.08	1.55	18.54	16.37	99.3	0.06	0.37	3.15	0.71	0.10	4.35	8.54	72.57	16.27	2.63
A3213	38.14557	-121.55373	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.36	15.82	113.79	7.41	10.22	103.18	7.27	0.81	17.10	1.42	18.65	15.86	93.8	0.06	0.00	2.62	0.01	0.28	2.93	0.00	89.89	0.45	9.68
A3306	38.14436	-121.50949	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.82	16.78	105.78	7.43	10.08	103.83	4.50	0.95	21.37	1.67	23.58	16.82	94.0	0.06	0.00	2.28	0.09	0.30	2.68	0.00	85.36	3.31	11.22
A3211	38.14612	-121.55023	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.32	15.89	112.42	7.40	10.18	102.92	7.70	0.84	17.56	1.46	19.28	15.94	92.4	0.06	0.00	2.75	0.02	0.25	3.03	0.00	91.04	0.66	8.31
A3069	38.14714	-121.59036	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.08	16.39	117.46	7.36	9.64	98.53	9.12	0.91	17.21	1.58	18.71	16.38	99.0	0.06	0.41	2.15	0.12	0.83	3.55	11.72	60.88	3.00	24.60
A3207	38.14726	-121.54413	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	11.69	16.29	105.59	7.37	9.65	98.33	9.59	0.95	19.82	1.63	22.23	16.42	86.6	0.05	0.00	3.06	0.04	0.09	3.20	0.00	95.98	1.27	2.79
A684	38.14650	-121.68828	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.29	16.02	139.66	7.51	9.65	107.15	10.37	1.17	16.47	1.98	18.27	16.03	117.7	0.07	0.02	2.37	0.56	0.29	3.26	0.47	73.05	16.43	9.47
A3304	38.14757	-121.50553	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.80	16.74	104.68	7.43	10.00	102.89	4.55	0.97	21.01	1.72	23.12	16.77	90.5	0.05	0.04	2.27	0.13	0.32	2.76	1.09	82.80	4.61	11.53
A3077	38.14790	-121.59976	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.11	16.39	117.87	7.36	9.89	101.05	8.89	0.89	17.11	1.50	18.51	16.38	99.1	0.06	0.38	2.84	0.47	0.35	4.04	9.36	70.09	11.34	9.63
A3209	38.14811	-121.54749	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	12.06	16.11	108.51	7.39	9.85	100.01	8.83	0.91	18.83	1.56	20.99	16.21	89.0	0.05	0.00	2.94	0.02	0.19	3.16	0.00	93.22	0.62	6.17
A3066	38.14822	-121.58675	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.93	16.36	117.09	7.36	9.82	100.28	9.19	0.93	17.32	1.63	18.80	16.35	98.6	0.06	0.42	2.11	0.04	0.90	3.50	11.96	60.86	1.08	26.27
A3302	38.15006	-121.50362	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.77	16.62	100.10	7.44	10.18	104.52	5.09	0.98	20.24	1.70	22.26	16.65	85.7	0.05	0.07	2.37	0.20	0.23	2.87	1.90	84.00	6.70	7.46
A3205	38.14995	-121.54330	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	11.50	16.54	101.33	7.35	9.48	97.08	10.42	0.97	21.05	1.69	23.89	16.70	82.8	0.05	0.00	3.15	0.02	0.07	3.26	0.00	97.13	0.71	2.16
A682	38.14932	-121.68742	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.39	16.02	139.67	7.51	9.57	106.14	10.19	1.17	16.55	1.95	18.39	16.01	117.3	0.07	0.02	2.19	0.46	0.41	3.11	0.57	70.94	13.85	13.92
A3071	38.14939	-121.58989	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.99	16.38	117.14	7.36	9.73	99.43	9.21	0.92	17.31	1.61	18.80	16.37	98.7	0.06	0.41	2.10	0.05	0.90	3.50	11.95	60.45	1.20	26.43
A3075	38.15045	-121.59789	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.04	16.39	117.71	7.36	9.89	101.04	9.00	0.89	17.15	1.51	18.54	16.38	99.0	0.06	0.38	2.54	0.26	0.60	3.81	9.96	67.22	6.57	16.58
A3064	38.15067	-121.58796	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.86	16.36	116.88	7.36	9.86	100.73	9.14	0.93	17.35	1.63	18.82	16.35	98.4	0.06	0.41	2.12	0.06	0.89	3.50	11.60	61.06	1.54	25.82
A3073	38.15152	-121.59475	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	14.01	16.39	117.53	7.36	9.81	100.24	9.10	0.90	17.18	1.54	18.62	16.38	98.8	0.06	0.39	2.36	0.15	0.74	3.68	10.70	64.69	3.88	21.00
A3203	38.15203	-121.54094	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	11.13	16.84	96.21	7.33	9.27	95.53	11.24	1.02	22.46	1.75	25.66	17.01	78.9	0.05	0.00	3.24	0.01	0.03	3.30	0.00	98.71	0.45	0.83
A3062	38.15236	-121.59088	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.88	16.39	116.95	7.36	9.78	99.88	9.35	0.92	17.32	1.61	18.77	16.38	98.4	0.06	0.40	2.26	0.15	0.80	3.65	11.31	62.70	3.34	22.13
A3200	38.15221	-121.53605	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	10.70	17.22	89.51	7.29	9.08	94.41	11.93	1.12	23.84	1.82	27.20	17.27	75.0	0.04	0.00	3.33	0.00	0.00	3.34	0.00	100.06	0.03	0.00
A680	38.15209	-121.68637	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.46	16.02	142.25	7.54	9.97	105.04	9.75	1.10	16.94	1.81	18.86	16.02	119.7	0.07	0.02	2.19	0.36	0.56	3.17	0.66	69.74	11.31	18.02
A3300	38.15287	-121.50351	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.89	16.57	99.19	7.44	10.21	104.73	5.50	0.95	20.13	1.66	22.17	16.59	84.6	0.05	0.05	2.38	0.21	0.18	2.84	1.29	85.28	7.42	6.09
A3198	38.15492	-121.53506	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	10.66	17.27	88.22	7.28	9.01	93.78	12.31	1.13	24.06	1.84	27.39	17.31	74.4	0.04	0.00	3.35	0.00	0.00	3.35	0.00	100.08	0.00	0.00
A3060	38.15508	-121.59220	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.78	16.38	116.76	7.36	9.87	100.79	9.60	0.92	17.33	1.63	18.82	16.37	98.2	0.06	0.40	2.23	0.12	0.85	3.64	11.06	62.40	3.24	23.17
A3298	38.15567	-121.50348	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	7.04	16.52	98.35	7.44	10.23	104.76	5.95	0.93	20.03	1.63	22.11	16.54	83.8	0.05	0.03	2.40	0.23	0.14	2.81	0.75	86.33	8.27	4.73
A678	38.15496	-121.68563	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.50	16.10	143.71	7.54	10.14	104.07	9.46	1.08	17.00	1.78	18.90	16.11	121.5	0.07	0.04	2.20	0.37	0.59	3.20	1.05	68.62	11.66	18.36
A3058	38.15746	-121.59073	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.71	16.37	116.61	7.36	9.90	101.17	9.63	0.91	17.33	1.64	18.83	16.37	98.0	0.06	0.39	2.22	0.15	0.85	3.65	10.84	61.78	3.81	23.35
A3196	38.15781	-121.53571	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	10.58	17.31	86.67	7.27	8.88	92.44	12.46	1.14	24.33	1.84	27.56	17.32	73.8	0.04	0.00	3.33	0.00	0.00	3.34	0.00	100.01	0.00	0.00
A3296	38.15836	-121.50299	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	7.31	16.45	96.58	7.44	10.20	104.35	6.58	0.91	19.80	1.60	21.94	16.47	82.2	0.05	0.01	2.45	0.27	0.07	2.80	0.18	88.07	9.50	2.31
A3055	38.15876	-121.58617	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.42	16.33	116.24	7.35	9.86	100.56	8.98	0.90	17.26	1.62	18.72	16.31	97.6	0.06	0.42	2.14	0.23	0.86	3.60	11.54	59.50	6.18	23.65
A676	38.15756	-121.68373	Western Delta Tidal Transition Zone	Sacramento River	May-2024	12.45	16.22	146.43	7.56	10.09	103.21	9.24	1.07	17.11	1.76	18.97	16.23	124.5	0.07	0.06	2.25	0.36	0.58	3.25	1.80	68.73	11.25	18.03
